timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.234865112924,[-2.13641877 -0.10324062],-0.234865112924,[ 0.27280334  1.47339916],"[[ 0.0552845   0.098412   -0.02276027 -0.01833972]
 [ 0.00460639  0.00190853  0.          0.        ]]","[ 1.05859195  2.07569325  0.10424079 -0.47443156 -0.18227119 -0.15217877
  0.29391447 -0.36711174  1.46807175  0.25308082  0.        ]",[-0.09210335 -0.21061993]
1,-0.23427706226,[ 0.20150707  1.65240814],-0.23427706226,[ 0.57793176  1.62336922],"[[ 0.01568672  0.09436365 -0.02276027 -0.01833972]
 [-3.95121284 -0.40539147  0.          0.        ]]","[ 1.06056326  2.07619868  0.04416405 -0.48710724 -0.18227082 -0.15217847
 -0.02102031 -0.4242519   1.47381786  0.18015705  0.        ]",[-0.09210335 -0.21061993]
2,-0.233254448295,[ 0.02483033  1.48001404],-0.233254448295,[ 0.56579864  1.54551506],"[[-0.05457093  0.12606073 -0.02276027 -0.01833972]
 [-3.07745658  3.56187843  0.          0.        ]]","[ 1.0586382   2.07146056 -0.06246103 -0.38799712 -0.18227045 -0.15217816
  0.04854213  0.13232706  1.47566089  0.08596674  0.        ]",[-0.09210335 -0.21061993]
3,-0.232177247926,[ 0.51382173  1.78402024],-0.232177247926,[ 0.53568459  1.46492386],"[[-0.11453889  0.23631793 -0.02276027 -0.01833972]
 [-2.91985333  7.45088059  0.          0.        ]]","[ 1.05151181  2.04457315 -0.15316721 -0.04698034 -0.18227008 -0.15217786
  0.06108933  0.67792499  1.46789353  0.08204623  0.        ]",[-0.09210335 -0.21061993]
4,-0.229914285682,[-0.20850267  1.15876674],-0.229914285682,[ 0.2938827   1.29287982],"[[ -0.15197625   0.42357532  -0.02276027  -0.01833972]
 [ -0.83078678  11.26216493   0.           0.        ]]","[ 1.04451209  1.96259324 -0.20949834  0.50953801 -0.18226971 -0.15217755
  0.22740679  1.21261628  1.4401738   0.18613226  0.        ]",[-0.09210335 -0.21061993]
5,-0.223940126038,[-0.08507578  1.12267434],-0.223940126038,[ 0.11301991  1.12200058],"[[ -0.17671393   0.68631226  -0.02276027  -0.01833972]
 [ -1.6402222   14.99906866   0.           0.        ]]","[ 1.0388157   1.775828   -0.24654853  1.21003965 -0.18226934 -0.15217724
  0.16296434  1.73686416  1.36296344  0.36787456  0.        ]",[-0.09210335 -0.21061993]
6,-0.210859619236,[-0.0869731   1.14442977],-0.210859619236,[-0.09782305  0.89181405],"[[ -2.12575411e-01   1.02304296e+00  -2.27602655e-02  -1.83397174e-02]
 [ -1.94478908e+00   1.86617904e+01   0.00000000e+00   0.00000000e+00]]","[ 1.02905647  1.4337833  -0.29996329  1.90216616 -0.18226896 -0.15217694
  0.13871633  2.25068966  1.20697625  0.55643435  0.        ]",[-0.09210335 -0.21061993]
7,-0.18739951849,[ 0.04894807  0.00251544],-0.18739951849,[-0.16263543  0.70170486],"[[ -2.54534930e-01   1.43230027e+00  -2.27602655e-02  -1.83397174e-02]
 [ -2.24998725e+00   2.22519696e+01   0.00000000e+00   0.00000000e+00]]","[ 1.01539525  0.91600459 -0.36193315  2.33228019 -0.18226859 -0.15217663
  0.11441807  2.7543143   0.94848859  0.70562632  0.        ]",[-0.09210335 -0.21061993]
8,-0.153928775286,[-0.5524056   1.01658737],-0.153928775286,[-0.19459693  0.56582606],"[[ -2.97126630e-01   1.87301887e+00  -2.27602655e-02  -1.83397174e-02]
 [ -2.00999658e+00   2.18213304e+01   0.00000000e+00   0.00000000e+00]]","[ 0.99907802  0.3265525  -0.42414782  2.2197947  -0.18226822 -0.15217632
  0.13352445  2.69385637  0.62136004  0.74151766  0.        ]",[-0.09210335 -0.21061993]
9,-0.110553475483,[-0.5534789   1.54741956],-0.110553475483,[-0.17957978  0.37655175],"[[ -3.58853438e-01   2.34484011e+00  -2.27602655e-02  -1.83397174e-02]
 [ -4.15559087e+00   2.53489984e+01   0.00000000e+00   0.00000000e+00]]","[ 0.97111163 -0.21648615 -0.51285329  1.46606085 -0.18226785 -0.15217602
 -0.03729542  3.18867521  0.27971675  0.6144086   0.        ]",[-0.09210335 -0.21061993]
