timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.311273919526,[ 0.41554326  2.71468761],-0.311273919526,[ 0.55402142  2.23223519],"[[-0.06308748  0.03354621 -0.09623077 -0.06669679]
 [ 0.00047478  0.00264313  0.          0.        ]]","[ 0.99845071  1.95518653 -0.04211965 -0.72958863 -0.82465935 -0.56986168
  0.30036482 -0.36314743  2.10401754  0.38977101  0.        ]",[-0.14666033 -0.24197932]
1,-0.312903199797,[ 0.07262707  1.89962944],-0.312903199797,[ 0.2749579   2.03072643],"[[-0.04660039  0.07331997 -0.09623077 -0.06669679]
 [ 1.64277403  3.96154136  0.          0.        ]]","[ 0.99974815  1.95238345 -0.01681481 -0.60794396 -0.82465731 -0.56986057
  0.43947978  0.203725    2.10478612  0.45848991  0.        ]",[-0.14666033 -0.24197932]
2,-0.316165808666,[-0.20208585  1.12761753],-0.316165808666,[ 0.06585979  1.8703407 ],"[[-0.01120316  0.19149072 -0.09623077 -0.06669679]
 [ 1.8961229   7.84259881  0.          0.        ]]","[ 1.00121695  1.93189595  0.03757061 -0.24936812 -0.82465526 -0.56985945
  0.46093963  0.75945077  2.09176905  0.63685093  0.        ]",[-0.14666033 -0.24197932]
3,-0.317666259649,[ 0.45405737  1.85649942],-0.317666259649,[-0.08398646  1.72257972],"[[  0.01830867   0.38651587  -0.09623077  -0.06669679]
 [  1.05789165  11.64723396   0.           0.        ]]","[ 1.00106313  1.85901342  0.08293291  0.32230616 -0.82465322 -0.56985834
  0.38993399  1.30423057  2.03535884  0.86985812  0.        ]",[-0.14666033 -0.24197932]
4,-0.314352504893,[-0.5634382   1.21411494],-0.314352504893,[-0.33971807  1.51046848],"[[  0.05726975   0.65686823  -0.09623077  -0.06669679]
 [  2.83244728  15.37558355   0.           0.        ]]","[ 0.99894235  1.6826253   0.14277559  1.03804564 -0.82465118 -0.56985723
  0.54025238  1.83807983  1.89169726  1.15605438  0.        ]",[-0.14666033 -0.24197932]
5,-0.301382125343,[-0.88669293  1.32806439],-0.301382125343,[-0.26034135  1.38631022],"[[  0.09098899   1.00106093  -0.09623077  -0.06669679]
 [  0.54717344  19.0314827    0.           0.        ]]","[ 0.9953463   1.35105708  0.19446244  1.7468181  -0.82464913 -0.56985611
  0.34667016  2.36154206  1.63263459  1.410123    0.        ]",[-0.14666033 -0.24197932]
6,-0.275145184992,[ 0.63274209  1.89336736],-0.275145184992,[-0.0162051   1.21313488],"[[  0.06662726   1.41764728  -0.09623077  -0.06669679]
 [ -2.97163535  22.61514964   0.           0.        ]]","[ 0.99810294  0.84306314  0.15713137  2.19476265 -0.82464709 -0.569855
  0.0485974   2.87464158  1.30800799  1.49372683  0.        ]",[-0.14666033 -0.24197932]
7,-0.233144434154,[ 0.04679896 -1.16818969],-0.233144434154,[ 0.03091457  1.02172136],"[[  0.03292347   1.90518124  -0.09623077  -0.06669679]
 [ -0.40694618  26.12659664   0.           0.        ]]","[ 1.00051276  0.21179343  0.10538948  2.06094751 -0.82464505 -0.56985389
  0.26584804  3.37737215  0.92111556  1.40339085  0.        ]",[-0.14666033 -0.24197932]
8,-0.18303030363,[ 1.64257079  1.09094547],-0.18303030363,[ 0.01371416  1.05709994],"[[  0.02674957   2.38279543  -0.09623077  -0.06669679]
 [ -0.2113825   21.64974577   0.           0.        ]]","[ 1.00077482 -0.31014118  0.09590324  1.27510822 -0.824643   -0.56985277
  0.28241352  2.73632241  0.58598704  1.14224532  0.        ]",[-0.14666033 -0.24197932]
9,-0.132154374386,[ 0.08482022  1.90328264],-0.132154374386,[-0.15684241  0.93050444],"[[  0.06229978   2.85121787  -0.09623077  -0.06669679]
 [  3.75323392  25.1807605    0.           0.        ]]","[ 0.99849521 -0.61540558  0.15049274  0.04461588 -0.82464096 -0.56985166
  0.61825001  3.24184899  0.38406233  0.74649011  0.        ]",[-0.14666033 -0.24197932]
10,-0.103448258841,[-0.4955014   0.45134878],-0.103448258841,[-0.17168945  1.01451147],"[[ 0.13998767  3.23295448 -0.09623077 -0.06669679]
 [ 4.01413009  4.97952994  0.          0.        ]]","[ 0.98720825 -0.66489956  0.26927191 -1.11177716 -0.82463892 -0.56985055
  0.64034889  0.34941429  0.38291708  0.35482483  0.        ]",[-0.14666033 -0.24197932]
11,-0.105095807539,[-0.05448984  1.54436085],-0.105095807539,[-0.21634899  1.12837493],"[[ 0.19978363  3.208155   -0.09623077 -0.06669679]
 [ 1.97241733 -4.2278063   0.          0.        ]]","[ 0.97266102 -0.66746679  0.3598515  -1.03605362 -0.82463687 -0.56984943
  0.46739678 -0.96890104  0.37920724  0.38878533  0.        ]",[-0.14666033 -0.24197932]
12,-0.108609973951,[-1.46799317  0.99382057],-0.108609973951,[-0.16889718  1.16710615],"[[ 0.23667557  3.12303045 -0.09623077 -0.06669679]
 [ 1.71765035 -3.74724247  0.          0.        ]]","[ 0.96116639 -0.67014701  0.41521209 -0.77547528 -0.82463483 -0.56984832
  0.44581493 -0.90009089  0.36176247  0.46957426  0.        ]",[-0.14666033 -0.24197932]
13,-0.111802604412,[ 0.20528563  2.16434746],-0.111802604412,[-0.11325076  1.16901171],"[[ 0.23096316  3.0639947  -0.09623077 -0.06669679]
 [-2.27558368 -2.18720864  0.          0.        ]]","[ 0.96306806 -0.66642032  0.40666935 -0.594887   -0.82463279 -0.56984721
  0.10755147 -0.67672173  0.35221395  0.52699652  0.        ]",[-0.14666033 -0.24197932]
14,-0.114306687453,[-1.94274031  1.45759577],-0.114306687453,[-0.08606929  1.17770338],"[[ 0.194059    3.03205453 -0.09623077 -0.06669679]
 [-1.41769648 -1.10264599  0.          0.        ]]","[ 0.97426434 -0.66250041  0.35121966 -0.49748759 -0.82463074 -0.56984609
  0.18022216 -0.52143151  0.35125346  0.5614388   0.        ]",[-0.14666033 -0.24197932]
15,-0.116475472364,[-0.40961362  1.84849133],-0.116475472364,[-0.06466663  1.16523576],"[[ 0.12626209  3.01653322 -0.09623077 -0.06669679]
 [-5.34889629 -0.51574803  0.          0.        ]]","[ 0.98981567 -0.66011378  0.24835647 -0.45027319 -0.8246287  -0.56984498
 -0.152787   -0.43739776  0.3567139   0.58301151  0.        ]",[-0.14666033 -0.24197932]
16,-0.119075853194,[-1.82993181  1.7600554 ],-0.119075853194,[-0.06815028  1.15252054],"[[  4.07490726e-03   3.00942941e+00  -9.62307732e-02  -6.66967904e-02]
 [ -6.86477194e+00  -2.30450377e-01   0.00000000e+00   0.00000000e+00]]","[ 1.00125492 -0.65891598  0.06104726 -0.42869364 -0.82462666 -0.56984387
 -0.28119559 -0.39654766  0.37015821  0.60050673  0.        ]",[-0.14666033 -0.24197932]
17,-0.122258514677,[-0.07863784  0.93673391],-0.122258514677,[-0.08784223  1.11701894],"[[ -0.17158179   3.00630037  -0.09623077  -0.06669679]
 [-10.688157    -0.09985262   0.           0.        ]]","[ 0.98013543 -0.65836676 -0.20767749 -0.41919442 -0.82462461 -0.56984275
 -0.60507176 -0.37784778  0.39210336  0.61536231  0.        ]",[-0.14666033 -0.24197932]
18,-0.125717418029,[ 0.91317011  0.86050337],-0.125717418029,[-0.11439353  1.06955242],"[[ -0.38634584   3.00489121  -0.09623077  -0.06669679]
 [-10.78791625  -0.04695267   0.           0.        ]]","[ 0.895205   -0.65811449 -0.52443758 -0.41491739 -0.82462257 -0.56984164
 -0.61352108 -0.37027284  0.42114111  0.62510505  0.        ]",[-0.14666033 -0.24197932]
19,-0.128241509775,[-0.77889419  0.37092646],-0.128241509775,[-0.13498956  1.03387678],"[[-0.56368588  3.00416266 -0.09623077 -0.06669679]
 [-6.95884755 -0.02663418  0.          0.        ]]","[ 0.77865297 -0.65798238 -0.76654246 -0.41270608 -0.82462053 -0.56984053
 -0.28916117 -0.36736297  0.44601137  0.62738228  0.        ]",[-0.14666033 -0.24197932]
20,-0.130354832833,[-1.58081514  0.97029204],-0.130354832833,[-0.1722717  0.9726578],"[[-0.73242209  3.00325694 -0.09623077 -0.06669679]
 [-9.90495519 -0.04913567  0.          0.        ]]","[ 0.63226797 -0.65781752 -0.97308778 -0.40995752 -0.82461848 -0.56983941
 -0.53872452 -0.37058417  0.46985859  0.62504383  0.        ]",[-0.14666033 -0.24197932]
