timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.343138947891,[-2.05643787  1.64863645],-0.343138947891,[-1.95891976  1.19967687],"[[-0.04993971  0.07054926 -0.09079059 -0.16812873]
 [-0.00486831 -0.00373954  0.          0.        ]]","[ 0.96771106  1.59061343 -0.05616502 -0.90549691 -0.78187444 -1.44345502
  0.25006524 -0.35085621  2.35923174  1.58697065  0.        ]",[-0.28309447 -0.34651604]
1,-0.340992454405,[-1.52207239  1.58667164],-0.340992454405,[-2.00475955  0.85914576],"[[-0.08974209  0.11021846 -0.09079059 -0.16812873]
 [-3.96219007  3.95745143  0.          0.        ]]","[ 0.96328904  1.58608584 -0.11519203 -0.79947471 -0.78187354 -1.44345185
 -0.16097655  0.28207888  2.35659822  1.54378708  0.        ]",[-0.28309447 -0.34651604]
2,-0.334052749477,[-2.26254258  1.75936999],-0.334052749477,[-1.98742998  0.61849654],"[[-0.2079055   0.22832409 -0.09079059 -0.16812873]
 [-7.84124175  7.84015487  0.          0.        ]]","[ 0.93541683  1.56095812 -0.28882564 -0.48721829 -0.78187265 -1.44344869
 -0.56388839  0.90247238  2.34002946  1.4171116   0.        ]",[-0.28309447 -0.34651604]
3,-0.320803848933,[-2.00476954 -0.00695129],-0.320803848933,[-1.94257939  0.38963956],"[[ -0.40288097   0.4233111   -0.09079059  -0.16812873]
 [-11.64367808  11.64581913   0.           0.        ]]","[ 0.84225501  1.48222444 -0.5648501   0.00776512 -0.78187175 -1.44344553
 -0.9588417   1.51055395  2.2846657   1.21586198  0.        ]",[-0.28309447 -0.34651604]
4,-0.297589158431,[-2.93345853 -0.08839679],-0.297589158431,[-1.99846375  0.3123886 ],"[[ -0.67313885   0.65364802  -0.09079059  -0.16812873]
 [-15.36979337  11.38864541   0.           0.        ]]","[ 0.62249742  1.3333068  -0.90883784  0.53728539 -0.78187086 -1.44344237
 -1.34586627  1.46945839  2.15410097  0.91746352  0.        ]",[-0.28309447 -0.34651604]
5,-0.261156354627,[-2.0821345   0.02356564],-0.261156354627,[-1.92718852  0.27102593],"[[ -1.0171843    0.87565108  -0.09079059  -0.16812873]
 [-19.02270004  10.8134554    0.           0.        ]]","[ 0.21486087  1.13952367 -1.24660234  0.96634951 -0.78186996 -1.4434392
 -1.72528435  1.37754942  1.90167908  0.52621621  0.        ]",[-0.28309447 -0.34651604]
6,-0.21052955816,[-1.36286665  0.65294541],-0.21052955816,[-0.54396057 -0.10519972],"[[ -1.43357112   1.09070466  -0.09079059  -0.16812873]
 [-22.60417617  10.69215202   0.           0.        ]]","[-0.40424975  0.91382288 -1.45469414  1.28569396 -0.78186907 -1.44343604
 -2.09727933  1.35816436  1.48365696  0.14180129  0.        ]",[-0.28309447 -0.34651604]
7,-0.148291436756,[ 1.20050083 -0.62460442],-0.148291436756,[ 1.31612003 -1.11474741],"[[ -1.92089127   1.32835036  -0.09079059  -0.16812873]
 [-26.11630019  13.06432817   0.           0.        ]]","[-1.1679051   0.63360924 -1.37848278  1.51059309 -0.78186817 -1.44343288
 -2.46206561  1.73719459  0.91309189 -0.06770907  0.        ]",[-0.28309447 -0.34651604]
8,-0.0928280119362,[ 1.94168186 -0.83360872],-0.0928280119362,[ 1.41789448 -1.2872113 ],"[[ -2.39834119   1.5621924   -0.09079059  -0.16812873]
 [-21.64342605  10.32917397   0.           0.        ]]","[ -1.79388220e+00   3.41151359e-01  -9.87985631e-01   1.58898011e+00
  -7.81867275e-01  -1.44342972e+00  -1.99747000e+00   1.30015955e+00
   3.75483109e-01  -1.89963439e-03   0.00000000e+00]",[-0.28309447 -0.34651604]
9,-0.0638032283348,[ 1.71923559 -0.25449183],-0.0638032283348,[ 1.38441718 -1.04005194],"[[ -2.78721068   1.73358189  -0.09079059  -0.16812873]
 [-17.25798747   6.82162196   0.           0.        ]]","[ -2.11473756e+00   1.25515005e-01  -4.97849115e-01   1.55359543e+00
  -7.81866380e-01  -1.44342655e+00  -1.54196050e+00   7.39710018e-01
   1.83379818e-03   2.03859575e-01   0.00000000e+00]",[-0.28309447 -0.34651604]
10,-0.0653233443446,[ 1.49693754 -1.21815413],-0.0653233443446,[ 1.34653795 -0.94209516],"[[ -3.08923793   1.8585327   -0.09079059  -0.16812873]
 [-12.95897128   5.67738993   0.           0.        ]]","[-2.21145193 -0.02826673 -0.05974021  1.47873945 -0.78186548 -1.44342339
 -1.09542993  0.55688011 -0.2229796   0.43565374  0.        ]",[-0.28309447 -0.34651604]
11,-0.0778027948217,[ 0.45313426 -0.01158363],-0.0778027948217,[ 1.2200495  -0.38115665],"[[-3.30613015  1.93121498 -0.09079059 -0.16812873]
 [-8.74422017  1.60448894  0.          0.        ]]","[-2.1921271  -0.1152984   0.26158162  1.41663574 -0.78186459 -1.44342023
 -0.65765289 -0.09390247 -0.35603336  0.62445184  0.        ]",[-0.28309447 -0.34651604]
12,-0.0899212272481,[ 0.68621295 -0.36692479],-0.0899212272481,[ 1.14007902 -0.33468387],"[[-3.4612833   1.96252136 -0.09079059 -0.16812873]
 [-6.77763779  1.52643306  0.          0.        ]]","[-2.13297015 -0.15208691  0.48529951  1.38577661 -0.78186369 -1.44341707
 -0.45338809 -0.10637445 -0.44850214  0.76785066  0.        ]",[-0.28309447 -0.34651604]
13,-0.0995601790934,[ 0.77138285 -0.13530062],-0.0995601790934,[ 0.85329914 -0.09322932],"[[-3.56823679  1.97816581 -0.09079059 -0.16812873]
 [-3.92719364  0.04297911  0.          0.        ]]","[-2.0709306  -0.17029593  0.63329574  1.36944142 -0.7818628  -1.44341391
 -0.15731869 -0.34340607 -0.5065645   0.87289294  0.        ]",[-0.28309447 -0.34651604]
14,-0.104203603882,[ 0.13778168  0.08428997],-0.104203603882,[ 0.39252827 -0.13540483],"[[-3.61536521  1.97363861 -0.09079059 -0.16812873]
 [-0.79607967 -0.49389981  0.          0.        ]]","[-2.03828442 -0.16503883  0.69637469  1.37422707 -0.7818619  -1.44341074
  0.16790324 -0.42919031 -0.5408533   0.92166409  0.        ]",[-0.28309447 -0.34651604]
15,-0.105346073758,[-0.58145922 -0.30128658],-0.105346073758,[ 0.28341088 -0.22534984],"[[-3.62565707  1.96720687 -0.09079059 -0.16812873]
 [-0.2349769  -0.15041809  0.          0.        ]]","[-2.03072836 -0.15755276  0.70995363  1.38094008 -0.78186101 -1.44340758
  0.22618364 -0.37430713 -0.55370806  0.93313296  0.        ]",[-0.28309447 -0.34651604]
