timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.137281315492,[-0.97635803  0.40845056],-0.137281315492,[ 0.17665085  1.01581132],"[[-0.00253704  0.02626568  0.12545309  0.11053785]
 [-0.0004015  -0.00105943  0.          0.        ]]","[ 1.08235313  1.85687672 -0.04379922 -0.6106986   1.08314102  0.9558727
  0.13605325 -0.32992219  0.34569116 -0.91191182  0.        ]",[-0.01631282 -0.21735847]
1,-0.142309003322,[ 0.74103802  1.74817539],-0.142309003322,[ 0.22984836  1.03993738],"[[-0.04130345  0.04248663  0.12545309  0.11053785]
 [-3.86337519  1.61775422  0.          0.        ]]","[ 1.08116667  1.8561274  -0.10286762 -0.56654545  1.08313176  0.9558655
 -0.17842943 -0.10561381  0.34531015 -0.9614889   0.        ]",[-0.01631282 -0.21735847]
2,-0.143720228963,[-1.02438022  0.55076742],-0.143720228963,[ 0.17209524  0.99163902],"[[-0.08840738  0.11423646  0.12545309  0.11053785]
 [-0.8570188   5.54414757  0.          0.        ]]","[ 1.0769281   1.84887475 -0.17450417 -0.37177838  1.0831225   0.9558583
  0.06631772  0.43843978  0.34290592 -0.97706415  0.        ]",[-0.01631282 -0.21735847]
3,-0.140911907121,[ 1.49731847  0.3103182 ],-0.140911907121,[ 0.22987887  1.01830602],"[[-0.14507635  0.24591415  0.12545309  0.11053785]
 [-4.79676688  7.61670254  0.          0.        ]]","[ 1.06777486  1.81854131 -0.26027767 -0.01921352  1.08311323  0.95585111
 -0.25441728  0.72561725  0.33460013 -0.95667051  0.        ]",[-0.01631282 -0.21735847]
4,-0.134222532194,[-0.89281602  1.05371497],-0.134222532194,[ 0.19535246  0.99124289],"[[-0.20037241  0.40904793  0.12545309  0.11053785]
 [-0.74628708  8.69310443  0.          0.        ]]","[ 1.05460015  1.75111775 -0.34329322  0.40099625  1.08310397  0.95584391
  0.0753344   0.87476216  0.31508107 -0.90778941  0.        ]",[-0.01631282 -0.21735847]
5,-0.120813851028,[-0.72976544  0.61956803],-0.120813851028,[ 0.18531692  0.95982957],"[[ -0.25060074   0.62092385   0.12545309   0.11053785]
 [ -4.26483424  12.48183642   0.           0.        ]]","[ 1.0390335   1.61716876 -0.41790322  0.90224779  1.0830947   0.95583671
 -0.21111287  1.39972977  0.27156435 -0.81308227  0.        ]",[-0.01631282 -0.21735847]
6,-0.110384594851,[-1.36091529  3.28843113],-0.110384594851,[ 0.20055488  0.92899334],"[[ -0.36402519   0.89270398   0.12545309   0.11053785]
 [ -7.0683121   14.68877783   0.           0.        ]]","[ 0.99151218  1.37795566 -0.58259391  1.43871195  1.08308544  0.95582951
 -0.43934537  1.7055062   0.19434075 -0.77508725  0.        ]",[-0.01631282 -0.21735847]
7,-0.103736957646,[-0.07381255  2.17532007],-0.103736957646,[ 0.2061148   0.87172997],"[[ -0.54369799   1.2232981    0.12545309   0.11053785]
 [-10.88633779  18.3583083    0.           0.        ]]","[ 0.88250556  1.00923598 -0.82839039  1.87840064  1.08307618  0.95582231
 -0.75017187  2.21391585  0.07286741 -0.79441387  0.        ]",[-0.01631282 -0.21735847]
8,-0.0976448957535,[ 0.07029067  1.11212988],-0.0976448957535,[ 0.10409787  0.73857433],"[[ -0.76220396   1.62654056   0.12545309   0.11053785]
 [-10.96390514  21.95394693   0.           0.        ]]","[ 0.69893648  0.49972926 -1.09239336  2.03691545  1.08306692  0.95581511
 -0.75648208  2.71204141 -0.11967736 -0.81613574  0.        ]",[-0.01631282 -0.21735847]
9,-0.0967005823151,[-0.37631542  0.33706528],-0.0967005823151,[-0.07247928  0.55455035],"[[ -0.97651676   2.10098086   0.12545309   0.11053785]
 [-10.46887485  25.47836361   0.           0.        ]]","[ 0.47253009 -0.07884209 -1.30277292  1.66723488  1.08305765  0.95580791
 -0.71617653  3.20023378 -0.40258705 -0.80249043  0.        ]",[-0.01631282 -0.21735847]
