timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.170539655239,[-0.16014487  1.02856996],-0.170539655239,[-0.05598677  0.2828069 ],"[[-0.06311445  0.03731948  0.15081646 -0.16917228]
 [ 0.00148747 -0.00362635  0.          0.        ]]","[ 1.04576529  1.30843236 -0.1153249  -0.30984492  1.34633983 -1.52232368
 -0.05280078 -0.16518668  0.05772988  1.13334368  0.        ]",[ 0.00929752 -0.06115018]
1,-0.173383521509,[ 1.58990632 -0.71562297],-0.173383521509,[-0.05350784  0.29020208],"[[-0.06945666  0.07697799  0.15081646 -0.16917228]
 [-0.63358818  3.95627887  0.          0.        ]]","[ 1.04515043  1.30561053 -0.12508257 -0.23568868  1.34628434 -1.52224968
 -0.1119637   0.36140857  0.0576755   1.1546052   0.        ]",[ 0.00929752 -0.06115018]
2,-0.183855832112,[ 0.44176747 -0.58112408],-0.183855832112,[-0.05539472  0.28614816],"[[-0.04230072  0.12687208  0.15081646 -0.16917228]
 [ 3.33596236  1.04284484  0.          0.        ]]","[ 1.04722233  1.29935148 -0.08326721 -0.14273035  1.34622886 -1.52217569
  0.25784679 -0.02603404  0.0561725   1.23310885  0.        ]",[ 0.00929752 -0.06115018]
3,-0.199922072711,[ 0.25173999  0.80162865],-0.199922072711,[-0.05721283  0.28195256],"[[ 0.04129955  0.1244284   0.15081646 -0.16917228]
 [ 5.01845831 -1.2794723   0.          0.        ]]","[ 1.04724819  1.29967478  0.04562754 -0.1472691   1.34617338 -1.5221017
  0.41458787 -0.33486642  0.04917948  1.35405311  0.        ]",[ 0.00929752 -0.06115018]
4,-0.221362446381,[ 2.7934064   0.42789299],-0.221362446381,[-0.05719841  0.28606692],"[[ 0.15065207  0.13093645  0.15081646 -0.16917228]
 [ 5.91382018  1.91961555  0.          0.        ]]","[ 1.03268596  1.29861022  0.21341647 -0.13517652  1.34611791 -1.52202773
  0.49799535  0.09057467  0.02478407  1.517741    0.        ]",[ 0.00929752 -0.06115018]
5,-0.25490692334,[-0.90641583 -1.16597599],-0.25490692334,[-0.05710762  0.28879184],"[[ 0.3074394   0.18593148  0.15081646 -0.16917228]
 [ 9.75214591  3.57436886  0.          0.        ]]","[ 0.98332083  1.28795055  0.44866517 -0.03346974  1.34606245 -1.52195378
  0.85557605  0.31063631 -0.05297143  1.77615925  0.        ]",[ 0.00929752 -0.06115018]
6,-0.284299434586,[-0.57624659  1.23251057],-0.284299434586,[-0.05866004  0.28344479],"[[ 0.46458647  0.21699495  0.15081646 -0.16917228]
 [ 5.9751173  -0.454592    0.          0.        ]]","[ 0.9012979   1.2802999   0.67295635  0.02353558  1.346007   -1.52187983
  0.50367383 -0.22518123 -0.16243098  1.99922836  0.        ]",[ 0.00929752 -0.06115018]
7,-0.301956472496,[-0.42931811 -0.16237992],-0.301956472496,[-0.05658915  0.28976339],"[[ 0.5600161   0.24773023  0.15081646 -0.16917228]
 [ 3.57584607  3.51489039  0.          0.        ]]","[ 0.83640378  1.2715963   0.80117671  0.07955584  1.34595155 -1.52180589
  0.28013498  0.3027321  -0.25109341  2.12914199  0.        ]",[ 0.00929752 -0.06115018]
8,-0.314609622218,[-0.34850354 -0.2674946 ],-0.314609622218,[-0.05525171  0.29140854],"[[ 0.61378632  0.31088551  0.15081646 -0.16917228]
 [ 1.80705985  2.80300758  0.          0.        ]]","[ 0.79507817  1.25026095  0.87020011  0.19324859  1.34589611 -1.52173196
  0.11533742  0.20805136 -0.33156345  2.21893344  0.        ]",[ 0.00929752 -0.06115018]
9,-0.320764753769,[-0.72053229 -0.82844066],-0.320764753769,[-0.05443298  0.29188228],"[[ 0.63574069  0.35576722  0.15081646 -0.16917228]
 [ 0.39307847  1.68887501  0.          0.        ]]","[ 0.77724472  1.23225942  0.89764066  0.27268151  1.34584068 -1.52165805
 -0.01640332  0.05987326 -0.37753836  2.26095051  0.        ]",[ 0.00929752 -0.06115018]
10,-0.317759054302,[-0.60714254 -2.13131641],-0.317759054302,[-0.05453406  0.28846633],"[[ 0.61493764  0.35630783  0.15081646 -0.16917228]
 [-2.46387315 -1.62377902  0.          0.        ]]","[ 0.79412028  1.23198355  0.87160484  0.27362636  1.34578525 -1.52158414
 -0.28258562 -0.38070263 -0.35819622  2.24020494  0.        ]",[ 0.00929752 -0.06115018]
11,-0.301823362205,[-1.31215294 -1.17175629],-0.301823362205,[-0.0561638   0.28159538],"[[ 0.54206602  0.28443569  0.15081646 -0.16917228]
 [-4.81544226 -5.55035263  0.          0.        ]]","[ 0.84936566  1.25960781  0.77750199  0.14586939  1.34572983 -1.52151025
 -0.50167884 -0.90291861 -0.25464152  2.12758845  0.        ]",[ 0.00929752 -0.06115018]
12,-0.267826182194,[-0.09446618  0.05557277],-0.267826182194,[-0.05863971  0.2720305 ],"[[ 0.40703791  0.13481776  0.15081646 -0.16917228]
 [-8.67450284 -9.39861863  0.          0.        ]]","[ 0.93487666  1.2975941   0.59238218 -0.12800946  1.34567442 -1.52143636
 -0.86122051 -1.41468275 -0.09151336  1.87323596  0.        ]",[ 0.00929752 -0.06115018]
13,-0.219013342145,[-0.38777003  0.0492192 ],-0.219013342145,[-0.06035974  0.26732054],"[[ 0.23151912 -0.04907934  0.15081646 -0.16917228]
 [-8.87673529 -8.9924355   0.          0.        ]]","[ 1.01118309  1.30716591  0.33567179 -0.47169011  1.34561901 -1.52136249
 -0.88004049 -1.36060362  0.03095823  1.49782593  0.        ]",[ 0.00929752 -0.06115018]
14,-0.163345171467,[-0.35138225  2.12008802],-0.163345171467,[-0.05977644  0.26506177],"[[  0.0403526   -0.22518073   0.15081646  -0.16917228]
 [-10.23542683  -8.61893615   0.           0.        ]]","[ 1.04703864  1.27771759  0.04398114 -0.79804256  1.34556361 -1.52128863
 -1.00660626 -1.31087668  0.04695527  1.08267487  0.        ]",[ 0.00929752 -0.06115018]
15,-0.10476420902,[ 0.51857256  0.69310733],-0.10476420902,[-0.05569833  0.2720511 ],"[[ -0.1762896   -0.35611366   0.15081646  -0.16917228]
 [-11.42481443  -4.48811144   0.           0.        ]]","[ 1.02663425  1.23182314 -0.28874433 -1.03283404  1.34550822 -1.52121478
 -1.11739008 -0.76147258 -0.04643568  0.68081339  0.        ]",[ 0.00929752 -0.06115018]
16,-0.056220684416,[ 0.40740639  1.9082337 ],-0.056220684416,[-0.05472938  0.27304924],"[[-0.38194752 -0.41745542  0.15081646 -0.16917228]
 [-9.14852577 -1.65550811  0.          0.        ]]","[ 0.94813613  1.2034903  -0.59313391 -1.13920204  1.34545283 -1.52114094
 -0.90527462 -0.38473661 -0.19607798  0.38034921  0.        ]",[ 0.00929752 -0.06115018]
17,-0.0272916163312,[ 1.65145746  0.03783674],-0.0272916163312,[-0.05210294  0.27789983],"[[-0.54694658 -0.41051424  0.15081646 -0.16917228]
 [-7.3573219   2.33631486  0.          0.        ]]","[ 0.84569207  1.20686109 -0.82039967 -1.1272601   1.34539745 -1.52106711
 -0.73836351  0.14617078 -0.32684318  0.19891723  0.        ]",[ 0.00929752 -0.06115018]
