timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[-0.00876569  0.00311304 -0.03711189 -0.00788486]
 [ 0.00010655 -0.0046548   0.          0.        ]]",[-1.14200926 -2.65581775],-0.247188807534,[-0.95830198 -3.48614539],-1.94057,"[ 0.87210772  1.59806375 -0.02762195  0.98566756 -0.33547233 -0.07088392
  0.72900281  0.33861237  1.89669299  0.29448683  0.        ]",[-0.52845317 -0.37143111]
1,"[[-0.04678363 -0.03669217 -0.03711189 -0.00788486]
 [-3.78928925 -3.96267993  0.          0.        ]]",[-0.62489808 -2.13590527],-0.246691783032,[-0.25548763 -1.37736077],-2.0344,"[ 0.87053706  1.59724365 -0.08953522  0.87152173 -0.33547215 -0.07088389
  0.61469205 -0.25597996  1.89189705  0.17571656  0.        ]",[-0.52845317 -0.37143111]
2,"[[-0.13194298 -0.15488276 -0.03711189 -0.00788486]
 [-4.72355683 -7.84344556  0.          0.        ]]",[-0.69562805 -1.91698301],-0.244472835262,[-0.25991766 -1.90790684],-1.99863,"[ 0.85923833  1.58342331 -0.22768615  0.53427923 -0.33547196 -0.07088385
  0.58650867 -0.83896573  1.84392154 -0.11705473  0.        ]",[-0.52845317 -0.37143111]
3,"[[ -2.35780111e-01  -3.49917659e-01  -3.71118900e-02  -7.88486495e-03]
 [ -5.65711332e+00  -1.16473640e+01   0.00000000e+00   0.00000000e+00]]",[-0.87347353 -1.75297606],-0.238537352105,[-0.39921151 -3.37879306],-1.9076,"[ 0.83102018  1.52394361 -0.39393711 -0.00653503 -0.33547178 -0.07088382
  0.55834677 -1.41040586  1.68891017 -0.50084098  0.        ]",[-0.52845317 -0.37143111]
4,"[[ -3.63637489e-01  -6.20273025e-01  -3.71118900e-02  -7.88486495e-03]
 [ -7.12390117e+00  -1.53757418e+01   0.00000000e+00   0.00000000e+00]]",[-0.87469232 -1.50855184],-0.225598623994,[-2.21311234 -1.91520818],-1.91456,"[ 0.77492416  1.37022251 -0.59282777 -0.69041626 -0.3354716  -0.07088378
  0.5140995  -1.97049501  1.3488679  -0.91450156  0.        ]",[-0.52845317 -0.37143111]
5,"[[ -5.44400552e-01  -9.64446605e-01  -3.71118900e-02  -7.88486495e-03]
 [ -1.09400749e+01  -1.90294271e+01   0.00000000e+00   0.00000000e+00]]",[-0.74794292 -1.20651436],-0.20095780198,[-0.69579091 -1.92033821],-1.77544,"[ 0.65719366  1.07197375 -0.85714029 -1.38014569 -0.33547141 -0.07088375
  0.39898099 -2.51935837  0.73798456 -1.24564308  0.        ]",[-0.52845317 -0.37143111]
6,"[[ -7.88677898e-01  -1.38097071e+00  -3.71118900e-02  -7.88486495e-03]
 [ -1.34796637e+01  -2.26110252e+01   0.00000000e+00   0.00000000e+00]]",[-0.60655582 -0.86084676],-0.160525379518,[-0.79397554 -1.45620884],-1.56052,"[ 0.43316647  0.60575179 -1.16916916 -1.83992208 -0.33547123 -0.07088371
  0.32237183 -3.05738459 -0.08824664 -1.24778893  0.        ]",[-0.52845317 -0.37143111]
7,"[[ -1.08716935e+00  -1.86841341e+00  -3.71118900e-02  -7.88486495e-03]
 [ -1.63603247e+01  -2.61215401e+01   0.00000000e+00   0.00000000e+00]]",[-0.46427289 -0.38009045],-0.103919021577,[-0.34918814 -0.31879589],-1.20094,"[ 0.07659069  0.01630826 -1.45574065 -1.76534809 -0.33547105 -0.07088368
  0.23547392 -3.58472141 -0.77848623 -0.73860288  0.        ]",[-0.52845317 -0.37143111]
8,"[[ -1.42505517e+00  -2.39830902e+00  -3.71118900e-02  -7.88486495e-03]
 [ -1.74245046e+01  -2.68655957e+01   0.00000000e+00   0.00000000e+00]]",[-0.84306645 -0.30040187],-0.0401660086972,[-0.26923355 -0.73514501],-0.791228,"[-0.398913   -0.52552901 -1.62531788 -0.96418157 -0.33547086 -0.07088364
  0.20337184 -3.69646861 -0.86995277  0.02391475  0.        ]",[-0.52845317 -0.37143111]
9,"[[ -1.78081899e+00  -2.95948306e+00  -3.71118900e-02  -7.88486495e-03]
 [ -1.81489321e+01  -2.92439943e+01   0.00000000e+00   0.00000000e+00]]",[-1.72472012 -1.03050959],-0.0278446629961,[-2.07415225 -0.53342785],-0.694403,"[-0.92488665 -0.82789231 -1.60678657  0.45730131 -0.33547068 -0.07088361
  0.18151871 -4.05372051 -0.34684394  0.42584612  0.        ]",[-0.52845317 -0.37143111]
