timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[-0.05216211 -0.06223148 -0.03918428 -0.15327869]
 [ 0.00103986 -0.00158884  0.          0.        ]]",[-3.9581821  -4.75009489],-0.28289598158,[-3.85206744 -4.68984639],-3.4474,"[ 0.84255888  1.43537427 -0.04661384  0.85482759 -0.34651276 -1.33411697
  0.69574453  0.3288435   2.0115485   1.7527754   0.        ]",[-0.83340925 -0.65661556]
1,"[[-0.09181666 -0.10197535 -0.03918428 -0.15327869]
 [-3.95333837 -3.95961157  0.          0.        ]]",[-2.86206889 -3.84919667],-0.27563626211,[-3.47947414 -3.78100368],-3.39741,"[ 0.83815113  1.43145576 -0.11118876  0.74542869 -0.34651265 -1.33411586
  0.5843241  -0.29598131  1.99406672  1.61962313  0.        ]",[-0.83340925 -0.65661556]
2,"[[-0.20977501 -0.22009365 -0.03918428 -0.15327869]
 [-7.82962805 -7.8392878   0.          0.        ]]",[-1.19974017 -2.44555116],-0.252319064015,[-0.96561528 -2.49731738],-3.12134,"[ 0.81078321  1.40870531 -0.30149192  0.42358516 -0.34651253 -1.33411475
  0.47510397 -0.90843788  1.88949602  1.23519284  0.        ]",[-0.83340925 -0.65661556]
3,"[[ -0.40312872  -0.41503505  -0.03918428  -0.15327869]
 [-11.49366019 -11.64216132   0.           0.        ]]",[ 0.57739151 -0.74963605],-0.209107049598,[ 0.42042672 -0.31912078],-2.65403,"[ 0.72078437  1.33566022 -0.60201733 -0.08712533 -0.34651241 -1.33411363
  0.37186452 -1.5087692   1.56000625  0.67568882  0.        ]",[-0.83340925 -0.65661556]
4,"[[ -0.61403759  -0.65824813  -0.03918428  -0.15327869]
 [ -9.60357134 -12.67568946   0.           0.        ]]",[ 1.34314775  0.72143674],-0.153559512099,[ 1.79516482  1.18009566],-2.17045,"[ 0.56237448  1.18658186 -0.90224162 -0.66304548 -0.3465123  -1.33411252
  0.42512033 -1.67192302  0.98871933  0.21795245  0.        ]",[-0.83340925 -0.65661556]
5,"[[-0.76453109 -0.86952806 -0.03918428 -0.15327869]
 [-5.45941704 -8.46633064  0.          0.        ]]",[ 0.7911396   0.85623157],-0.107517867967,[ 0.89803087  0.57002348],-1.81423,"[ 0.41460945  1.01125369 -1.09168597 -1.08368862 -0.34651218 -1.33411141
  0.54188763 -1.00742126  0.46289048  0.04595356  0.        ]",[-0.83340925 -0.65661556]
6,"[[-0.83699804 -1.01453762 -0.03918428 -0.15327869]
 [-1.79936701 -6.04269793  0.          0.        ]]",[ 0.28444475  0.83216846],-0.0802378758744,[ 0.18833798 -0.0569603 ],-1.59489,"[ 0.33423478  0.87042368 -1.17403805 -1.31904954 -0.34651206 -1.3341103
  0.64501455 -0.62481956  0.15384615  0.03582646  0.        ]",[-0.83340925 -0.65661556]
7,"[[-0.86515314 -1.13645627 -0.03918428 -0.15327869]
 [-1.01873466 -6.1488106   0.          0.        ]]",[ 0.3144924   1.08453953],-0.0624089024208,[ 0.82546621  1.67930018],-1.52258,"[ 0.30151783  0.74158095 -1.20433903 -1.47900397 -0.34651195 -1.33410918
  0.66700971 -0.64157054 -0.03523755  0.07699596  0.        ]",[-0.83340925 -0.65661556]
8,"[[-0.85256523 -1.21849168 -0.03918428 -0.15327869]
 [ 2.26665407 -2.06831494  0.          0.        ]]",[-0.61910552  0.24560791],-0.0554163589259,[-0.25614691  1.06701703],-1.53016,"[ 0.31624491  0.65053835 -1.1909108  -1.56581992 -0.34651183 -1.33410807
  0.75957995  0.00258814 -0.09845308  0.12200568  0.        ]",[-0.83340925 -0.65661556]
9,"[[-0.81786138 -1.21971653 -0.03918428 -0.15327869]
 [ 1.20725267  1.93249239  0.          0.        ]]",[-0.87464887 -0.60848272],-0.0607630544829,[-0.17566469 -0.72641775],-1.49855,"[ 0.35600499  0.64915605 -1.15288957 -1.56698374 -0.34651172 -1.33410696
  0.72972944  0.63416692 -0.03565618  0.12853487  0.        ]",[-0.83340925 -0.65661556]
10,"[[-0.80092305 -1.21030773 -0.03918428 -0.15327869]
 [ 0.48897736 -0.98190055  0.          0.        ]]",[-0.63104326 -0.06062328],-0.0644648341926,[-0.57351968  0.18550162],-1.57158,"[ 0.37495192  0.65975578 -1.13380777 -1.55792996 -0.3465116  -1.33410584
  0.70949066  0.17409227  0.00559286  0.12744688  0.        ]",[-0.83340925 -0.65661556]
11,"[[-0.8140122  -1.22237545 -0.03918428 -0.15327869]
 [-1.79030278 -0.22738653  0.          0.        ]]",[-0.30710483 -0.08000749],-0.0610853512932,[-0.51586163 -0.23835872],-1.53088,"[ 0.36033721  0.64615327 -1.14858171 -1.56949706 -0.34651148 -1.33410473
  0.64526833  0.293202   -0.03135747  0.13069773  0.        ]",[-0.83340925 -0.65661556]
12,"[[-0.86994138 -1.23634229 -0.03918428 -0.15327869]
 [-3.79594423 -1.16616403  0.          0.        ]]",[ 0.24942751  0.34793338],-0.0507508577974,[ 0.62702445  1.0228986 ],-1.44648,"[ 0.29587341  0.63033568 -1.20939083 -1.58241263 -0.34651137 -1.33410362
  0.58875619  0.1450037  -0.1487979   0.13031818  0.        ]",[-0.83340925 -0.65661556]
13,"[[-0.92022228 -1.21971195 -0.03918428 -0.15327869]
 [-1.24065268  2.8159189   0.          0.        ]]",[-0.26564181 -0.44779429],-0.0446847074068,[ 0.02815674  0.49254453],-1.42316,"[ 0.23525356  0.64916013 -1.26073261 -1.56697287 -0.34651125 -1.3341025
  0.66075502  0.77362714 -0.22496473  0.11759961  0.        ]",[-0.83340925 -0.65661556]
