timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[-0.0987019   0.00769426 -0.13601382 -0.11539917]
 [ 0.00155484 -0.00425634  0.          0.        ]]","[ 0.90504545  1.75697135 -0.19171566  0.94136768 -1.15523707 -0.9995094
  0.73605703  0.3448948   2.66928722  1.04178519  0.        ]",-0.358055905111,[-0.39163736 -0.32044309],-2.76209,[-2.47420812 -2.70525503],[-1.84853945 -2.21788881]
1,"[[-0.13834617 -0.03210241 -0.13601382 -0.11539917]
 [-3.95282154 -3.96222542  0.          0.        ]]","[ 0.8982088   1.75635386 -0.25482548  0.82523224 -1.15523516 -0.99950799
  0.60669252 -0.22959507  2.65470085  0.92879545  0.        ]",-0.353341039567,[-0.39163736 -0.32044309],-2.64676,[-2.16678691 -2.43283701],[-3.07378172 -3.24724735]
2,"[[-0.25629385 -0.1502725  -0.13601382 -0.11539917]
 [-7.82906801 -7.84185375  0.          0.        ]]","[ 0.86450879  1.74278675 -0.44014914  0.48197268 -1.15523326 -0.99950658
  0.47988407 -0.7927136   2.56687592  0.60218546  0.        ]",-0.337013397033,[-0.39163736 -0.32044309],-2.50758,[-1.94370317 -2.20597053],[-2.09091828 -2.02216884]
3,"[[ -0.4510001   -0.34526428  -0.13601382  -0.11539917]
 [-11.62900773 -11.64463531   0.           0.        ]]","[ 0.76633258  1.68257329 -0.73253302 -0.06887875 -1.15523135 -0.99950516
  0.355572   -1.34467637  2.28725136  0.12341559  0.        ]",-0.303026584323,[-0.39163736 -0.32044309],-2.22903,[-1.85255885 -1.996966  ],[-0.31143267 -1.55331781]
4,"[[ -0.69362868  -0.61556543  -0.13601382  -0.11539917]
 [-12.63070839 -15.37302602   0.           0.        ]]","[ 0.57518496  1.52551749 -1.0587404  -0.76635217 -1.15522944 -0.99950375
  0.32280194 -1.88583776  1.72868115 -0.30712616  0.        ]",-0.247499278156,[-0.39163736 -0.32044309],-1.86604,[-1.69761598 -1.779724  ],[-0.84096309 -0.94191535]
5,"[[ -0.97712743  -0.95737678  -0.13601382  -0.11539917]
 [-15.70930289 -18.7966488    0.           0.        ]]","[ 0.2696461   1.22187523 -1.36265567 -1.46758586 -1.15522754 -0.99950234
  0.22208806 -2.38275671  0.92580024 -0.44623756  0.        ]",-0.168218086822,[-0.39163736 -0.32044309],-1.39363,[-1.39230573 -1.44534087],[-1.49555302 -3.20651129]
6,"[[ -1.32792675  -1.3692828   -0.13601382  -0.11539917]
 [-19.35904262 -22.38193576   0.           0.        ]]","[-0.19541235  0.74832536 -1.58992682 -1.94062865 -1.15522563 -0.99950093
  0.10268963 -2.90313098  0.09076634 -0.07534039  0.        ]",-0.0672979289209,[-0.39163736 -0.32044309],-0.869346,[-1.22474837 -0.92059731],[-1.34091446  0.06516935]
7,"[[ -1.75103274  -1.80986167  -0.13601382  -0.11539917]
 [-22.93979221 -21.67824985   0.           0.        ]]","[-0.80751124  0.1973053  -1.61100474 -1.91667506 -1.15522372 -0.99949951
 -0.01445184 -2.8009761  -0.3003877   0.73899242  0.        ]",-0.0642631214878,[-0.39163736 -0.32044309],-0.818574,[-1.18999374 -0.43267977],[-0.89887322  0.2146648 ]
8,"[[ -2.24103156  -2.23056644  -0.13601382  -0.11539917]
 [-26.04960947 -20.39652437   0.           0.        ]]","[-1.45191845 -0.27703357 -1.29014913 -1.38716128 -1.15522182 -0.9994981
 -0.11618711 -2.6149249  -0.02788959  1.47523678  0.        ]",-0.15154808929,[-0.39163736 -0.32044309],-1.23665,[-1.54956222 -0.64619648],[-1.7296086  -1.89579937]
9,"[[ -2.79661878  -2.67415052  -0.13601382  -0.11539917]
 [-29.49753535 -23.95017882   0.           0.        ]]","[-1.91842464 -0.62986575 -0.57589204 -0.39621392 -1.15521991 -0.99949669
 -0.22898335 -3.13069591  0.60593557  1.63297223  0.        ]",-0.199703208817,[-0.39163736 -0.32044309],-1.50479,[-2.26252532 -1.24701345],[-3.53685525 -1.42509489]
10,"[[ -3.42045938  -3.11422052  -0.13601382  -0.11539917]
 [-32.87415808 -10.1163581    0.           0.        ]]","[-1.94799659 -0.76467531  0.4076075   0.83903882 -1.15521801 -0.99949528
 -0.33944694 -1.12279769  0.88330432  1.29220743  0.        ]",-0.192841157307,[-0.39163736 -0.32044309],-1.69174,[-2.26903462 -1.74635255],[-1.64898348 -0.68005196]
11,"[[ -4.11113086  -3.15879869  -0.13601382  -0.11539917]
 [-36.18212804   2.02761266   0.           0.        ]]","[-1.37098701 -0.76496018  1.28836842  0.96913072 -1.1552161  -0.99949386
 -0.44766455  0.63982615  0.80553756  1.13326131  0.        ]",-0.175101027563,[-0.39163736 -0.32044309],-1.54316,[-2.27690482 -2.02119303],[-1.46626073 -1.77970198]
12,"[[ -4.86731103  -3.10288827  -0.13601382  -0.11539917]
 [-39.42510668   2.83951802   0.           0.        ]]","[-0.32107999 -0.76420155  1.55033541  0.80598049 -1.15521419 -0.99949245
 -0.55375594  0.75766855  0.79638406  1.12621598  0.        ]",-0.173822538621,[-0.39163736 -0.32044309],-1.53995,[-1.72125089 -1.77122593],[-1.99381457 -1.14572608]
13,"[[ -5.6877073   -3.0558533   -0.13601382  -0.11539917]
 [-42.60392465   1.81630549   0.           0.        ]]","[ 0.66115564 -0.76051276  0.86555309  0.66898194 -1.15521229 -0.99949104
 -0.65774826  0.6091547   0.74912492  1.10171109  0.        ]",-0.168022521132,[-0.39163736 -0.32044309],-1.54988,[-1.32171941 -1.45197904],[-1.73441441  0.59229143]
