timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[-0.06986802 -0.00213571  0.13427957 -0.17769193]
 [ 0.00227914 -0.00256523  0.          0.        ]]",[-3.66342926 -3.14139915],-0.179322872267,[-3.84208042 -2.65993561],-3.12156,"[ 0.84043854  1.41385326 -0.06589265  1.02975289  1.16130854 -1.54993593
  0.68691787  0.32708642  0.14097468  2.09336169  0.        ]",[-0.87739974 -0.70925415]
1,"[[-0.10949795 -0.0418989   0.13427957 -0.17769193]
 [-3.95211249 -3.96056765  0.          0.        ]]",[-2.2999928  -1.93670523],-0.167360887425,[-2.85289059 -1.79498691],-3.00647,"[ 0.83490996  1.41280032 -0.13015514  0.92084751  1.16130779 -1.54993448
  0.5762719  -0.30428766  0.12647754  1.95729842  0.        ]",[-0.87739974 -0.70925415]
2,"[[-0.22743165 -0.16003615  0.13427957 -0.17769193]
 [-7.82837972 -7.84022801  0.          0.        ]]",[-0.71942836 -0.4142586 ],-0.130865842513,[-0.55869795 -0.46940887],-2.68511,"[ 0.80412745  1.39849978 -0.31934842  0.59902437  1.16130704 -1.54993303
  0.46781193 -0.92316453  0.02958919  1.562717    0.        ]",[-0.87739974 -0.70925415]
3,"[[-0.40461637 -0.33392333  0.13427957 -0.17769193]
 [-9.88330629 -9.54280498  0.          0.        ]]",[ 0.89726073  1.13484359],-0.0751743888961,[ 1.10330828  1.09353461],-2.21735,"[ 0.71846582  1.34748381 -0.59319792  0.13766657  1.1613063  -1.54993158
  0.41031395 -1.19475615 -0.2544272   1.03098894  0.        ]",[-0.87739974 -0.70925415]
4,"[[-0.56064811 -0.48317035  0.13427957 -0.17769193]
 [-5.73361629 -5.39571649  0.          0.        ]]",[ 0.99715883  1.22298408],-0.0299908805024,[ 1.29340325  1.32620494],-1.84353,"[ 0.60578337  1.27630668 -0.81800382 -0.23722276  1.16130555 -1.54993013
  0.52642414 -0.53321896 -0.61765227  0.65535594  0.        ]",[-0.87739974 -0.70925415]
5,"[[-0.63450567 -0.55029936  0.13427957 -0.17769193]
 [-1.66563676 -1.33073291  0.          0.        ]]",[ 0.40480089  0.60062742],-0.0206045374305,[ 0.43202206  0.57233468],-1.80026,"[ 0.54107077  1.23646446 -0.91739662 -0.39709274  1.1613048  -1.54992869
  0.64024798  0.11522089 -0.81493458  0.51588628  0.        ]",[-0.87739974 -0.70925415]
6,"[[-0.65034779 -0.55391826  0.13427957 -0.17769193]
 [ 0.07563198  0.96120547  0.          0.        ]]",[ 0.01099404  0.01874004],-0.0210258934508,[-0.14179147  0.35332357],-1.79884,"[ 0.52628641  1.23418301 -0.93804805 -0.40553414  1.16130405 -1.54992724
  0.68896928  0.48082728 -0.84701892  0.49374404  0.        ]",[-0.87739974 -0.70925415]
7,"[[-0.65448328 -0.52084628  0.13427957 -0.17769193]
 [-0.48730531  2.34139226  0.          0.        ]]",[-0.03721941 -0.45752674],-0.0198051711136,[ 0.2228308  -1.83490568],-1.897,"[ 0.52237555  1.25452235 -0.9433981  -0.32770166  1.1613033  -1.54992579
  0.67321774  0.70099236 -0.81746996  0.50297653  0.        ]",[-0.87739974 -0.70925415]
8,"[[-0.65527343 -0.5142146   0.13427957 -0.17769193]
 [ 0.40531396 -1.66487117  0.          0.        ]]",[ 0.10587028  0.48372686],-0.0196109147705,[ 0.07329634  1.2731972 ],-1.79229,"[ 0.52162576  1.25846363 -0.94441799 -0.31191218  1.16130255 -1.54992434
  0.6981934   0.06191901 -0.81151287  0.5049909   0.        ]",[-0.87739974 -0.70925415]
9,"[[-0.6443527  -0.50745449  0.13427957 -0.17769193]
 [ 0.68582623  2.32757699  0.          0.        ]]",[-0.30656612 -0.58475453],-0.0196339319444,[-0.5502677  -0.90201037],-1.83919,"[ 0.53191739  1.26243389 -0.93026016 -0.29575593  1.1613018  -1.54992289
  0.70604198  0.69878844 -0.78484964  0.5227163   0.        ]",[-0.87739974 -0.70925415]
10,"[[-0.65260074 -0.49719224  0.13427957 -0.17769193]
 [-1.50334283 -1.28930005  0.          0.        ]]",[ 0.36220893  0.37465614],-0.0192906135652,[ 0.34050324  0.04292983],-1.82064,"[ 0.52415781  1.26836966 -0.9409631  -0.27111381  1.16130105 -1.54992144
  0.64478765  0.12182918 -0.78802729  0.51663114  0.        ]",[-0.87739974 -0.70925415]
11,"[[-0.66885456 -0.52102161  0.13427957 -0.17769193]
 [-0.12662004 -1.09428453  0.          0.        ]]",[ 0.22679019  0.43272203],-0.0201749615151,[ 0.42040049  0.66563209],-1.7996,"[ 0.50862085  1.25441393 -0.96185748 -0.32811794  1.1613003  -1.54991999
  0.6833088   0.15293776 -0.84329642  0.48421054  0.        ]",[-0.87739974 -0.70925415]
12,"[[-0.65468456 -0.51625181  0.13427957 -0.17769193]
 [ 1.53807753  1.56241259  0.          0.        ]]",[-0.33172858 -0.35132307],-0.0196677239737,[-0.60338237 -0.10286931],-1.81692,"[ 0.52218375  1.25725393 -0.94365564 -0.31676857  1.16129955 -1.54991854
  0.7298876   0.57673042 -0.81275844  0.50480671  0.        ]",[-0.87739974 -0.70925415]
13,"[[-0.64817661 -0.4893919   0.13427957 -0.17769193]
 [-0.87922912  1.12503415  0.          0.        ]]",[ 0.03869615 -0.29136685],-0.0193872792769,[ 0.0865784   0.07931736],-1.813,"[ 0.5283298   1.27280506 -0.93522877 -0.25229086  1.1612988  -1.54991709
  0.66224982  0.50696019 -0.77174706  0.52642873  0.        ]",[-0.87739974 -0.70925415]
14,"[[-0.66215125 -0.46396489  0.13427957 -0.17769193]
 [-0.51943319  1.41669495  0.          0.        ]]",[-0.02595028 -0.46221638],-0.0187454518704,[-0.53252242 -0.29692021],-1.82566,"[ 0.51506725  1.28682177 -0.95327066 -0.19039601  1.16129805 -1.54991565
  0.67231683  0.55348536 -0.7686155   0.5202356   0.        ]",[-0.87739974 -0.70925415]
15,"[[-0.6935694  -0.44770065  0.13427957 -0.17769193]
 [-2.61540235  0.21373814  0.          0.        ]]",[ 0.53053194 -0.08205486],-0.01797678074,[ 0.2735921  -0.35511749],-1.83753,"[ 0.4843783   1.29542338 -0.99311438 -0.15038713  1.1612973  -1.5499142
  0.61367025  0.36159103 -0.80660116  0.48625621  0.        ]",[-0.87739974 -0.70925415]
16,"[[-0.73449374 -0.45758048  0.13427957 -0.17769193]
 [-1.4808133  -1.19701961  0.          0.        ]]",[ 0.63684529  0.37420309],-0.0211592505801,[ 0.4262658  -0.18899923],-1.85441,"[ 0.4426357   1.29023076 -1.0434672  -0.17472884  1.16129655 -1.54991275
  0.64541642  0.13654856 -0.89200357  0.42919915  0.        ]",[-0.87739974 -0.70925415]
17,"[[-0.74689407 -0.48879791  0.13427957 -0.17769193]
 [ 0.2350686  -1.92230367  0.          0.        ]]",[ 0.51040852  0.66950512],-0.0254128767361,[ 0.98675759  1.05272899],-1.82328,"[ 0.4296019   1.27313664 -1.05836702 -0.25085415  1.1612958  -1.5499113
  0.69342746  0.02085206 -0.95024378  0.40125272  0.        ]",[-0.87739974 -0.70925415]
18,"[[-0.70308698 -0.48714843  0.13427957 -0.17769193]
 [ 4.13266024  2.07394336  0.          0.        ]]",[-0.65064156 -0.58514708],-0.0203135280382,[-1.63382404 -0.64235574],-1.83635,"[ 0.47484651  1.27406491 -1.00498175 -0.24686246  1.16129505 -1.54990985
  0.80248386  0.65832881 -0.8674119   0.455469    0.        ]",[-0.87739974 -0.70925415]
19,"[[-0.66093712 -0.47158599  0.13427957 -0.17769193]
 [ 0.09577396 -0.50909971  0.          0.        ]]",[ 0.02219729  0.02077951],-0.0188132665566,[ 0.1697104   0.06929932],-1.81891,"[ 0.51622831  1.28268817 -0.95170802 -0.20903212  1.1612943  -1.5499084
  0.68952926  0.24628443 -0.77471243  0.51805184  0.        ]",[-0.87739974 -0.70925415]
20,"[[-0.65230548 -0.47891619  0.13427957 -0.17769193]
 [ 0.76516239 -0.22486694  0.          0.        ]]",[-0.14030914 -0.06181455],-0.0191938021721,[-0.17012985  0.26272641],-1.81607,"[ 0.52443541  1.27865726 -0.94057582 -0.22688895  1.16129356 -1.54990695
  0.70825883  0.29162487 -0.76758984  0.526047    0.        ]",[-0.87739974 -0.70925415]
21,"[[-0.64391078 -0.47292878  0.13427957 -0.17769193]
 [ 0.07660145  0.82012392  0.          0.        ]]",[-0.15048976 -0.34308589],-0.0197547330599,[-0.18688134 -0.67819723],-1.83917,"[ 0.53232876  1.28195237 -0.92967856 -0.21230817  1.16129281 -1.5499055
  0.68899223  0.45832064 -0.7464664   0.54063972  0.        ]",[-0.87739974 -0.70925415]
22,"[[-0.64980183 -0.48362981  0.13427957 -0.17769193]
 [-0.66324951 -1.88122442  0.          0.        ]]",[ 0.22652453  0.41543871],-0.0193098161414,[ 0.1803838  1.0827863],-1.80254,"[ 0.52679837  1.27603368 -0.93733225 -0.23833576  1.16129206 -1.54990405
  0.66829052  0.02740409 -0.76831203  0.52709547  0.        ]",[-0.87739974 -0.70925415]
23,"[[-0.65578992 -0.48115542  0.13427957 -0.17769193]
 [ 0.06203149  2.11534466  0.          0.        ]]",[-0.17740647 -0.59586233],-0.0190497018786,[ 0.68640067 -1.76913888],-1.90176,"[ 0.52113279  1.27741197 -0.94507695 -0.23233019  1.16129131 -1.54990261
  0.68858401  0.66493294 -0.77615228  0.52018504  0.        ]",[-0.87739974 -0.70925415]
24,"[[-0.62730209 -0.47900647  0.13427957 -0.17769193]
 [ 2.77770705 -1.88710544  0.          0.        ]]",[-0.47375768  0.20499735],-0.0210412950964,[-0.1019424   0.70219308],-1.82609,"[ 0.54768617  1.27860356 -0.90791593 -0.2271082   1.16129056 -1.54990116
  0.76456985  0.02646558 -0.7243581   0.56057862  0.        ]",[-0.87739974 -0.70925415]
25,"[[-0.57635578 -0.4884753   0.13427957 -0.17769193]
 [ 2.31845366  0.93082989  0.          0.        ]]",[-0.83463806 -0.55909652],-0.0271295292589,[-1.0871768   0.16742004],-1.9005,"[ 0.59260803  1.27331121 -0.83954575 -0.25007325  1.16128981 -1.54989971
  0.75171935  0.47598013 -0.64879384  0.62880456  0.        ]",[-0.87739974 -0.70925415]
26,"[[-0.57014171 -0.4633777   0.13427957 -0.17769193]
 [-1.68371392  1.57677393  0.          0.        ]]",[-0.27397358 -0.70124662],-0.0298685809298,[-0.1157513  -0.71898994],-1.88655,"[ 0.59785743  1.28712614 -0.83104493 -0.1889563   1.16128906 -1.54989826
  0.63973612  0.5790204  -0.61246658  0.65296693  0.        ]",[-0.87739974 -0.70925415]
27,"[[-0.60806566 -0.46071772  0.13427957 -0.17769193]
 [-2.10727759 -1.30118463  0.          0.        ]]",[ 0.1946706   0.10874002],-0.0241479687188,[-0.02309385 -0.03237917],-1.84933,"[ 0.56503831  1.28854995 -0.88238148 -0.18243287  1.16128831 -1.54989681
  0.62788432  0.11993062 -0.67225668  0.59818468  0.        ]",[-0.87739974 -0.70925415]
