timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[ 0.06758808  0.06846033 -0.07785328  0.17505763]
 [ 0.00195519  0.00186235  0.          0.        ]]",[-0.99260443 -1.56276679],-0.325071271288,[ 0.09420699 -0.40216397],-1.62859,"[ 1.11665477  1.93833564  0.16985659  0.81681002 -0.68986934  1.5473655
  0.7373407   0.33569947  1.88603316 -1.12615582  0.        ]",[-0.08019356 -0.18879361]
1,"[[ 0.07137212  0.05251865 -0.07785328  0.17505763]
 [ 0.37520473 -1.59072251  0.          0.        ]]",[-0.9851076  -1.55652452],-0.325649164777,[-0.55250675  0.29931635],-1.65159,"[ 1.11628331  1.93956879  0.17554874  0.77289989 -0.6898662   1.54734932
  0.75985922  0.11623522  1.88708545 -1.13365408  0.        ]",[-0.08019356 -0.18879361]
2,"[[ 0.05686774  0.03291993 -0.07785328  0.17505763]
 [-1.81833782 -0.37321005  0.          0.        ]]",[-0.96322769 -1.54946733],-0.328564816608,[-0.83946405 -1.75536395],-1.57026,"[ 1.11756237  1.94063599  0.15372019  0.71886871 -0.68986306  1.54733314
  0.62749599  0.28401235  1.89067629 -1.17462399  0.        ]",[-0.08019356 -0.18879361]
3,"[[-0.01244149 -0.01418516 -0.07785328  0.17505763]
 [-5.10165846 -4.32413582  0.          0.        ]]",[-0.85552394 -1.49497318],-0.339049401575,[-1.8848158  -1.42310502],-1.62364,"[ 1.11968568  1.94118505  0.04924526  0.58890845 -0.68985993  1.54731696
  0.42937523 -0.26044168  1.89474626 -1.33070044  0.        ]",[-0.08019356 -0.18879361]
4,"[[-0.15313792 -0.13952164 -0.07785328  0.17505763]
 [-8.95518302 -8.19660424  0.          0.        ]]",[-0.72493923 -1.426193  ],-0.358929615797,[-1.42772066 -2.78573873],-1.69854,"[ 1.10358186  1.92856793 -0.16203042  0.24431663 -0.68985679  1.54730079
  0.19684808 -0.79408235  1.85215861 -1.66963832  0.        ]",[-0.08019356 -0.18879361]
5,"[[ -0.37014319  -0.34153787  -0.07785328   0.17505763]
 [-12.73287655 -11.99234875   0.           0.        ]]",[-0.55191553 -1.31405556],-0.380577722757,[-0.1585813  -1.95122262],-1.91662,"[ 1.02600842  1.86565207 -0.47752702 -0.29613473 -0.68985365  1.54728461
 -0.03110328 -1.31714359  1.64941032 -2.15273832  0.        ]",[-0.08019356 -0.18879361]
6,"[[ -0.62856381  -0.61872616  -0.07785328   0.17505763]
 [-13.10813026 -15.71404567   0.           0.        ]]",[-0.43561149 -1.18412971],-0.389703355503,[ 1.17352783 -1.57770766],-2.0209,"[ 0.85514203  1.6985663  -0.818698   -0.97232402 -0.68985052  1.54726844
 -0.05374653 -1.82998613  1.20414133 -2.58870805  0.        ]",[-0.08019356 -0.18879361]
7,"[[ -0.84843739  -0.96962366  -0.07785328   0.17505763]
 [ -8.89337901 -19.3635241    0.           0.        ]]",[-0.38588616 -1.04577136],-0.375448252448,[-0.83605159 -0.63452599],-1.9157,"[ 0.6506127   1.37259034 -1.06339565 -1.64743412 -0.68984738  1.54725226
  0.20057854 -2.33285121  0.64150345 -2.73579129  0.        ]",[-0.08019356 -0.18879361]
8,"[[ -1.05775623  -1.37824378  -0.07785328   0.17505763]
 [-12.02844993 -21.49138616   0.           0.        ]]",[-0.45405963 -0.95695847],-0.336304462192,[ 0.10134546 -1.72583217],-1.70996,"[ 0.41477658  0.88268161 -1.24587336 -2.0801813  -0.68984425  1.54723609
  0.0114021  -2.62601044  0.09960165 -2.55191736  0.        ]",[-0.08019356 -0.18879361]
9,"[[ -1.29195196  -1.84352544  -0.07785328   0.17505763]
 [-11.39342098 -25.02500389   0.           0.        ]]",[-0.53506196 -0.87620789],-0.271908368649,[-0.61125629 -1.17935359],-1.33645,"[ 0.11628078  0.27956942 -1.38176372 -2.02915956 -0.68984111  1.54721992
  0.04972097 -3.11283779 -0.25136988 -2.06387007  0.        ]",[-0.08019356 -0.18879361]
