timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[ 0.06834931  0.00699603  0.14789515  0.03468458]
 [ 0.00367873  0.0018529   0.          0.        ]]",[ 0.11401594 -0.78079689],-0.064596581132,[-0.42789771 -1.9689471 ],-0.645527,"[ 0.90590544  1.7493099   0.07579252  0.94315458  1.26927889  0.29669532
  0.73546067  0.34652101  0.1252926   0.01434546  0.        ]",[-0.39587137 -0.3234762 ]
1,"[[ 0.05145413 -0.03268852  0.14789515  0.03468458]
 [-1.68757198 -3.95711513  0.          0.        ]]",[ 0.70210433 -0.18627639],-0.0677716993525,[ 1.35863487  0.90709648],-0.529429,"[ 0.90738262  1.74866337  0.04874113  0.82719146  1.26927658  0.2966951
  0.68052988 -0.2287037   0.12891306 -0.05740546  0.        ]",[-0.39587137 -0.3234762 ]
2,"[[ 0.05771379 -0.07502336  0.14789515  0.03468458]
 [ 2.3002671  -0.28858935  0.          0.        ]]",[ 0.03879555 -0.69321477],-0.0691703502217,[-0.04670001  0.54632398],-0.60335,"[ 0.90688231  1.74579036  0.05876678  0.7036544   1.26927428  0.29669487
  0.81004994  0.304321    0.12862664 -0.08784821  0.        ]",[-0.39587137 -0.3234762 ]
3,"[[ 0.10140063 -0.05903263  0.14789515  0.03468458]
 [ 2.06918887  1.88043258  0.          0.        ]]",[-0.26631415 -0.98660862],-0.0646334345906,[-0.1096045  -1.77214878],-0.620614,"[ 0.90180692  1.74713345  0.12861433  0.75028157  1.26927197  0.29669465
  0.80254383  0.61947248  0.12467835  0.01135933  0.        ]",[-0.39587137 -0.3234762 ]
4,"[[ 0.13803909 -0.06152349  0.14789515  0.03468458]
 [ 1.59622637 -2.11619937  0.          0.        ]]",[-0.15195861 -0.50971425],-0.0621053584804,[-0.42337521 -1.20519178],-0.630948,"[ 0.89541028  1.74693966  0.18695934  0.74301437  1.26926966  0.29669442
  0.78718159  0.03877414  0.11860151  0.0784839   0.        ]",[-0.39587137 -0.3234762 ]
5,"[[ 0.15285806 -0.14314831  0.14789515  0.03468458]
 [-0.10866321 -6.03323062  0.          0.        ]]",[ 0.33492604  0.14933702],-0.063647247676,[-0.30466804 -0.67658943],-0.619037,"[ 0.89226991  1.73644245  0.21047805  0.50577645  1.26926735  0.2966942
  0.73180767 -0.53035837  0.11953867  0.02513597  0.        ]",[-0.39587137 -0.3234762 ]
6,"[[ 0.13862326 -0.28948927  0.14789515  0.03468458]
 [-1.31083927 -8.59233919  0.          0.        ]]",[ 0.91352844  0.70884883],-0.0706122269029,[ 0.79942951 -0.04333807],-0.588706,"[ 0.8952903   1.69693935  0.18788712  0.0884298   1.26926504  0.29669397
  0.69276145 -0.90218826  0.11000179 -0.1475372   0.        ]",[-0.39587137 -0.3234762 ]
7,"[[ 0.14439608 -0.46136303  0.14789515  0.03468458]
 [ 1.8775266  -8.59501558  0.          0.        ]]",[ 0.66570926  0.77893186],-0.0779034161962,[ 1.4420748  0.4012453],-0.618756,"[ 0.89409915  1.61771268  0.19705419 -0.37831759  1.26926273  0.29669375
  0.7963156  -0.902576    0.07035441 -0.30364762  0.        ]",[-0.39587137 -0.3234762 ]
8,"[[ 0.22126011 -0.61562936  0.14789515  0.03468458]
 [ 5.79588617 -6.83744643  0.          0.        ]]",[-0.04295792  0.61300147],-0.0751637460751,[-0.55527686  0.27681725],-0.746607,"[ 0.87367731  1.51823129  0.31826158 -0.76497882  1.26926043  0.29669352
  0.923579   -0.6472056   0.03025169 -0.30750089  0.        ]",[-0.39587137 -0.3234762 ]
9,"[[ 0.31398267 -0.74001411  0.14789515  0.03468458]
 [ 3.48405014 -5.60515312  0.          0.        ]]",[ 0.04118514  0.65244675],-0.0683478033363,[-0.06970514  0.8719932 ],-0.689956,"[ 0.83785107  1.42011645  0.46164542 -1.04795492  1.26925812  0.2966933
  0.84849174 -0.46815644 -0.00504979 -0.25526628  0.        ]",[-0.39587137 -0.3234762 ]
10,"[[ 0.38019379 -0.81635989  0.14789515  0.03468458]
 [ 3.13822357 -2.04130368  0.          0.        ]]",[-0.14146116  0.36154768],-0.062730526838,[ 0.01555615  1.16855712],-0.654046,"[ 0.80493684  1.35267513  0.56149822 -1.20682013  1.26925581  0.29669307
  0.83725863  0.04966111 -0.03004301 -0.20794405  0.        ]",[-0.39587137 -0.3234762 ]
11,"[[ 0.44294019 -0.81705232  0.14789515  0.03468458]
 [ 3.13641305  1.95872911  0.          0.        ]]",[-0.49750215 -0.09843215],-0.0551066183634,[ 0.30581142 -0.89579509],-0.66721,"[ 0.76825317  1.35203722  0.65372525 -1.20820352  1.2692535   0.29669285
  0.83719883  0.63085475 -0.02838555 -0.09874762  0.        ]",[-0.39587137 -0.3234762 ]
12,"[[ 0.51719675 -0.81385814  0.14789515  0.03468458]
 [ 4.28542758 -1.62735338  0.          0.        ]]",[-0.86538446  0.28787807],-0.0475197209331,[-0.76288308  0.23353894],-0.659603,"[ 0.71813809  1.35496147  0.75934645 -1.20180189  1.26925119  0.29669262
  0.87451668  0.10980609 -0.03412341  0.03414235  0.        ]",[-0.39587137 -0.3234762 ]
13,"[[ 0.57176847 -0.83679365  0.14789515  0.03468458]
 [ 1.18207106 -0.66940467  0.          0.        ]]",[-0.64499599  0.28128973],-0.0433852292024,[-0.85182498 -0.65286118],-0.716408,"[ 0.67682708  1.33374855  0.83421318 -1.24726624  1.26924888  0.2966924
  0.77372167  0.24899349 -0.05125149  0.10692144  0.        ]",[-0.39587137 -0.3234762 ]
14,"[[ 0.56136899 -0.87597476  0.14789515  0.03468458]
 [-2.21074703 -3.24014384  0.          0.        ]]",[  7.96169043e-05   7.15587378e-01],-0.0441624256723,[ 0.65755331  1.76956042],-0.552214,"[ 0.68498485  1.29649247  0.82013763 -1.32228167  1.26924658  0.29669217
  0.66352537 -0.12452872 -0.0604433   0.05149852  0.        ]",[-0.39587137 -0.3234762 ]
15,"[[ 0.54368288 -0.90041429  0.14789515  0.03468458]
 [ 0.43335399  0.78278518  0.          0.        ]]",[-0.33809257  0.21717232],-0.0460236338071,[-0.3547286   0.29248499],-0.653913,"[ 0.69855128  1.27262278  0.79598916 -1.36733396  1.26924427  0.29669195
  0.74940257  0.45999333 -0.06594751 -0.00198386  0.        ]",[-0.39587137 -0.3234762 ]
16,"[[ 0.53817874 -0.87328991  0.14789515  0.03468458]
 [-0.97906114  1.92584304  0.          0.        ]]",[-0.20714748  0.07933673],-0.0462136143439,[ 0.64805438  0.55735488],-0.573182,"[ 0.70269319  1.29908061  0.78841994 -1.31724463  1.26924196  0.29669172
  0.70352786  0.62607652 -0.05592519  0.01409298  0.        ]",[-0.39587137 -0.3234762 ]
17,"[[ 0.54451023 -0.81302122  0.14789515  0.03468458]
 [ 1.60358443  4.09380004  0.          0.        ]]",[-0.79045534 -0.36229968],-0.0453375759317,[-1.21846275 -0.47416355],-0.706164,"[ 0.69792385  1.35571437  0.79712283 -1.20010975  1.26923965  0.2966915
  0.78740902  0.94107482 -0.0389037   0.08251404  0.        ]",[-0.39587137 -0.3234762 ]
18,"[[ 0.53657397 -0.75078287  0.14789515  0.03468458]
 [-2.38389993  2.13656127  0.          0.        ]]",[-0.22728661 -0.06605151],-0.0460634620781,[-0.01904388 -0.26022712],-0.633045,"[ 0.70389239  1.41089963  0.78620684 -1.07106196  1.26923734  0.29669127
  0.65789835  0.65669152 -0.022025    0.12907598  0.        ]",[-0.39587137 -0.3234762 ]
