timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[-0.09163979  0.08705709 -0.17132177 -0.09838381]
 [-0.00116827  0.00213711  0.          0.        ]]",[-3.44070721 -5.64555407],-0.391098885741,[-3.52730508 -5.74927902],-4.83235,"[ 0.83841991  1.37885408 -0.08490558  1.28514375 -1.48450352 -0.86215132
  0.67531866  0.32537641  3.53664048  1.3469184   0.        ]",[-0.88897836 -0.7844677 ]
1,"[[-0.13133804  0.04738697 -0.17132177 -0.09838381]
 [-3.95549225 -3.95596269  0.          0.        ]]",[-2.56280422 -5.01629972],-0.387611276608,[-2.37826635 -4.80876237],-4.81288,"[ 0.83146682  1.3820569  -0.14886785  1.17780263 -1.48450236 -0.86215095
  0.56556642 -0.31455642  3.52741668  1.20693991  0.        ]",[-0.88897836 -0.7844677 ]
2,"[[-0.24933826 -0.07065919 -0.17132177 -0.09838381]
 [-7.83163954 -7.83572447  0.          0.        ]]",[-1.64597714 -4.28281307],-0.374693625912,[-1.75386161 -4.08396096],-4.64333,"[ 0.79634171  1.38040531 -0.33662728  0.85785339 -1.4845012  -0.86215058
  0.457984   -0.94182359  3.4447136   0.7982759   0.        ]",[-0.88897836 -0.7844677 ]
3,"[[ -0.44409423  -0.26552977  -0.17132177  -0.09838381]
 [-11.63139171 -11.63864667   0.           0.        ]]",[-1.05509889 -3.39879847],-0.345453740815,[-0.95311418 -3.16498666],-4.28745,"[ 0.6923196   1.34126537 -0.63314178  0.33761242 -1.48450004 -0.86215022
  0.35252193 -1.55666674  3.13767257  0.18617889  0.        ]",[-0.88897836 -0.7844677 ]
4,"[[ -0.71223786  -0.5357028   -0.17132177  -0.09838381]
 [-15.17141233 -15.36619163   0.           0.        ]]",[ 0.06841893 -1.55232835],-0.29078889595,[ 0.09537915 -1.42349923],-3.76423,"[ 0.46231851  1.21496152 -0.99615178 -0.33506345 -1.48449888 -0.86214985
  0.25426872 -2.15932124  2.43448086 -0.42238231  0.        ]",[-0.88897836 -0.7844677 ]
5,"[[ -1.00887662  -0.87969868  -0.17132177  -0.09838381]
 [-14.4949915  -19.02117653   0.           0.        ]]",[ 0.9655692  0.8470906],-0.210763475608,[ 0.50307155  0.99611187],-3.03201,"[ 0.10953815  0.94739752 -1.3085993  -1.04049166 -1.48449772 -0.86214948
  0.27304269 -2.75024118  1.41365917 -0.63743559  0.        ]",[-0.88897836 -0.7844677 ]
6,"[[ -1.27596942  -1.21677023  -0.17132177  -0.09838381]
 [-12.22163893 -14.70036828   0.           0.        ]]",[ 1.14445579  1.3335439 ],-0.129517572825,[ 1.22231635  0.88228429],-2.56452,"[-0.27181212  0.59785542 -1.48795352 -1.49460333 -1.48449656 -0.86214912
  0.33613945 -2.05166593  0.55072364 -0.3392943   0.        ]",[-0.88897836 -0.7844677 ]
7,"[[ -1.47830117  -1.47281095  -0.17132177  -0.09838381]
 [ -8.02521843 -10.91633012   0.           0.        ]]",[ 1.15949392  1.5752697 ],-0.0758111186559,[ 1.12134819  1.88249865],-2.33439,"[-0.58385206  0.29864291 -1.55098018 -1.64978638 -1.4844954  -0.86214875
  0.4526109  -1.43987573  0.10328452  0.12243188  0.        ]",[-0.88897836 -0.7844677 ]
8,"[[-1.59752208 -1.64924673 -0.17132177 -0.09838381]
 [-3.91035526 -6.74116944  0.          0.        ]]",[ 0.92199087  1.48987412],-0.060089182625,[ 1.46753732  2.06440781],-2.3167,"[-0.77132675  0.08678364 -1.55733067 -1.65445264 -1.48449424 -0.86214838
  0.5668187  -0.76485127 -0.0446807   0.47607815  0.        ]",[-0.88897836 -0.7844677 ]
9,"[[-1.63525161 -1.74300883 -0.17132177 -0.09838381]
 [ 0.1240726  -2.64867538  0.          0.        ]]",[ 0.28860748  0.95224643],-0.06286853375,[ 0.02749428  1.20032438],-2.30289,"[-0.83065816 -0.02502962 -1.55454155 -1.62267509 -1.48449308 -0.86214802
  0.67879397 -0.10319224 -0.05926519  0.63546782  0.        ]",[-0.88897836 -0.7844677 ]
