timestep,human_obs,obs,original_rewards,actions,rewards,avg_action_dist,logstd_action_dist
0,"[[ 0.04559012 -0.00225578 -0.03980841 -0.19234774]
 [ 0.00208652 -0.00433931  0.          0.        ]]","[ 0.84205315  1.36363036  0.14959317  1.05050224 -0.34509324 -1.66865062
  0.66833879  0.32259428  2.07599327  2.62119936  0.        ]",-0.320892116093,[-4.81522149 -5.80119137],-4.56312,[-5.02881002 -5.32429743],[-0.91899949 -0.79778236]
1,"[[ 0.00595638 -0.0420541  -0.03980841 -0.19234774]
 [-3.95230133 -3.9623066   0.          0.        ]]","[ 0.84366981  1.36257021  0.08538268  0.94284425 -0.34509314 -1.66864912
  0.55821744 -0.32220935  2.07748368  2.47956063  0.        ]",-0.313178217095,[-4.26281114 -4.93552278],-4.52142,[-3.94562602 -4.43998623],[-0.91899949 -0.79778236]
2,"[[-0.11198106 -0.16022579 -0.03980841 -0.19234774]
 [-7.82856498 -7.84193252  0.          0.        ]]","[ 0.83378103  1.34824217 -0.10538415  0.62489996 -0.34509305 -1.66864763
  0.45027169 -0.95424996  2.02615084  2.06246656  0.        ]",-0.288225393735,[-2.17756881 -3.24810302],-4.33947,[-2.34370995 -3.07993269],[-0.91899949 -0.79778236]
3,"[[ -0.3066775   -0.35521911  -0.03980841  -0.19234774]
 [-11.62853263 -11.64471052   0.           0.        ]]","[ 0.76982486  1.28862273 -0.4135609   0.11549754 -0.34509296 -1.66864613
  0.34445065 -1.57377019  1.76719678  1.42582571  0.        ]",-0.241220891674,[-0.38340617 -1.3683204 ],-3.85686,[-0.2774348  -1.20283484],[-0.91899949 -0.79778236]
4,"[[ -0.55215375  -0.6255206   -0.03980841  -0.19234774]
 [-12.91500964 -15.37298417   0.           0.        ]]","[ 0.6084181   1.13613998 -0.77438513 -0.52776376 -0.34509287 -1.66864463
  0.30862494 -2.18115082  1.15566489  0.79790465  0.        ]",-0.171419280246,[ 1.53353304  1.57631322],-3.1538,[ 1.52215266  1.25927603],[-0.91899949 -0.79778236]
5,"[[ -0.76822482  -0.89020914  -0.03980841  -0.19234774]
 [ -8.705931   -11.11007294   0.           0.        ]]","[ 0.39902811  0.91818039 -1.05045778 -1.04644522 -0.34509278 -1.66864314
  0.42583868 -1.48666738  0.43069072  0.51885962  0.        ]",-0.102950575581,[ 1.8746853   2.77439941],-2.64157,[ 1.60186625  2.17025685],[-0.91899949 -0.79778236]
6,"[[-0.90093846 -1.07048623 -0.03980841 -0.19234774]
 [-4.57899558 -6.93156568  0.          0.        ]]","[ 0.2434389   0.73849654 -1.19478443 -1.31766028 -0.34509269 -1.66864164
  0.54076489 -0.80593544 -0.05001929  0.51198951  0.        ]",-0.0603360890457,[ 1.04468719  1.84411819],-2.41353,[ 1.06462121  2.12127304],[-0.91899949 -0.79778236]
7,"[[-0.95192308 -1.16802329 -0.03980841 -0.19234774]
 [-0.53283545 -2.83578702  0.          0.        ]]","[ 0.17890975  0.63309447 -1.24441516 -1.43277925 -0.34509259 -1.66864014
  0.65344165 -0.13868125 -0.25738433  0.56110861  0.        ]",-0.0438575976633,[ 0.09874225  1.68408557],-2.4743,[ 0.22355536  1.48826313],[-0.91899949 -0.79778236]
8,"[[-0.95856427 -1.18444891 -0.03980841 -0.19234774]
 [-0.13260308  1.17984222  0.          0.        ]]","[ 0.17032488  0.61487574 -1.25062942 -1.44986331 -0.3450925  -1.66863865
  0.66458704  0.51551554 -0.28736905  0.57188647  0.        ]",-0.0418019594569,[ 0.0628117   0.20306989],-2.41494,[-0.29219911  0.50958872],[-0.91899949 -0.79778236]
9,"[[-0.95869839 -1.15301955 -0.03980841 -0.19234774]
 [ 0.11835186  1.96049257  0.          0.        ]]","[ 0.17015104  0.64962459 -1.25075358 -1.41658398 -0.34509241 -1.66863715
  0.67157538  0.64269319 -0.25487639  0.55149731  0.        ]",-0.0437384006837,[-0.48330694  1.07655742],-2.4899,[-0.45443746  0.19210067],[-0.91899949 -0.79778236]
10,"[[-0.975553   -1.0744662  -0.03980841 -0.19234774]
 [-1.79743517  5.8817788   0.          0.        ]]","[ 0.14818228  0.73429538 -1.26625958 -1.32280366 -0.34509232 -1.66863565
  0.61822455  1.28151986 -0.20429648  0.5038548   0.        ]",-0.0467108141894,[-1.32628039 -1.03113656],-2.41629,[-0.62295234 -0.98473716],[-0.91899949 -0.79778236]
11,"[[-1.05083229 -0.99771535 -0.03980841 -0.19234774]
 [-5.71739475  1.80691021  0.          0.        ]]","[ 0.04707241  0.81361882 -1.33080462 -1.21699693 -0.34509223 -1.66863416
  0.50906178  0.61767177 -0.27386855  0.45856019  0.        ]",-0.0397114466884,[ 0.71025137  0.41484039],-2.2891,[ 0.61098075  0.1502665 ],[-0.91899949 -0.79778236]
12,"[[-1.13585377 -0.9454631  -0.03980841 -0.19234774]
 [-2.79450426  3.41294519  0.          0.        ]]","[-0.07244983  0.86545529 -1.39410522 -1.13726293 -0.34509214 -1.66863266
  0.59045795  0.87931495 -0.39354764  0.43406639  0.        ]",-0.0287593099926,[-0.02536529 -0.21059588],-2.29651,[ 0.18656406 -0.35226551],[-0.91899949 -0.79778236]
13,"[[-1.19219312 -0.88624825 -0.03980841 -0.19234774]
 [-2.83928011  2.51154397  0.          0.        ]]","[-0.15436098  0.92187103 -1.43022655 -1.03967828 -0.34509205 -1.66863116
  0.58921085  0.73246493 -0.44813387  0.40746589  0.        ]",-0.0235305639353,[ 0.07492039  0.60576038],-2.31152,[ 0.43062261 -0.17627807],[-0.91899949 -0.79778236]
14,"[[-1.24544823 -0.81245157 -0.03980841 -0.19234774]
 [-2.48741087  4.86029454  0.          0.        ]]","[-0.23349976  0.98842992 -1.4599785  -0.90781972 -0.34509195 -1.66862967
  0.59900948  1.11510579 -0.48175446  0.37495671  0.        ]",-0.0202872423769,[-0.00889804 -0.88270363],-2.21738,[ 0.09088193 -1.05204785],[-0.91899949 -0.79778236]
15,"[[-1.29504413 -0.75127889 -0.03980841 -0.19234774]
 [-2.47222568  1.26894232  0.          0.        ]]","[-0.30849595  1.0402082  -1.48377168 -0.79037875 -0.34509186 -1.66862817
  0.59943216  0.53002855 -0.52196709  0.35197962  0.        ]",-0.0167616814152,[-0.36639152 -0.475657  ],-2.23338,[ 0.81407011 -0.05550165],[-0.91899949 -0.79778236]
16,"[[-1.35853548 -0.74504401 -0.03980841 -0.19234774]
 [-3.87225399 -0.63909278  0.          0.        ]]","[-0.40602594  1.0453038  -1.50862689 -0.77801297 -0.34509177 -1.66862667
  0.56044411  0.21918519 -0.65216934  0.36881392  0.        ]",-0.00500737762946,[ 1.77284814  0.82316761],-2.22061,[ 1.54950511  0.70431578],[-0.91899949 -0.79778236]
17,"[[-1.39552784 -0.72500946 -0.03980841 -0.19234774]
 [ 0.15958873  2.63164293  0.          0.        ]]","[-0.46349555  1.06144527 -1.52016963 -0.7377983  -0.34509168 -1.66862518
  0.67272232  0.75202968 -0.71055791  0.37161382  0.        ]",-0.000246646357671,[ 0.36797084 -1.01777933],-2.26858,[ 0.4895075  -0.42158517],[-0.91899949 -0.79778236]
18,"[[-1.37774783 -0.71263207 -0.03980841 -0.19234774]
 [ 1.61357122 -1.38053012  0.          0.        ]]","[-0.43582115  1.07123731 -1.51489161 -0.71259254 -0.34509159 -1.66862368
  0.71321245  0.09839517 -0.65917124  0.35636009  0.        ]",-0.00455976629101,[ 1.25470051  0.40068518],-2.24437,[ 0.8503269   0.61699033],[-0.91899949 -0.79778236]
19,"[[-1.30610722 -0.72406302 -0.03980841 -0.19234774]
 [ 5.53742555  0.23207981  0.          0.        ]]","[-0.32537565  1.06219787 -1.48855341 -0.7358801  -0.3450915  -1.66862218
  0.82248333  0.36110999 -0.51622547  0.33976493  0.        ]",-0.0174138557494,[-0.31575529  0.35213847],-2.27266,[-0.23285973 -0.1169994 ],[-0.91899949 -0.79778236]
20,"[[-1.20899647 -0.70547251 -0.03980841 -0.19234774]
 [ 4.17817208  1.62233037  0.          0.        ]]","[-0.1791618   1.07683715 -1.44007189 -0.6978882  -0.3450914  -1.66862069
  0.78463064  0.58759956 -0.28258101  0.3176633   0.        ]",-0.0384346633539,[-0.29949646 -0.69720105],-2.21081,[-0.59253716 -0.79031301],[-0.91899949 -0.79778236]
21,"[[-1.13814137 -0.70104176 -0.03980841 -0.19234774]
 [ 2.91156301 -1.16995456  0.          0.        ]]","[-0.07573516  1.08027931 -1.39565385 -0.68874327 -0.34509131 -1.66861919
  0.74935792  0.13270021 -0.12164366  0.32040475  0.        ]",-0.0527618157293,[ 0.19607565 -0.238878  ],-2.25319,[-0.17732188 -0.1346342 ],[-0.91899949 -0.79778236]
22,"[[-1.0727015  -0.7337007  -0.03980841 -0.19234774]
 [ 3.63003331 -2.09286     0.          0.        ]]","[ 0.01683919  1.05448391 -1.34806586 -0.75533195 -0.34509122 -1.66861769
  0.76936554 -0.01765306 -0.01750776  0.34313911  0.        ]",-0.0619549456518,[-0.51077457 -0.44277482],-2.32533,[-0.39381358 -0.00191502],[-0.91899949 -0.79778236]
23,"[[-1.02109066 -0.79272546 -0.03980841 -0.19234774]
 [ 1.53799973 -3.80392397  0.          0.        ]]","[ 0.0875856   1.00546932 -1.30622407 -0.87072885 -0.34509113 -1.6686162
  0.71110647 -0.29640756  0.02352325  0.3741083   0.        ]",-0.0655853943941,[ 0.17310429  0.67348071],-2.37311,[-0.0055593   0.55840886],[-0.91899949 -0.79778236]
24,"[[-0.98377319 -0.8412944  -0.03980841 -0.19234774]
 [ 2.19158284 -1.06210557  0.          0.        ]]","[ 0.13737755  0.96292652 -1.27367061 -0.96066656 -0.34509104 -1.6686147
  0.72930715  0.15027039  0.04517373  0.39992376  0.        ]",-0.0675767717895,[-0.21326434  0.33280787],-2.40262,[-0.61831832 -0.11542338],[-0.91899949 -0.79778236]
25,"[[-0.9488465  -0.84910087 -0.03980841 -0.19234774]
 [ 1.30404026  0.27699308  0.          0.        ]]","[ 0.18287458  0.95590941 -1.24149956 -0.97468341 -0.34509095 -1.66861321
  0.70459066  0.36842697  0.10955936  0.41413863  0.        ]",-0.0734019536955,[-1.35989774  0.11012447],-2.49454,[-0.80383801 -0.51983166],[-0.91899949 -0.79778236]
26,"[[-0.9627222  -0.83922838 -0.03980841 -0.19234774]
 [-2.67834393  0.70881701  0.          0.        ]]","[ 0.16493107  0.9647745  -1.25447403 -0.95693531 -0.34509086 -1.66861171
  0.59368925  0.43877663  0.0921674   0.40632412  0.        ]",-0.0718103106862,[-0.22477322 -0.30485783],-2.38324,[-0.19661424 -0.48343995],[-0.91899949 -0.79778236]
27,"[[-1.02467619 -0.83730123 -0.03980841 -0.19234774]
 [-3.51427584 -0.51203172  0.          0.        ]]","[ 0.08273955  0.96649554 -1.30924799 -0.95344753 -0.34509076 -1.66861021
  0.57041008  0.23988426 -0.03689326  0.38762476  0.        ]",-0.0601872422,[ 0.93049558  0.31268578],-2.26991,[ 0.34830397  0.05224118],[-0.91899949 -0.79778236]
28,"[[-1.05733104 -0.83502957 -0.03980841 -0.19234774]
 [ 0.23630355  0.73503891  0.          0.        ]]","[ 0.0381275   0.96852049 -1.33599172 -0.94932672 -0.34509067 -1.66860872
  0.67485582  0.44304838 -0.10391445  0.38045852  0.        ]",-0.0541662777628,[ 0.12634844  0.16189017],-2.31197,[-0.28739446 -0.32498533],[-0.91899949 -0.79778236]
29,"[[-1.04763838 -0.81404483 -0.03980841 -0.19234774]
 [ 0.73131153  1.36134827  0.          0.        ]]","[ 0.05145799  0.98703175 -1.32820831 -0.91077719 -0.34509058 -1.66860722
  0.68864054  0.54508229 -0.05860535  0.37446598  0.        ]",-0.0582223544933,[-0.85075639 -0.24686243],-2.36891,[-0.50154436 -0.60898268],[-0.91899949 -0.79778236]
30,"[[-1.06692554 -0.79688464 -0.03980841 -0.19234774]
 [-2.64876643  0.35801577  0.          0.        ]]","[ 0.02485999  1.00189956 -1.34356307 -0.87860876 -0.34509049 -1.66860572
  0.59451206  0.38162603 -0.07979915  0.36464476  0.        ]",-0.0563237327276,[ 0.79320646  0.10915011],-2.24648,[ 0.2340304  -0.21698642],[-0.91899949 -0.79778236]
31,"[[-1.08788965 -0.78546943 -0.03980841 -0.19234774]
 [ 0.54172829  0.7820914   0.          0.        ]]","[-0.0043728   1.01165299 -1.35965391 -0.85689352 -0.3450904  -1.66860423
  0.68336062  0.45071345 -0.11165906  0.35700133  0.        ]",-0.0534786863921,[ 0.29587047 -1.17359089],-2.217,[-0.24685383 -0.41883478],[-0.91899949 -0.79778236]
32,"[[-1.06540488 -0.80971455 -0.03980841 -0.19234774]
 [ 1.7028771  -3.19335113  0.          0.        ]]","[ 0.02696751  0.99080534 -1.34236967 -0.90271293 -0.34509031 -1.66860273
  0.715696   -0.19693898 -0.09160185  0.36954194  0.        ]",-0.0552630834665,[ 0.43188061  0.52737703],-2.30505,[ 0.06334978  0.58986521],[-0.91899949 -0.79778236]
33,"[[-1.0145481  -0.85200089 -0.03980841 -0.19234774]
 [ 3.37723683 -1.04244258  0.          0.        ]]","[ 0.0964003   0.9532868  -1.30064634 -0.97985595 -0.34509022 -1.66860123
  0.76232324  0.15347269 -0.03267742  0.39516925  0.        ]",-0.0605858579751,[-0.68192748  0.29854129],-2.41636,[-0.6797272  -0.03557211],[-0.91899949 -0.79778236]
34,"[[-0.97474748 -0.86077334 -0.03980841 -0.19234774]
 [ 0.61203099  0.16117592  0.          0.        ]]","[ 0.14923956  0.94532369 -1.26550503 -0.99540761 -0.34509012 -1.66859974
  0.68531761  0.34955815  0.04117247  0.40883453  0.        ]",-0.0672542122078,[-0.32867067 -0.85653654],-2.35177,[-0.57179117 -0.34831482],[-0.91899949 -0.79778236]
35,"[[-0.97566485 -0.89160606 -0.03980841 -0.19234774]
 [-0.69941774 -3.23313817  0.          0.        ]]","[ 0.14803716  0.91686259 -1.26633835 -1.04880773 -0.34509003 -1.66859824
  0.6487962  -0.20342109  0.00290564  0.41904434  0.        ]",-0.0638836697963,[-0.30936664  0.48906846],-2.41752,[ 0.13812241  0.70372367],[-0.91899949 -0.79778236]
36,"[[-1.00180189 -0.93619322 -0.03980841 -0.19234774]
 [-1.91024811 -1.2322463   0.          0.        ]]","[ 0.11347023  0.87444364 -1.28962484 -1.12247704 -0.34508994 -1.66859674
  0.61507681  0.12255107 -0.10349452  0.43129555  0.        ]",-0.0544687713866,[-0.51358195  0.81868586],-2.43395,[ 0.17429969  0.45046452],[-0.91899949 -0.79778236]
