timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[ 0.03528886 -0.01721147 -0.11623371  0.05648134]
 [-0.0024578  -0.00225618  0.          0.        ]]","[ 0.84493888  1.45646737  0.08999518  0.96735945 -0.9937437   0.48687456
  0.70308327  0.32946071  2.77833989 -0.22733126  0.        ]",-0.330111346777,[-0.800879   -0.58691657],-3.16493,[-2.43957472 -3.64514184],[-2.36103297 -4.32511144]
1,"[[-0.00443488 -0.05696854 -0.11623371  0.05648134]
 [-3.95675765 -3.9602647   0.          0.        ]]","[ 0.84587701  1.45469487  0.02495771  0.85675366 -0.99374305  0.48687437
  0.59028213 -0.29020946  2.77698402 -0.35867225  0.        ]",-0.332184517551,[-0.800879   -0.58691657],-3.22447,[-2.33111525 -3.34673572],[-2.30455274 -3.50749763]
2,"[[-0.12246065 -0.17509979 -0.11623371  0.05648134]
 [-7.83294392 -7.83993001  0.          0.        ]]","[ 0.83442012  1.43827235 -0.16781417  0.53026261 -0.9937424   0.48687417
  0.47970931 -0.89761387  2.72031185 -0.74399313  0.        ]",-0.336165358844,[-0.800879   -0.58691657],-3.2796,[-2.43368077 -3.05888772],[-2.4693608  -2.42487082]
3,"[[ -0.31724404  -0.37005343  -0.11623371   0.05648134]
 [-11.63285218 -11.64274475   0.           0.        ]]","[ 0.76945287  1.37531767 -0.47861155  0.00835331 -0.99374175  0.48687397
  0.37131244 -1.49298546  2.46322085 -1.32827728  0.        ]",-0.335516656081,[-0.800879   -0.58691657],-3.17821,[-2.61477089 -2.77228045],[-2.1639555  -2.90999453]
4,"[[ -0.58728066  -0.64030652  -0.11623371   0.05648134]
 [-15.35866217 -15.37009681   0.           0.        ]]","[ 0.58924002  1.21866311 -0.8751434  -0.64807707 -0.99374111  0.48687377
  0.26502932 -2.07654025  1.8329093  -1.92799291  0.        ]",-0.319938524318,[-0.800879   -0.58691657],-2.95344,[-2.7306354  -2.73107195],[-2.05101085 -3.19640969]
5,"[[ -0.93111326  -0.98436286  -0.11623371   0.05648134]
 [-19.01288276 -19.02328201   0.           0.        ]]","[ 0.22848853  0.92009868 -1.28155822 -1.30367811 -0.99374046  0.48687358
  0.16078838 -2.64847943  0.80229062 -2.18402243  0.        ]",-0.277436021057,[-0.800879   -0.58691657],-2.57104,[-2.83547783 -2.59051299],[-2.55320157 -2.73511991]
6,"[[ -1.34733542  -1.40075199  -0.11623371   0.05648134]
 [-22.59799295 -22.6036035    0.           0.        ]]","[-0.34644745  0.45856933 -1.56460881 -1.72869416 -0.99373981  0.48687338
  0.05851889 -3.20900497 -0.27287125 -1.72847844  0.        ]",-0.199597272948,[-0.800879   -0.58691657],-1.86234,[-2.62016225 -2.42931318],[-2.31766304 -2.5189118 ]
7,"[[ -1.8345834   -1.88803132  -0.11623371   0.05648134]
 [-26.11559707 -26.11259107   0.           0.        ]]","[-1.08529844 -0.11949187 -1.54867888 -1.62992337 -0.99373916  0.48687318
 -0.04182491 -3.758354   -0.67984319 -0.65824509  0.        ]",-0.0926659535528,[-0.800879   -0.58691657],-1.08184,[-2.50086021 -2.23121881],[-2.29895385 -2.42262212]
8,"[[ -2.39150703  -2.44479352  -0.11623371   0.05648134]
 [-29.56526049 -29.55228504   0.           0.        ]]","[-1.80660511 -0.66606836 -1.08409301 -0.77147891 -0.99373852  0.48687298
 -0.14023061 -4.29684331 -0.06344941  0.13934946  0.        ]",-0.0587444736224,[-0.800879   -0.58691657],-0.910802,[-2.93166351 -2.41650772],[-3.32750983 -2.84936077]
9,"[[ -3.01672037  -3.06967845  -0.11623371   0.05648134]
 [-32.94356958 -26.88304369   0.           0.        ]]","[-2.20575997 -0.9430026  -0.1717285   0.81523257 -0.99373787  0.48687279
 -0.23660085 -3.87893024  0.65598262 -0.19075681  0.        ]",-0.133591187539,[-0.800879   -0.58691657],-1.21219,[-3.55831671 -2.74514198],[-3.01419397 -3.24369775]
