timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[-0.01294438  0.07093398  0.06535256 -0.18222488]
 [ 0.00316595  0.00074168  0.          0.        ]]",[-4.20917845 -4.10122252],-0.236538479309,[-4.31677137 -4.3897213 ],-3.67165,"[ 0.84418636  1.40551129  0.0280259   1.23039042  0.56344587 -1.59086122
  0.68533324  0.32722023  0.89801844  2.36986952  0.        ]",[-0.87969869 -0.73377264]
1,"[[-0.05255677  0.03123624  0.06535256 -0.18222488]
 [-3.95124215 -3.95732919  0.          0.        ]]",[-3.03303385 -3.13543153],-0.226654042456,[-3.02038028 -3.61016765],-3.56622,"[ 0.84216247  1.40794489 -0.03638805  1.12192812  0.56344567 -1.5908597
  0.57486564 -0.30546734  0.89835059  2.23272132  0.        ]",[-0.87969869 -0.73377264]
2,"[[-0.17047289 -0.08683695  0.06535256 -0.18222488]
 [-7.82748164 -7.83706153  0.          0.        ]]",[-1.39297926 -1.7221266 ],-0.19576927984,[-1.44224746 -1.02162893],-3.24635,"[ 0.82170166  1.40400372 -0.22694541  0.79919956  0.56344547 -1.59085819
  0.46658175 -0.92563248  0.84460518  1.82845203  0.        ]",[-0.87969869 -0.73377264]
3,"[[ -0.36514676  -0.28173397   0.06535256  -0.18222488]
 [-11.62734265 -11.63995291   0.           0.        ]]",[ 0.78515446  0.32684791],-0.140901552549,[ 0.54312229  1.1047994 ],-2.65068,"[ 0.74145867  1.36117198 -0.53192288  0.27583199  0.56344527 -1.59085667
  0.36043152 -1.53351387  0.58453563  1.21112682  0.        ]",[-0.87969869 -0.73377264]
4,"[[-0.57384929 -0.47250026  0.06535256 -0.18222488]
 [-9.250776   -7.45062789  0.          0.        ]]",[ 1.21610427  0.7566762 ],-0.0806428092672,[ 1.35364454  0.27111864],-1.84984,"[ 0.59441009  1.27691851 -0.8342064  -0.20868125  0.56344507 -1.59085516
  0.42682141 -0.86386046  0.12311736  0.69708743  0.        ]",[-0.87969869 -0.73377264]
5,"[[-0.71734394 -0.6092755   0.06535256 -0.18222488]
 [-5.11242095 -6.23096279  0.          0.        ]]",[ 1.17071557  1.32883704],-0.0378687000011,[ 1.03733842  1.65511418],-1.55841,"[ 0.45982814  1.19239048 -1.02053443 -0.52922191  0.56344487 -1.59085364
  0.54242731 -0.66889981 -0.28339568  0.44850614  0.        ]",[-0.87969869 -0.73377264]
6,"[[-0.77889951 -0.69294288  0.06535256 -0.18222488]
 [-1.05657528 -2.14937669  0.          0.        ]]",[ 0.47568649  0.79421687],-0.0168664940165,[ 0.85967364  0.85264219],-1.48234,"[ 0.39450937  1.13149799 -1.09393348 -0.71124525  0.56344467 -1.59085213
  0.65572825 -0.01646846 -0.50151809  0.37020922  0.        ]",[-0.87969869 -0.73377264]
7,"[[-0.76570859 -0.70164141  0.06535256 -0.18222488]
 [ 2.36428227  1.26814067  0.          0.        ]]",[-0.37419733 -0.19923642],-0.0184280124202,[ 0.64466565 -0.59324958],-1.49172,"[ 0.40886931  1.12478789 -1.07855909 -0.72948854  0.56344447 -1.59085061
  0.75129056  0.52981312 -0.48604282  0.38097603  0.        ]",[-0.87969869 -0.73377264]
8,"[[-0.69329452 -0.70010723  0.06535256 -0.18222488]
 [ 4.86879    -1.10679628  0.          0.        ]]",[-0.88494015  0.10020515],-0.0325599305069,[-0.67749587  0.70053165],-1.68876,"[ 0.4841507   1.12597562 -0.99073923 -0.72628024  0.56344427 -1.5908491
  0.82125433  0.15018516 -0.34495474  0.45170287  0.        ]",[-0.87969869 -0.73377264]
9,"[[-0.62378738 -0.69418284  0.06535256 -0.18222488]
 [ 2.09116831  1.68990284  0.          0.        ]]",[-0.94916677 -0.7173053 ],-0.0466609902911,[-0.76305906 -0.86795958],-1.75074,"[ 0.55049872  1.13054377 -0.90131226 -0.71385306  0.56344407 -1.59084758
  0.74366035  0.59723064 -0.20959184  0.53035604  0.        ]",[-0.87969869 -0.73377264]
10,"[[-0.61265652 -0.69519215  0.06535256 -0.18222488]
 [-0.96789872 -1.77927722  0.          0.        ]]",[-0.23531047  0.25512084],-0.0487069877845,[-0.01022969 -0.32637434],-1.69394,"[ 0.56056336  1.12976699 -0.88655318 -0.71597423  0.56344387 -1.59084607
  0.65820416  0.04269036 -0.19070162  0.54325338  0.        ]",[-0.87969869 -0.73377264]
11,"[[-0.63222448 -0.74339031  0.06535256 -0.18222488]
 [-0.98883437 -3.03634918  0.          0.        ]]",[ 0.00546548  0.81322002],-0.0396876374704,[-0.04383316  0.14272661],-1.65045,"[ 0.54276467  1.09162613 -0.91241996 -0.8151644   0.56344367 -1.59084455
  0.65761906 -0.15824965 -0.28272997  0.50771934  0.        ]",[-0.87969869 -0.73377264]
12,"[[-0.65354735 -0.79784339  0.06535256 -0.18222488]
 [-1.1429372  -2.41104349  0.          0.        ]]",[ 0.16852491  0.9745307 ],-0.0297626175985,[-0.38953963  1.11070239],-1.66181,"[ 0.52282132  1.04606955 -0.94018708 -0.92204131  0.56344347 -1.59084304
  0.6533139  -0.05829593 -0.38688863  0.47512563  0.        ]",[-0.87969869 -0.73377264]
13,"[[-0.69165543 -0.8058525   0.06535256 -0.18222488]
 [-2.66279612  1.59677713  0.          0.        ]]",[ 0.29521665  0.1584371 ],-0.0215700340549,[-0.19555159  0.82428291],-1.60799,"[ 0.48578236  1.03915539 -0.98868426 -0.93727825  0.56344327 -1.59084152
  0.61085595  0.58234507 -0.46819928  0.43759583  0.        ]",[-0.87969869 -0.73377264]
14,"[[-0.75215566 -0.74148455  0.06535256 -0.18222488]
 [-3.38482049  4.82924723  0.          0.        ]]",[ 0.22488484 -0.80803704],-0.0166921042109,[-0.02839895 -0.49192986],-1.55099,"[ 0.4234183   1.09317198 -1.06255563 -0.81132127  0.56344307 -1.59084001
  0.59068576  1.09904766 -0.50733786  0.38880984  0.        ]",[-0.87969869 -0.73377264]
15,"[[-0.82030037 -0.66540171  0.06535256 -0.18222488]
 [-3.42949957  2.78584629  0.          0.        ]]",[ 0.56203038 -0.41193724],-0.0122083868026,[ 0.77658637 -0.88368764],-1.4952,"[ 0.34819438  1.15227168 -1.14087678 -0.65261391  0.56344287 -1.59083849
  0.58943742  0.77241419 -0.55059563  0.33748675  0.        ]",[-0.87969869 -0.73377264]
16,"[[-0.85737143 -0.64535585  0.06535256 -0.18222488]
 [-0.28807824 -0.76941477  0.          0.        ]]",[ 0.45329401  0.39568189],-0.00819407714658,[ 0.67592138  0.72442528],-1.50082,"[ 0.30517463  1.16694564 -1.18118586 -0.60913294  0.56344267 -1.59083698
  0.67719377  0.20411343 -0.60126955  0.3091178   0.        ]",[-0.87969869 -0.73377264]
17,"[[-0.83625585 -0.63182073  0.06535256 -0.18222488]
 [ 2.39071181  2.11332473  0.          0.        ]]",[-0.31225005 -0.565364  ],-0.0130245615516,[-0.99297843 -0.16718749],-1.63794,"[ 0.32985423  1.17663564 -1.15842847 -0.57939912  0.56344247 -1.59083546
  0.75202633  0.66491289 -0.54237654  0.32776798  0.        ]",[-0.87969869 -0.73377264]
18,"[[-0.82832882 -0.59660205  0.06535256 -0.18222488]
 [-1.584758    1.41088049  0.          0.        ]]",[ 0.30106515 -0.41482097],-0.0182522009109,[ 0.77716822 -0.42113651],-1.48705,"[ 0.3389994   1.20101389 -1.14974509 -0.50065801  0.56344227 -1.59083395
  0.64097003  0.55262848 -0.4843034   0.33993522  0.        ]",[-0.87969869 -0.73377264]
19,"[[-0.82885499 -0.58540651  0.06535256 -0.18222488]
 [ 1.52179269 -0.28566866  0.          0.        ]]",[-0.06680799 -0.14920574],-0.019367022756,[-0.26341891  0.54400761],-1.58978,"[ 0.33839431  1.20850612 -1.15032304 -0.47522309  0.56344207 -1.59083243
  0.72775225  0.28143857 -0.47207409  0.34143701  0.        ]",[-0.87969869 -0.73377264]
20,"[[-0.80918481 -0.56944705  0.06535256 -0.18222488]
 [ 0.44879776  1.87441317  0.          0.        ]]",[-0.18116584 -0.79078269],-0.0247357164194,[-0.82321829 -1.67056543],-1.62846,"[ 0.36081083  1.21896957 -1.12846525 -0.43863846  0.56344187 -1.59083092
  0.6977775   0.62672298 -0.41404547  0.36334243  0.        ]",[-0.87969869 -0.73377264]
21,"[[-0.83295987 -0.57204729  0.06535256 -0.18222488]
 [-2.8154439  -2.12112183  0.          0.        ]]",[ 0.83830333  0.44167325],-0.0200756433228,[ 0.42496884  0.13419353],-1.52701,"[ 0.33366433  1.21728134 -1.15482463 -0.44462482  0.56344167 -1.5908294
  0.60658957 -0.01195519 -0.46432427  0.34023614  0.        ]",[-0.87969869 -0.73377264]
22,"[[-0.87184386 -0.6087232   0.06535256 -0.18222488]
 [-1.07873009 -1.54837704  0.          0.        ]]",[ 0.67646945  0.50151181],-0.00970819984852,[ 1.06656306  0.70910752],-1.47275,"[ 0.28799514  1.19275779 -1.19646246 -0.5279777   0.56344147 -1.59082789
  0.65510502  0.0795969  -0.58672269  0.30104307  0.        ]",[-0.87969869 -0.73377264]
23,"[[-0.8535207  -0.61122578  0.06535256 -0.18222488]
 [ 2.89780684  1.28867162  0.          0.        ]]",[-0.29428524 -0.42408511],-0.0122811093871,[-0.73245341  0.25360818],-1.61886,"[ 0.30970887  1.19103501 -1.17707131 -0.53358968  0.56344127 -1.59082637
  0.76619064  0.53309344 -0.55253891  0.31577447  0.        ]",[-0.87969869 -0.73377264]
24,"[[-0.825217   -0.57562251  0.06535256 -0.18222488]
 [-0.05758836  2.26838517  0.          0.        ]]",[-0.06672211 -0.80429792],-0.021097136684,[-0.3695418  -0.62661435],-1.59857,"[ 0.34257079  1.21494768 -1.14631163 -0.45283911  0.56344107 -1.59082486
  0.68363036  0.68969851 -0.45314723  0.34671972  0.        ]",[-0.87969869 -0.73377264]
25,"[[-0.84101665 -0.55559422  0.06535256 -0.18222488]
 [-1.51751521 -0.2571389   0.          0.        ]]",[ 0.43357718 -0.14049143],-0.0203940113383,[ 0.81634184 -0.28736377],-1.49285,"[ 0.32432937  1.22783976 -1.16360079 -0.40657727  0.56344087 -1.59082334
  0.64284654  0.28599817 -0.46092897  0.3360798   0.        ]",[-0.87969869 -0.73377264]
26,"[[-0.83865859 -0.57211389  0.06535256 -0.18222488]
 [ 1.74246776 -1.39104367  0.          0.        ]]",[ 0.04997166  0.08993539],-0.019033767703,[ 0.40547345  0.55891461],-1.52849,"[ 0.32706834  1.21723401 -1.1610387  -0.44477719  0.56344067 -1.59082183
  0.73391504  0.10474556 -0.47587697  0.33496003  0.        ]",[-0.87969869 -0.73377264]
27,"[[-0.78806839 -0.57745942  0.06535256 -0.18222488]
 [ 3.31132832  0.84902984  0.          0.        ]]",[-0.61864614 -0.65389431],-0.0278265051367,[-0.44871675 -0.98567207],-1.62114,"[ 0.3844112   1.21374244 -1.10448917 -0.45705199  0.56344047 -1.59082031
  0.77774139  0.46281711 -0.38201945  0.38235184  0.        ]",[-0.87969869 -0.73377264]
