timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[  1.11993195e-02  -8.95905965e-02   1.06314336e-01  -1.73828540e-01]
 [ -1.25429579e-04  -3.89900413e-03   0.00000000e+00   0.00000000e+00]]",[-3.29795313 -2.18556666],-0.195822778081,[-3.75573546 -2.49923864],-2.07997,"[ 0.8674931   1.57444926  0.0086541   0.72746807  0.90719433 -1.51500369
  0.72636683  0.33777314  0.47526089  1.85469788  0.        ]",[-0.5563001  -0.39125806]
1,"[[-0.02847838 -0.12938023  0.10631434 -0.17382854]
 [-3.95448877 -3.96187746  0.          0.        ]]",[-2.15616035 -1.14373624],-0.184614767042,[-2.62990755 -1.03118008],-2.04576,"[ 0.86698104  1.56914485 -0.05608703  0.61439133  0.90719356 -1.51500135
  0.60805903 -0.25977292  0.46468901  1.7319829   0.        ]",[-0.5563001  -0.39125806]
2,"[[-0.14645971 -0.2475434   0.10631434 -0.17382854]
 [-7.83078    -7.84150846  0.          0.        ]]",[-0.61204976  0.10008638],-0.150210823515,[-0.0308899  -0.33786772],-1.77951,"[ 0.85161401  1.54216015 -0.24776691  0.28271865  0.90719279 -1.51499901
  0.49208707 -0.84549036  0.38427995  1.37587572  0.        ]",[-0.5563001  -0.39125806]
3,"[[-0.30274536 -0.41623802  0.10631434 -0.17382854]
 [-7.79793069 -9.02400622  0.          0.        ]]",[ 0.34463948  0.90687782],-0.101453863984,[ 0.23208823  0.63310103],-1.3291,"[ 0.79974021  1.47520376 -0.49614197 -0.17274476  0.90719201 -1.51499668
  0.49306958 -1.02401421  0.16284149  0.93469171  0.        ]",[-0.5563001  -0.39125806]
4,"[[-0.44795774 -0.56977673  0.10631434 -0.17382854]
 [-6.72684166 -6.33880944  0.          0.        ]]",[ 0.78073126  1.0120827 ],-0.0556160733136,[ 0.17194376  1.34102878],-0.88128,"[ 0.72039409  1.38666877 -0.71641437 -0.55907904  0.90719124 -1.51499434
  0.52511435 -0.61862252 -0.13844069  0.59828102  0.        ]",[-0.5563001  -0.39125806]
5,"[[-0.57435102 -0.65556777  0.10631434 -0.17382854]
 [-5.91513786 -2.25390855  0.          0.        ]]",[ 0.9317174   0.66761214],-0.0214064291051,[ 1.73547221  1.01621915],-0.533972,"[ 0.62821799  1.3265196  -0.89618497 -0.75969283  0.90719046 -1.514992
  0.54939876 -0.00191402 -0.4086779   0.39358158  0.        ]",[-0.5563001  -0.39125806]
6,"[[-0.65179971 -0.66048383  0.10631434 -0.17382854]
 [-1.84326925  1.74895364  0.          0.        ]]",[ 0.27536505 -0.12652701],-0.00694259649556,[ 0.26931578  0.05578468],-0.604086,"[ 0.56175562  1.3228514  -0.99952579 -0.77081322  0.90718969 -1.51498967
  0.67122147  0.60240879 -0.5390018   0.30613086  0.        ]",[-0.5563001  -0.39125806]
7,"[[-0.67760964 -0.62363971  0.10631434 -0.17382854]
 [-0.7413956   1.9348371   0.          0.        ]]",[ 0.15499741 -0.2549991 ],-0.00518273576342,[-0.15762102  0.00824986],-0.638515,"[ 0.5380062   1.34975619 -1.03267478 -0.68645187  0.90718892 -1.51498733
  0.70418711  0.63047172 -0.54314166  0.28950196  0.        ]",[-0.5563001  -0.39125806]
8,"[[-0.69854693 -0.5849974   0.10631434 -0.17382854]
 [-1.35030482  1.92941293  0.          0.        ]]",[ 0.28127301 -0.29838467],-0.0042714437043,[ 0.77399402 -0.31659995],-0.59643,"[ 0.51817087  1.37652976 -1.05906574 -0.59554033  0.90718814 -1.51498499
  0.68596913  0.62965241 -0.53773179  0.27900457  0.        ]",[-0.5563001  -0.39125806]
9,"[[-0.69455813 -0.55938119  0.10631434 -0.17382854]
 [ 1.73889369  0.63651904  0.          0.        ]]",[-0.06589486 -0.21337894],-0.00714387240934,[-1.2387303  -0.40442738],-0.72896,"[ 0.52198826  1.3934431  -1.05407182 -0.53396667  0.90718737 -1.51498266
  0.77839201  0.43446023 -0.50430515  0.29136431  0.        ]",[-0.5563001  -0.39125806]
10,"[[-0.69981273 -0.56282999  0.10631434 -0.17382854]
 [-2.2510723  -0.97602886  0.          0.        ]]",[ 0.65740067  0.26468241],-0.0058133085121,[ 1.37625854  1.36966423],-0.543177,"[ 0.51695496  1.3912031  -1.06064458 -0.54231506  0.90718659 -1.51498032
  0.65901868  0.19100901 -0.51666241  0.28462806  0.        ]",[-0.5563001  -0.39125806]
11,"[[-0.7047085  -0.54244308  0.10631434 -0.17382854]
 [ 1.74817395  3.00146595  0.          0.        ]]",[-0.27692333 -0.73388058],-0.00678825053723,[ 0.11269204 -0.82786931],-0.646167,"[ 0.51223701  1.40425219 -1.06674228 -0.4927028   0.90718582 -1.51497798
  0.77866867  0.79150283 -0.50378651  0.28609529  0.        ]",[-0.5563001  -0.39125806]
12,"[[-0.66560712 -0.51590084  0.10631434 -0.17382854]
 [ 2.16059579 -0.33611739  0.          0.        ]]",[-0.17173856 -0.20599231],-0.0174560140567,[-0.44212334  0.24502024],-0.712156,"[ 0.54914612  1.4205904  -1.01733713 -0.42719533  0.90718504 -1.51497564
  0.79100702  0.28761755 -0.41188733  0.33997125  0.        ]",[-0.5563001  -0.39125806]
13,"[[-0.64037662 -0.51281575  0.10631434 -0.17382854]
 [ 0.36842192  0.64136457  0.          0.        ]]",[-0.10712841 -0.40223068],-0.0229102042696,[ 0.8901349 -0.7156379],-0.641551,"[ 0.5720132   1.42243939 -0.98463519 -0.41951564  0.90718427 -1.51497331
  0.7373877   0.4351908  -0.36818091  0.3712994   0.        ]",[-0.5563001  -0.39125806]
14,"[[-0.59773909 -0.52855928  0.10631434 -0.17382854]
 [ 3.88362909 -2.20621605  0.          0.        ]]",[-0.5045523   0.02091648],-0.029862850147,[-0.25656478 -0.89356938],-0.73313,"[ 0.60891891  1.41288601 -0.92797265 -0.45856314  0.9071835  -1.51497097
  0.84255605  0.00528252 -0.3168942   0.41698672  0.        ]",[-0.5563001  -0.39125806]
15,"[[-0.53100834 -0.60774075  0.10631434 -0.17382854]
 [ 2.79305942 -5.70029126  0.          0.        ]]",[-0.2527014   0.84999055],-0.0348943753355,[-0.1109714   1.70508064],-0.760775,"[ 0.66215596  1.36093862 -0.83598165 -0.64933956  0.90718272 -1.51496863
  0.80992743 -0.52222904 -0.29371635  0.46609531  0.        ]",[-0.5563001  -0.39125806]
16,"[[-0.48012042 -0.68088453  0.10631434 -0.17382854]
 [ 2.29739473 -1.62766268  0.          0.        ]]",[-0.68239522  0.14429067],-0.0374441151758,[-0.86700444  0.86733477],-0.819988,"[ 0.69891703  1.30736987 -0.763336   -0.81650449  0.90718195 -1.5149663
  0.79509737  0.09262907 -0.29146706  0.49958444  0.        ]",[-0.5563001  -0.39125806]
17,"[[-0.46905549 -0.67864522  0.10631434 -0.17382854]
 [-1.17932183  1.84003128  0.          0.        ]]",[-0.43818003 -0.45701063],-0.0398637817981,[ 0.06093041  0.70801801],-0.739923,"[ 0.70645958  1.3090849  -0.74727482 -0.81152444  0.90718117 -1.51496396
  0.6910794   0.6161581  -0.27311709  0.51490289  0.        ]",[-0.5563001  -0.39125806]
18,"[[-0.48999886 -0.61408295  0.10631434 -0.17382854]
 [-0.91589992  4.60697402  0.          0.        ]]",[-0.66946852 -1.15989375],-0.0424346595581,[ 0.0038197  -0.42176688],-0.758855,"[ 0.69204495  1.3564968  -0.77759542 -0.66419136  0.9071804  -1.51496162
  0.69896005  1.03389187 -0.23969453  0.51688963  0.        ]",[-0.5563001  -0.39125806]
19,"[[-0.50797746 -0.53961458  0.10631434 -0.17382854]
 [-0.88206766  2.84573261  0.          0.        ]]",[-0.57641888 -0.98028582],-0.0468164207497,[-0.70166997 -0.90824939],-0.845336,"[ 0.67921006  1.40601375 -0.80335548 -0.48576735  0.90717963 -1.51495929
  0.69997177  0.76799069 -0.193881    0.53022486  0.        ]",[-0.5563001  -0.39125806]
20,"[[-0.55328182 -0.51933796  0.10631434 -0.17382854]
 [-3.63919065 -0.80589797  0.          0.        ]]",[ 0.28915924 -0.11682449],-0.0398662955426,[ 0.38967535  1.18200676],-0.743535,"[ 0.64500933  1.41850126 -0.86711296 -0.43573184  0.90717885 -1.51495695
  0.61748285  0.21669138 -0.24051633  0.47925063  0.        ]",[-0.5563001  -0.39125806]
21,"[[-0.60989044 -0.49557362  0.10631434 -0.17382854]
 [-2.02703413  3.16908192  0.          0.        ]]",[-0.10168484 -0.93453652],-0.0309603781811,[ 0.25740067  0.24211012],-0.700539,"[ 0.59862318  1.43258262 -0.94429105 -0.37634891  0.90717808 -1.51495461
  0.66571545  0.81680737 -0.30330421  0.41704601  0.        ]",[-0.5563001  -0.39125806]
22,"[[-0.63981528 -0.4232068   0.10631434 -0.17382854]
 [-0.96897842  4.06461494  0.          0.        ]]",[-0.28690916 -1.28947556],-0.0327769436344,[ 0.24544881 -0.76427888],-0.721499,"[ 0.57250926  1.47170392 -0.98389446 -0.19093128  0.9071773  -1.51495228
  0.69737024  0.9520083  -0.27967026  0.41468431  0.        ]",[-0.5563001  -0.39125806]
23,"[[-0.64924873 -0.37308873  0.10631434 -0.17382854]
 [ 0.02233121  0.95754741  0.          0.        ]]",[-0.15153119 -0.81060213],-0.0363639436736,[-0.6489581   0.15920326],-0.82893,"[ 0.56405363  1.49539645 -0.99619914 -0.05885698  0.90717653 -1.51494994
  0.72702808  0.48292307 -0.24686689  0.42926422  0.        ]",[-0.5563001  -0.39125806]
24,"[[-0.67456704 -0.34779351  0.10631434 -0.17382854]
 [-2.54560734  1.56993244  0.          0.        ]]",[ 0.22306365 -0.86823457],-0.0339889050411,[ 0.57933696 -1.33175455],-0.737375,"[ 0.54083966  1.50627371 -1.02878791  0.00881743  0.90717576 -1.51494761
  0.65019913  0.57537667 -0.26234703  0.40987415  0.        ]",[-0.5563001  -0.39125806]
25,"[[-0.70196416 -0.35644335  0.10631434 -0.17382854]
 [-0.20191664 -2.42161192  0.          0.        ]]",[ 0.39197317 -0.05006431],-0.0274546061734,[ 0.80845129 -0.23707216],-0.709073,"[ 0.51487889  1.50263329 -1.0633159  -0.01439655  0.90717498 -1.51494527
  0.72031802 -0.02724126 -0.31365439  0.36984331  0.        ]",[-0.5563001  -0.39125806]
26,"[[-0.67387032 -0.41382492  0.10631434 -0.17382854]
 [ 3.00064502 -3.3135637   0.          0.        ]]",[-0.05669457  0.1199698 ],-0.0268675485375,[-0.02187752  0.76326744],-0.75482,"[ 0.54148791  1.47634479 -1.02789769 -0.16642212  0.90717421 -1.51494293
  0.81613284 -0.16190245 -0.32407858  0.37596991  0.        ]",[-0.5563001  -0.39125806]
27,"[[-0.61533258 -0.44911433  0.10631434 -0.17382854]
 [ 2.85362133 -0.22566816  0.          0.        ]]",[-0.51709098 -0.52291596],-0.0349214404016,[-0.61011026 -0.49848753],-0.792491,"[ 0.59395299  1.45834539 -0.9515511  -0.25806905  0.90717343 -1.5149406
  0.8117335   0.30428863 -0.26674331  0.43318472  0.        ]",[-0.5563001  -0.39125806]
28,"[[-0.58303585 -0.47337751  0.10631434 -0.17382854]
 [ 0.38426783 -2.19409684  0.          0.        ]]",[-0.10786967 -0.04208146],-0.0388367648002,[ 1.3850624  -0.54719122],-0.682428,"[ 0.62112367  1.44517427 -0.90802999 -0.3201908   0.90717266 -1.51493826
  0.73785389  0.0071074  -0.24093993  0.46328992  0.        ]",[-0.5563001  -0.39125806]
29,"[[-0.53572643 -0.53857666  0.10631434 -0.17382854]
 [ 4.33353574 -4.31872068  0.          0.        ]]",[-0.62721306  0.34202474],-0.0413257420617,[-0.39718889 -0.84009908],-0.801393,"[ 0.65857195  1.40664239 -0.84260044 -0.48322056  0.90717188 -1.51493592
  0.85600895 -0.3136552  -0.23314112  0.49292829  0.        ]",[-0.5563001  -0.39125806]
30,"[[-0.46566974 -0.6574623   0.10631434 -0.17382854]
 [ 2.67761289 -7.55905391  0.          0.        ]]",[-0.32662699  1.20946431],-0.0427295274987,[-0.92758042  1.18795644],-0.878777,"[ 0.70873043  1.32506121 -0.74233179 -0.76397947  0.90717111 -1.51493359
  0.80646577 -0.80286055 -0.24722609  0.52890222  0.        ]",[-0.5563001  -0.39125806]
31,"[[-0.44948329 -0.76740132  0.10631434 -0.17382854]
 [-1.04657321 -3.44856373  0.          0.        ]]",[-0.0825212   0.81080288],-0.0349033998937,[-0.35687395  0.15309826],-0.750354,"[ 0.71939737  1.23746276 -0.718635   -1.00174068  0.90717034 -1.51493125
  0.69504358 -0.18228334 -0.33448665  0.50395094  0.        ]",[-0.5563001  -0.39125806]
32,"[[-0.48437618 -0.8296007   0.10631434 -0.17382854]
 [-2.43808565 -2.773625    0.          0.        ]]",[ 0.26123771  0.94678766],-0.023196782107,[ 0.01315029  1.57591575],-0.655995,"[ 0.69596639  1.18313503 -0.76947661 -1.12581283  0.90716956 -1.51492891
  0.65341131 -0.08038506 -0.45130615  0.44253757  0.        ]",[-0.5563001  -0.39125806]
33,"[[-0.53214502 -0.84479454  0.10631434 -0.17382854]
 [-2.33910849  1.24086166  0.          0.        ]]",[ 0.23815256  0.30044806],-0.0151864302075,[ 0.40022669 -1.51951048],-0.757085,"[ 0.66128905  1.1693708  -0.83756736 -1.1548978   0.90716879 -1.51492658
  0.65637211  0.52569827 -0.54152694  0.38699867  0.        ]",[-0.5563001  -0.39125806]
34,"[[-0.56256279 -0.85995669  0.10631434 -0.17382854]
 [-0.70811336 -2.74379755  0.          0.        ]]",[ 0.30468756  1.09387589],-0.0129167307387,[-0.38949395  1.82470367],-0.648443,"[ 0.63767377  1.155449   -0.87995046 -1.18342999  0.90716801 -1.51492424
  0.70516842 -0.07588237 -0.60634056  0.35349839  0.        ]",[-0.5563001  -0.39125806]
35,"[[-0.59205884 -0.87455495  0.10631434 -0.17382854]
 [-2.23638891  1.27059336  0.          0.        ]]",[ 0.44753996  0.48089987],-0.014690134538,[ 0.47527399  0.52005904],-0.60729,"[ 0.61365893  1.14187206 -0.92028055 -1.21043033  0.90716724 -1.5149219
  0.65944437  0.53018699 -0.67018064  0.32358537  0.        ]",[-0.5563001  -0.39125806]
36,"[[-0.61748234 -0.82874061  0.10631434 -0.17382854]
 [-0.31238009  3.30406085  0.          0.        ]]",[ 0.07358623 -0.06435816],-0.0130205906645,[-0.49077098 -0.8886811 ],-0.733876,"[ 0.59209487  1.18390333 -0.95440761 -1.12414654  0.90716647 -1.51491957
  0.71700721  0.83718766 -0.66241383  0.30575465  0.        ]",[-0.5563001  -0.39125806]
37,"[[-0.64313804 -0.79861481  0.10631434 -0.17382854]
 [-2.24674311 -0.27953623  0.          0.        ]]",[ 0.59102273  0.66765803],-0.0130391824656,[-0.38037197  0.2212213 ],-0.656611,"[ 0.56953697  1.21060375 -0.98822721 -1.06498739  0.90716569 -1.51491723
  0.65913362  0.29615636 -0.67254267  0.28625603  0.        ]",[-0.5563001  -0.39125806]
38,"[[-0.70272896 -0.79535639  0.10631434 -0.17382854]
 [-3.70748072  0.60244211  0.          0.        ]]",[ 0.90720701  0.6406489 ],-0.0220203040138,[ 1.5064484   0.75821659],-0.593933,"[ 0.51413612  1.21344458 -1.06425895 -1.0584754   0.90716492 -1.51491489
  0.61543021  0.42931226 -0.7707512   0.23496096  0.        ]",[-0.5563001  -0.39125806]
39,"[[-0.73645682 -0.75331786  0.10631434 -0.17382854]
 [ 0.32126079  3.59144204  0.          0.        ]]",[ 0.17034118 -0.16531354],-0.0235201537134,[ 0.03883214 -1.19893635],-0.783162,"[ 0.48097553  1.24928869 -1.1056491  -0.97255452  0.90716414 -1.51491256
  0.73596344  0.88057415 -0.78383527  0.21099876  0.        ]",[-0.5563001  -0.39125806]
40,"[[-0.7285407  -0.72193075  0.10631434 -0.17382854]
 [ 0.46986268 -0.43929739  0.          0.        ]]",[ 0.44987705  0.56489229],-0.0185970524406,[ 0.48416598 -0.68318034],-0.709731,"[ 0.48887248  1.27502893 -1.09604345 -0.90614152  0.90716337 -1.51491022
  0.74040885  0.27203528 -0.73575868  0.22094683  0.        ]",[-0.5563001  -0.39125806]
41,"[[-0.70000872 -0.75777706  0.10631434 -0.17382854]
 [ 2.37698446 -3.13633844  0.          0.        ]]",[ 0.35411039  1.11360121],-0.0174264441184,[ 0.29978071  1.52459329],-0.611346,"[ 0.51675381  1.2455568  -1.06086439 -0.98183329  0.9071626  -1.51490788
  0.79746642 -0.13514916 -0.72514242  0.24095819  0.        ]",[-0.5563001  -0.39125806]
42,"[[-0.64105395 -0.7801565   0.10631434 -0.17382854]
 [ 3.51470641  0.88499793  0.          0.        ]]",[-0.36134243  0.17795219],-0.011098610126,[-0.63832363  1.02167049],-0.654722,"[ 0.57139749  1.22657681 -0.98549833 -1.02781432  0.90716182 -1.51490555
  0.83150467  0.47197022 -0.64911244  0.29090547  0.        ]",[-0.5563001  -0.39125806]
43,"[[-0.59680933 -0.72289573  0.10631434 -0.17382854]
 [ 0.91839474  4.82793337  0.          0.        ]]",[-0.41266745 -0.75807023],-0.011689051607,[-0.34837093 -1.61673863],-0.712069,"[ 0.60968757  1.27424631 -0.92669506 -0.90820872  0.90716105 -1.51490321
  0.7538264   1.06725247 -0.51485398  0.34746383  0.        ]",[-0.5563001  -0.39125806]
44,"[[-0.59243885 -0.66701917  0.10631434 -0.17382854]
 [-0.47668121  0.77323576  0.          0.        ]]",[-0.04000954 -0.07193536],-0.0168322867243,[-0.88333945  0.45314162],-0.708881,"[ 0.61333962  1.31787457 -0.92078643 -0.78551424  0.90716027 -1.51490088
  0.71208733  0.45509568 -0.44911649  0.36883564  0.        ]",[-0.5563001  -0.39125806]
45,"[[-0.63694728 -0.6336936   0.10631434 -0.17382854]
 [-3.96254284  2.55339318  0.          0.        ]]",[ 0.44955188 -0.31423736],-0.0113837707122,[ 1.31608384  0.40911058],-0.536337,"[ 0.57505005  1.34247887 -0.98011663 -0.70968368  0.9071595  -1.51489854
  0.60779519  0.7238539  -0.48629943  0.3299454   0.        ]",[-0.5563001  -0.39125806]
46,"[[-0.6757234  -0.56689381  0.10631434 -0.17382854]
 [ 0.07147407  4.12135277  0.          0.        ]]",[-0.20766777 -0.89551175],-0.0101212624233,[ 0.90864896 -1.60294662],-0.640101,"[ 0.53975285  1.38848633 -1.03024252 -0.55211078  0.90715873 -1.5148962
  0.72848644  0.96057531 -0.48072814  0.30933715  0.        ]",[-0.5563001  -0.39125806]
47,"[[-0.63822693 -0.5250261   0.10631434 -0.17382854]
 [ 3.66620284  0.0788976   0.          0.        ]]",[-0.51979363 -0.36729729],-0.0220352179307,[-0.8883484  -0.24096068],-0.747779,"[ 0.57391304  1.41499414 -0.98179267 -0.44981223  0.90715795 -1.51489387
  0.83603472  0.35026651 -0.37698915  0.36864062  0.        ]",[-0.5563001  -0.39125806]
48,"[[-0.60088808 -0.53302357  0.10631434 -0.17382854]
 [ 0.07962199 -0.87547397  0.          0.        ]]",[-0.06924376 -0.10867356],-0.0287507298923,[ 0.50285272 -0.91623567],-0.680708,"[ 0.60625588  1.41006985 -0.93218833 -0.46955238  0.90715718 -1.51489153
  0.72872901  0.20618035 -0.326141    0.41102117  0.        ]",[-0.5563001  -0.39125806]
49,"[[-0.57933879 -0.58676633  0.10631434 -0.17382854]
 [ 2.06867928 -4.48676004  0.          0.        ]]",[-0.07632697  0.66490281],-0.02739383864,[ 0.6794625   0.64985362],-0.653081,"[ 0.62414379  1.37526368 -0.90297015 -0.59973489  0.9071564  -1.51488919
  0.78823807 -0.33903291 -0.346375    0.41433573  0.        ]",[-0.5563001  -0.39125806]
