timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[-0.03919805  0.01569982 -0.16750611  0.12143321]
 [-0.00480614  0.00208652  0.          0.        ]]",[-2.98340368 -3.15269923],-0.398494312465,[-2.58497266 -3.55492519],-3.42255,"[ 0.85209866  1.50349795 -0.05631725  1.04534075 -1.46374615  1.05251966
  0.71404799  0.33398615  3.29717451 -1.02141995  0.        ]",[-0.70743662 -0.51295978]
1,"[[-0.07896827 -0.02397126 -0.16750611  0.12143321]
 [-3.95905606 -3.95600835  0.          0.        ]]",[-3.01297188 -2.94080615],-0.402008797541,[-3.44029983 -3.69306308],-3.41487,"[ 0.84854003  1.50329812 -0.12126955  0.9337191  -1.46374443  1.05251883
  0.59983919 -0.2763601   3.28902358 -1.14975754  0.        ]",[-0.70743662 -0.51295978]
2,"[[-0.19703936 -0.14201825 -0.16750611  0.12143321]
 [-7.83517364 -7.83576051  0.          0.        ]]",[-2.9980793  -2.75594401],-0.409790806976,[-2.65243137 -2.57793599],-3.50728,"[ 0.82394273  1.49149315 -0.31250406  0.60288542 -1.4637427   1.05251799
  0.4878871  -0.87462548  3.21344153 -1.52385149  0.        ]",[-0.70743662 -0.51295978]
3,"[[ -0.39186638  -0.33688939  -0.16750611   0.12143321]
 [-11.63497753 -11.63866438   0.           0.        ]]",[-2.98260474 -2.63531923],-0.413747505377,[-2.68378945 -2.7485123 ],-3.43037,"[ 0.73840423  1.43580278 -0.61706914  0.07103115 -1.46374097  1.05251716
  0.37813917 -1.4610396   2.93070587 -2.08324129  0.        ]",[-0.70743662 -0.51295978]
4,"[[ -0.66194409  -0.60706178  -0.16750611   0.12143321]
 [-15.36063843 -15.36610795   0.           0.        ]]",[-2.97844434 -2.56305027],-0.400985535468,[-2.83355374 -2.50194339],-3.24304,"[ 0.53324462  1.28801429 -0.99786293 -0.60402695 -1.46373925  1.05251633
  0.27053269 -2.03581512  2.27975733 -2.64027146  0.        ]",[-0.70743662 -0.51295978]
5,"[[ -1.0058144   -0.95103925  -0.16750611   0.12143321]
 [-19.01467462 -19.01938298   0.           0.        ]]",[-3.01502132 -2.55628109],-0.356380028869,[-2.87439649 -3.42386354],-2.76344,"[ 0.14929048  0.99778454 -1.37408988 -1.28938061 -1.46373752  1.0525155
  0.16499492 -2.59914941  1.25058002 -2.84134726  0.        ]",[-0.70743662 -0.51295978]
6,"[[ -1.42207056  -1.36735121  -0.16750611   0.12143321]
 [-22.59960659 -22.59978134   0.           0.        ]]",[-3.17805672 -2.6544075 ],-0.270109764616,[-3.10414616 -2.48847833],-2.00266,"[-0.43743677  0.54064863 -1.61028684 -1.75467061 -1.4637358   1.05251466
  0.06145305 -3.15123943  0.21002787 -2.34024314  0.        ]",[-0.70743662 -0.51295978]
7,"[[ -1.90934966  -1.85455461  -0.16750611   0.12143321]
 [-26.11711829 -26.10881365   0.           0.        ]]",[-3.39957213 -2.65948224],-0.158151128896,[-3.00467445 -2.95896857],-1.03549,"[-1.16519789 -0.04105216 -1.53547251 -1.7001739  -1.46373407  1.05251383
 -0.04014154 -3.69231553 -0.14349789 -1.26123784  0.        ]",[-0.70743662 -0.51295978]
8,"[[ -2.46630425  -2.41124129  -0.16750611   0.12143321]
 [-29.56687267 -29.54849977   0.           0.        ]]",[-3.61372519 -2.66909933],-0.131360620987,[-3.61876794 -2.61617244],-0.893093,"[-1.84462562 -0.60219372 -1.01498938 -0.87605168 -1.46373235  1.052513
 -0.13977914 -4.2226863   0.50452211 -0.49023865  0.        ]",[-0.70743662 -0.51295978]
9,"[[ -3.09155272  -3.03604995  -0.16750611   0.12143321]
 [-32.94551854 -27.01996135   0.           0.        ]]",[-3.65098381 -2.55936456],-0.207480813284,[-3.14429514 -3.3997569 ],-1.69516,"[-2.17527451 -0.90329009 -0.07403274  0.70473546 -1.46373062  1.05251217
 -0.23736293 -3.83276484  1.21613062 -0.83371847  0.        ]",[-0.70743662 -0.51295978]
10,"[[ -3.78363035  -3.22558803  -0.16750611   0.12143321]
 [-36.25145303   0.54603145   0.           0.        ]]",[-2.14494109 -1.67673886],-0.216492913463,[-1.62854043 -1.99000034],-2.01128,"[-1.87545366 -0.9057501   0.98758041  1.23724061 -1.46372889  1.05251134
 -0.33284663  0.41787045  1.13846887 -1.09854033  0.        ]",[-0.70743662 -0.51295978]
11,"[[ -4.54118212  -3.16282556  -0.16750611   0.12143321]
 [-39.49299884   4.06104568   0.           0.        ]]",[-1.41259503 -1.41279352],-0.212376300255,[-1.71176163 -2.11856071],-1.99974,"[-0.92010104 -0.90973215  1.62003507  1.0609078  -1.46372717  1.0525105
 -0.42647059  0.95987994  1.11578584 -1.05953169  0.        ]",[-0.70743662 -0.51295978]
12,"[[ -5.36292317  -3.09094367  -0.16750611   0.12143321]
 [-42.67051306   2.91640809   0.           0.        ]]",[-1.19614995 -1.44864714],-0.21242122242,[-1.22120648 -2.12296904],-2.06637,"[ 0.25568113 -0.90845594  1.30978752  0.85870653 -1.46372544  1.05250967
 -0.51824513  0.78337797  1.10880176 -1.06885136  0.        ]",[-0.70743662 -0.51295978]
13,"[[ -6.247583    -3.04651256  -0.16750611   0.12143321]
 [-45.78508554   1.59756252   0.           0.        ]]",[-1.54615676 -1.59198713],-0.206315339279,[-1.5115096  -1.76892427],-2.07138,"[ 0.85230424 -0.90455207  0.06604155  0.73402483 -1.46372372  1.05250884
 -0.60820171  0.58001354  1.03068359 -1.06470266  0.        ]",[-0.70743662 -0.51295978]
14,"[[ -7.19391545  -3.02352972  -0.16750611   0.12143321]
 [-48.83798456   0.78143599   0.           0.        ]]",[-2.2428658  -1.74234653],-0.194651083754,[-1.91157655 -2.27021173],-1.82859,"[ 0.26713174 -0.90160122 -1.28467652  0.66972209 -1.46372199  1.05250801
 -0.69637695  0.45416773  0.96050235 -0.96225771  0.        ]",[-0.70743662 -0.51295978]
