timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[-0.01898895  0.022238    0.19215584 -0.18008307]
 [-0.00316898  0.00167305  0.          0.        ]]",[-2.57199597 -0.7632435 ],-0.179429327706,[-3.2582269  -0.67500958],-1.83787,"[ 0.89723064  1.70577398 -0.0610793   1.00158504  1.65217768 -1.5709934
  0.7346176   0.34486426 -0.29922395  1.84710407  0.        ]",[-0.42920005 -0.34873417]
1,"[[-0.05873178 -0.0045301   0.19215584 -0.18008307]
 [-3.95794918 -2.66958585  0.          0.        ]]",[-1.65932941 -0.21289988],-0.168171786221,[-2.3025056  -0.21416879],-1.78034,"[ 0.89496489  1.70606538 -0.1251432   0.92377285  1.65217377 -1.57098993
  0.60886391 -0.0467346  -0.30272463  1.74314501  0.        ]",[-0.42920005 -0.34873417]
2,"[[-0.17679275 -0.06588482  0.19215584 -0.18008307]
 [-7.83524277 -3.46324407  0.          0.        ]]",[-0.50722098  0.13264331],-0.136691763963,[-1.11287183  0.85280318],-1.60469,"[ 0.87462889  1.70336745 -0.31418041  0.74554875  1.65216985 -1.57098647
  0.48557423 -0.16308259 -0.34385606  1.45557635  0.        ]",[-0.42920005 -0.34873417]
3,"[[ -0.37164681  -0.10056662   0.19215584  -0.18008307]
 [-11.63749643  -0.01642093   0.           0.        ]]",[ 0.60411823 -0.14062344],-0.0937407741406,[-0.85073673 -0.98164602],-1.33125,"[ 0.79735056  1.69976692 -0.61631205  0.64508009  1.65216593 -1.57098301
  0.36467072  0.34221219 -0.47583772  1.06538799  0.        ]",[-0.42920005 -0.34873417]
4,"[[ -0.63583857  -0.13987749   0.19215584  -0.18008307]
 [-14.77126439  -3.90171047   0.           0.        ]]",[ 2.11706543  0.75596398],-0.0548404368944,[ 1.49228109 -0.19099609],-0.940508,"[ 0.61082909  1.69388183 -0.98850025  0.53163268  1.65216201 -1.57097954
  0.26502359 -0.227361   -0.77707948  0.60396622  0.        ]",[-0.42920005 -0.34873417]
5,"[[ -0.88863999  -0.22473971   0.19215584  -0.18008307]
 [-10.52302499  -4.58224008   0.           0.        ]]",[ 2.31352043  1.05499697],-0.0806204787463,[ 1.28938013  2.74167391],-0.787408,"[ 0.35543996  1.67469086 -1.28270191  0.28909381  1.65215809 -1.57097608
  0.40010807 -0.3271247  -1.22099436  0.23611198  0.        ]",[-0.42920005 -0.34873417]
6,"[[-1.05733739 -0.27576155  0.19215584 -0.18008307]
 [-6.36054553 -0.53343998  0.          0.        ]]",[ 1.96053529  0.6804415 ],-0.117965973762,[ 1.92247607  0.5783941 ],-1.10283,"[ 0.15114242  1.65892663 -1.43569656  0.14540575  1.65215417 -1.57097261
  0.53246549  0.26641938 -1.56406896  0.07297089  0.        ]",[-0.42920005 -0.34873417]
7,"[[-1.14360364 -0.26336133  0.19215584 -0.18008307]
 [-2.27966325  1.76579654  0.          0.        ]]",[ 1.40903139  0.31206489],-0.134205738124,[-0.05625243  0.10887052],-1.2912,"[ 0.03837634  1.66304205 -1.49874358  0.18015188  1.65215025 -1.57096915
  0.66222819  0.60348154 -1.71070326  0.02202015  0.        ]",[-0.42920005 -0.34873417]
8,"[[-1.19097867 -0.22407023  0.19215584 -0.18008307]
 [-2.4572482   2.16199336  0.          0.        ]]",[ 1.4384501   0.22480455],-0.13967593647,[ 1.54047248 -0.91474843],-1.39187,"[-0.02552944  1.67486468 -1.52874716  0.290991    1.65214634 -1.57096568
  0.65658077  0.66156248 -1.75971322  0.00358256  0.        ]",[-0.42920005 -0.34873417]
9,"[[-1.19993095 -0.21761621  0.19215584 -0.18008307]
 [ 1.54867628 -1.50436825  0.          0.        ]]",[ 1.12350988  0.63511354],-0.140826079478,[ 0.11377225  0.03596449],-1.35745,"[ -3.77469582e-02   1.67662421e+00  -1.53403838e+00   3.09297353e-01
   1.65214242e+00  -1.57096222e+00   7.83959867e-01   1.24081972e-01
  -1.77007470e+00   1.61807609e-04   0.00000000e+00]",[-0.42920005 -0.34873417]
