timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[ 0.02725031  0.0295029   0.01460905 -0.12522063]
 [ 0.0048482   0.0008713   0.          0.        ]]",[-3.75072479 -4.50842619],-0.236853370024,[-3.68197669 -4.84180826],-3.46813,"[ 0.84387187  1.39090903  0.10234785  1.12522544  0.12497826 -1.09516499
  0.6785012   0.32592046  1.46372905  1.83160355  0.        ]",[-0.89984888 -0.77666998]
1,"[[-0.01232874 -0.01019224  0.01460905 -0.12522063]
 [-3.94959208 -3.95719986  0.          0.        ]]",[-2.58213568 -3.61884499],-0.230065049067,[-2.59302923 -4.30795244],-3.42935,"[ 0.84433504  1.39136863  0.03809954  1.01730182  0.12497822 -1.09516439
  0.56848697 -0.3117634   1.46570838  1.6924876   0.        ]",[-0.89984888 -0.77666998]
2,"[[-0.13021236 -0.12826283  0.01460905 -0.12522063]
 [-7.82588799 -7.83692975  0.          0.        ]]",[-0.90153551 -2.30614233],-0.208605974801,[-0.86723332 -2.3547661 ],-3.25394,"[ 0.83116411  1.38155671 -0.15268127  0.6972104   0.12497819 -1.09516378
  0.46064677 -0.9368255   1.41627014  1.28189758  0.        ]",[-0.89984888 -0.77666998]
3,"[[ -0.31958564  -0.32315921   0.01460905  -0.12522063]
 [-11.10063049 -11.64002031   0.           0.        ]]",[ 0.83926344 -0.56218481],-0.170671308306,[ 0.92575581 -0.07014487],-2.80935,"[ 0.76496499  1.32921225 -0.45192782  0.18152582  0.12497816 -1.09516317
  0.36954204 -1.54953939  1.16697036  0.66421889  0.        ]",[-0.89984888 -0.77666998]
4,"[[ -0.50265618  -0.55644703   0.01460905  -0.12522063]
 [ -7.219345   -11.68858928   0.           0.        ]]",[ 1.08500552  0.6376009 ],-0.128276413815,[ 0.80531195  0.52720897],-2.30302,"[ 0.65027148  1.21009804 -0.72398673 -0.39114128  0.12497813 -1.09516256
  0.47752081 -1.55736297  0.70740494  0.15095648  0.        ]",[-0.89984888 -0.77666998]
5,"[[-0.61365883 -0.76696277  0.01460905 -0.12522063]
 [-3.89191877 -9.37070259  0.          0.        ]]",[ 0.86759734  1.22303557],-0.0967654194054,[ 1.04296107  1.64521663],-1.96785,"[ 0.55802717  1.05490677 -0.87676484 -0.84191142  0.1249781  -1.09516196
  0.57009096 -1.18392823  0.27611219 -0.08530784  0.        ]",[-0.89984888 -0.77666998]
6,"[[-0.65104537 -0.91280029  0.01460905 -0.12522063]
 [ 0.13995801 -5.22684792  0.          0.        ]]",[ 0.05034804  0.58780849],-0.0798453299391,[ 0.48409632  0.1889488 ],-1.79894,"[ 0.52333973  0.92450737 -0.92572047 -1.10639203  0.12497806 -1.09516135
  0.68225917 -0.51631295  0.02982338 -0.14016596  0.        ]",[-0.89984888 -0.77666998]
7,"[[-0.62905965 -1.00879817  0.01460905 -0.12522063]
 [ 2.05227471 -4.37576649  0.          0.        ]]",[-0.35120967  0.41078588],-0.0731262615481,[-0.57700808  0.584025  ],-1.82842,"[ 0.54395249  0.82996803 -0.8970929  -1.25586782  0.12497803 -1.09516074
  0.73546032 -0.37919536 -0.04570002 -0.11810814  0.        ]",[-0.89984888 -0.77666998]
8,"[[-0.61133505 -1.07223559  0.01460905 -0.12522063]
 [-0.27207874 -1.97598194  0.          0.        ]]",[-0.09472562  0.05265985],-0.068806639256,[-0.73832324  0.11906463],-1.80011,"[ 0.56012394  0.76420149 -0.87367686 -1.34309477  0.124978   -1.09516013
  0.6707956   0.00743333 -0.08972316 -0.09729726  0.        ]",[-0.89984888 -0.77666998]
9,"[[-0.64603551 -1.10662446  0.01460905 -0.12522063]
 [-3.18826478 -1.46460908  0.          0.        ]]",[ 0.46931803  0.18067083],-0.0626068216312,[ 0.44857839 -0.56839041],-1.69633,"[ 0.5280897   0.72756622 -0.91923734 -1.38638445  0.12497797 -1.09515953
  0.58966587  0.08982048 -0.19554067 -0.11586726  0.        ]",[-0.89984888 -0.77666998]
