timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[ 0.03270409  0.08810794 -0.06333505 -0.02801343]
 [ 0.00328626  0.00064784  0.          0.        ]]",[-1.82942617 -2.61162376],-0.276096132324,[-1.22988378 -2.38770916],-2.11498,"[ 0.88949476  1.6668573   0.02816288  1.20364853 -0.55945172 -0.24877606
  0.73700728  0.34296998  2.1016518   0.62680574  0.        ]",[-0.46789092 -0.34137347]
1,"[[-0.00690595  0.04840833 -0.06333505 -0.02801343]
 [-3.95112597 -3.95742253  0.          0.        ]]",[-1.16538858 -2.14396977],-0.275092713217,[-1.64554921 -2.40142406],-2.06826,"[ 0.89024547  1.67020725 -0.03592829  1.08881596 -0.55945129 -0.24877591
  0.61399854 -0.24102969  2.10885821  0.50881555  0.        ]",[-0.46789092 -0.34137347]
2,"[[-0.12481971 -0.06966673 -0.06333505 -0.02801343]
 [-7.82735915 -7.83715553  0.          0.        ]]",[-0.93783331 -1.83150053],-0.270543966506,[-1.76529078 -1.44211639],-1.99993,"[ 0.87883345  1.66864995 -0.22622341  0.74668148 -0.55945086 -0.24877575
  0.49342178 -0.81347062  2.08264804  0.15822793  0.        ]",[-0.46789092 -0.34137347]
3,"[[ -0.31949091  -0.26456566  -0.06333505  -0.02801343]
 [-11.62719439 -11.64004969   0.           0.        ]]",[-1.02061331 -1.66093421],-0.25811466035,[-0.62144997 -1.93606988],-1.89304,"[ 0.81582647  1.62855433 -0.53303163  0.19033699 -0.55945043 -0.2487756
  0.37522155 -1.37457281  1.88812418 -0.386151    0.        ]",[-0.46789092 -0.34137347]
4,"[[ -0.57438693  -0.53477161  -0.06333505  -0.02801343]
 [-13.85519225 -15.36808693   0.           0.        ]]",[-1.25026739 -1.51759589],-0.232602397865,[ 0.24312746 -1.16636292],-1.76321,"[ 0.65417893  1.49871682 -0.90400408 -0.5291731  -0.55945    -0.24877544
  0.30591587 -1.92462685  1.3765836  -0.95292251  0.        ]",[-0.46789092 -0.34137347]
5,"[[ -0.83909646  -0.87880808  -0.06333505  -0.02801343]
 [-12.6201142  -19.0233484    0.           0.        ]]",[-1.37289488 -1.48108888],-0.192587149147,[-1.19168957 -1.26845297],-1.56903,"[ 0.40201931  1.22334818 -1.2288261  -1.28399674 -0.55944957 -0.24877529
  0.34433477 -2.46393733  0.59380433 -1.2365167   0.        ]",[-0.46789092 -0.34137347]
6,"[[ -1.12871791  -1.29520631  -0.06333505  -0.02801343]
 [-16.33023117 -22.60449326   0.           0.        ]]",[-1.00804579 -1.24686956],-0.136706263352,[-1.68447474 -1.54637701],-1.28645,"[ 0.04845148  0.77006531 -1.48746707 -1.8415146  -0.55944914 -0.24877513
  0.2289253  -2.99230337 -0.26997532 -1.04538342  0.        ]",[-0.46789092 -0.34137347]
7,"[[ -1.49183943  -1.7825134   -0.06333505  -0.02801343]
 [-19.97034745 -26.11448583   0.           0.        ]]",[-0.74356616 -0.88626552],-0.0684972388287,[ 0.28799813 -1.22637789],-0.994452,"[-0.46493591  0.17273145 -1.63799753 -1.88618046 -0.55944871 -0.24877498
  0.11569333 -3.51015883 -0.85102606 -0.32151339  0.        ]",[-0.46789092 -0.34137347]
8,"[[ -1.87591188e+00  -2.33932984e+00  -6.33350465e-02  -2.80134290e-02]
 [ -1.84417999e+01  -2.95557686e+01   0.00000000e+00   0.00000000e+00]]",[-1.21777046 -0.77823526],-0.0350262855914,[-1.33077221 -0.64702286],-0.601875,"[-1.02295211 -0.4279331  -1.56829076 -1.13597628 -0.55944828 -0.24877482
  0.16324129 -4.01786019 -0.67364419  0.48478987  0.        ]",[-0.46789092 -0.34137347]
9,"[[ -2.28085778e+00  -2.95027005e+00  -6.33350465e-02  -2.80134290e-02]
 [ -2.20401958e+01  -3.15318146e+01   0.00000000e+00   0.00000000e+00]]",[-1.84181988 -1.25683665],-0.071075421497,[-2.78512846 -1.79054726],-0.710909,"[-1.54006351 -0.78301308 -1.25192819  0.39716813 -0.55944785 -0.24877467
  0.05130701 -4.30936259  0.01007223  0.65638346  0.        ]",[-0.46789092 -0.34137347]
10,"[[ -2.75699764  -3.2368485   -0.06333505  -0.02801343]
 [-25.5620119   -0.88496813   0.           0.        ]]",[-1.60551775 -1.60247397],-0.0791719667759,[-2.38460705 -1.85339125],-0.701578,"[-1.94475769 -0.79999766 -0.63189845  1.22428738 -0.55944742 -0.24877452
 -0.05824512  0.21231818  0.23694494  0.4007302   0.        ]",[-0.46789092 -0.34137347]
11,"[[ -3.30288265e+00  -3.18158817e+00  -6.33350465e-02  -2.80134290e-02]
 [ -2.90150880e+01   4.26519151e+00   0.00000000e+00   0.00000000e+00]]",[-1.83640826 -1.84291601],-0.0755198489169,[-2.19801207 -1.9147726 ],-0.659695,"[-2.03313075 -0.80462156  0.23514265  1.06444874 -0.55944699 -0.24877436
 -0.16565897  0.97217964  0.19707799  0.41376315  0.        ]",[-0.46789092 -0.34137347]
12,"[[ -3.91714673e+00  -3.10323462e+00  -6.33350465e-02  -2.80134290e-02]
 [ -3.24000410e+01   3.26050798e+00   0.00000000e+00   0.00000000e+00]]",[-1.8309778  -1.77989161],-0.0771676455662,[-1.6869141  -1.28405231],-0.734944,"[-1.63149273 -0.80470022  1.10824321  0.83732488 -0.55944656 -0.24877421
 -0.27095372  0.82394626  0.20654423  0.43552388  0.        ]",[-0.46789092 -0.34137347]
13,"[[ -4.59843732e+00  -3.05302229e+00  -6.33350465e-02  -2.80134290e-02]
 [ -3.57179543e+01   1.82329111e+00   0.00000000e+00   0.00000000e+00]]",[-1.39396393 -1.53756022],-0.0766485869867,[-1.41341978 -1.41591941],-0.815447,"[-0.74825736 -0.80075539  1.58305158  0.69204509 -0.55944613 -0.24877405
 -0.37416307  0.61189651  0.21384553  0.39428537  0.        ]",[-0.46789092 -0.34137347]
14,"[[ -5.34542686e+00  -3.02665889e+00  -6.33350465e-02  -2.80134290e-02]
 [ -3.89701595e+01   9.01051317e-01   0.00000000e+00   0.00000000e+00]]",[-0.92953575 -1.25727332],-0.0692741600655,[-0.87610881 -2.01805754],-0.894927,"[ 0.28942067 -0.79743778  1.27997512  0.61600311 -0.5594457  -0.2487739
 -0.4753284   0.47582739  0.15612419  0.33320447  0.        ]",[-0.46789092 -0.34137347]
15,"[[ -6.15189288e+00  -3.01404579e+00  -6.33350465e-02  -2.80134290e-02]
 [ -4.16674545e+01   4.16586084e-01   0.00000000e+00   0.00000000e+00]]",[-0.86003637 -1.07318163],-0.0576133604297,[-1.87961347 -0.08476824],-0.947787,"[ 0.87762267 -0.79554754  0.18711308  0.57970044 -0.55944527 -0.24877374
 -0.5592322   0.40434829  0.04298533  0.33202981  0.        ]",[-0.46789092 -0.34137347]
16,"[[ -7.01669056e+00  -3.00735753e+00  -6.33350465e-02  -2.80134290e-02]
 [ -4.48018686e+01   2.51806051e-01   0.00000000e+00   0.00000000e+00]]",[-0.81699502 -0.99380428],-0.0521830319326,[-1.3182894  -0.80132821],-0.796407,"[ 0.51192536 -0.79446553 -1.10815529  0.56047369 -0.55944484 -0.24877359
 -0.65673331  0.38003609 -0.04603279  0.42689726  0.        ]",[-0.46789092 -0.34137347]
17,"[[ -7.94355404e+00  -3.00441044e+00  -6.33350465e-02  -2.80134290e-02]
 [ -4.78742403e+01   7.64980352e-02   0.00000000e+00   0.00000000e+00]]",[-1.12222767 -1.21548414],-0.062303091524,[-1.15471289 -1.4895063 ],-0.848586,"[-0.71257784 -0.79397091 -1.63654593  0.55200694 -0.55944441 -0.24877343
 -0.75230437  0.35417059 -0.02355282  0.56849449  0.        ]",[-0.46789092 -0.34137347]
18,"[[ -8.93125471e+00  -3.00374040e+00  -6.33350465e-02  -2.80134290e-02]
 [ -5.08857910e+01   7.67526126e-03   0.00000000e+00   0.00000000e+00]]",[-1.51012087 -1.61593473],-0.0786153547984,[-2.41267559 -1.37024781],-0.831798,"[-1.87665495 -0.79385638 -0.79137782  0.5500821  -0.55944398 -0.24877328
 -0.84598334  0.34401612  0.11833959  0.6364213   0.        ]",[-0.46789092 -0.34137347]
19,"[[ -9.97858823e+00  -3.00375240e+00  -6.33350465e-02  -2.80134290e-02]
 [ -5.38377232e+01  -4.70377248e-03   0.00000000e+00   0.00000000e+00]]",[-1.61056614 -1.70565665],-0.0867931037314,[-2.18494245 -0.67986635],-0.814315,"[-1.83230302 -0.79385767  0.82636728  0.55011616 -0.55944355 -0.24877312
 -0.9378076   0.34218947  0.25957807  0.54862104  0.        ]",[-0.46789092 -0.34137347]
