timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[-0.09057527  0.06568525 -0.16388228  0.03031087]
 [-0.00058611  0.00393387  0.          0.        ]]","[ 1.055122    2.12545353 -0.14546016  0.92823444 -1.40611693  0.23724151
  0.72645088  0.35519397  2.57932552 -0.2093099   0.        ]",-0.375803188415,[-0.15700388 -0.16977601],-1.71042,[-2.17656255 -2.43765116],[-3.04239985 -3.24352421]
1,"[[-0.13026196  0.02605072 -0.16388228  0.03031087]
 [-3.9549196  -3.95419986  0.          0.        ]]","[ 1.04893301  2.12791912 -0.20508485  0.80525691 -1.40610926  0.23724105
  0.54090772 -0.18717831  2.57177686 -0.31044687  0.        ]",-0.37643981395,[-0.15700388 -0.16977601],-1.72742,[-2.06972003 -2.36043644],[-1.95789043 -3.5182244 ]
2,"[[-0.24825091 -0.0919605  -0.16388228  0.03031087]
 [-7.83108904 -7.83399348  0.          0.        ]]","[ 1.01755271  2.12257894 -0.38016184  0.43910119 -1.40610158  0.23724059
  0.35903241 -0.71881515  2.51216573 -0.60516583  0.        ]",-0.375842267558,[-0.15700388 -0.16977601],-1.78904,[-1.9322238  -2.25262475],[-1.65388269 -2.07982341]
3,"[[ -0.44299629  -0.28679676  -0.16388228   0.03031087]
 [-11.63088712 -11.63694424   0.           0.        ]]","[ 0.92438238  2.07243904 -0.65671073 -0.15433976 -1.4060939   0.23724013
  0.18074065 -1.23991908  2.29942738 -1.04452985  0.        ]",-0.366751987114,[-0.15700388 -0.16977601],-1.72569,[-1.76780128 -2.08503604],[-2.88243553 -2.57932055]
4,"[[ -0.71299154  -0.55693527  -0.16388228   0.03031087]
 [-15.35646981 -15.36444062   0.           0.        ]]","[ 0.71638041  1.92149361 -0.99752289 -0.91755035 -1.40608623  0.23723967
  0.00593119 -1.7506759   1.81763373 -1.47860125  0.        ]",-0.338177608565,[-0.15700388 -0.16977601],-1.6767,[-1.5520215  -1.82433677],[-1.32937743 -1.76746062]
5,"[[ -1.05677716  -0.90087993  -0.16388228   0.03031087]
 [-19.01036774 -19.01776877   0.           0.        ]]","[ 0.34195913  1.60948929 -1.32506648 -1.7105115  -1.40607855  0.23723921
 -0.16551471 -2.25125572  1.06161673 -1.62642986  0.        ]",-0.278398028074,[-0.15700388 -0.16977601],-1.39216,[-1.28310347 -1.48290324],[-1.81931305 -1.51736902]
6,"[[ -1.47294572  -1.31716002  -0.16388228   0.03031087]
 [-22.59516172 -22.59820397   0.           0.        ]]","[-0.21528094  1.10309579 -1.51317542 -2.28243866 -1.40607088  0.23723875
 -0.33371808 -2.7418258   0.30107991 -1.21406393  0.        ]",-0.181876788097,[-0.15700388 -0.16977601],-0.910895,[-1.07135582 -1.22268581],[-1.13320437 -1.16877276]
7,"[[ -1.96013541  -1.8043319   -0.16388228   0.03031087]
 [-26.11265466 -26.10722779   0.           0.        ]]","[-0.89031519  0.44294061 -1.40726355 -2.29747063 -1.4060632   0.23723829
 -0.49876339 -3.22258047  0.04701667 -0.34179075  0.        ]",-0.0691309487272,[-0.15700388 -0.16977601],-0.305098,[-1.05128407 -1.12319183],[-1.86532318 -2.2214934 ]
8,"[[ -2.51700266  -2.36098614  -0.16388228   0.03031087]
 [-29.56265887 -29.54682789   0.           0.        ]]","[-1.50078391 -0.21273073 -0.89268558 -1.46146096 -1.40605553  0.23723783
 -0.66064164 -3.69378237  0.53044985  0.28505489  0.        ]",-0.102799223789,[-0.15700388 -0.16977601],-0.546088,[-1.13731444 -1.14230943],[ 0.1692504  -1.82332777]
9,"[[ -3.09572542e+00  -2.98576122e+00  -1.63882282e-01   3.03108740e-02]
 [ -2.83127765e+01  -3.29197860e+01   0.00000000e+00   0.00000000e+00]]","[-1.76631087 -0.59238498 -0.07801061  0.24228655 -1.40604785  0.23723737
 -0.6019935  -4.1558021   1.06314547  0.02456915  0.        ]",-0.172237865243,[-0.15700388 -0.16977601],-0.823739,[-1.23910737 -1.17537451],[-0.89709478 -2.11423687]
