timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[ 0.09722703  0.05756955  0.08789536 -0.01510047]
 [ 0.00162222  0.00496888  0.          0.        ]]",[-1.77756059 -2.32596612],-0.127360624845,[-1.03785364 -2.88645971],-1.42361,"[ 0.8511231   1.53004353  0.15680108  1.15609439  0.74690808 -0.13312033
  0.71941154  0.33633187  0.63966171  0.67102153  0.        ]",[-0.65705425 -0.45220995]
1,"[[ 0.05758407  0.01795553  0.08789536 -0.01510047]
 [-3.95275448 -3.9531848   0.          0.        ]]",[-0.50229448 -1.39743996],-0.125072162943,[-0.65044109 -1.75857794],-1.36801,"[ 0.85573539  1.53185186  0.09215705  1.04389219  0.7469076  -0.13312028
  0.60356179 -0.26878009  0.65297903  0.54558438  0.        ]",[-0.65705425 -0.45220995]
2,"[[-0.04648786 -0.10004099  0.08789536 -0.01510047]
 [-6.44615556 -7.83353554  0.          0.        ]]",[ 0.8833949  -0.33871096],-0.120948166509,[ 1.46299271 -0.45492246],-1.13691,"[ 0.8566033   1.52599192 -0.07798986  0.70989795  0.74690712 -0.13312022
  0.53051355 -0.86199746  0.64476526  0.19962193  0.        ]",[-0.65705425 -0.45220995]
3,"[[-0.13443564 -0.27324441  0.08789536 -0.01510047]
 [-2.36222984 -9.48130666  0.          0.        ]]",[ 0.89092779  0.15743026],-0.119761976569,[-0.04530035  1.07091201],-1.2039,"[ 0.84465028  1.4871296  -0.22120817  0.22807004  0.74690664 -0.13312017
  0.65015798 -1.11390345  0.55686049 -0.1617577   0.        ]",[-0.65705425 -0.45220995]
4,"[[-0.18302661 -0.42125876  0.08789536 -0.01510047]
 [-2.49639723 -5.3339499   0.          0.        ]]",[  1.20287120e+00  -5.59806824e-04],-0.120395281593,[ 1.63194543 -0.01998788],-1.04415,"[ 0.83309262  1.42620297 -0.29967956 -0.16608433  0.74690616 -0.13312011
  0.64622697 -0.47986602  0.44246504 -0.39742903  0.        ]",[-0.65705425 -0.45220995]
5,"[[-0.19276771 -0.527687    0.08789536 -0.01510047]
 [ 1.50897644 -5.30894673  0.          0.        ]]",[ 0.67006004 -0.11753939],-0.120439397778,[ 0.42554533 -1.09752612],-1.1235,"[ 0.83035383  1.36736436 -0.31533207 -0.43431068  0.74690568 -0.13312006
  0.76357004 -0.47604336  0.36062111 -0.50718416  0.        ]",[-0.65705425 -0.45220995]
6,"[[-0.14598308 -0.67254499  0.08789536 -0.01510047]
 [ 3.16396266 -9.16399396  0.          0.        ]]",[ 0.37537289  0.16039944],-0.117443922668,[-0.93357049  0.39536508],-1.29008,"[ 0.84222005  1.26841297 -0.23990999 -0.77287859  0.7469052  -0.13312
  0.81205485 -1.06539246  0.29226521 -0.53834581  0.        ]",[-0.65705425 -0.45220995]
7,"[[-0.12039681 -0.83828484  0.08789536 -0.01510047]
 [-0.59287039 -7.41584193  0.          0.        ]]",[ 0.96515119  0.16183919],-0.114547644311,[ 1.64465035 -0.41558802],-1.16831,"[ 0.84733251  1.13100749 -0.19843116 -1.11449591  0.74690472 -0.13311994
  0.7019922  -0.7981388   0.17396474 -0.60973948  0.        ]",[-0.65705425 -0.45220995]
8,"[[-0.0924367  -1.00165125  0.08789536 -0.01510047]
 [ 3.37571661 -8.91577037  0.          0.        ]]",[ 0.48032832  0.27827054],-0.110916702703,[ 0.08839957  0.54044525],-1.27277,"[ 0.85180093  0.97383632 -0.15295793 -1.3947337   0.74690424 -0.13311989
  0.81825754 -1.02744328  0.04731203 -0.65882305  0.        ]",[-0.65705425 -0.45220995]
9,"[[-0.02208988 -1.15672525  0.08789536 -0.01510047]
 [ 3.65805632 -6.5993459   0.          0.        ]]",[ 0.41459095  0.08397865],-0.103953511758,[ 0.2660334   1.34208911],-1.20448,"[ 0.85785781  0.80849921 -0.03810637 -1.6020192   0.74690376 -0.13311983
  0.82652854 -0.67331364 -0.03466171 -0.62794917  0.        ]",[-0.65705425 -0.45220995]
10,"[[ 0.06089719 -1.24767527  0.08789536 -0.01510047]
 [ 4.63741994 -2.50927765  0.          0.        ]]",[ 0.09838985 -0.44566488],-0.0967046901525,[ 0.87080879  0.20899596],-1.10118,"[ 0.85543482  0.70582405  0.0975682  -1.69487293  0.74690328 -0.13311978
  0.85521992 -0.04803397 -0.04456854 -0.54871018  0.        ]",[-0.65705425 -0.45220995]
11,"[[ 0.18729705 -1.28906602  0.08789536 -0.01510047]
 [ 7.99141147 -1.63268132  0.          0.        ]]",[-0.77153051 -0.69338703],-0.0880728538659,[-1.35844415 -0.40027281],-1.13534,"[ 0.83190528  0.65799288  0.3025896  -1.72981125  0.7469028  -0.13311972
  0.95347958  0.08597796  0.02618621 -0.38550022  0.        ]",[-0.65705425 -0.45220995]
12,"[[ 0.30584022 -1.33728597  0.08789536 -0.01510047]
 [ 3.87658688 -3.18418651  0.          0.        ]]",[-0.49523681 -0.34478012],-0.0806763628568,[-0.18237699 -0.41839428],-1.01939,"[ 0.7883887   0.60154866  0.49051213 -1.7646289   0.74690232 -0.13311966
  0.83292879 -0.1512125   0.06573062 -0.23393657  0.        ]",[-0.65705425 -0.45220995]
13,"[[ 0.37536526 -1.4169568   0.08789536 -0.01510047]
 [ 3.07855928 -4.77759303  0.          0.        ]]",[-0.52729958 -0.03268965],-0.074478119303,[-0.14643912  0.37116237],-0.973352,"[ 0.75344434  0.50692596  0.59767724 -1.8080793   0.74690185 -0.13311961
  0.80954877 -0.39480871  0.03229293 -0.17441412  0.        ]",[-0.65705425 -0.45220995]
14,"[[ 0.43050796 -1.49681253  0.08789536 -0.01510047]
 [ 2.43784618 -3.21319877  0.          0.        ]]",[-0.52415359 -0.1496551 ],-0.0686297687092,[-0.28844025  0.3370645 ],-0.93525,"[ 0.72090875  0.41090318  0.68063805 -1.83379802  0.74690137 -0.13311955
  0.79077754 -0.15564749 -0.01380473 -0.13731639  0.        ]",[-0.65705425 -0.45220995]
15,"[[ 0.46732544 -1.54704502  0.08789536 -0.01510047]
 [ 1.24786137 -1.81471689  0.          0.        ]]",[-0.39912802 -0.25321621],-0.0647614391727,[ 0.36714218 -1.20528992],-0.919556,"[ 0.69686424  0.35016973  0.73488885 -1.84074929  0.74690089 -0.1331195
  0.75591458  0.0581494  -0.04327787 -0.11131821  0.        ]",[-0.65705425 -0.45220995]
