timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[ 0.06461532  0.07248317 -0.07655985 -0.15389846]
 [ 0.00379644  0.0047318   0.          0.        ]]",[-1.09179211 -1.48520935],-0.334915340148,[-1.58852013 -0.3922453 ],-1.73518,"[ 1.09681672  1.72599367  0.1873857   0.71965758 -0.69099383 -1.31559035
  0.67414816  0.29581187  1.7918636   1.40139684  0.        ]",[-0.04581019 -0.15982135]
1,"[[ 0.02500601  0.05700923 -0.07655985 -0.15389846]
 [-3.95155865 -1.54696071  0.          0.        ]]",[-1.06573582 -1.46256304],-0.330527929372,[-0.82323862 -1.72285133],-1.68107,"[ 1.09925967  1.72721887  0.12718654  0.68267544 -0.69098885 -1.31557282
  0.37634911  0.08373545  1.7977693   1.32506075  0.        ]",[-0.04581019 -0.15982135]
2,"[[-0.08590036 -0.01333818 -0.07655985 -0.15389846]
 [-7.12850587 -5.47469264  0.          0.        ]]",[-1.02653444 -1.43139982],-0.315699657425,[-1.41910874 -1.8331435 ],-1.60356,"[ 1.09457894  1.72911595 -0.04138616  0.51428667 -0.69098386 -1.31555529
  0.13715645 -0.45308329  1.79413501  1.08794237  0.        ]",[-0.04581019 -0.15982135]
3,"[[ -0.26673179  -0.16145731  -0.07655985  -0.15389846]
 [-10.94198247  -9.3243839    0.           0.        ]]",[-0.96629435 -1.38381183],-0.285102508004,[ 1.05044887 -1.91940458],-1.48084,"[ 1.05074235  1.71284274 -0.31187595  0.16126138 -0.69097888 -1.31553776
 -0.14996036 -0.9792312   1.70523073  0.685829    0.        ]",[-0.04581019 -0.15982135]
4,"[[ -0.44369761  -0.38583581  -0.07655985  -0.15389846]
 [ -6.768552   -13.10086705   0.           0.        ]]",[-0.91330981 -1.33963799],-0.242988270998,[-1.50099481  0.36892906],-1.37872,"[ 0.96568801  1.63673597 -0.56398016 -0.35498159 -0.6909739  -1.31552023
  0.16425889 -1.49535922  1.47910242  0.2876578   0.        ]",[-0.04581019 -0.15982135]
5,"[[ -0.61743109  -0.63057872  -0.07655985  -0.15389846]
 [-10.59215174 -11.3791472    0.           0.        ]]",[-0.83348858 -1.26772428],-0.193170629847,[-2.72821181 -1.38368583],-1.12418,"[ 0.84419854  1.48735266 -0.79167642 -0.86571764 -0.69096892 -1.3155027
 -0.12362298 -1.2600283   1.13822091 -0.00419307  0.        ]",[-0.04581019 -0.15982135]
6,"[[ -0.86686722  -0.89561247  -0.07655985  -0.15389846]
 [-14.33927843 -15.11174888   0.           0.        ]]",[-0.67963988 -1.12830341],-0.124090287603,[ 1.67894528  0.00427608],-0.931353,"[ 0.6115422   1.25770474 -1.07064471 -1.32304424 -0.69096394 -1.31548517
 -0.40574678 -1.77014219  0.62391337 -0.17255041  0.        ]",[-0.04581019 -0.15982135]
7,"[[ -1.11113133  -1.19468204  -0.07655985  -0.15389846]
 [-10.10113842 -14.79626341   0.           0.        ]]",[-0.58562541 -1.03243876],-0.0502361263918,[-0.07923498 -0.62941166],-0.646453,"[ 0.32988119  0.93366268 -1.27434623 -1.68103961 -0.69095895 -1.31546765
 -0.0866499  -1.72699042  0.10598038 -0.07311383  0.        ]",[-0.04581019 -0.15982135]
8,"[[ -1.3143129   -1.51266879  -0.07655985  -0.15389846]
 [-10.2167752  -16.99507846   0.           0.        ]]",[-0.49960655 -0.93409252],-0.0232834462243,[ 2.07700544 -0.50213538],-0.636516,"[ 0.06704108  0.5448988  -1.38248225 -1.84434743 -0.69095397 -1.31545012
 -0.09535596 -2.02745466 -0.24670675  0.2363896   0.        ]",[-0.04581019 -0.15982135]
9,"[[ -1.47693524  -1.86914646  -0.07655985  -0.15389846]
 [ -6.05915996 -18.64717708   0.           0.        ]]",[-0.45036158 -0.86716193],-0.0797095317076,[ 1.08026451 -0.56648482],-0.709914,"[-0.15427691  0.10229567 -1.42553379 -1.74256768 -0.69094899 -1.31543259
  0.21767957 -2.25317881 -0.3819312   0.64609955  0.        ]",[-0.04581019 -0.15982135]
10,"[[ -1.55722063  -2.26089361  -0.07655985  -0.15389846]
 [ -1.98276518 -20.52126327   0.           0.        ]]",[-0.42887095 -0.82618713],-0.123028845061,[ 0.85283195 -0.59463885],-0.867888,"[-0.26516987 -0.32852695 -1.43206924 -1.30040659 -0.69094401 -1.31541507
  0.52459908 -2.50921419 -0.28339696  0.998828    0.        ]",[-0.04581019 -0.15982135]
11,"[[ -1.56262123  -2.69086663  -0.07655985  -0.15389846]
 [  1.43151903 -22.46951479   0.           0.        ]]",[-0.43702444 -0.81343961],-0.155189081112,[-1.2604272   0.38456793],-1.02446,"[-0.27264038 -0.65983619 -1.43213728 -0.49684749 -0.69093903 -1.31539754
  0.78166454 -2.77535009 -0.02499093  1.226396    0.        ]",[-0.04581019 -0.15982135]
12,"[[-1.57400221 -3.06934997 -0.07655985 -0.15389846]
 [-2.55590544 -8.63026081  0.          0.        ]]",[-0.50533777 -0.88728535],-0.174856033885,[ 0.6162158  -0.45767316],-1.1336,"[-0.2883858  -0.78211298 -1.43215898  0.37345871 -0.69093405 -1.31538002
  0.48143604 -0.88409131  0.21832526  1.30733717  0.        ]",[-0.04581019 -0.15982135]
13,"[[-1.60012783 -3.11469888 -0.07655985 -0.15389846]
 [-0.06508279  1.22401017  0.          0.        ]]",[-0.58274317 -0.97270644],-0.18003173636,[-0.47814986 -2.08324647],-1.08815,"[-0.32452662 -0.78493157 -1.43149108  0.48190815 -0.69092907 -1.3153625
  0.66897381  0.46257685  0.29883828  1.31372017  0.        ]",[-0.04581019 -0.15982135]
14,"[[-1.62041043 -3.07637262 -0.07655985 -0.15389846]
 [-1.95689857  2.03023953  0.          0.        ]]",[-0.57885659 -0.97223282],-0.178319320755,[-0.5995786   0.10973556],-1.16648,"[-0.35256623 -0.782707   -1.4302521   0.39023035 -0.69092409 -1.31534497
  0.52652891  0.57275174  0.26761514  1.31424514  0.        ]",[-0.04581019 -0.15982135]
15,"[[-1.68297773 -3.03181258 -0.07655985 -0.15389846]
 [-4.29204868  2.42445244  0.          0.        ]]",[-0.57232672 -0.96784043],-0.177133372075,[-2.16520027 -1.8064864 ],-1.05674,"[-0.43883768 -0.77780543 -1.4225401   0.28393909 -0.69091911 -1.31532745
  0.35070452  0.62662045  0.23674825  1.3181828   0.        ]",[-0.04581019 -0.15982135]
16,"[[-1.80769203 -3.00666762 -0.07655985 -0.15389846]
 [-8.16645036  0.51332571  0.          0.        ]]",[-0.54635137 -0.93944538],-0.178106464603,[-0.08472094 -1.02070013],-1.11701,"[-0.60866325 -0.77394105 -1.38959253  0.2241754  -0.69091412 -1.31530993
  0.05898431  0.36544389  0.22674175  1.33041096  0.        ]",[-0.04581019 -0.15982135]
17,"[[-1.97276473 -3.00219772 -0.07655985 -0.15389846]
 [-8.34023632  0.04967591  0.          0.        ]]",[-0.54491615 -0.93560684],-0.180585194373,[-1.55984867  0.57980613],-1.1663,"[-0.8252606  -0.77316661 -1.31079984  0.21357079 -0.69090914 -1.31529241
  0.04589895  0.30207964  0.23915378  1.34551958  0.        ]",[-0.04581019 -0.15982135]
18,"[[ -2.17763661  -2.97818069  -0.07655985  -0.15389846]
 [-12.13430171   2.34439037   0.           0.        ]]",[-0.55295157 -0.94587767],-0.183664122578,[-0.71828467 -1.37158281],-1.11236,"[-1.07298574 -0.76860638 -1.16041497  0.15671556 -0.69090416 -1.31527489
 -0.23977365  0.61567384  0.2445158   1.36852864  0.        ]",[-0.04581019 -0.15982135]
19,"[[ -2.4464477   -2.97148625  -0.07655985  -0.15389846]
 [-14.73814135  -1.66158516   0.           0.        ]]",[-0.52262467 -0.91282684],-0.187581752801,[-1.41579195 -1.20735218],-1.10712,"[-1.34649764 -0.76720335 -0.8851022   0.14090597 -0.69089918 -1.31525737
 -0.43582792  0.06821057  0.27540609  1.38744117  0.        ]",[-0.04581019 -0.15982135]
20,"[[ -2.77800952  -3.02673168  -0.07655985  -0.15389846]
 [-18.40571456  -1.42450157   0.           0.        ]]",[-0.51264    -0.90344965],-0.188401131476,[-2.51932036 -0.52117177],-1.09688,"[-1.57708134 -0.77705942 -0.45170099  0.27184514 -0.6908942  -1.31523985
 -0.71197467  0.10061045  0.33753822  1.36481579  0.        ]",[-0.04581019 -0.15982135]
21,"[[ -3.18219189  -3.03063631  -0.07655985  -0.15389846]
 [-22.00056278   0.44944634   0.           0.        ]]",[-0.51617837 -0.91115439],-0.186762190731,[-0.82495965 -2.35152869],-1.04887,"[-1.66636128 -0.77760645  0.15109323  0.28113469 -0.69088922 -1.31522234
 -0.98264201  0.35670765  0.38360152  1.32618565  0.        ]",[-0.04581019 -0.15982135]
22,"[[ -3.65060455  -3.02027858  -0.07655985  -0.15389846]
 [-24.83127351   0.48876477   0.           0.        ]]",[-0.50464648 -0.90700585],-0.184993733502,[-1.57717338 -0.74630161],-1.11158,"[-1.49206995 -0.77609139  0.83073464  0.25649637 -0.69088424 -1.31520482
 -1.19576834  0.36207904  0.41679084  1.29127688  0.        ]",[-0.04581019 -0.15982135]
23,"[[ -4.18202274  -3.01211026  -0.07655985  -0.15389846]
 [-28.29899029   0.31763058   0.           0.        ]]",[-0.48583978 -0.89797068],-0.1794702904,[-1.15989611 -1.79216651],-1.08127,"[-0.98374857 -0.77480087  1.40170634  0.23708759 -0.69087926 -1.3151873
 -1.45684995  0.33868931  0.43332638  1.2317602   0.        ]",[-0.04581019 -0.15982135]
24,"[[ -4.78210654  -3.0076313   -0.07655985  -0.15389846]
 [-31.69806126   0.14911073   0.           0.        ]]",[-0.46249148 -0.87967277],-0.170026469089,[-0.07924451 -2.05870716],-1.11873,"[-0.18745737 -0.7740552   1.60698831  0.22645328 -0.69087428 -1.31516979
 -1.71275076  0.31565691  0.41342194  1.16007832  0.        ]",[-0.04581019 -0.15982135]
25,"[[ -5.41291973  -3.00557514  -0.07655985  -0.15389846]
 [-31.38430394   0.0667884    0.           0.        ]]",[-0.45298609 -0.87272906],-0.160109563395,[-0.2276248  -0.31046749],-1.14607,"[ 0.60807442 -0.77370125  1.25238374  0.22157288 -0.6908693  -1.31515227
 -1.68909482  0.30440468  0.35383258  1.11057401  0.        ]",[-0.04581019 -0.15982135]
26,"[[ -6.04341444  -3.00393633  -0.07655985  -0.15389846]
 [-31.66423514   0.07951609   0.           0.        ]]",[-0.46270201 -0.88119173],-0.154606535198,[-0.97409664 -0.99664034],-1.09547,"[ 1.06019236 -0.77341415  0.45058549  0.21768383 -0.69086432 -1.31513476
 -1.71013915  0.30614249  0.27785662  1.1082438   0.        ]",[-0.04581019 -0.15982135]
27,"[[ -6.70910572e+00  -3.00336653e+00  -7.65598536e-02  -1.53898464e-01]
 [ -3.48941287e+01  -7.76270299e-04   0.00000000e+00   0.00000000e+00]]",[-0.47532126 -0.89433587],-0.156645295425,[ 0.17339777 -0.72712761],-1.08496,"[ 0.97615    -0.77330961 -0.53928164  0.21633114 -0.69085934 -1.31511724
 -1.95328193  0.29516765  0.21206305  1.15933293  0.        ]",[-0.04581019 -0.15982135]
28,"[[ -7.39316927e+00  -3.00325043e+00  -7.65598536e-02  -1.53898464e-01]
 [ -3.35168164e+01   8.41430770e-03   0.00000000e+00   0.00000000e+00]]",[-0.48970893 -0.90419888],-0.166005397843,[ 1.15507119 -0.92619361],-1.09089,"[ 0.331398   -0.77328346 -1.27338386  0.21605463 -0.69085437 -1.31509973
 -1.84954136  0.29642213  0.18975292  1.24637788  0.        ]",[-0.04581019 -0.15982135]
29,"[[ -8.01712352e+00  -3.00330886e+00  -7.65598536e-02  -1.53898464e-01]
 [ -2.88940139e+01  -8.28676239e-03   0.00000000e+00   0.00000000e+00]]",[-0.50242209 -0.90620911],-0.176816410766,[-0.52315709 -1.35715185],-1.07876,"[-0.50860031 -0.77328756 -1.41185512  0.21619212 -0.69084939 -1.31508222
 -1.50146134  0.29413807  0.21847072  1.32304933  0.        ]",[-0.04581019 -0.15982135]
30,"[[ -8.61004709e+00  -3.00355256e+00  -7.65598536e-02  -1.53898464e-01]
 [ -3.03933461e+01  -1.26552588e-02   0.00000000e+00   0.00000000e+00]]",[-0.50478435 -0.90303719],-0.185232725769,[-0.17951875 -2.17717572],-1.0905,"[-1.23312437 -0.77332373 -1.01753374  0.21676909 -0.69084441 -1.31506471
 -1.61431872  0.29353948  0.27961991  1.36591246  0.        ]",[-0.04581019 -0.15982135]
31,"[[ -9.21900851e+00  -3.00376364e+00  -7.65598536e-02  -1.53898464e-01]
 [ -3.05024327e+01  -8.19498362e-03   0.00000000e+00   0.00000000e+00]]",[-0.50449747 -0.90179133],-0.189318436272,[ 0.09324575 -0.51506223],-1.17963,"[-1.63828049 -0.77335419 -0.22151812  0.21726867 -0.69083943 -1.3150472
 -1.62250311  0.2941475   0.35429943  1.36379427  0.        ]",[-0.04581019 -0.15982135]
32,"[[ -9.81929445  -3.00337175  -0.07655985  -0.15389846]
 [-29.52940358   0.03121618   0.           0.        ]]",[-0.50020671 -0.90205771],-0.187775967423,[-0.35090404 -1.37740424],-1.1227,"[-1.56115627 -0.77328037  0.67408758  0.21633797 -0.69083445 -1.31502969
 -1.54921852  0.29953222  0.41381661  1.31728884  0.        ]",[-0.04581019 -0.15982135]
33,"[[ -1.04179569e+01  -3.00330924e+00  -7.65598536e-02  -1.53898464e-01]
 [ -3.03341587e+01  -1.14419116e-02   0.00000000e+00   0.00000000e+00]]",[-0.48402119 -0.89578855],-0.181082405774,[-1.58738436 -2.13171931],-1.04532,"[-1.03930873 -0.77326351  1.36387116  0.21618859 -0.69082947 -1.31501218
 -1.60977952  0.29370057  0.43861557  1.24255864  0.        ]",[-0.04581019 -0.15982135]
34,"[[ -1.10583398e+01  -3.00357597e+00  -7.65598536e-02  -1.53898464e-01]
 [ -3.36929401e+01  -1.26525987e-02   0.00000000e+00   0.00000000e+00]]",[-0.46019098 -0.87767249],-0.170409737349,[-1.45840562  0.20884838],-1.16552,"[-0.19702351 -0.77330366  1.60766675  0.21682019 -0.69082449 -1.31499467
 -1.86261624  0.29353355  0.41703171  1.16092298  0.        ]",[-0.04581019 -0.15982135]
35,"[[-11.76523074  -2.99552353  -0.07655985  -0.15389846]
 [-36.98517505   0.81516917   0.           0.        ]]",[-0.44947675 -0.87209022],-0.15912100896,[-0.61689959 -1.20409737],-1.10725,"[ 0.67903484 -0.77186437  1.18185087  0.19772871 -0.69081951 -1.31497716
 -2.11042426  0.40667074  0.35198356  1.10279391  0.        ]",[-0.04581019 -0.15982135]
36,"[[-12.52209575  -3.00856288  -0.07655985  -0.15389846]
 [-38.69559472  -1.05560844   0.           0.        ]]",[-0.44674796 -0.8684411 ],-0.153858615813,[-0.52755358 -0.58676507],-1.0965,"[ 1.09844503 -0.77413878  0.15661858  0.22865178 -0.69081453 -1.31495965
 -2.23912963  0.15098728  0.25624051  1.11354498  0.        ]",[-0.04581019 -0.15982135]
37,"[[-13.30927832  -3.01465112  -0.07655985  -0.15389846]
 [-40.01826007   0.11230553   0.           0.        ]]",[-0.48112059 -0.89896774],-0.161592440631,[-0.62959099 -3.35638469],-0.979199,"[ 0.73521575 -0.77512495 -0.93981443  0.24310832 -0.69080956 -1.31494215
 -2.33863238  0.31060739  0.20011306  1.2055827   0.        ]",[-0.04581019 -0.15982135]
38,"[[-14.1267052   -3.01100314  -0.07655985  -0.15389846]
 [-41.71876269   0.19536319   0.           0.        ]]",[-0.50405663 -0.90841091],-0.174272521993,[ 0.43567385 -1.09499601],-1.09028,"[-0.26935983 -0.77452993 -1.43197695  0.2344428  -0.69080458 -1.31492464
 -2.46656628  0.32195741  0.2120858   1.30470147  0.        ]",[-0.04581019 -0.15982135]
39,"[[-14.93548696  -3.00771372  -0.07655985  -0.15389846]
 [-39.16791499   0.1286499    0.           0.        ]]",[-0.50618529 -0.90318882],-0.185569168683,[-2.17980302 -0.09721664],-1.11192,"[-1.27475928 -0.77397857 -0.97246316  0.22663244 -0.6907996  -1.31490714
 -2.27446677  0.31283778  0.28725358  1.36506722  0.        ]",[-0.04581019 -0.15982135]
40,"[[-15.75079032  -3.00482818  -0.07655985  -0.15389846]
 [-42.3518123    0.13442863   0.           0.        ]]",[-0.49350578 -0.89351237],-0.189247621019,[-1.70720639 -0.84660147],-1.0902,"[-1.66615662 -0.77348308  0.15444921  0.21978376 -0.69079462 -1.31488963
 -2.5140599   0.3136259   0.38208455  1.34812273  0.        ]",[-0.04581019 -0.15982135]
41,"[[ -1.66291393e+01  -3.00346016e+00  -7.65598536e-02  -1.53898464e-01]
 [ -4.54726876e+01   2.66531851e-02   0.00000000e+00   0.00000000e+00]]",[-0.47049081 -0.8836301 ],-0.182095992255,[-0.68571245 -0.54030807],-1.14946,"[-1.12072169 -0.77324137  1.30078578  0.21653722 -0.69078964 -1.31487213
 -2.74887769  0.29889411  0.43781047  1.25202484  0.        ]",[-0.04581019 -0.15982135]
