timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[ -2.88131815e-02   1.01911548e-02   5.18969949e-02  -1.91860914e-01]
 [  9.79623376e-05  -1.69963192e-04   0.00000000e+00   0.00000000e+00]]",[-3.65624499 -2.92576408],-0.244787387288,[-3.73224265 -1.76680842],-2.67187,"[ 0.8632383   1.56304087 -0.05527437  1.01634616  0.43656806 -1.67521835
  0.72440198  0.33753581  1.01914853  2.07771569  0.        ]",[-0.5812335  -0.39673167]
1,"[[-0.0684863  -0.02952461  0.05189699 -0.19186091]
 [-3.95424936 -3.95822     0.          0.        ]]",[-2.50171232 -2.01252437],-0.23478163885,[-1.8575557  -1.75247901],-2.6341,"[ 0.86035166  1.56257148 -0.12001609  0.90314021  0.43656782 -1.6752155
  0.60707565 -0.26277113  1.0121177   1.9535798   0.        ]",[-0.5812335  -0.39673167]
2,"[[-0.18646224 -0.14761538  0.05189699 -0.19186091]
 [-7.83046576 -7.83792786  0.          0.        ]]",[-0.91787678 -0.84218729],-0.203536012673,[-1.17271988 -1.53092007],-2.32756,"[ 0.83792764  1.54986989 -0.3111044   0.56801216  0.43656759 -1.67521265
  0.49206754 -0.85119582  0.94143024  1.59115377  0.        ]",[-0.5812335  -0.39673167]
3,"[[ -0.38119612  -0.34252943   0.05189699  -0.19186091]
 [-11.63037281 -11.64078769   0.           0.        ]]",[ 1.05093145  0.6081506 ],-0.1480252746,[ 0.79236828  0.47193625],-1.78004,"[ 0.75647931  1.49243111 -0.61607123  0.02982498  0.43656736 -1.6752098
  0.37932358 -1.42796396  0.67143971  1.04814065  0.        ]",[-0.5812335  -0.39673167]
4,"[[-0.5800586  -0.55429444  0.05189699 -0.19186091]
 [-8.26703783 -9.54269759  0.          0.        ]]",[ 1.28721595  0.99245292],-0.0867052209591,[ 1.31064557  0.10779529],-1.04536,"[ 0.61916696  1.38095843 -0.90370936 -0.51315725  0.43656713 -1.67520696
  0.47911397 -1.10975102  0.21921012  0.61265421  0.        ]",[-0.5812335  -0.39673167]
5,"[[-0.70407247 -0.73898359  0.05189699 -0.19186091]
 [-4.14800785 -8.9282617   0.          0.        ]]",[ 1.08813179  1.37068319],-0.0423596036557,[ 0.85968887  1.53973122],-0.782335,"[ 0.50814063  1.24578679 -1.06588196 -0.93276221  0.4365669  -1.67520411
  0.60132588 -1.01656022 -0.18083531  0.42321717  0.        ]",[-0.5812335  -0.39673167]
6,"[[-0.75210009 -0.87605853  0.05189699 -0.19186091]
 [-0.66624452 -4.79300588  0.          0.        ]]",[ 0.50827479  1.07133269],-0.0201965817167,[ 0.48656792  1.87411345],-0.740828,"[ 0.46033529  1.12539411 -1.12445161 -1.20267918  0.43656666 -1.67520126
  0.70462991 -0.38937665 -0.41656992  0.38110493  0.        ]",[-0.5812335  -0.39673167]
7,"[[-0.74599036 -0.93124468  0.05189699 -0.19186091]
 [ 1.27080052 -0.73911453  0.          0.        ]]",[-0.08787204  0.45735198],-0.0176258186267,[-0.34953984  0.16033604],-0.791265,"[ 0.46655868  1.07266203 -1.11713969 -1.30000608  0.43656643 -1.67519841
  0.76210184  0.22546651 -0.46631544  0.38981838  0.        ]",[-0.5812335  -0.39673167]
8,"[[-0.73470438 -0.93950607  0.05189699 -0.19186091]
 [-0.13751352 -0.08919344  0.          0.        ]]",[ 0.01630498  0.38010782],-0.0189068287825,[ 0.04598028 -1.08381863],-0.811205,"[ 0.4779468   1.06457292 -1.10352533 -1.31398223  0.4365662  -1.67519556
  0.72031642  0.32403826 -0.45532677  0.39764472  0.        ]",[-0.5812335  -0.39673167]
9,"[[-0.7355903  -0.98100062  0.05189699 -0.19186091]
 [ 0.04828511 -4.04707001  0.          0.        ]]",[ 0.3482213   1.12716889],-0.0171140591131,[-0.27588408  1.76282592],-0.800428,"[ 0.47705768  1.02321805 -1.1045979  -1.381792    0.43656597 -1.67519272
  0.7258286  -0.27624306 -0.50227861  0.40266864  0.        ]",[-0.5812335  -0.39673167]
