timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[-0.03090783  0.09094014 -0.03485172 -0.15116944]
 [ 0.00407584 -0.00233805  0.          0.        ]]",[-3.88401413 -5.08493376],-0.289408896657,[-3.35645878 -4.32393522],-4.25568,"[ 0.84391938  1.38550088  0.00888147  1.29284391 -0.30341899 -1.31975014
  0.67768666  0.32531038  2.01223914  2.05888261  0.        ]",[-0.89545304 -0.7774654 ]
1,"[[-0.07050225  0.0511814  -0.03485172 -0.15116944]
 [-3.95035238 -3.96034954  0.          0.        ]]",[-2.76811647 -4.25914097],-0.282818475791,[-2.49375365 -4.61503394],-4.14863,"[ 0.84076715  1.38889348 -0.05528926  1.18508725 -0.30341891 -1.31974923
  0.56766268 -0.31275149  2.01198331  1.91957965  0.        ]",[-0.89545304 -0.7774654 ]
2,"[[-0.18840068 -0.06695162 -0.03485172 -0.15116944]
 [-7.82659958 -7.84002501  0.          0.        ]]",[-1.31275487 -3.08520961],-0.261385091376,[-1.41389892 -3.46480664],-3.85773,"[ 0.8168751   1.38777323 -0.24491507  0.86428272 -0.30341882 -1.31974832
  0.45981395 -0.93818478  1.95583502  1.50911394  0.        ]",[-0.89545304 -0.7774654 ]
3,"[[ -0.3830568   -0.26190737  -0.03485172  -0.15116944]
 [-11.62644559 -11.64286312   0.           0.        ]]",[ 0.45810536 -1.46031785],-0.220719481191,[ 0.55926805 -1.95417356],-3.27721,"[ 0.7308333   1.3494666  -0.54753502  0.3425054  -0.30341874 -1.31974741
  0.35409094 -1.55123042  1.68979339  0.88269046  0.        ]",[-0.89545304 -0.7774654 ]
4,"[[ -0.59107269  -0.53218727  -0.03485172  -0.15116944]
 [ -9.18339373 -15.37267759   0.           0.        ]]",[ 1.26441312  0.56022251],-0.165529922447,[ 1.08544671  0.56335377],-2.6842,"[ 0.57818616  1.22419328 -0.84532706 -0.33272831 -0.30341866 -1.3197465
  0.42206373 -2.15250216  1.13543869  0.317814    0.        ]",[-0.89545304 -0.7774654 ]
5,"[[ -0.73324401  -0.81421923  -0.03485172  -0.15116944]
 [ -5.04740115 -12.83895001   0.           0.        ]]",[ 1.10543704  1.60631871],-0.114639480408,[ 0.8984792   2.17579536],-2.33107,"[ 0.44100562  1.01348332 -1.02714177 -0.92990673 -0.30341857 -1.31974559
  0.5371391  -1.74404439  0.53951486  0.07592335  0.        ]",[-0.89545304 -0.7774654 ]
6,"[[-0.79754372 -1.02873085 -0.03485172 -0.15116944]
 [-1.3945629  -8.62623807  0.          0.        ]]",[ 0.32762122  1.49912119],-0.0814404432303,[-0.05834348  1.33802816],-2.04475,"[ 0.37104501  0.80846379 -1.10237719 -1.28167193 -0.30341849 -1.31974468
  0.63877165 -1.06492321  0.15364937  0.063895    0.        ]",[-0.89545304 -0.7774654 ]
7,"[[-0.82748857 -1.15981362 -0.03485172 -0.15116944]
 [-1.59918285 -4.49580525  0.          0.        ]]",[ 0.1030407   0.93283129],-0.0624309802989,[ 0.34973365  1.08809754],-1.86137,"[ 0.33689795  0.66852661 -1.13579441 -1.44493536 -0.30341841 -1.31974377
  0.63307829 -0.39906653 -0.05553167  0.10539394  0.        ]",[-0.89545304 -0.7774654 ]
8,"[[-0.84528098 -1.2091124  -0.03485172 -0.15116944]
 [-0.18473091 -0.44756212  0.          0.        ]]",[-0.37587476  0.11123149],-0.0542937870504,[-0.93226322  0.62109703],-1.9009,"[ 0.31615529  0.61363094 -1.15514421 -1.49540393 -0.30341832 -1.31974286
  0.6724323   0.25354052 -0.14380724  0.12756851  0.        ]",[-0.89545304 -0.7774654 ]
9,"[[-0.88595738 -1.19329058 -0.03485172 -0.15116944]
 [-3.87062056  2.02152443  0.          0.        ]]",[ 0.12533876 -0.22489436],-0.0498562276438,[ 0.94576065 -0.02466189],-1.71072,"[ 0.26750569  0.63136782 -1.19792843 -1.47987245 -0.30341824 -1.31974196
  0.5698797   0.65157563 -0.20472988  0.11289224  0.        ]",[-0.89545304 -0.7774654 ]
10,"[[-0.92505304 -1.15425086 -0.03485172 -0.15116944]
 [-0.05168383  1.88289772  0.          0.        ]]",[-0.39139146 -0.3355557 ],-0.0483101724328,[-0.62779943 -0.52656338],-1.7959,"[ 0.21919658  0.6746494  -1.23709092 -1.43885452 -0.30341816 -1.31974105
  0.67613365  0.62922774 -0.23892294  0.08639161  0.        ]",[-0.89545304 -0.7774654 ]
11,"[[-0.95099492 -1.13787958 -0.03485172 -0.15116944]
 [-2.53423347 -0.2386964   0.          0.        ]]",[ 0.24187097  0.27536178],-0.046316590301,[ 0.08770813  0.22128471],-1.75893,"[ 0.18633913  0.6925825  -1.26198717 -1.42052233 -0.30341808 -1.31974014
  0.60706151  0.28721061 -0.2722083   0.07520814  0.        ]",[-0.89545304 -0.7774654 ]
12,"[[-0.9976968  -1.13381576 -0.03485172 -0.15116944]
 [-2.13727319  0.64214281  0.          0.        ]]",[ 0.25280136  0.18059008],-0.0401430620017,[ 0.09031933 -0.56860449],-1.72716,"[ 0.12565508  0.69701307 -1.3045556  -1.41586832 -0.30341799 -1.31973923
  0.61810591  0.42920847 -0.35965454  0.0728604   0.        ]",[-0.89545304 -0.7774654 ]
13,"[[-1.03642633 -1.14369078 -0.03485172 -0.15116944]
 [-1.73702234 -1.6220998   0.          0.        ]]",[ 0.52146292  0.81014514],-0.0339239611031,[ 0.33255832  1.33375827],-1.74744,"[ 0.07391562  0.68623153 -1.33760543 -1.42710297 -0.30341791 -1.31973832
  0.62924187  0.06419523 -0.4455383   0.08291531  0.        ]",[-0.89545304 -0.7774654 ]
14,"[[-1.05762972 -1.13608619 -0.03485172 -0.15116944]
 [-0.38780579  2.36925547  0.          0.        ]]",[ 0.02927287 -0.1022252 ],-0.0320980515235,[-0.22110491 -0.34268084],-1.74149,"[ 0.04507637  0.69453811 -1.35481462 -1.41847075 -0.30341783 -1.31973741
  0.66678087  0.70763212 -0.47944851  0.08077952  0.        ]",[-0.89545304 -0.7774654 ]
15,"[[-1.07408309 -1.10278335 -0.03485172 -0.15116944]
 [-1.25463839  0.96570797  0.          0.        ]]",[ 0.30579287  0.22464304],-0.0336339141759,[ 0.13821796 -0.1377486 ],-1.72893,"[ 0.02245819  0.73056481 -1.36773073 -1.37899929 -0.30341774 -1.3197365
  0.64266276  0.48136929 -0.47858347  0.0602684   0.        ]",[-0.89545304 -0.7774654 ]
16,"[[-1.093438   -1.08913498 -0.03485172 -0.15116944]
 [-0.68275891  0.40101038  0.          0.        ]]",[ 0.31645638  0.35829389],-0.0328297329433,[ 0.67749808  0.23340339],-1.70407,"[-0.00440761  0.7451578  -1.38243008 -1.36204279 -0.30341766 -1.31973559
  0.65857393  0.39033556 -0.50325998  0.05426208  0.        ]",[-0.89545304 -0.7774654 ]
17,"[[-1.08006375 -1.07192918 -0.03485172 -0.15116944]
 [ 2.0112053   1.31652112  0.          0.        ]]",[-0.23192966 -0.0278396 ],-0.036124620849,[-0.38802278  0.1512971 ],-1.75022,"[ 0.01418615  0.76340633 -1.37232845 -1.3400281  -0.30341758 -1.31973468
  0.73352783  0.53792283 -0.45932552  0.04033989  0.        ]",[-0.89545304 -0.7774654 ]
18,"[[-1.05564496 -1.03984509 -0.03485172 -0.15116944]
 [ 0.43592435  1.88997465  0.          0.        ]]",[-0.14418191 -0.24383397],-0.0425002970152,[-0.44750596 -0.2234807 ],-1.74708,"[ 0.04779082  0.79697617 -1.35322655 -1.29709612 -0.30341749 -1.31973378
  0.68969852  0.63036779 -0.3769715   0.01739912  0.        ]",[-0.89545304 -0.7774654 ]
19,"[[-1.06477593 -1.01129435 -0.03485172 -0.15116944]
 [-1.34308923  0.9681724   0.          0.        ]]",[ 0.21525007 -0.00814544],-0.0443218979559,[ 0.83235871  0.42421727],-1.69761,"[  3.52778764e-02   8.26323137e-01  -1.36046722e+00  -1.25686266e+00
  -3.03417409e-01  -1.31973287e+00   6.40200768e-01   4.81765908e-01
  -3.65188655e-01   9.26762675e-04   0.00000000e+00]",[-0.89545304 -0.7774654 ]
20,"[[-1.05833266 -0.97527958 -0.03485172 -0.15116944]
 [ 1.97634228  2.62777441  0.          0.        ]]",[-0.48405313 -0.62335187],-0.0489192916474,[-0.22212963 -0.73550634],-1.74366,"[ 0.04411427  0.86259757 -1.35536844 -1.20343812 -0.30341733 -1.31973196
  0.73255709  0.7493065  -0.313201   -0.01950156  0.        ]",[-0.89545304 -0.7774654 ]
21,"[[-1.0280077  -0.95246332 -0.03485172 -0.15116944]
 [ 1.05921919 -0.33627215  0.          0.        ]]",[-0.19937029 -0.03635935],-0.0554314363177,[-0.67527031  0.33746939],-1.80409,"[ 0.08526701  0.88512854 -1.33058996 -1.16807798 -0.30341724 -1.31973105
  0.70703969  0.27147878 -0.2254006  -0.02987509  0.        ]",[-0.89545304 -0.7774654 ]
22,"[[-1.03384426 -0.94570698 -0.03485172 -0.15116944]
 [-1.63390417  1.00742711  0.          0.        ]]",[ 0.10475995 -0.27245018],-0.0553359634886,[-0.35520403 -0.1201226 ],-1.78133,"[ 0.07740324  0.89173103 -1.33545792 -1.15738463 -0.30341716 -1.31973014
  0.63210863  0.48809358 -0.2299249  -0.03360589  0.        ]",[-0.89545304 -0.7774654 ]
23,"[[-1.08029719 -0.93052647 -0.03485172 -0.15116944]
 [-3.00681485  0.51227673  0.          0.        ]]",[ 0.4942432  -0.02992176],-0.0506855890539,[ 0.60846638 -0.03470213],-1.72231,"[ 0.01386259  0.90644873 -1.37250117 -1.13299301 -0.30341708 -1.31972923
  0.59390989  0.40827128 -0.30949749 -0.04313145  0.        ]",[-0.89545304 -0.7774654 ]
24,"[[-1.11568163 -0.92176864 -0.03485172 -0.15116944]
 [-0.53984763  0.36399753  0.          0.        ]]",[ 0.23758084 -0.00629769],-0.0471210755297,[ 0.59083641 -0.25524759],-1.71419,"[-0.03561658  0.91486431 -1.3986494  -1.11869213 -0.30341699 -1.31972832
  0.66254816  0.38436738 -0.37362162 -0.04674113  0.        ]",[-0.89545304 -0.7774654 ]
25,"[[-1.10291371 -0.92470856 -0.03485172 -0.15116944]
 [ 1.80881814 -0.65459072  0.          0.        ]]",[-0.06785534  0.13156889],-0.0483970356222,[ 0.71610549  0.18509346],-1.71517,"[-0.01765985  0.9120449  -1.38942161 -1.12351052 -0.30341691 -1.31972741
  0.7278949   0.22016274 -0.35022115 -0.04578801  0.        ]",[-0.89545304 -0.7774654 ]
26,"[[-1.03867105 -0.93032519 -0.03485172 -0.15116944]
 [ 4.60613311  0.09045892  0.          0.        ]]",[-0.76158202 -0.30215746],-0.056284424541,[-0.91540215  0.01444919],-1.79487,"[ 0.07087936  0.90664152 -1.3394446  -1.13266429 -0.30341683 -1.3197265
  0.80572437  0.34027064 -0.22273855 -0.04132228  0.        ]",[-0.89545304 -0.7774654 ]
27,"[[-0.98380194 -0.92794828 -0.03485172 -0.15116944]
 [ 0.89314285  0.14702793  0.          0.        ]]",[-0.37655616 -0.35050121],-0.064315608639,[-0.54024169 -0.40394685],-1.81908,"[ 0.14391032  0.90893036 -1.29218263 -1.12879794 -0.30341674 -1.31972559
  0.70241742  0.34938993 -0.1060877  -0.0343086   0.        ]",[-0.89545304 -0.7774654 ]
28,"[[-0.98755774 -0.94107832 -0.03485172 -0.15116944]
 [-1.2615541  -1.45469699  0.          0.        ]]",[ 0.1307511   0.16697673],-0.0623713775951,[ 0.08953304 -0.06213913],-1.79301,"[ 0.13899233  0.89623353 -1.29554814 -1.1499973  -0.30341666 -1.31972469
  0.64246696  0.09117884 -0.12890369 -0.02960407  0.        ]",[-0.89545304 -0.7774654 ]
29,"[[-1.00898372 -0.97235305 -0.03485172 -0.15116944]
 [-0.88230618 -1.67205052  0.          0.        ]]",[ 0.17851445  0.35074526],-0.055976834314,[-0.34414261 -0.22316162],-1.78735,"[ 0.11070521  0.86550375 -1.31438482 -1.19896179 -0.30341658 -1.31972378
  0.65301856  0.05613966 -0.20844412 -0.01848229  0.        ]",[-0.89545304 -0.7774654 ]
30,"[[-1.0401144  -1.01432364 -0.03485172 -0.15116944]
 [-2.22629905 -2.52217652  0.          0.        ]]",[ 0.58412868  0.77901185],-0.0472354844356,[ 0.51944025  1.16939295],-1.73996,"[ 0.06892473  0.82322914 -1.340628   -1.26121339 -0.30341649 -1.31972287
  0.61562436 -0.0809076  -0.31824103  0.00194557  0.        ]",[-0.89545304 -0.7774654 ]
31,"[[-1.06358903 -1.02454423 -0.03485172 -0.15116944]
 [-0.12813504  1.48675639  0.          0.        ]]",[-0.00944395 -0.14521018],-0.0430845989353,[ 0.06645514 -0.67522695],-1.72596,"[ 0.03690773  0.81276203 -1.35952118 -1.27576086 -0.30341641 -1.31972196
  0.67400145  0.56536524 -0.37691728  0.0087098   0.        ]",[-0.89545304 -0.7774654 ]
32,"[[-1.06348039 -1.0219305  -0.03485172 -0.15116944]
 [ 0.13810993 -1.2163742   0.          0.        ]]",[ 0.18213984  0.46392906],-0.0433757862413,[ 0.44313535  0.09031511],-1.72351,"[ 0.03705688  0.81544463 -1.35943456 -1.27206258 -0.30341633 -1.31972105
  0.68140896  0.1295982  -0.37388003  0.00712656  0.        ]",[-0.89545304 -0.7774654 ]
33,"[[-1.04315472 -1.0424333  -0.03485172 -0.15116944]
 [ 1.88863298 -0.83517113  0.          0.        ]]",[-0.16811627  0.29905921],-0.0438510253114,[-0.48077348  0.37243595],-1.76934,"[ 0.06480235  0.79428504 -1.34311589 -1.30063833 -0.30341624 -1.31972014
  0.73011359  0.19105125 -0.35451836  0.01829159  0.        ]",[-0.89545304 -0.7774654 ]
34,"[[-1.02484738 -1.04416922 -0.03485172 -0.15116944]
 [-0.05143845  0.65660331  0.          0.        ]]",[-0.05769074 -0.01252957],-0.0461140536259,[-0.93129783  0.27776657],-1.78637,"[ 0.08951336  0.79248139 -1.32792157 -1.30301183 -0.30341616 -1.31971923
  0.6761346   0.43153762 -0.31939268  0.01886427  0.        ]",[-0.89545304 -0.7774654 ]
35,"[[-1.06284051 -1.020122   -0.03485172 -0.15116944]
 [-3.73559351  1.74450148  0.          0.        ]]",[ 0.51486188 -0.08025947],-0.0436473045937,[ 0.03836147 -0.57900017],-1.72958,"[ 0.03793514  0.81729753 -1.35892691 -1.26949236 -0.30341608 -1.31971832
  0.57362989  0.60691571 -0.37064337  0.00602302  0.        ]",[-0.89545304 -0.7774654 ]
