timestep,human_obs,obs,original_rewards,actions,rewards,avg_action_dist,logstd_action_dist
0,"[[ 0.0640788   0.05060379  0.16134751 -0.19458318]
 [-0.00068082 -0.00300437  0.          0.        ]]","[ 0.84061449  1.36623166  0.17778059  1.191767    1.39368715 -1.68732886
  0.67000454  0.32315574 -0.17422259  2.74229698  0.        ]",-0.218841389332,[-5.09057106 -3.17806867],-3.77407,[-4.96547651 -3.19210005],[-0.92059904 -0.79059047]
1,"[[ 0.02439025  0.01083189  0.16134751 -0.19458318]
 [-3.95501178 -3.96099981  0.          0.        ]]","[ 0.84338871  1.36769808  0.11350338  1.08409486  1.39368616 -1.6873273
  0.55979287 -0.32048409 -0.16499412  2.60132345  0.        ]",-0.206685010092,[-3.62293173 -2.85472382],-3.6931,[-3.52760863 -1.93352735],[-0.92059904 -0.79059047]
2,"[[-0.09360059 -0.10731396  0.16134751 -0.19458318]
 [-7.83118797 -7.84065685  0.          0.        ]]","[ 0.83693793  1.3608567  -0.07756176  0.76463301  1.39368517 -1.68732574
  0.45175949 -0.95138449 -0.1933738   2.18295886  0.        ]",-0.169646062891,[-1.87656599  0.36586997],-3.43877,[-1.66448414 -0.37515122],[-0.92059904 -0.79059047]
3,"[[ -0.28836842  -0.24801909   0.16134751  -0.19458318]
 [-11.63295824  -6.23519499   0.           0.        ]]","[ 0.77857649  1.33100607 -0.38709456  0.38981597  1.39368418 -1.68732417
  0.3457999  -0.69030775 -0.38165188  1.58945434  0.        ]",-0.113713116792,[-0.19141304  0.26111619],-3.04679,[ 0.15997636  0.35705462],[-0.92059904 -0.79059047]
4,"[[ -0.52632289  -0.36110711   0.16134751  -0.19458318]
 [-12.16073571  -5.07745372   0.           0.        ]]","[ 0.62988252  1.29028617 -0.74047266  0.09774929  1.39368319 -1.68732261
  0.33109007 -0.50203837 -0.76542758  1.02344235  0.        ]",-0.0592966383685,[ 1.19005537  0.82241432],-2.6727,[ 1.62261117  1.19970798],[-0.92059904 -0.79059047]
5,"[[-0.72744663 -0.42898865  0.16134751 -0.19458318]
 [-7.9655615  -1.72189302  0.          0.        ]]","[ 0.44366083  1.25890683 -1.00409678 -0.07192582  1.39368221 -1.68732105
  0.44801409  0.04363531 -1.17643341  0.67133505  0.        ]",-0.0504603719301,[ 1.3910189   1.38820882],-2.54246,[ 1.73473012  1.04026067],[-0.92059904 -0.79059047]
6,"[[-0.84549983 -0.42337105  0.16134751 -0.19458318]
 [-3.85343409  2.27033734  0.          0.        ]]","[ 0.31161769  1.26169593 -1.13920651 -0.0580706   1.39368122 -1.68731948
  0.56262347  0.69284268 -1.39810656  0.53044194  0.        ]",-0.0640237827371,[ 0.82545228 -0.14756585],-2.69651,[ 1.03857481  0.02304499],[-0.92059904 -0.79059047]
7,"[[-0.88903751 -0.38429006  0.16134751 -0.19458318]
 [-0.5114692   1.63986105  0.          0.        ]]","[ 0.25913127  1.28014266 -1.1848643   0.03926639  1.39368023 -1.68731792
  0.65576753  0.59031582 -1.44021262  0.49751666  0.        ]",-0.0671319148354,[ 0.38879899 -0.37812811],-2.74421,[ 0.62011719 -0.02801102],[-0.92059904 -0.79059047]
8,"[[-0.88372757 -0.3668466   0.16134751 -0.19458318]
 [ 1.03730336  0.10958672  0.          0.        ]]","[ 0.26563566  1.28782832 -1.17942109  0.0832214   1.39367924 -1.68731636
  0.69893331  0.34146586 -1.40909411  0.50972202  0.        ]",-0.0645890697379,[ 0.99175546  0.77654069],-2.67012,[ 0.44816813  0.2330232 ],[-0.92059904 -0.79059047]
9,"[[-0.82383468 -0.33384094  0.16134751 -0.19458318]
 [ 4.93898408  3.18075263  0.          0.        ]]","[ 0.33700109  1.30143604 -1.11562173  0.16718882  1.39367826 -1.68731479
  0.80767721  0.84089193 -1.25285539  0.59420846  0.        ]",-0.0533293310218,[-0.99744537 -0.38671814],-2.7067,[-0.84429121 -1.04431832],[-0.92059904 -0.79059047]
10,"[[-0.76561945 -0.28620565  0.16134751 -0.19458318]
 [ 0.89601286  1.58807621  0.          0.        ]]","[ 0.40267796  1.3188923  -1.04951897  0.29005501  1.39367727 -1.68731323
  0.6949948   0.58189409 -1.09091957  0.69778702  0.        ]",-0.0457134843103,[-0.48951077 -0.6550727 ],-2.6867,[-0.29774725 -0.83290756],[-0.92059904 -0.79059047]
11,"[[-0.76729627 -0.28077674  0.16134751 -0.19458318]
 [-1.05719409 -1.03644044  0.          0.        ]]","[ 0.40083908  1.32071569 -1.05147678  0.30417319  1.39367628 -1.68731167
  0.6405565   0.15510069 -1.08824207  0.69871801  0.        ]",-0.0455859075863,[ 0.48220243  0.46357924],-2.61925,[ 0.31521064 -0.0613973 ],[-0.92059904 -0.79059047]
12,"[[-0.76909824 -0.28289002  0.16134751 -0.19458318]
 [ 0.87058032  0.81893095  0.          0.        ]]","[ 0.39885939  1.32000874 -1.05357723  0.29867472  1.39367529 -1.6873101
  0.69428551  0.45681721 -1.09383926  0.69485847  0.        ]",-0.0457428270505,[ 0.16760946 -0.50479336],-2.66182,[-0.19851956 -0.6281805 ],[-0.92059904 -0.79059047]
13,"[[-0.74519911 -0.28673088  0.16134751 -0.19458318]
 [ 1.51717843 -1.19629908  0.          0.        ]]","[ 0.42481147  1.31871139 -1.02541686  0.28869007  1.3936743  -1.68730854
  0.71230668  0.12910458 -1.05436452  0.72657845  0.        ]",-0.0450925799146,[-0.48161836 -0.22302181],-2.67446,[-0.22374791 -0.15309055],[-0.92059904 -0.79059047]
