timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[-0.08718682 -0.00124663 -0.1303305   0.13288401]
 [-0.00435354  0.00426044  0.          0.        ]]",[-2.53701782 -2.79711485],-0.371709686829,[-3.08636091 -2.78105608],-3.18158,"[ 0.84719991  1.50020561 -0.13299747  0.99854767 -1.14086269  1.15220107
  0.71354999  0.3340935   2.90965972 -1.25977972  0.        ]",[-0.7290622  -0.52116704]
1,"[[-0.12694809 -0.04087466 -0.1303305   0.13288401]
 [-3.95861382 -3.95387716  0.          0.        ]]",[-2.56417823 -2.57408381],-0.375631363036,[-2.45452489 -1.39466304],-3.25908,"[ 0.84075579  1.49919706 -0.19766243  0.88719085 -1.14086172  1.15220007
  0.59955405 -0.27694425  2.89368206 -1.38766669  0.        ]",[-0.7290622  -0.52116704]
2,"[[-0.24501051 -0.15887943 -0.1303305   0.13288401]
 [-7.8347516  -7.83367009  0.          0.        ]]",[-2.57608414 -2.4114852 ],-0.384779683768,[-2.92826192 -2.51178848],-3.25343,"[ 0.80766605  1.48500806 -0.38734906  0.557342   -1.14086075  1.15219908
  0.48781032 -0.87588727  2.79529171 -1.75744815  0.        ]",[-0.7290622  -0.52116704]
3,"[[ -0.43982943  -0.35370915  -0.1303305    0.13288401]
 [-11.63459399 -11.63661186   0.           0.        ]]",[-2.61209917 -2.39415455],-0.391448446101,[-3.38585629 -2.55795929],-3.23494,"[ 0.7086162   1.42551584 -0.68705911  0.02843128 -1.14085978  1.15219809
  0.37826611 -1.46296531  2.47862568 -2.30022086  0.        ]",[-0.7290622  -0.52116704]
4,"[[ -0.70990005  -0.62384084  -0.1303305    0.13288401]
 [-15.36031603 -15.36409045   0.           0.        ]]",[-2.62181282 -2.37584877],-0.383200233809,[-3.25465008 -1.95436996],-3.12599,"[ 0.48659072  1.27295571 -1.05670646 -0.63992333 -1.1408588   1.15219709
  0.2708587  -2.03839127  1.79463195 -2.81869504  0.        ]",[-0.7290622  -0.52116704]
5,"[[ -1.05376468  -0.96777831  -0.1303305    0.13288401]
 [-19.01443111 -19.01739968   0.           0.        ]]",[-2.66100693 -2.35708809],-0.345012788418,[-2.66098562 -1.86976171],-2.72011,"[ 0.08602004  0.97796799 -1.41254597 -1.31303803 -1.14085783  1.1521961
  0.16551563 -2.60236307  0.75581476 -2.95913886  0.        ]",[-0.7290622  -0.52116704]
6,"[[ -1.47001676  -1.38405097  -0.1303305    0.13288401]
 [-22.59943885 -22.59783708   0.           0.        ]]",[-2.98613358 -2.53407502],-0.265875088641,[-2.67828785 -2.32496834],-1.94462,"[-0.51105244  0.5177478  -1.61805971 -1.75992037 -1.14085686  1.15219511
  0.06216483 -3.15507879 -0.24950534 -2.39862142  0.        ]",[-0.7290622  -0.52116704]
7,"[[ -1.95729295  -1.87121599  -0.1303305    0.13288401]
 [-26.11698368 -26.10692283   0.           0.        ]]",[-3.21119714 -2.54460788],-0.155937847388,[-2.53243065 -2.64024904],-1.03212,"[-1.23530883 -0.06325394 -1.50569318 -1.68289716 -1.14085589  1.15219411
 -0.03924111 -3.69677056 -0.53291167 -1.30486467  0.        ]",[-0.7290622  -0.52116704]
8,"[[ -2.51424446  -2.42786558  -0.1303305    0.13288401]
 [-29.56668061 -29.54668695   0.           0.        ]]",[-3.50533533 -2.58965468],-0.11257801178,[-3.78799166 -3.66243658],-0.623247,"[-1.89144717 -0.61822437 -0.95076939 -0.83807932 -1.14085491  1.15219312
 -0.13869109 -4.2277489   0.16023224 -0.58178841  0.        ]",[-0.7290622  -0.52116704]
9,"[[ -3.13948754  -3.052639    -0.1303305    0.13288401]
 [-32.94514821 -26.94940764   0.           0.        ]]",[-3.51609707 -2.41210365],-0.186322688224,[-3.05976027 -2.2641936 ],-1.46492,"[-2.1802184  -0.90791358  0.00600491  0.75234906 -1.14085394  1.15219213
 -0.23608761 -3.82677853  0.83909386 -0.97352     0.        ]",[-0.7290622  -0.52116704]
10,"[[ -3.83155686  -3.23726092  -0.1303305    0.13288401]
 [-36.25103135   0.85010268   0.           0.        ]]",[-1.96647429 -1.43549252],-0.196977251011,[-1.9615943  -1.91816519],-1.7388,"[-1.83332696 -0.90716623  1.05065402  1.2705514  -1.14085297  1.15219113
 -0.33139162  0.46467617  0.73683499 -1.22594336  0.        ]",[-0.7290622  -0.52116704]
11,"[[ -4.58910046  -3.16917444  -0.1303305    0.13288401]
 [-39.49260309   4.27539393   0.           0.        ]]",[-1.215868   -1.15057802],-0.192205412648,[-1.13118019 -0.50882533],-1.86041,"[-0.85013245 -0.91222346  1.63283526  1.07957036 -1.14085199  1.15219014
 -0.4248416   0.99344329  0.71843824 -1.17719627  0.        ]",[-0.7290622  -0.52116704]
12,"[[ -5.41083377  -3.09351704  -0.1303305    0.13288401]
 [-42.67013274   3.06906011   0.           0.        ]]",[-1.03289056 -1.24040937],-0.192524091929,[-0.77081054 -1.9018699 ],-1.9176,"[ 0.31158158 -0.91128779  1.2622155   0.8669707  -1.14085102  1.15218915
 -0.5164453   0.80721906  0.71587441 -1.18376776  0.        ]",[-0.7290622  -0.52116704]
13,"[[ -6.28638158  -3.04728469  -0.1303305    0.13288401]
 [-44.87728728   1.6449482    0.           0.        ]]",[-1.43425214 -1.47605193],-0.187357134883,[-0.51867112 -1.63003697],-1.9655,"[ 0.8529547  -0.90732004  0.00421708  0.73735917 -1.14085005  1.15218815
 -0.58007435  0.58737624  0.64113722 -1.17775738  0.        ]",[-0.7290622  -0.52116704]
14,"[[ -7.19561765  -3.0237498   -0.1303305    0.13288401]
 [-46.04243658   0.79565588   0.           0.        ]]",[-2.1574657  -1.67895782],-0.175836795692,[-1.87198014 -1.22629902],-1.73415,"[ 0.26425743 -0.90431329 -1.2844659   0.67157926 -1.14084908  1.15218716
 -0.61366376  0.45626933  0.57530576 -1.07910875  0.        ]",[-0.7290622  -0.52116704]
15,"[[ -8.14704601  -3.01268051  -0.1303305    0.13288401]
 [-49.09024292   0.36312786   0.           0.        ]]",[-2.29855943 -1.60190678],-0.169357813815,[-1.94635981 -2.34444345],-1.48139,"[-1.10175232 -0.90266923 -1.55661097  0.64070157 -1.1408481   1.15218617
 -0.70152763  0.38949906  0.62684407 -0.94315837  0.        ]",[-0.7290622  -0.52116704]
16,"[[ -9.15882515  -3.00771663  -0.1303305    0.13288401]
 [-52.07771579   0.15964729   0.           0.        ]]",[-2.15679598 -1.59510028],-0.178343746769,[-1.91355179 -2.27950808],-1.53769,"[-2.12689595 -0.90188401 -0.42048847  0.62686882 -1.14084713  1.15218517
 -0.7876521   0.35808724  0.79028247 -0.90508049  0.        ]",[-0.7290622  -0.52116704]
17,"[[-10.22976038  -3.00556036  -0.1303305    0.13288401]
 [-55.00604928   0.06838634   0.           0.        ]]",[-1.44394803 -1.27360046],-0.195822250704,[-1.37526202 -0.52346133],-1.86367,"[-1.71480784 -0.9015334   1.18856512  0.62086269 -1.14084616  1.15218418
 -0.87207157  0.34399898  0.91621672 -1.03364853  0.        ]",[-0.7290622  -0.52116704]
18,"[[-11.35868063  -3.00413933  -0.1303305    0.13288401]
 [-57.87641009   0.06366219   0.           0.        ]]",[-0.93448484 -1.1693567 ],-0.203576238591,[-0.65150527 -1.8400338 ],-1.96212,"[-0.12496253 -0.9012991   1.53859193  0.61690536 -1.14084519  1.15218319
 -0.95481966  0.34326956  0.85319853 -1.21215277  0.        ]",[-0.7290622  -0.52116704]
19,"[[ -1.25305941e+01  -3.00363508e+00  -1.30330503e-01   1.32884009e-01]
 [ -5.93101616e+01   2.69995540e-03   0.00000000e+00   0.00000000e+00]]",[-1.44204116 -1.52377915],-0.192003716765,[-1.04838882 -2.09411257],-1.97167,"[ 0.85199379 -0.90121498  0.06795673  0.61550108 -1.14084421  1.15218219
 -0.99615212  0.33385857  0.65291181 -1.22949548  0.        ]",[-0.7290622  -0.52116704]
20,"[[ -1.37447418e+01  -3.00371132e+00  -1.30330503e-01   1.32884009e-01]
 [ -6.20953213e+01  -6.63056949e-03   0.00000000e+00   0.00000000e+00]]",[-2.29611111 -1.73791897],-0.172499952633,[-2.5744105  -3.27294399],-1.48412,"[-0.08363515 -0.90122702 -1.50200976  0.61571305 -1.14084324  1.1521812
 -1.0764438   0.33241806  0.55969827 -1.04757326  0.        ]",[-0.7290622  -0.52116704]
21,"[[ -1.50140394e+01  -3.00383568e+00  -1.30330503e-01   1.32884009e-01]
 [ -6.48253445e+01  -5.24389149e-03   0.00000000e+00   0.00000000e+00]]",[-2.33566451 -1.67758286],-0.172106339556,[-1.92247811 -2.96147917],-1.43721,"[-1.82948903 -0.90124703 -1.03674429  0.61605898 -1.14084227  1.1521802
 -1.15514582  0.33263198  0.71132893 -0.89694505  0.        ]",[-0.7290622  -0.52116704]
22,"[[ -1.63373953e+01  -3.00391685e+00  -1.30330503e-01   1.32884009e-01]
 [ -6.75013227e+01  -2.95920200e-03   0.00000000e+00   0.00000000e+00]]",[-1.56655765 -1.36757112],-0.19317089753,[-1.50421657 -0.97729068],-1.80636,"[-1.8895725  -0.90125987  0.97242112  0.61628464 -1.1408413   1.15217921
 -1.23228963  0.33298454  0.90738286 -1.00256417  0.        ]",[-0.7290622  -0.52116704]
23,"[[ -1.77137391e+01  -3.00393560e+00  -1.30330503e-01   1.32884009e-01]
 [ -7.01243258e+01   1.99588857e-04   0.00000000e+00   0.00000000e+00]]",[-0.90516913 -1.1875236 ],-0.203435953195,[-0.84581629 -1.72285414],-1.96641,"[-0.02454373 -0.90126237  1.49292049  0.61633655 -1.14084032  1.15217822
 -1.30790606  0.33347203  0.8429178  -1.21980439  0.        ]",[-0.7290622  -0.52116704]
24,"[[ -1.91358972e+01  -3.00395026e+00  -1.30330503e-01   1.32884009e-01]
 [ -7.20849449e+01  -1.11224529e-03   0.00000000e+00   0.00000000e+00]]",[-1.70050383 -1.63427937],-0.186483704657,[-1.59665221 -0.6241142 ],-1.92857,"[ 0.79121584 -0.90126419 -0.45257713  0.61637703 -1.14083935  1.15217722
 -1.36442668  0.33326938  0.60675667 -1.19406043  0.        ]",[-0.7290622  -0.52116704]
25,"[[ -2.06030031e+01  -3.00357196e+00  -1.30330503e-01   1.32884009e-01]
 [ -7.46172058e+01   2.67026970e-02   0.00000000e+00   0.00000000e+00]]",[-2.39058185 -1.7287842 ],-0.168605984716,[-2.82557726 -2.45065561],-1.38249,"[-0.93908979 -0.90120088 -1.59914431  0.61532345 -1.14083838  1.15217623
 -1.43742677  0.3375631   0.6026467  -0.95565291  0.        ]",[-0.7290622  -0.52116704]
26,"[[ -2.21202513e+01  -3.00348868e+00  -1.30330503e-01   1.32884009e-01]
 [ -7.70993408e+01  -7.72724865e-03   0.00000000e+00   0.00000000e+00]]",[-1.93145871 -1.56220758],-0.184636843705,[-2.62807775 -2.28789885],-1.5624,"[-2.16758334 -0.90118645  0.22004766  0.61509131 -1.14083741  1.15217524
 -1.50898157  0.33224793  0.85239737 -0.93218964  0.        ]",[-0.7290622  -0.52116704]
27,"[[ -2.36866491e+01  -3.00367978e+00  -1.30330503e-01   1.32884009e-01]
 [ -7.95323382e+01  -9.30142358e-03   0.00000000e+00   0.00000000e+00]]",[-0.94725525 -1.18779433],-0.203557246246,[-0.98798538 -1.67295381],-1.93401,"[-0.4749838  -0.90121756  1.63254506  0.61562303 -1.14083643  1.15217424
 -1.57911956  0.33200479  0.88417303 -1.18207599  0.        ]",[-0.7290622  -0.52116704]
28,"[[ -2.53007464e+01  -3.00383168e+00  -1.30330503e-01   1.32884009e-01]
 [ -8.18696011e+01  -5.79814357e-03   0.00000000e+00   0.00000000e+00]]",[-1.59660661 -1.61056077],-0.188552981422,[-1.88629219 -2.25126387],-1.87815,"[ 0.83161387 -0.90124213 -0.264086    0.61604563 -1.14083546  1.15217325
 -1.64649739  0.33254546  0.62231281 -1.20873982  0.        ]",[-0.7290622  -0.52116704]
29,"[[ -2.69616020e+01  -3.00391756e+00  -1.30330503e-01   1.32884009e-01]
 [ -8.42081637e+01  -3.00531876e-03   0.00000000e+00   0.00000000e+00]]",[-2.42760134 -1.77332532],-0.168574808043,[-2.48687002 -2.78952558],-1.38974,"[-1.05066595 -0.90125575 -1.57218574  0.61628444 -1.14083449  1.15217226
 -1.71391241  0.33297646  0.61243248 -0.9458963   0.        ]",[-0.7290622  -0.52116704]
30,"[[ -2.86687643e+01  -3.00396014e+00  -1.30330503e-01   1.32884009e-01]
 [ -8.65004309e+01  -1.42310325e-03   0.00000000e+00   0.00000000e+00]]",[-1.73213422 -1.49631751],-0.189293819257,[-2.13182168 -1.40306826],-1.69016,"[-2.06375071 -0.9012622   0.63805688  0.61640267 -1.14083351  1.15217126
 -1.7799925   0.33322057  0.88603568 -0.96643865  0.        ]",[-0.7290622  -0.52116704]
31,"[[ -3.04213167e+01  -3.00397977e+00  -1.30330503e-01   1.32884009e-01]
 [ -8.87473193e+01  -6.36194370e-04   0.00000000e+00   0.00000000e+00]]",[-0.90221083 -1.2310344 ],-0.202878696889,[-0.98709226 -1.0180133 ],-1.98977,"[ 0.16266456 -0.90126484  1.3811413   0.616457   -1.14083254  1.15217027
 -1.84476407  0.33334191  0.82070331 -1.23246788  0.        ]",[-0.7290622  -0.52116704]
32,"[[ -3.22178478e+01  -3.00398836e+00  -1.30330503e-01   1.32884009e-01]
 [ -9.08986217e+01  -2.71015380e-04   0.00000000e+00   0.00000000e+00]]",[-2.02975178 -1.75781393],-0.177703237544,[-2.25016199 -1.92430356],-1.69304,"[ 0.39090599 -0.90126566 -1.16619254  0.61648061 -1.14083157  1.15216928
 -1.90677972  0.33339815  0.56302074 -1.11395588  0.        ]",[-0.7290622  -0.52116704]
33,"[[ -3.40574904e+01  -3.00399194e+00  -1.30330503e-01   1.32884009e-01]
 [ -9.30584415e+01  -1.08700778e-04   0.00000000e+00   0.00000000e+00]]",[-2.37333536 -1.77494395],-0.17451446142,[-3.38509416 -2.27363007],-1.35411,"[-1.99452154 -0.90126564 -0.77483885  0.61649025 -1.1408306   1.15216828
 -1.96904056  0.33342307  0.74662375 -0.89494881  0.        ]",[-0.7290622  -0.52116704]
34,"[[ -3.59399004e+01  -3.00399331e+00  -1.30330503e-01   1.32884009e-01]
 [ -9.51755045e+01  -3.85362968e-05   0.00000000e+00   0.00000000e+00]]",[-1.05950749 -1.24418354],-0.202091621206,[-0.96912967 -1.4742059 ],-1.90915,"[-0.94767384 -0.90126527  1.61629665  0.61649375 -1.14082962  1.15216729
 -2.03006843  0.33343376  0.91121787 -1.13346584  0.        ]",[-0.7290622  -0.52116704]
35,"[[ -3.78630049e+01  -3.00399374e+00  -1.30330503e-01   1.32884009e-01]
 [ -9.71284326e+01  -8.93071636e-06   0.00000000e+00   0.00000000e+00]]",[-1.58561158 -1.62402081],-0.18861036373,[-1.91044215 -2.09816651],-1.8797,"[ 0.83264625 -0.90126473 -0.25745142  0.61649464 -1.14082865  1.1521663
 -2.08636419  0.3334382   0.62288659 -1.20902511  0.        ]",[-0.7290622  -0.52116704]
36,"[[ -3.98260063e+01  -3.00399378e+00  -1.30330503e-01   1.32884009e-01]
 [ -9.91649242e+01   3.26934974e-06   0.00000000e+00   0.00000000e+00]]",[-2.46111155 -1.8207283 ],-0.169426804055,[-2.54209505 -1.5774866 ],-1.42584,"[-1.46418202 -0.90126413 -1.37987265  0.61649443 -1.14082768  1.1521653
 -2.14506857  0.33343994  0.65625017 -0.91485227  0.        ]",[-0.7290622  -0.52116704]
37,"[[ -4.18293331e+01  -3.00399365e+00  -1.30330503e-01   1.32884009e-01]
 [ -1.01161101e+02   8.44181864e-06   0.00000000e+00   0.00000000e+00]]",[-1.28171039 -1.32835233],-0.198256421122,[-1.15056782 -0.89774247],-1.87857,"[-1.49748375 -0.90126351  1.37578531  0.61649377 -1.14082671  1.15216431
 -2.20261032  0.3334406   0.92189796 -1.06461028  0.        ]",[-0.7290622  -0.52116704]
38,"[[ -4.38721869e+01  -3.00388501e+00  -1.30330503e-01   1.32884009e-01]
 [ -1.03117759e+02   7.50411003e-03   0.00000000e+00   0.00000000e+00]]",[-1.36350548 -1.5413748 ],-0.193168897824,[-1.13175719 -1.64704756],-1.98957,"[ 0.84378559 -0.90124492  0.18920089  0.61619097 -1.14082573  1.15216332
 -2.25901241  0.33459759  0.6649586  -1.23507685  0.        ]",[-0.7290622  -0.52116704]
39,"[[ -4.59537852e+01  -3.00385863e+00  -1.30330503e-01   1.32884009e-01]
 [ -1.05035683e+02  -1.96407519e-03   0.00000000e+00   0.00000000e+00]]",[-2.45674157 -1.84469831],-0.168761425408,[-2.38628865 -1.59303741],-1.44236,"[-1.25516298 -0.90123994 -1.49678292  0.61611719 -1.14082476  1.15216232
 -2.31429746  0.33313582  0.63210389 -0.92940758  0.        ]",[-0.7290622  -0.52116704]
