timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[ 0.03015149  0.0713582  -0.17884474  0.1838126 ]
 [ 0.00135321 -0.00351955  0.          0.        ]]","[ 0.85106549  1.50101569  0.06408101  1.20197616 -1.53557849  1.5863538
  0.7159218   0.33244806  3.36231686 -1.42693185  0.        ]",-0.423681908031,[-0.71162486 -0.50974292],-3.38944,[-2.8438077  -2.72758222],[-3.01851486 -3.40253325]
1,"[[-0.00949681  0.03157608 -0.17884474  0.1838126 ]
 [-3.9530191  -3.96150609  0.          0.        ]]","[  8.51683968e-01   1.50348264e+00  -9.34423802e-04   1.09000028e+00
  -1.53557654e+00   1.58635169e+00   6.01285914e-01  -2.77577252e-01
   3.36826518e+00  -1.55411384e+00   0.00000000e+00]",-0.429440900837,[-0.71162486 -0.50974292],-3.4337,[-2.80626583 -2.53874588],[-3.10563412 -3.08381124]
2,"[[-0.12744811 -0.08657982 -0.17884474  0.1838126 ]
 [-7.82922333 -7.84115579  0.          0.        ]]","[ 0.83948887  1.49956338 -0.19380929  0.75728229 -1.53557458  1.58634958
  0.48891614 -0.87552862  3.33445259 -1.93085485  0.        ]",-0.44382124155,[-0.71162486 -0.50974292],-3.59579,[-2.80939269 -2.42891359],[-2.21154333 -1.76579664]
3,"[[ -0.32215647  -0.28155791  -0.17884474   0.1838126 ]
 [-11.62904973 -11.64396615   0.           0.        ]]","[ 0.77396843  1.45657725 -0.50460459  0.21785139 -1.53557263  1.58634747
  0.37876056 -1.461636    3.11587841 -2.51307592  0.        ]",-0.458172400616,[-0.71162486 -0.50974292],-3.60962,[-2.90912676 -2.49183989],[-3.16493087 -2.21488923]
4,"[[ -0.59211519  -0.55183548  -0.17884474   0.1838126 ]
 [-15.3546532  -15.37132566   0.           0.        ]]","[ 0.59435873  1.32500684 -0.90067159 -0.4766538  -1.53557068  1.58634535
  0.2707567  -2.03611203  2.53116675 -3.13340936  0.        ]",-0.458153608182,[-0.71162486 -0.50974292],-3.53298,[-2.99812651 -2.53762436],[-3.16271673 -2.77008266]
5,"[[ -0.93586464  -0.89591651  -0.17884474   0.1838126 ]
 [-19.0085661  -19.02451983   0.           0.        ]]","[ 0.23657036  1.05144463 -1.30574197 -1.1997175  -1.53556873  1.58634324
  0.16483112 -2.59915297  1.52824106 -3.44285469  0.        ]",-0.425852336381,[-0.71162486 -0.50974292],-3.19179,[-3.08284736 -2.52922297],[-3.25745825 -3.15523344]
6,"[[ -1.3519973   -1.31233029  -0.17884474   0.1838126 ]
 [-22.59337539 -22.60482234   0.           0.        ]]","[-0.3320232   0.60603816 -1.58625637 -1.72398259 -1.53556677  1.58634113
  0.06090883 -3.15095288  0.42927445 -3.05520777  0.        ]",-0.347526141406,[-0.71162486 -0.50974292],-2.4403,[-3.16361618 -2.67968702],[-3.5345141  -2.17583754]
7,"[[ -1.83915151  -1.7996332   -0.17884474   0.1838126 ]
 [-26.11089505 -26.11371198   0.           0.        ]]","[-1.06109254  0.02402373 -1.56665548 -1.74412663 -1.53556482  1.58633902
 -0.04106276 -3.69173706 -0.05578009 -2.00996587  0.        ]",-0.234470411898,[-0.71162486 -0.50974292],-1.46583,[-3.6534152  -2.78338075],[-3.49706612 -2.50718091]
8,"[[ -2.39598403  -2.35641575  -0.17884474   0.1838126 ]
 [-29.56095014 -29.5531735    0.           0.        ]]","[-1.77099739 -0.55554846 -1.09796065 -0.99160856 -1.53556287  1.5863369
 -0.14107857 -4.22180851  0.50049247 -1.1469229   0.        ]",-0.179281280677,[-0.71162486 -0.50974292],-1.03351,[-3.85701299 -2.77891922],[-3.62446041 -3.16800799]
9,"[[ -3.02112028  -2.98131486  -0.17884474   0.1838126 ]
 [-32.94054572 -32.92585586   0.           0.        ]]","[-2.16119327 -0.89324068 -0.18245134  0.55118597 -1.53556092  1.58633479
 -0.23905178 -4.74157235  1.27628728 -1.38375326  0.        ]",-0.248320198603,[-0.71162486 -0.50974292],-1.72243,[-4.18370152 -2.80942798],[-4.70465982 -2.72787101]
