timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[-0.08256945  0.03222227  0.13599646  0.07238647]
 [ 0.00376244  0.00214188  0.          0.        ]]",[ 1.80697131 -0.17541772],-0.113273778284,[ 1.65257781  1.08006095],-1.21223,"[ 0.84780303  1.50058146 -0.12622095  1.09221469  1.16622605  0.62582481
  0.71392722  0.33381248  0.1522186  -0.59868022  0.        ]",[-0.7068491  -0.51844651]
1,"[[-0.04281985  0.07197708  0.13599646  0.07238647]
 [ 3.95803898  3.96015282  0.          0.        ]]",[ 0.49633491 -1.23403513],-0.104178959744,[ 0.13108367 -1.67434425],-1.06951,"[ 0.85157777  1.49808214 -0.06131828  1.20386326  1.16622502  0.62582449
  0.82804939  0.94454061  0.15575917 -0.46996557  0.        ]",[-0.7068491  -0.51844651]
2,"[[ 0.04077405  0.11066387  0.13599646  0.07238647]
 [ 4.39987196 -0.07801574  0.          0.        ]]",[ 0.07412676 -0.85014272],-0.089185274787,[ 0.41542267 -1.34008625],-0.942879,"[ 0.85170681  1.49382429  0.07541065  1.31220676  1.16622399  0.62582416
  0.84080041  0.32144318  0.14328436 -0.24958925  0.        ]",[-0.7068491  -0.51844651]
3,"[[ 0.14440204  0.06938505  0.13599646  0.07238647]
 [ 5.95773302 -4.03667221  0.          0.        ]]",[-0.51697457 -0.30120897],-0.0785211510444,[ 0.48802777 -1.6015445 ],-0.905254,"[ 0.83718796  1.49829938  0.24415571  1.19658909  1.16622297  0.62582384
  0.8857606  -0.28938533  0.12045855 -0.0767844   0.        ]",[-0.7068491  -0.51844651]
4,"[[ 0.28175951 -0.05028153  0.13599646  0.07238647]
 [ 7.77197258 -7.91704729  0.          0.        ]]",[-1.175722    0.34403762],-0.0698585636057,[-0.79543923 -0.81710852],-0.908462,"[ 0.7931864   1.49967571  0.46363249  0.86024763  1.16622194  0.62582352
  0.93811996 -0.8881346   0.08593284  0.07835299  0.        ]",[-0.7068491  -0.51844651]
5,"[[  0.40409723  -0.23949877   0.13599646   0.07238647]
 [  4.47276473 -10.99442668   0.           0.        ]]",[-0.73672265  1.24457109],-0.0661926809921,[-0.22535707  0.79472916],-0.968879,"[ 0.73086321  1.46676328  0.65201841  0.33444359  1.16622092  0.62582319
  0.84290235 -1.36297916  0.05831965  0.12198577  0.        ]",[-0.7068491  -0.51844651]
6,"[[ 0.48370718 -0.42562656  0.13599646  0.07238647]
 [ 3.4915075  -7.62956959  0.          0.        ]]",[-0.47271067  1.21712387],-0.06532266984,[ 0.32040479  1.02192524],-0.955916,"[ 0.67904469  1.39355878  0.76961416 -0.15963703  1.16621989  0.62582287
  0.81458218 -0.84377437  0.03639449  0.07683675  0.        ]",[-0.7068491  -0.51844651]
7,"[[ 0.56554713 -0.53697867  0.13599646  0.07238647]
 [ 4.68852836 -3.51933173  0.          0.        ]]",[-0.76339185  0.73487329],-0.0604519652708,[-0.93267294  0.92805246],-1.00033,"[ 0.61691648  1.33139908  0.88547257 -0.43708787  1.16621886  0.62582254
  0.84912837 -0.20955621 -0.0046085   0.1157021   0.        ]",[-0.7068491  -0.51844651]
8,"[[ 0.62135339 -0.56978289  0.13599646  0.07238647]
 [ 0.90469148  0.22641135  0.          0.        ]]",[-0.3974793   0.24414518],-0.0558167180313,[-0.97868348  1.22706507],-1.02675,"[ 0.56961057  1.31059869  0.96115566 -0.51557499  1.16621784  0.62582222
  0.73992416  0.36841962 -0.03800534  0.18822526  0.        ]",[-0.7068491  -0.51844651]
9,"[[ 0.60040653 -0.52555789  0.13599646  0.07238647]
 [-2.98641008  4.18290438  0.          0.        ]]",[ 0.03585403 -0.44762686],-0.0567250415004,[ 0.0968703   0.27067942],-0.976402,"[ 0.58782454  1.33837687  0.9330823  -0.4093944   1.16621681  0.62582189
  0.6276243   0.97891426 -0.02723174  0.19673189  0.        ]",[-0.7068491  -0.51844651]
