timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[ 0.02470566  0.00658504 -0.02574414 -0.16399186]
 [-0.00312569 -0.0025739   0.          0.        ]]","[ 1.10604676  1.66935977  0.13705142  0.54660144 -0.19170508 -1.39860093
  0.65603164  0.27546029  1.3346136   1.34036     0.        ]",-0.290521528262,[-0.03940843 -0.13865113],-1.46567,[-0.74885958 -1.28330374],[ 1.75257717 -0.04505726]
1,"[[ 0.06433496  0.0047286  -0.02574414 -0.16399186]
 [ 3.95288379 -0.18246556  0.          0.        ]]","[ 1.10360663  1.66933916  0.19747256  0.54227562 -0.19170402 -1.3985789
  0.96402759  0.25091183  1.33200963  1.40078211  0.        ]",-0.295027907001,[-0.03940843 -0.13865113],-1.39981,[-0.76417309 -1.29904413],[-0.72831787 -3.15415569]
2,"[[ 0.11371631 -0.03860075 -0.02574414 -0.16399186]
 [ 0.99509364 -4.13729328  0.          0.        ]]","[ 1.09755227  1.66839286  0.27253592  0.44141571 -0.19170296 -1.39855687
  0.7337347  -0.28874345  1.32871335  1.44244587  0.        ]",-0.29804968589,[-0.03940843 -0.13865113],-1.45958,[-0.74549109 -1.27647829],[ 0.22742408 -1.36660954]
3,"[[ 0.14246234 -0.16025605 -0.02574414 -0.16399186]
 [ 1.87656434 -8.0153107   0.          0.        ]]","[ 1.09248626  1.65334848  0.31604857  0.15974826 -0.1917019  -1.39853484
  0.80235716 -0.81791453  1.32819671  1.38750172  0.        ]",-0.29351128996,[-0.03940843 -0.13865113],-1.42261,[-0.74454623 -1.27361298],[-1.15690292 -1.74840316]
4,"[[  0.13994408  -0.35868257  -0.02574414  -0.16399186]
 [ -2.11516854 -11.81469063   0.           0.        ]]","[ 1.09296121  1.59009914  0.31224135 -0.28603493 -0.19170084 -1.39851282
  0.49156524 -1.33634342  1.31092061  1.22224095  0.        ]",-0.278623676043,[-0.03940843 -0.13865113],-1.35225,[-0.72250468 -1.24751186],[-1.02673236 -1.95279266]
5,"[[  0.05837701  -0.63234267  -0.02574414  -0.16399186]
 [ -6.02870245 -15.53891615   0.           0.        ]]","[ 1.10405787  1.42873362  0.18838812 -0.84479222 -0.19169978 -1.39849079
  0.18686273 -1.84449147  1.21548866  0.89431064  0.        ]",-0.244181434774,[-0.03940843 -0.13865113],-1.22357,[-0.67248261 -1.19027686],[-0.74824808 -1.32446087]
6,"[[ -0.09070541  -0.97975128  -0.02574414  -0.16399186]
 [ -8.87040944 -19.18977381   0.           0.        ]]","[ 1.10073176  1.11849275 -0.03892114 -1.40197037 -0.19169872 -1.39846877
 -0.03438898 -2.34258398  0.94770694  0.50886575  0.        ]",-0.187441775727,[-0.03940843 -0.13865113],-0.984634,[-0.57551807 -1.08390129],[-0.9265786  -2.74727079]
7,"[[ -0.3031608   -1.39944941  -0.02574414  -0.16399186]
 [-12.36399655 -22.76810315   0.           0.        ]]","[ 1.04361978  0.63748115 -0.35633331 -1.76280035 -0.19169766 -1.39844675
 -0.30639514 -2.83071309  0.4680151   0.26032385  0.        ]",-0.109640046952,[-0.03940843 -0.13865113],-0.730387,[-0.43742883 -0.92363381],[ 0.72926039 -1.22837113]
8,"[[ -5.19070874e-01  -1.89001660e+00  -2.57441377e-02  -1.63991857e-01]
 [ -9.23741826e+00  -2.62769161e+01   0.00000000e+00   0.00000000e+00]]","[ 0.92509658  0.03505536 -0.65783643 -1.67924061 -0.19169661 -1.39842473
 -0.0629607  -3.30926397 -0.0423754   0.37762538  0.        ]",-0.051130041399,[-0.03940843 -0.13865113],-0.603212,[-0.31641304 -0.76765287],[ 0.1109755  -0.04550318]
9,"[[ -6.97621605e-01  -2.41214036e+00  -2.57441377e-02  -1.63991857e-01]
 [ -8.61941741e+00  -2.59366079e+01   0.00000000e+00   0.00000000e+00]]","[ 0.78484407 -0.50191661 -0.88116927 -1.020311   -0.19169555 -1.39840271
 -0.01484308 -3.2626305  -0.30010992  0.79099319  0.        ]",-0.0965483084118,[-0.03940843 -0.13865113],-0.759817,[-0.24829845 -0.67086673],[-0.37829493  1.12327372]
