timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
10,"[[-0.48441322 -2.12716767 -0.03111666 -0.05298695]
 [ 5.61174919 -3.71870232  0.          0.        ]]",[-0.03198287  0.83018816],-0.055044741151,[-0.87810797  1.39771795],-1.26182,"[ 0.67117873 -0.3732779  -0.73689735 -1.35329189 -0.28119322 -0.46380119
  0.86461213 -0.24990385 -0.37475067 -0.21212794  0.        ]",[-0.79676378 -0.58752066]
11,"[[-0.40817015 -2.16107253 -0.03111666 -0.05298695]
 [ 2.02448918  0.31475245  0.          0.        ]]",[ 0.20900629  0.21931913],-0.0553906760961,[-0.36449974  0.69193381],-1.23146,"[ 0.7215474  -0.40752564 -0.62442101 -1.30202534 -0.28119311 -0.463801
  0.76247509  0.38024825 -0.31411356 -0.18197239  0.        ]",[-0.79676378 -0.58752066]
12,"[[-0.38256095 -2.12735011 -0.03111666 -0.05298695]
 [ 0.54136653  3.04837832  0.          0.        ]]",[ 0.25176066 -0.33344617],-0.0605242026331,[ 0.21611167 -1.20969964],-1.1854,"[ 0.73664687 -0.37346387 -0.58576175 -1.35302083 -0.28119301 -0.46380081
  0.72024717  0.80732611 -0.26457639 -0.21323242  0.        ]",[-0.79676378 -0.58752066]
13,"[[-0.36325572 -2.10671639 -0.03111666 -0.05298695]
 [ 1.3863502  -0.97160753  0.          0.        ]]",[ 0.16497424  0.20219907],-0.0638853508492,[ 0.43928991  0.89693414],-1.21218,"[ 0.74741414 -0.35226377 -0.55635272 -1.3828992  -0.28119291 -0.46380063
  0.74430522  0.17927781 -0.22892921 -0.23082928  0.        ]",[-0.79676378 -0.58752066]
14,"[[-0.3183592  -2.09032318 -0.03111666 -0.05298695]
 [ 3.09758208  2.59903277  0.          0.        ]]",[-0.23723736 -0.55954403],-0.068263103612,[-0.56877558  0.1962889 ],-1.24912,"[ 0.77038627 -0.33523378 -0.48714021 -1.40591003 -0.28119281 -0.46380044
  0.79302709  0.73712394 -0.16700056 -0.24028472  0.        ]",[-0.79676378 -0.58752066]
15,"[[-0.27961348 -2.03105888 -0.03111666 -0.05298695]
 [ 0.78470729  3.32497591  0.          0.        ]]",[-0.04556246 -0.84593093],-0.0770458736139,[ 0.20095137 -0.70007499],-1.22227,"[ 0.787857   -0.27236314 -0.42657504 -1.48363346 -0.28119271 -0.46380025
  0.7271744   0.85053866 -0.0745369  -0.28118085  0.        ]",[-0.79676378 -0.58752066]
16,"[[-0.25609253 -1.99303287 -0.03111666 -0.05298695]
 [ 1.56479878  0.48708374  0.          0.        ]]",[-0.18632376 -0.55288839],-0.0826095128071,[ 0.51924254 -0.28696441],-1.24632,"[ 0.79738672 -0.23102129 -0.38947194 -1.52890008 -0.28119261 -0.46380007
  0.74938483  0.40717024 -0.01358593 -0.30337413  0.        ]",[-0.79676378 -0.58752066]
17,"[[-0.20448473 -1.9947899  -0.03111666 -0.05298695]
 [ 3.58924028 -0.65895968  0.          0.        ]]",[-0.55730367 -0.51150203],-0.085512214945,[-0.54396205  0.60951804],-1.36858,"[ 0.81541885 -0.23294761 -0.30728902 -1.52688726 -0.28119251 -0.46379988
  0.80702444  0.22812198  0.04493749 -0.28584222  0.        ]",[-0.79676378 -0.58752066]
18,"[[-0.15501806 -1.98362119 -0.03111666 -0.05298695]
 [ 1.36483176  1.76773524  0.          0.        ]]",[-0.38296643 -0.95133483],-0.0897357032543,[-0.14677854 -0.06079161],-1.34066,"[ 0.82895666 -0.22067645 -0.22768265 -1.5395357  -0.28119241 -0.46379969
  0.74369053  0.60724821  0.11261992 -0.27430807  0.        ]",[-0.79676378 -0.58752066]
19,"[[-0.1338217  -1.95103217 -0.03111666 -0.05298695]
 [ 0.75683315  1.49208593  0.          0.        ]]",[-0.35879081 -1.00911176],-0.0945937343829,[-0.13859745 -0.77611117],-1.35966,"[ 0.83362637 -0.18453241 -0.19337094 -1.57461938 -0.28119231 -0.46379951
  0.72637917  0.56418282  0.16951454 -0.28415266  0.        ]",[-0.79676378 -0.58752066]
20,"[[-0.12433679 -1.95231952 -0.03111666 -0.05298695]
 [ 0.19353564 -1.61048159  0.          0.        ]]",[-0.21887359 -0.48379201],-0.0950343824446,[-0.01787443 -1.13580767],-1.3531,"[ 0.83549506 -0.18596938 -0.17798448 -1.57328352 -0.28119221 -0.46379932
  0.71034056  0.07946339  0.17914653 -0.27897153  0.        ]",[-0.79676378 -0.58752066]
21,"[[-0.12121127 -2.02393701 -0.03111666 -0.05298695]
 [ 0.11923434 -5.53817832  0.          0.        ]]",[-0.0473637  0.3668814],-0.0873796097612,[-0.21865951  0.03259219],-1.34476,"[ 0.83608059 -0.26467688 -0.17291015 -1.49237843 -0.28119211 -0.46379914
  0.7082247  -0.53416733  0.11118614 -0.23560561  0.        ]",[-0.79676378 -0.58752066]
22,"[[-0.12753589 -2.13230506 -0.03111666 -0.05298695]
 [-0.74881222 -5.29942438  0.          0.        ]]",[ 0.1844312   0.67179143],-0.0750766503434,[ 0.10963356  0.62781153],-1.25696,"[ 0.83487895 -0.37851426 -0.18317605 -1.34567982 -0.28119201 -0.46379895
  0.68350926 -0.49686617  0.00265682 -0.16491116  0.        ]",[-0.79676378 -0.58752066]
23,"[[-0.1380113  -2.21229949 -0.03111666 -0.05298695]
 [-0.30019811 -2.70865256  0.          0.        ]]",[ 0.13795722  0.47470507],-0.0656801232799,[ 0.49283946  0.13315126],-1.19799,"[ 0.8327554  -0.45779857 -0.20016091 -1.21952176 -0.28119191 -0.46379876
  0.69628191 -0.09210512 -0.07697188 -0.10656699  0.        ]",[-0.79676378 -0.58752066]
24,"[[-0.12438129 -2.26064543 -0.03111666 -0.05298695]
 [ 1.65669217 -2.12787303  0.          0.        ]]",[-0.10820471  0.44910535],-0.0612789756067,[-0.0939357  -0.37982785],-1.21541,"[ 0.83548473 -0.50351541 -0.17805646 -1.13629503 -0.28119181 -0.46379858
  0.75199831 -0.00136884 -0.10332756 -0.06425691  0.        ]",[-0.79676378 -0.58752066]
25,"[[-0.095307   -2.31786975 -0.03111666 -0.05298695]
 [ 1.25207749 -3.58968836  0.          0.        ]]",[ 0.03557611  0.84383559],-0.0569668923587,[ 0.59045515  0.76423528],-1.20583,"[ 0.8403636  -0.55530856 -0.13078456 -1.03130707 -0.28119171 -0.46379839
  0.74047769 -0.22975099 -0.12209369 -0.01065538  0.        ]",[-0.79676378 -0.58752066]
26,"[[-0.04706199 -2.35858941 -0.03111666 -0.05298695]
 [ 3.56472999 -0.49259047  0.          0.        ]]",[-0.42956832  0.31009805],-0.0556841167721,[-0.75269929 -0.20696847],-1.23586,"[ 0.84561595 -0.59054415 -0.05207212 -0.95250131 -0.28119161 -0.4637982
  0.80632336  0.25411465 -0.11263125  0.03285799  0.        ]",[-0.79676378 -0.58752066]
27,"[[-0.00637236 -2.37656504 -0.03111666 -0.05298695]
 [ 0.51439239 -1.30228276  0.          0.        ]]",[-0.03618376  0.53166461],-0.0563371684174,[-0.54851952 -0.09557039],-1.24866,"[ 0.84727948 -0.60565252  0.01446029 -0.91666714 -0.28119151 -0.46379802
  0.71947343  0.12761474 -0.09347983  0.05601277  0.        ]",[-0.79676378 -0.58752066]
28,"[[-0.01797406 -2.40614851 -0.03111666 -0.05298695]
 [-1.66730053 -1.65488945  0.          0.        ]]",[ 0.35211155  0.77059972],-0.0526471733257,[ 0.22579631  0.62539862],-1.252,"[ 0.84706279 -0.62990492 -0.00451646 -0.85634076 -0.28119141 -0.46379783
  0.65735569  0.07252624 -0.12588959  0.07872747  0.        ]",[-0.79676378 -0.58752066]
29,"[[-0.04202051 -2.41407188 -0.03111666 -0.05298695]
 [-0.74042807  0.85419006  0.          0.        ]]",[ 0.19998971  0.38599303],-0.0503917209199,[ 0.65233071  0.1863255 ],-1.21322,"[ 0.84595817 -0.63626862 -0.0438334  -0.83990304 -0.28119131 -0.46379764
  0.68374539  0.46452489 -0.15068732  0.08166655  0.        ]",[-0.79676378 -0.58752066]
30,"[[-0.03077122 -2.3897557  -0.03111666 -0.05298695]
 [ 1.85669607  1.575025    0.          0.        ]]",[-0.24653265  0.09010568],-0.0535056757808,[-1.38603791  1.10285892],-1.31469,"[ 0.84658437 -0.61656047 -0.02544387 -0.88997319 -0.28119121 -0.46379746
  0.75769066  0.57714224 -0.12348126  0.06238112  0.        ]",[-0.79676378 -0.58752066]
31,"[[-0.03372711 -2.31883957 -0.03111666 -0.05298695]
 [-2.13896335  5.5035035   0.          0.        ]]",[ 0.20587811 -0.63509786],-0.0606464036976,[-0.19998477 -1.12266335],-1.22338,"[ 0.84643798 -0.55616204 -0.03027665 -1.02946578 -0.28119111 -0.46379727
  0.64392539  1.19089615 -0.06936519  0.00291033  0.        ]",[-0.79676378 -0.58752066]
32,"[[-0.08402358 -2.24959014 -0.03111666 -0.05298695]
 [-2.88816994  1.43500213  0.          0.        ]]",[ 0.39526358 -0.08655318],-0.0649490929772,[ 0.4983023   1.05243559],-1.21831,"[ 0.84190708 -0.49321294 -0.1124013  -1.15577183 -0.28119101 -0.46379709
  0.62259359  0.55526506 -0.05667701 -0.06424356  0.        ]",[-0.79676378 -0.58752066]
33,"[[-0.12142307 -2.18144791 -0.03111666 -0.05298695]
 [-0.85857188  5.36611149  0.          0.        ]]",[ 0.03638254 -0.93758798],-0.0700601430593,[-0.01113629 -1.39303362],-1.20723,"[ 0.83603564 -0.42773608 -0.173254   -1.26990857 -0.28119091 -0.4637969
  0.68038028  1.16943008 -0.03452956 -0.12661319  0.        ]",[-0.79676378 -0.58752066]
34,"[[-0.13886453 -2.1149194  -0.03111666 -0.05298695]
 [-0.88546526  1.30029045  0.          0.        ]]",[ 0.05671389 -0.45130762],-0.0762973576177,[ 0.22552881 -1.25201683],-1.21606,"[ 0.83256989 -0.36071993 -0.20154338 -1.37111878 -0.28119081 -0.46379671
  0.67961424  0.53421769  0.00653375 -0.18094062  0.        ]",[-0.79676378 -0.58752066]
35,"[[-0.14743839 -2.12890024 -0.03111666 -0.05298695]
 [ 0.02503958 -2.68509273  0.          0.        ]]",[ 0.03713026  0.23373225],-0.0742375813289,[-0.31038475  0.34939115],-1.27066,"[ 0.8306968  -0.37504177 -0.21542509 -1.35070959 -0.28119071 -0.46379653
  0.70553793 -0.08842761 -0.01494249 -0.17328346  0.        ]",[-0.79676378 -0.58752066]
36,"[[-0.15927117 -2.16818751 -0.03111666 -0.05298695]
 [-1.20422091 -1.24842244  0.          0.        ]]",[ 0.24306917  0.16861454],-0.0692034967539,[ 0.42894117 -0.8452296 ],-1.19027,"[ 0.82792913 -0.41461224 -0.23455404 -1.29089955 -0.28119061 -0.46379634
  0.6705379   0.13602663 -0.06116014 -0.14646911  0.        ]",[-0.79676378 -0.58752066]
37,"[[-0.16607864 -2.2264879  -0.03111666 -0.05298695]
 [ 0.51772902 -4.57054316  0.          0.        ]]",[ 0.18130717  0.85882282],-0.0624270316765,[ 0.22521998  0.95781165],-1.21938,"[ 0.82624074 -0.47139144 -0.24554272 -1.19561819 -0.28119051 -0.46379615
  0.71956519 -0.38299592 -0.11569961 -0.10076307  0.        ]",[-0.79676378 -0.58752066]
38,"[[-0.14688306 -2.27893938 -0.03111666 -0.05298695]
 [ 1.39891246 -0.68754326  0.          0.        ]]",[-0.04318814  0.31276044],-0.0579360126051,[-0.29551479  0.18734945],-1.22073,"[ 0.83082008 -0.52035081 -0.21452623 -1.10347012 -0.28119041 -0.46379597
  0.74465401  0.22365433 -0.13843735 -0.05288452  0.        ]",[-0.79676378 -0.58752066]
39,"[[-0.13092038 -2.28511029 -0.03111666 -0.05298695]
 [ 0.20134441  0.06793308  0.          0.        ]]",[ 0.08274684  0.21776396],-0.0582555947267,[ 0.50395059 -0.31253978],-1.18468,"[ 0.83420319 -0.52597179 -0.18866583 -1.09224024 -0.28119031 -0.46379578
  0.71055629  0.34168411 -0.12855914 -0.04489567  0.        ]",[-0.79676378 -0.58752066]
40,"[[-0.10691665 -2.2961822  -0.03111666 -0.05298695]
 [ 2.19239755 -1.17099178  0.          0.        ]]",[-0.19298401  0.35886738],-0.0585483572991,[ 0.68183427  1.38277251],-1.20877,"[ 0.83856244 -0.53598185 -0.14967818 -1.07189137 -0.28119021 -0.4637956
  0.76724551  0.14812376 -0.11548978 -0.03116662  0.        ]",[-0.79676378 -0.58752066]
41,"[[-0.03642338 -2.27964201 -0.03111666 -0.05298695]
 [ 4.84805537  2.81174752  0.          0.        ]]",[-0.81965041 -0.54218638],-0.0646402173706,[-1.31685386 -0.24997149],-1.27171,"[ 0.84628855 -0.52099167 -0.03468348 -1.10219326 -0.2811901  -0.46379541
  0.84285742  0.77035679 -0.03879696 -0.02866888  0.        ]",[-0.79676378 -0.58752066]
42,"[[ 0.01985574 -2.23389462 -0.03111666 -0.05298695]
 [ 0.79339418  1.76646658  0.          0.        ]]",[-0.36296523 -0.46767113],-0.0730256663976,[-0.01093435 -0.12054369],-1.27047,"[ 0.84700171 -0.47842937  0.05736391 -1.1829647  -0.28119    -0.46379522
  0.72741197  0.60704961  0.0529749  -0.0447489   0.        ]",[-0.79676378 -0.58752066]
43,"[[ 0.0351318  -2.20370508 -0.03111666 -0.05298695]
 [ 0.73441034  1.25419532  0.          0.        ]]",[-0.41053465 -0.4980253 ],-0.0772421506518,[-0.63200791 -0.72038157],-1.31968,"[ 0.84635832 -0.44948772  0.08234315 -1.23375918 -0.2811899  -0.46379504
  0.72573221  0.52701592  0.09556808 -0.05906611  0.        ]",[-0.79676378 -0.58752066]
44,"[[ 0.02457336 -2.20748838 -0.03111666 -0.05298695]
 [-1.78187524 -1.62293643  0.          0.        ]]",[ 0.03663763  0.08253625],-0.0761842268581,[-0.29730764  0.5697576 ],-1.31623,"[ 0.84684032 -0.45315052  0.06507914 -1.22750388 -0.2811898  -0.46379485
  0.65408772  0.07751407  0.08218872 -0.06070836  0.        ]",[-0.79676378 -0.58752066]
45,"[[-0.02251988 -2.21698886 -0.03111666 -0.05298695]
 [-2.92363705  0.66526564  0.          0.        ]]",[ 0.26081368 -0.15626654],-0.0722563768996,[ 0.18821383 -0.62937809],-1.2341,"[ 0.84691386 -0.46230341 -0.01195002 -1.21165619 -0.2811897  -0.46379466
  0.62157896  0.43500582  0.02939691 -0.07095461  0.        ]",[-0.79676378 -0.58752066]
46,"[[-0.07293552 -2.22881961 -0.03111666 -0.05298695]
 [-2.12061188 -1.8399931   0.          0.        ]]",[ 0.28745311  0.3384966 ],-0.0678760233453,[ 0.50421295 -0.63658615],-1.19816,"[ 0.84323133 -0.4736099  -0.09431856 -1.19164099 -0.2811896  -0.46379448
  0.64444256  0.04360243 -0.02855614 -0.07745959  0.        ]",[-0.79676378 -0.58752066]
47,"[[-0.09489963 -2.29054482 -0.03111666 -0.05298695]
 [-0.08259105 -4.32424795  0.          0.        ]]",[ 0.20152181  0.91733694],-0.0598867863613,[ 0.24673759 -0.58953902],-1.20211,"[ 0.84041239 -0.53089586 -0.13012083 -1.08227752 -0.2811895  -0.46379429
  0.70246918 -0.34451944 -0.10023731 -0.03354343  0.        ]",[-0.79676378 -0.58752066]
48,"[[-0.08673496 -2.39959215 -0.03111666 -0.05298695]
 [ 0.89579213 -6.5729872   0.          0.        ]]",[ 0.2579945   1.55296338],-0.0490909536536,[ 0.56153197  1.09807378],-1.22896,"[ 0.84154555 -0.62459307 -0.11681988 -0.86983651 -0.2811894  -0.4637941
  0.73032555 -0.69584595 -0.17558277  0.0624114   0.        ]",[-0.79676378 -0.58752066]
49,"[[-0.04669309 -2.49001846 -0.03111666 -0.05298695]
 [ 3.1010842  -2.48326548  0.          0.        ]]",[-0.15509561  1.10616112],-0.042949931743,[-0.23457628  0.49912871],-1.27743,"[ 0.84563151 -0.69434883 -0.05146834 -0.67658209 -0.2811893  -0.46379392
  0.79311469 -0.05689711 -0.20733283  0.15026709  0.        ]",[-0.79676378 -0.58752066]
