timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[-0.07928757 -0.00485801 -0.19716792 -0.13148943]
 [-0.00322388  0.00407658  0.          0.        ]]",[-4.35627937 -5.20011854],-0.422236178566,[-4.64026204 -5.5900724 ],-4.13976,"[ 0.84668525  1.48979808 -0.11553951  0.99245597 -1.71750777 -1.14722032
  0.71203163  0.33343327  3.61941931  1.44882302  0.        ]",[-0.7539084  -0.56377393]
1,"[[-0.11902647 -0.04448969 -0.19716792 -0.13148943]
 [-3.9575069  -3.95405734  0.          0.        ]]",[-3.77944565 -4.75041103],-0.41757114377,[-3.73624875 -4.00912719],-4.16535,"[ 0.84070445  1.48861815 -0.18022071  0.8812959  -1.71750535 -1.14721937
  0.59860787 -0.27967727  3.60405913  1.32011268  0.        ]",[-0.7539084  -0.56377393]
2,"[[-0.237067   -0.16249803 -0.19716792 -0.13148943]
 [-7.83366913 -7.83384642  0.          0.        ]]",[-3.02499723 -4.1456275 ],-0.401046358442,[-4.02472748 -4.52275933],-3.89329,"[ 0.80893966  1.47393328 -0.37014833  0.55214437 -1.71750293 -1.14721842
  0.48742495 -0.88065203  3.50717293  0.94761314  0.        ]",[-0.7539084  -0.56377393]
3,"[[ -0.43186455  -0.35733123  -0.19716792  -0.13148943]
 [-11.6335395  -11.63678401   0.           0.        ]]",[-2.0768013  -3.30341387],-0.365658330251,[-2.0783858  -2.30380516],-3.55297,"[ 0.71187843  1.413686   -0.67066429  0.02466787 -1.71750051 -1.14721748
  0.3784304  -1.46972152  3.19177404  0.39996541  0.        ]",[-0.7539084  -0.56377393]
4,"[[ -0.70191439  -0.62746632  -0.19716792  -0.13148943]
 [-15.35929401 -15.36425806   0.           0.        ]]",[-1.20211983 -2.13928604],-0.302472915778,[-1.95691858 -2.18908843],-2.89976,"[ 0.49207709  1.26025714 -1.04217949 -0.64121805 -1.71749809 -1.14721653
  0.27156178 -2.04709941  2.50697092 -0.12512757  0.        ]",[-0.7539084  -0.56377393]
5,"[[ -1.04575894  -0.97140709  -0.19716792  -0.13148943]
 [-19.01344499 -19.01756288   0.           0.        ]]",[ 0.11060543 -0.60901004],-0.207047769881,[ 0.18471995 -0.81856478],-2.1032,"[ 0.0932131   0.9645515  -1.40143966 -1.31065099 -1.71749567 -1.14721558
  0.16674703 -2.61298442  1.46355494 -0.27186916  0.        ]",[-0.7539084  -0.56377393]
6,"[[ -1.4149568   -1.38049009  -0.19716792  -0.13148943]
 [-17.91027938 -21.88116539   0.           0.        ]]",[ 1.19260049  0.25867543],-0.109310706343,[ 0.88299402  1.26825787],-1.68034,"[-0.43285834  0.51266701 -1.60194793 -1.74910819 -1.71749325 -1.14721463
  0.19838988 -3.05654063  0.51844844  0.23482463  0.        ]",[-0.7539084  -0.56377393]
7,"[[ -1.73460115  -1.77403419  -0.19716792  -0.13148943]
 [-14.06644647 -17.48791863   0.           0.        ]]",[ 1.09701252  0.53764009],-0.106495995866,[ 1.80753833  0.26962418],-1.75846,"[-0.91673703  0.04147394 -1.59987234 -1.74201199 -1.71749082 -1.14721368
  0.30864531 -2.37603005  0.19478871  1.01996651  0.        ]",[-0.7539084  -0.56377393]
8,"[[ -1.97345505  -2.10960497  -0.19716792  -0.13148943]
 [ -9.832725   -16.07390288   0.           0.        ]]",[ 0.07291828 -0.37235892],-0.15869310948,[-0.05779394 -1.07406578],-2.08727,"[-1.26456486 -0.33363815 -1.49094031 -1.40222881 -1.7174884  -1.14721274
  0.43008419 -2.15699792  0.35177202  1.59264991  0.        ]",[-0.7539084  -0.56377393]
9,"[[ -2.1704728   -2.4676146   -0.19716792  -0.13148943]
 [ -9.8689617  -19.71494252   0.           0.        ]]",[-1.47646296 -1.87031138],-0.206730981797,[-1.94902877 -2.13464082],-2.42451,"[-1.52682612 -0.65688193 -1.33634945 -0.74503831 -1.71748598 -1.14721179
  0.4290446  -2.72097768  0.76203409  1.90106767  0.        ]",[-0.7539084  -0.56377393]
10,"[[ -2.4056346   -2.89772298  -0.19716792  -0.13148943]
 [-13.63460262 -23.28403719   0.           0.        ]]",[-3.00850296 -3.14366531],-0.241295492239,[-2.36738247 -3.59195932],-2.68007,"[-1.79562799 -0.88472344 -1.08407502  0.32859066 -1.71748356 -1.14721084
  0.32103166 -3.27380656  1.30212155  1.87116542  0.        ]",[-0.7539084  -0.56377393]
11,"[[ -2.71533761  -3.12552603  -0.19716792  -0.13148943]
 [-17.32333615  -1.87911753   0.           0.        ]]",[-2.64197302 -3.1257689 ],-0.246966904673,[-1.8146299  -3.07711123],-2.84164,"[-2.05305693 -0.920225   -0.66231135  0.96101098 -1.71748114 -1.14720989
  0.21522473  0.04174281  1.52808951  1.67237093  0.        ]",[-0.7539084  -0.56377393]
12,"[[ -3.09808593  -3.10707238  -0.19716792  -0.13148943]
 [-20.9395105    2.22389218   0.           0.        ]]",[-3.2241416  -3.44639254],-0.247332926573,[-2.59447087 -3.70478103],-2.75476,"[-2.18764742 -0.91966198 -0.0571144   0.90924949 -1.71747872 -1.14720894
  0.11149908  0.67728495  1.53801328  1.66440495  0.        ]",[-0.7539084  -0.56377393]
13,"[[ -3.55244185  -3.06344006  -0.19716792  -0.13148943]
 [-24.48427582   1.89202474   0.           0.        ]]",[-3.66874743 -3.64412069],-0.249429044622,[-3.77405272 -3.78232349],-2.67088,"[-2.06256787 -0.91670095  0.66734858  0.78702718 -1.7174763  -1.14720799
  0.00982171  0.62587947  1.56402622  1.66451156  0.        ]",[-0.7539084  -0.56377393]
14,"[[ -4.07698917  -3.03381042  -0.19716792  -0.13148943]
 [-27.95887648   1.09203655   0.           0.        ]]",[-3.81919241 -3.61675024],-0.249408976614,[-4.32749194 -2.93891659],-2.6895,"[-1.57108791 -0.9133857   1.33057546  0.70425246 -1.71747388 -1.14720705
 -0.08984307  0.5019637   1.59329992  1.61879263  0.        ]",[-0.7539084  -0.56377393]
15,"[[ -4.67033829  -3.01790122  -0.19716792  -0.13148943]
 [-31.36468428   0.5479082    0.           0.        ]]",[-3.497226   -3.30299306],-0.244291470615,[-3.60971309 -3.53646875],-2.66021,"[-0.7327164  -0.91117117  1.64837835  0.65991238 -1.71747146 -1.1472061
 -0.18753461  0.4176798   1.58152148  1.53643679  0.        ]",[-0.7539084  -0.56377393]
16,"[[ -5.33112704  -3.01019883  -0.19716792  -0.13148943]
 [-34.70306526   0.2555731    0.           0.        ]]",[-2.49431276 -2.50472426],-0.234259549779,[-2.33469667 -2.5683356 ],-2.70558,"[ 0.21296307 -0.90998992  1.34656458  0.6384759  -1.71746904 -1.14720515
 -0.28329208  0.37239788  1.50372849  1.46340392  0.        ]",[-0.7539084  -0.56377393]
17,"[[ -6.05802031  -3.00668152  -0.19716792  -0.13148943]
 [-37.97535709   0.11399742   0.           0.        ]]",[-0.83696574 -1.59626043],-0.22357620913,[-0.64536548 -0.93398463],-2.76661,"[ 0.81308997 -0.9094266   0.37924699  0.62869388 -1.71746662 -1.1472042
 -0.37715385  0.35046811  1.37892578  1.45626774  0.        ]",[-0.7539084  -0.56377393]
18,"[[ -6.83562166  -3.00506451  -0.19716792  -0.13148943]
 [-39.77876783   0.05417372   0.           0.        ]]",[-0.50912613 -1.35446966],-0.219647372016,[-0.36970639 -0.71710905],-2.72717,"[ 0.62532259 -0.90916235 -0.84437664  0.6241982  -1.7174642  -1.14720325
 -0.42888244  0.34120147  1.27430066  1.54198985  0.        ]",[-0.7539084  -0.56377393]
19,"[[ -7.63798250e+00  -3.00408473e+00  -1.97167921e-01  -1.31489428e-01]
 [ -4.04550625e+01   4.03481722e-02   0.00000000e+00   0.00000000e+00]]",[-0.82352835 -1.75842011],-0.226626568846,[-0.36979789 -1.07034215],-2.76644,"[-0.34297785 -0.90900048 -1.58375443  0.62147453 -1.71746178 -1.14720231
 -0.44828099  0.3390598   1.2623032   1.68035626  0.        ]",[-0.7539084  -0.56377393]
20,"[[ -8.45373856e+00  -3.00376610e+00  -1.97167921e-01  -1.31489428e-01]
 [ -4.11183338e+01   1.64461816e-03   0.00000000e+00   0.00000000e+00]]",[-1.36633265 -2.37923074],-0.2402805038,[-1.42037115 -2.3141467 ],-2.82008,"[-1.52691295 -0.90894719 -1.33627383  0.62058865 -1.71745936 -1.14720136
 -0.46730598  0.3330646   1.35855268  1.78652902  0.        ]",[-0.7539084  -0.56377393]
21,"[[ -9.30766299e+00  -3.00381564e+00  -1.97167921e-01  -1.31489428e-01]
 [ -4.42636267e+01  -4.25247278e-03   0.00000000e+00   0.00000000e+00]]",[-2.57985592 -3.15665269],-0.252004287659,[-3.18499443 -2.84156886],-2.80013,"[-2.17866201 -0.9089548  -0.17710819  0.62072602 -1.71745694 -1.14720041
 -0.55752493  0.33215103  1.51035598  1.78781693  0.        ]",[-0.7539084  -0.56377393]
22,"[[ -1.02238685e+01  -3.00389522e+00  -1.97167921e-01  -1.31489428e-01]
 [ -4.73466539e+01  -3.35063376e-03   0.00000000e+00   0.00000000e+00]]",[-3.40788007 -3.48701572],-0.253543659355,[-2.8324264  -3.31469005],-2.75229,"[-1.72897678 -0.90896737  1.18643991  0.62094689 -1.71745451 -1.14719946
 -0.6459578   0.33229059  1.61403199  1.66592351  0.        ]",[-0.7539084  -0.56377393]
23,"[[ -1.12011223e+01  -3.00394704e+00  -1.97167921e-01  -1.31489428e-01]
 [ -5.03686480e+01  -1.88784060e-03   0.00000000e+00   0.00000000e+00]]",[-2.79408288 -2.94018078],-0.241788189954,[-2.84357248 -3.07330667],-2.69175,"[-0.35850987 -0.90897535  1.61538757  0.62109061 -1.71745209 -1.14719851
 -0.73263996  0.33251704  1.5710274   1.50302698  0.        ]",[-0.7539084  -0.56377393]
24,"[[ -1.22382156e+01  -3.00397435e+00  -1.97167921e-01  -1.31489428e-01]
 [ -5.33308173e+01  -9.32693178e-04   0.00000000e+00   0.00000000e+00]]",[-1.01155066 -1.78073215],-0.224788343787,[-0.77563991 -1.54522833],-2.73793,"[ 0.77034407 -0.90897928  0.54123952  0.62116621 -1.71744967 -1.14719756
 -0.81760604  0.33266486  1.39822042  1.44871263  0.        ]",[-0.7539084  -0.56377393]
25,"[[ -1.33250514e+01  -3.00398736e+00  -1.97167921e-01  -1.31489428e-01]
 [ -5.53460396e+01  -4.27397259e-04   0.00000000e+00   0.00000000e+00]]",[-0.77690715 -1.58800507],-0.220354611323,[ 0.17974207 -1.73671662],-2.69618,"[ 0.43452457 -0.90898083 -1.11133984  0.62120207 -1.71744725 -1.14719662
 -0.87540992  0.33274299  1.25983777  1.57513087  0.        ]",[-0.7539084  -0.56377393]
26,"[[ -1.44138389e+01  -3.00399316e+00  -1.97167921e-01  -1.31489428e-01]
 [ -5.35387337e+01  -1.86044572e-04   0.00000000e+00   0.00000000e+00]]",[-1.34695971 -2.21995211],-0.234659053893,[-0.25892699 -2.47328056],-2.81065,"[-1.0840738  -0.9089812  -1.55955413  0.62121789 -1.71744483 -1.14719567
 -0.82356884  0.33278025  1.31008283  1.7540212   0.        ]",[-0.7539084  -0.56377393]
27,"[[ -1.54842653e+01  -3.00399570e+00  -1.97167921e-01  -1.31489428e-01]
 [ -5.35040239e+01  -8.13482964e-05   0.00000000e+00   0.00000000e+00]]",[-2.28161407 -3.03630686],-0.250977582421,[-1.7515964  -3.24866602],-2.85486,"[-2.15119084 -0.90898103 -0.34884955  0.62122464 -1.71744241 -1.14719472
 -0.82257273  0.33279633  1.49218811  1.79442238  0.        ]",[-0.7539084  -0.56377393]
28,"[[ -1.65834434e+01  -3.00399681e+00  -1.97167921e-01  -1.31489428e-01]
 [ -5.64041238e+01  -3.45403288e-05   0.00000000e+00   0.00000000e+00]]",[-3.24224496 -3.4125104 ],-0.253055727876,[-2.83084577 -3.96955105],-2.71004,"[-1.64272613 -0.90898062  1.27007511  0.62122742 -1.71743999 -1.14719377
 -0.90575836  0.33280345  1.61669479  1.6524081   0.        ]",[-0.7539084  -0.56377393]
29,"[[ -1.77400475e+01  -3.00399723e+00  -1.97167921e-01  -1.31489428e-01]
 [ -5.92468121e+01  -1.04689451e-05   0.00000000e+00   0.00000000e+00]]",[-2.2258122  -2.62855959],-0.237384940097,[-3.23126437 -1.85636322],-2.71172,"[ 0.00787521 -0.9089801   1.47884782  0.62122828 -1.71743757 -1.14719282
 -0.98729708  0.33280705  1.53529607  1.47353997  0.        ]",[-0.7539084  -0.56377393]
30,"[[ -1.89529407e+01  -3.00399731e+00  -1.97167921e-01  -1.31489428e-01]
 [ -6.20332252e+01   1.02967554e-06   0.00000000e+00   0.00000000e+00]]",[-0.81816232 -1.6416806 ],-0.220546343988,[-1.18130756 -1.73053322],-2.68886,"[ 0.84335201 -0.90897952 -0.15478689  0.6212282  -1.71743515 -1.14719188
 -1.0672215   0.3328087   1.32673953  1.48024063  0.        ]",[-0.7539084  -0.56377393]
31,"[[ -2.02210088e+01  -3.00399723e+00  -1.97167921e-01  -1.31489428e-01]
 [ -6.47644773e+01   6.33957841e-06   0.00000000e+00   0.00000000e+00]]",[-1.23265719 -1.98717618],-0.226858937392,[-1.20374649 -1.08133297],-2.70919,"[-0.36774717 -0.90897891 -1.58936928  0.62122767 -1.71743273 -1.14719093
 -1.14556355  0.33280939  1.2631663   1.68311593  0.        ]",[-0.7539084  -0.56377393]
32,"[[ -2.15431594e+01  -3.00399708e+00  -1.97167921e-01  -1.31489428e-01]
 [ -6.74416603e+01   8.78578194e-06   0.00000000e+00   0.00000000e+00]]",[-2.03030753 -2.88528085],-0.248348581756,[-2.0892026  -3.26735829],-2.78987,"[-2.03904563 -0.90897829 -0.69452049  0.62122693 -1.71743031 -1.14718998
 -1.22235453  0.33280963  1.45202364  1.80237659  0.        ]",[-0.7539084  -0.56377393]
33,"[[ -2.29183219e+01  -3.00399689e+00  -1.97167921e-01  -1.31489428e-01]
 [ -7.00658446e+01   9.95261807e-06   0.00000000e+00   0.00000000e+00]]",[-2.92261934 -3.29884481],-0.252682463253,[-3.09926243 -3.12508118],-2.7296,"[-1.5811049  -0.90897767  1.32254307  0.6212261  -1.71742789 -1.14718903
 -1.29762514  0.33280968  1.61794658  1.6432225   0.        ]",[-0.7539084  -0.56377393]
