timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
17,"[[-0.89421419 -1.39444907 -0.04961889 -0.1387578 ]
 [ 1.88661555  2.79503703  0.          0.        ]]",[-0.72512293 -0.61145955],-0.0455738976955,[-1.51257728 -0.19037496],-1.37095,"[ 0.26875129  0.45404485 -1.23904215 -1.70266669 -0.43839035 -1.20764659
  0.7514734   0.76971425 -0.22688079  0.08062259  0.        ]",[-0.81440812 -0.62385762]
18,"[[-0.89655951 -1.3466581  -0.04961889 -0.1387578 ]
 [-2.10781243  1.98675761  0.          0.        ]]",[-0.14450043 -0.42373747],-0.0504108558116,[-0.57128458 -0.74382772],-1.33539,"[ 0.26592961  0.51034108 -1.24143699 -1.67633878 -0.43839019 -1.20764567
  0.6385999   0.6424766  -0.18768054  0.04538095  0.        ]",[-0.81440812 -0.62385762]
19,"[[-0.96097269 -1.33686297 -0.04961889 -0.1387578 ]
 [-4.32612627 -0.99729014  0.          0.        ]]",[ 0.52360523  0.36449242],-0.042267399206,[ 0.27910235  0.50558658],-1.32366,"[ 0.18642098  0.52180811 -1.30444706 -1.67017745 -0.43839002 -1.20764476
  0.57591528  0.17273494 -0.2921697   0.04550154  0.        ]",[-0.81440812 -0.62385762]
20,"[[-1.03555959 -1.3365268  -0.04961889 -0.1387578 ]
 [-3.13651442  1.02416485  0.          0.        ]]",[ 0.42483875  0.12115063],-0.0321438055776,[ 0.00601368 -1.02498196],-1.27684,"[ 0.08980191  0.522201   -1.37045265 -1.66995952 -0.43838986 -1.20764384
  0.60953069  0.49094742 -0.42250996  0.06246227  0.        ]",[-0.81440812 -0.62385762]
21,"[[-1.09741971 -1.35597456 -0.04961889 -0.1387578 ]
 [-3.04981461 -2.95567763  0.          0.        ]]",[ 1.02880251  1.13460767],-0.0225726735454,[ 1.86407833  0.82512328],-1.25441,"[ 0.0063284   0.49940981 -1.41928151 -1.68195087 -0.4383897  -1.20764293
  0.61198037 -0.13555008 -0.54428502  0.10116761  0.        ]",[-0.81440812 -0.62385762]
22,"[[-1.11811392 -1.38172915 -0.04961889 -0.1387578 ]
 [ 0.96704574  0.36913906  0.          0.        ]]",[ 0.18008481  0.42756116],-0.0178017178533,[-0.07261528  0.37964125],-1.33742,"[-0.02221242  0.46907989 -1.43438228 -1.69625578 -0.43838954 -1.20764201
  0.72548722  0.38783485 -0.59793839  0.13377609  0.        ]",[-0.81440812 -0.62385762]
23,"[[-1.10185144 -1.35933668 -0.04961889 -0.1387578 ]
 [ 0.66022122  1.86512198  0.          0.        ]]",[ 0.01555035  0.04882796],-0.0217414470706,[ 0.2528759   0.54672191],-1.3177,"[  2.41217829e-04   4.95459290e-01  -1.42256563e+00  -1.68391662e+00
  -4.38389380e-01  -1.20764110e+00   7.16816735e-01   6.23328862e-01
  -5.54334530e-01   1.06059950e-01   0.00000000e+00]",[-0.81440812 -0.62385762]
24,"[[-1.07874316 -1.30068679 -0.04961889 -0.1387578 ]
 [ 1.6472956   3.99277629  0.          0.        ]]",[-0.37427619 -0.58353412],-0.0306714931946,[-0.43453082 -0.65144421],-1.28773,"[ 0.03182853  0.5639187  -1.40511306 -1.64518395 -0.43838922 -1.20764019
  0.74470883  0.95825894 -0.46879381  0.04626644  0.        ]",[-0.81440812 -0.62385762]
25,"[[-1.0633708  -1.24750068 -0.04961889 -0.1387578 ]
 [-0.10419759  1.33469319  0.          0.        ]]",[-0.05536361 -0.16698478],-0.03833920452,[ 0.38241231 -0.74415779],-1.26729,"[  5.26270465e-02   6.25052977e-01  -1.39307617e+00  -1.60211914e+00
  -4.38389058e-01  -1.20763927e+00   6.95215338e-01   5.39829143e-01
  -3.96560950e-01  -1.47265234e-03   0.00000000e+00]",[-0.81440812 -0.62385762]
26,"[[-1.05024427 -1.25063938 -0.04961889 -0.1387578 ]
 [ 1.41180137 -1.63865112  0.          0.        ]]",[-0.02711935  0.36404824],-0.0396635288506,[-0.60163548  0.68158384],-1.33561,"[ 0.07024708  0.62147325 -1.38253044 -1.60486619 -0.4383889  -1.20763836
  0.73805364  0.07177171 -0.37560931 -0.00243209  0.        ]",[-0.81440812 -0.62385762]
27,"[[-1.0461814  -1.25600325 -0.04961889 -0.1387578 ]
 [-0.99748877  1.09315684  0.          0.        ]]",[ 0.04963964 -0.11692534],-0.0396004211828,[-0.57939462 -0.06618234],-1.31017,"[  7.56741181e-02   6.15347281e-01  -1.37921594e+00  -1.60950201e+00
  -4.38388737e-01  -1.20763744e+00   6.69972318e-01   5.01806930e-01
  -3.72970680e-01   7.20682411e-04   0.00000000e+00]",[-0.81440812 -0.62385762]
28,"[[-1.08893567 -1.23698091 -0.04961889 -0.1387578 ]
 [-3.27036287  0.81002664  0.          0.        ]]",[ 0.5071069   0.09218843],-0.0363403335682,[-0.24031098  0.61913497],-1.31711,"[ 0.01794293  0.63702157 -1.41290069 -1.59271236 -0.43838858 -1.20763653
  0.60574583  0.45723699 -0.43366929 -0.00239602  0.        ]",[-0.81440812 -0.62385762]
29,"[[-1.16324016 -1.19634169 -0.04961889 -0.1387578 ]
 [-4.15712356  3.24578293  0.          0.        ]]",[ 0.62796104 -0.24101235],-0.0325594481224,[ 0.54424926 -0.4481166 ],-1.27481,"[-0.08543388  0.68283935 -1.46511465 -1.55368105 -0.43838841 -1.20763561
  0.58068776  0.84066832 -0.53395364 -0.00883275  0.        ]",[-0.81440812 -0.62385762]
30,"[[-1.22394495 -1.14987872 -0.04961889 -0.1387578 ]
 [-1.92081795  1.4066329   0.          0.        ]]",[ 0.58711874  0.12647535],-0.0319995332643,[ 0.77930786 -0.48765115],-1.28591,"[-0.17241909  0.73432903 -1.50163917 -1.50384552 -0.43838825 -1.2076347
  0.64388039  0.55115284 -0.60615296 -0.02058521  0.        ]",[-0.81440812 -0.62385762]
31,"[[-1.23103584 -1.14140695 -0.04961889 -0.1387578 ]
 [ 1.20132606 -0.55292469  0.          0.        ]]",[ 0.40037754  0.44007713],-0.0322709427365,[ 1.07711214 -0.10334473],-1.28715,"[-0.18271188  0.743606   -1.50553739 -1.49416613 -0.43838809 -1.20763378
  0.73210475  0.24268312 -0.61218097 -0.02424391  0.        ]",[-0.81440812 -0.62385762]
32,"[[-1.16754599 -1.1564713  -0.04961889 -0.1387578 ]
 [ 5.13456837 -0.95215808  0.          0.        ]]",[-0.30675268  0.24142335],-0.0361293994238,[-0.06674155  0.14988414],-1.29624,"[-0.09153317  0.72708445 -1.46788483 -1.51124818 -0.43838793 -1.20763287
  0.84324883  0.17983653 -0.50816314 -0.03930145  0.        ]",[-0.81440812 -0.62385762]
33,"[[-1.06852487 -1.1693688  -0.04961889 -0.1387578 ]
 [ 4.76875911 -0.33963643  0.          0.        ]]",[-0.65465093 -0.1325095 ],-0.0461412619533,[-0.48266401  0.04009621],-1.31432,"[ 0.04567348  0.71285191 -1.39713845 -1.52541589 -0.43838777 -1.20763196
  0.83291146  0.27625843 -0.3358551  -0.05871092  0.        ]",[-0.81440812 -0.62385762]
34,"[[-0.9932589  -1.17449529 -0.04961889 -0.1387578 ]
 [ 2.76451046 -0.17357845  0.          0.        ]]",[-0.62026942 -0.29687294],-0.0556072267498,[ 0.2419955  -0.52205159],-1.30609,"[ 0.14517015  0.70717274 -1.33393653 -1.53092865 -0.43838761 -1.20763104
  0.77627553  0.30239886 -0.20002521 -0.06596133  0.        ]",[-0.81440812 -0.62385762]
35,"[[-0.92890451 -1.19867429 -0.04961889 -0.1387578 ]
 [ 3.66792516 -2.2374376   0.          0.        ]]",[-0.73067284 -0.02058052],-0.0619971635519,[-0.29476592 -0.7691122 ],-1.3478,"[ 0.22648407  0.68022637 -1.27373536 -1.55602768 -0.43838745 -1.20763013
  0.80180359 -0.02249009 -0.10385263 -0.05255893  0.        ]",[-0.81440812 -0.62385762]
36,"[[-0.86796904 -1.27353027 -0.04961889 -0.1387578 ]
 [ 2.42972008 -5.2381682   0.          0.        ]]",[-0.35980433  0.63109803],-0.062558053318,[-0.36303218  1.50158242],-1.49154,"[ 0.29996151  0.59525415 -1.21173433 -1.6241121  -0.43838729 -1.20762921
  0.76681433 -0.4948596  -0.06663564 -0.00402934  0.        ]",[-0.81440812 -0.62385762]
37,"[[-0.83427986 -1.33752171 -0.04961889 -0.1387578 ]
 [ 0.94415288 -1.17452677  0.          0.        ]]",[-0.59610403 -0.09666178],-0.0604834231244,[-0.38392145 -1.01448488],-1.37151,"[ 0.33901389  0.52103264 -1.17545378 -1.67056766 -0.43838713 -1.2076283
  0.7248352   0.14483175 -0.06927583  0.03874018  0.        ]",[-0.81440812 -0.62385762]
38,"[[-0.83081905 -1.40050338 -0.04961889 -0.1387578 ]
 [-0.59299418 -5.11052791  0.          0.        ]]",[ 0.0540164   0.88142079],-0.0542053586262,[-0.42071514  1.34211327],-1.46511,"[ 0.34295973  0.44687002 -1.17164749 -1.70552003 -0.43838697 -1.20762738
  0.68139856 -0.47476674 -0.12313528  0.08178626  0.        ]",[-0.81440812 -0.62385762]
39,"[[-0.85927506 -1.46196752 -0.04961889 -0.1387578 ]
 [-2.24707393 -1.04942233  0.          0.        ]]",[ 0.09018609  0.34691244],-0.0435420629081,[ 0.39255369  1.04375303],-1.3731,"[ 0.31014927  0.37371317 -1.20250302 -1.72919513 -0.4383868  -1.20762647
  0.6346577   0.16452576 -0.22660545  0.12939443  0.        ]",[-0.81440812 -0.62385762]
40,"[[-0.88819157 -1.44302267 -0.04961889 -0.1387578 ]
 [-0.64989841  2.93063929  0.          0.        ]]",[-0.31735331 -0.44700325],-0.0412784745386,[-0.46135331 -0.43449832],-1.34748,"[ 0.27597309  0.3963273  -1.23283131 -1.72300026 -0.43838664 -1.20762555
  0.67979     0.79106029 -0.25893195  0.11777806  0.        ]",[-0.81440812 -0.62385762]
41,"[[-0.91937505 -1.40224994 -0.04961889 -0.1387578 ]
 [-2.46239959  1.15256566  0.          0.        ]]",[ 0.08522904 -0.06531582],-0.0410900354807,[ 0.15792064 -0.67062033],-1.30286,"[ 0.2382073   0.44480012 -1.26434865 -1.70632939 -0.43838648 -1.20762464
  0.62857249  0.51115855 -0.27690717  0.08985126  0.        ]",[-0.81440812 -0.62385762]
42,"[[-0.96185835 -1.40607106 -0.04961889 -0.1387578 ]
 [-1.78818606 -1.52575342  0.          0.        ]]",[ 0.28499615  0.54844826],-0.0345918465334,[ 0.51882227  0.380221  ],-1.31451,"[ 0.18530139  0.44027017 -1.30524833 -1.70808271 -0.43838632 -1.20762372
  0.64762398  0.08954168 -0.35270543  0.1009666   0.        ]",[-0.81440812 -0.62385762]
43,"[[-0.97667054 -1.42118195 -0.04961889 -0.1387578 ]
 [ 0.30002141  0.00954831  0.          0.        ]]",[-0.0764299  0.2451535],-0.0308618021414,[-0.26541362  1.07581021],-1.37335,"[ 0.16647616  0.42232913 -1.31894268 -1.71463135 -0.43838616 -1.20762281
  0.70663177  0.33122647 -0.39006961  0.11729515  0.        ]",[-0.81440812 -0.62385762]
44,"[[-0.98127618 -1.38126286 -0.04961889 -0.1387578 ]
 [-0.75707212  3.96916536  0.          0.        ]]",[-0.18506467 -0.55943191],-0.0345610499584,[ 0.78488925  0.47954597],-1.28894,"[ 0.1605839   0.46962469 -1.32313957 -1.69597194 -0.438386   -1.2076219
  0.67676034  0.95454306 -0.36544199  0.08501488  0.        ]",[-0.81440812 -0.62385762]
45,"[[-0.96510912 -1.28362349 -0.04961889 -0.1387578 ]
 [ 2.36332277  5.78870264  0.          0.        ]]",[-0.89863074 -1.27749479],-0.047529651601,[-1.57289814 -2.02295935],-1.28158,"[ 0.18118617  0.58363416 -1.30827599 -1.63214726 -0.43838584 -1.20762098
  0.76493543  1.240971   -0.25170337  0.00632138  0.        ]",[-0.81440812 -0.62385762]
46,"[[-0.95800565 -1.20871742 -0.04961889 -0.1387578 ]
 [-1.63957108  1.71548434  0.          0.        ]]",[-0.1785683  -0.53684986],-0.0567708712192,[ 0.54631932 -1.14522145],-1.27783,"[ 0.19016614  0.66895629 -1.30163339 -1.56599002 -0.43838568 -1.20762007
  0.6518222   0.59977074 -0.16771601 -0.04585091  0.        ]",[-0.81440812 -0.62385762]
47,"[[-0.96877185 -1.21448179 -0.04961889 -0.1387578 ]
 [ 0.55563282 -2.27860922  0.          0.        ]]",[-0.13759732  0.22984834],-0.0546232848448,[-0.94460589 -0.07112738],-1.35091,"[ 0.1765384   0.66246883 -1.31167188 -1.57160046 -0.43838552 -1.20761915
  0.71385349 -0.02897368 -0.19326553 -0.04144626  0.        ]",[-0.81440812 -0.62385762]
48,"[[-0.995272   -1.26241784 -0.04961889 -0.1387578 ]
 [-3.19318907 -2.51421337  0.          0.        ]]",[ 0.54877758  0.57355314],-0.0456875077611,[ 0.47670909  0.67267977],-1.31476,"[ 0.14256712  0.60800254 -1.33571507 -1.61491078 -0.43838536 -1.20761824
  0.60791977 -0.06606213 -0.2866722  -0.0048223   0.        ]",[-0.81440812 -0.62385762]
49,"[[-1.03958214 -1.2854829  -0.04961889 -0.1387578 ]
 [-1.24429213  0.19866343  0.          0.        ]]",[ 0.16669202  0.11632122],-0.0372255415824,[-0.57489204  0.55630344],-1.32958,"[ 0.08446072  0.58148877 -1.37375935 -1.63359428 -0.43838519 -1.20761732
  0.66299103  0.36099515 -0.38675264  0.02213226  0.        ]",[-0.81440812 -0.62385762]
