timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[-0.08529722 -0.03314098 -0.06851971 -0.17452534]
 [ 0.00123062 -0.0048598   0.          0.        ]]",[-3.94803429 -5.34734869],-0.316787379021,[-4.14191691 -4.65656681],-4.28271,"[ 0.83841053  1.39273295 -0.08161329  0.95499763 -0.59713293 -1.52316962
  0.67847769  0.32519352  2.37302839  2.03359823  0.        ]",[-0.89141572 -0.77566862]
1,"[[-0.12494794 -0.07294961 -0.06851971 -0.17452534]
 [-3.95314488 -3.96281691  0.          0.        ]]",[-2.85556889 -4.43361425],-0.309315152692,[-2.68235198 -4.32508297],-4.20088,"[ 0.83188144  1.39019486 -0.14564524  0.84684517 -0.59713273 -1.52316833
  0.5683449  -0.31207947  2.35320455  1.8958007   0.        ]",[-0.89141572 -0.77566862]
2,"[[-0.24290226 -0.19113139 -0.06851971 -0.17452534]
 [-7.82941482 -7.84243077  0.          0.        ]]",[-1.48734272 -3.22608304],-0.285116896382,[-0.70006358 -3.90091679],-3.90191,"[ 0.79804645  1.37150081 -0.33385963  0.52827968 -0.59713252 -1.52316704
  0.46038744 -0.93673815  2.24026819  1.49862705  0.        ]",[-0.89141572 -0.77566862]
3,"[[ -0.42571115  -0.38613916  -0.06851971  -0.17452534]
 [-10.44287292 -11.645659     0.           0.        ]]",[ 0.06429746 -1.49559772],-0.241281950046,[-0.07601618 -1.43810417],-3.40696,"[ 0.70404619  1.30488005 -0.61390997  0.02045497 -0.59713231 -1.52316575
  0.38760035 -1.54909705  1.907337    0.94161073  0.        ]",[-0.89141572 -0.77566862]
4,"[[ -0.6355084   -0.6564644   -0.06851971  -0.17452534]
 [-10.53670802 -15.3744181    0.           0.        ]]",[ 1.33038867  0.80450153],-0.179520204203,[ 1.42451686  0.28255255],-2.7779,"[ 0.53773741  1.14354064 -0.9072285  -0.61541192 -0.59713211 -1.52316447
  0.38498686 -2.14946369  1.28754443  0.45910507  0.        ]",[-0.89141572 -0.77566862]
5,"[[ -0.80447538  -0.94968488  -0.06851971  -0.17452534]
 [ -6.37374678 -13.95235882   0.           0.        ]]",[ 1.32152903  2.18855786],-0.117944450811,[ 1.59021     1.99390179],-2.386,"[ 0.36310273  0.89084172 -1.11327781 -1.16749653 -0.5971319  -1.52316318
  0.50092867 -1.920495    0.60751754  0.29360647  0.        ]",[-0.89141572 -0.77566862]
6,"[[-0.89100877 -1.18624334 -0.06851971 -0.17452534]
 [-2.29295727 -9.717587    0.          0.        ]]",[ 0.7001636   2.23402977],-0.0780210035556,[ 0.63809519  2.169354  ],-2.23484,"[ 0.26131449  0.6422554  -1.2062322  -1.47694387 -0.59713169 -1.52316189
  0.6145819  -1.23865218  0.16731228  0.3620487   0.        ]",[-0.89141572 -0.77566862]
7,"[[-0.91109291 -1.33894308 -0.06851971 -0.17452534]
 [ 0.27611393 -5.56621     0.          0.        ]]",[ 0.04192157  1.66670442],-0.0615083716612,[-0.03520885  0.89068442],-2.21074,"[ 0.23660509  0.46751527 -1.22647871 -1.6028505  -0.59713149 -1.52316061
  0.68613247 -0.57023749 -0.02426893  0.4646781   0.        ]",[-0.89141572 -0.77566862]
8,"[[-0.90703198 -1.41377633 -0.06851971 -0.17452534]
 [ 0.13049287 -1.92923677  0.          0.        ]]",[-0.29682708  1.02176762],-0.0572220896595,[-0.14933881  0.70399117],-2.23258,"[ 0.24163276  0.37927435 -1.2224255  -1.64217942 -0.59713128 -1.52315932
  0.68207654  0.0153528  -0.08574437  0.52334133  0.        ]",[-0.89141572 -0.77566862]
9,"[[-0.91038339 -1.42400858 -0.06851971 -0.17452534]
 [-0.46365031  0.89659352  0.          0.        ]]",[-0.4940331   0.41603225],-0.0561515452228,[-0.52049727  0.72005621],-2.25592,"[ 0.23748454  0.36711582 -1.22577064 -1.6463906  -0.59713108 -1.52315803
  0.6655289   0.47034066 -0.10068105  0.53232816  0.        ]",[-0.89141572 -0.77566862]
10,"[[-0.94023652 -1.37764423 -0.06851971 -0.17452534]
 [-2.51482281  3.73040356  0.          0.        ]]",[-0.38938814 -0.18830056],-0.0543258353398,[-0.01160788 -0.35244742],-2.18034,"[ 0.20006252  0.42204189 -1.25493406 -1.62505268 -0.59713087 -1.52315675
  0.60840176  0.92661315 -0.11242336  0.49898296  0.        ]",[-0.89141572 -0.77566862]
11,"[[-0.99049116 -1.31777887 -0.06851971 -0.17452534]
 [-2.51065174  2.26102868  0.          0.        ]]",[-0.18597201  0.1246904 ],-0.0502830071472,[ 0.25774319  0.07620725],-2.14204,"[ 0.13522168  0.4922117  -1.30137517 -1.58902082 -0.59713066 -1.52315546
  0.60851772  0.69002822 -0.14951565  0.45977644  0.        ]",[-0.89141572 -0.77566862]
12,"[[-1.02997297 -1.26998215 -0.06851971 -0.17452534]
 [-1.44109915  2.51778453  0.          0.        ]]",[ -3.07916522e-01   1.33067369e-05],-0.0472038384837,[-0.12196105  0.62077526],-2.16582,"[ 0.08274812  0.54747349 -1.33546089 -1.55346971 -0.59713046 -1.52315417
  0.63830546  0.73136831 -0.17900576  0.43005532  0.        ]",[-0.89141572 -0.77566862]
