timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[ 0.07464955 -0.05129823  0.082599    0.08489652]
 [-0.00437829  0.00182055  0.          0.        ]]","[ 1.07794868  2.08856801  0.12291504  0.54077403  0.71972732  0.70791119
  0.72921356  0.35043873  0.71893191 -0.47309891  0.        ]",-0.147506048787,[-0.16023721 -0.18393281],-0.725284,[ 0.38449109 -1.07159162],[-0.06199439 -0.94425975]
1,"[[ 0.07211683 -0.08877463  0.082599    0.08489652]
 [-0.2480888  -3.73700003  0.          0.        ]]","[ 1.07820484  2.08499224  0.11911031  0.42687236  0.71972503  0.70790896
  0.71699013 -0.16217558  0.71917607 -0.50994348  0.        ]",-0.149948767231,[-0.16023721 -0.18393281],-0.706511,[ 0.3999711  -1.02593708],[ 1.06387525 -3.00803304]
2,"[[ 0.10690994 -0.20251554  0.082599    0.08489652]
 [ 3.71420516 -7.62412728  0.          0.        ]]","[ 1.07382786  2.06262039  0.1713025   0.08416725  0.71972274  0.70790674
  0.91568085 -0.69512289  0.71327208 -0.55118756  0.        ]",-0.152110471402,[-0.16023721 -0.18393281],-0.739939,[ 0.1697022  -1.03228211],[-0.4462317  -2.38185309]
3,"[[  0.16275977  -0.39320433   0.082599     0.08489652]
 [  1.87685146 -11.43206802   0.           0.        ]]","[ 1.06327037  1.98690705  0.25464815 -0.47042027  0.71972045  0.70790451
  0.8235415  -1.21720963  0.68992834 -0.62316141  0.        ]",-0.154830351958,[-0.16023721 -0.18393281],-0.805219,[ 0.20056853 -0.94171977],[ 0.64142025 -2.25339581]
4,"[[  0.22539567  -0.65931166   0.082599     0.08489652]
 [  4.37839158 -15.16619763   0.           0.        ]]","[ 1.04628675  1.8063597   0.34720292 -1.16944876  0.71971816  0.70790229
  0.94898074 -1.72916776  0.62710276 -0.74182959  0.        ]",-0.158073837561,[-0.16023721 -0.18393281],-0.890933,[ 0.03875308 -0.87029076],[ 0.60263604 -0.85340172]
5,"[[  0.3360236   -0.99353356   0.082599     0.08489652]
 [  6.67674726 -18.24568775   0.           0.        ]]","[ 1.00322031  1.47490372  0.50722556 -1.85616755  0.71971587  0.70790006
  1.06423008 -2.15135803  0.51022448 -0.82385517  0.        ]",-0.154832427057,[-0.16023721 -0.18393281],-0.945109,[-0.17461374 -0.79359603],[ 1.2310436  -0.53162972]
6,"[[  0.50793602  -1.37595121   0.082599     0.08489652]
 [ 10.50189853 -19.99015913   0.           0.        ]]","[ 0.9043588   0.99792175  0.74315312 -2.29220525  0.71971359  0.70789783
  1.25604053 -2.39049955  0.34009617 -0.8321415   0.        ]",-0.142140635906,[-0.16023721 -0.18393281],-0.914484,[-0.53260279 -0.77864313],[-0.67323644  0.08597314]
7,"[[  0.68915511  -1.76835875   0.082599     0.08489652]
 [  7.62943808 -19.25313086   0.           0.        ]]","[ 0.76101446  0.46977061  0.96834209 -2.29056124  0.7197113   0.70789561
  1.1119922  -2.28942061  0.12286139 -0.81696415  0.        ]",-0.127093762559,[-0.16023721 -0.18393281],-0.85534,[-0.59938216 -0.71042776],[-0.22804791  0.8093354 ]
8,"[[  0.83116608  -2.11744052   0.082599     0.08489652]
 [  6.57522002 -15.66702489   0.           0.        ]]","[ 0.62357208  0.03149841  1.12322325 -1.90580371  0.71970901  0.70789338
  1.05912243 -1.79774208 -0.10512738 -0.80366617  0.        ]",-0.117651585341,[-0.16023721 -0.18393281],-0.765216,[-0.62125516 -0.69390023],[-0.3045685   0.17370327]
9,"[[  0.94926578  -2.42076622   0.082599     0.08489652]
 [  5.23918286 -14.66889731   0.           0.        ]]","[ 0.49461258 -0.28200634  1.23508283 -1.31389318  0.71970672  0.70789115
  0.9921211  -1.66088427 -0.32068768 -0.77556717  0.        ]",-0.113854741394,[-0.16023721 -0.18393281],-0.696653,[-0.61566019 -0.67614043],[ 0.56048413 -0.59531773]
