timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[ 0.07318457 -0.03796498 -0.12253419 -0.0671234 ]
 [ 0.00172366  0.00254268  0.          0.        ]]","[ 0.84047428  1.44680786  0.15391642  0.91286498 -1.04860224 -0.58274724
  0.70039429  0.32964469  2.85321297  1.11912694  0.        ]",-0.341303325432,[-0.79318625 -0.58708596],-3.41299,[-3.51958323 -4.91571903],[-3.42232254 -4.60209671]
1,"[[ 0.0335436  -0.07762703 -0.12253419 -0.0671234 ]
 [-3.95266244 -3.95556107  0.          0.        ]]","[ 0.84372083  1.44405613  0.08910839  0.80284551 -1.04860154 -0.58274699
  0.58790493 -0.2920298   2.85503684  0.98731226  0.        ]",-0.338789802371,[-0.79318625 -0.58708596],-3.38054,[-2.67950678 -4.3427515 ],[-3.16355075 -4.49622192]
2,"[[-0.0844012  -0.19566513 -0.12253419 -0.0671234 ]
 [-7.82894537 -7.83531837  0.          0.        ]]","[ 0.83911748  1.42476198 -0.10382978  0.47809486 -1.04860083 -0.58274674
  0.47763739 -0.90139866  2.80757335  0.59893158  0.        ]",-0.329111761198,[-0.79318625 -0.58708596],-3.27521,[-1.53842926 -3.58858228],[-2.18379777 -3.85131538]
3,"[[ -0.27910575  -0.39052742  -0.12253419  -0.0671234 ]
 [-11.62897072 -11.63822088   0.           0.        ]]","[ 0.78515307  1.35727776 -0.41687585 -0.0394644  -1.04860013 -0.58274649
  0.36953915 -1.49869542  2.56401336  0.0061988   0.        ]",-0.306260052565,[-0.79318625 -0.58708596],-3.08277,[-0.67584944 -2.62371898],[-0.56700205 -2.81935113]
4,"[[ -0.53187905  -0.66069747  -0.12253419  -0.0671234 ]
 [-13.64187919 -15.36632545   0.           0.        ]]","[ 0.63242604  1.19503004 -0.79617155 -0.68688594 -1.04859943 -0.58274624
  0.31227846 -2.08424189  1.97507191 -0.58784544  0.        ]",-0.263696353045,[-0.79318625 -0.58708596],-2.68404,[-0.33398259 -1.4775579 ],[-1.43347853 -2.27029317]
5,"[[ -0.84171587  -1.00468058  -0.12253419  -0.0671234 ]
 [-17.32996209 -19.0197459    0.           0.        ]]","[ 0.33192003  0.89104303 -1.1868887  -1.32689161 -1.04859873 -0.58274599
  0.20736462 -2.65805431  1.01999064 -0.873735    0.        ]",-0.195422230285,[-0.79318625 -0.58708596],-2.23919,[-0.02195901 -0.47102666],[ 0.46864095  0.18072832]
6,"[[ -1.16631054  -1.37411253  -0.12253419  -0.0671234 ]
 [-15.13672942 -17.92708317   0.           0.        ]]","[-0.08678867  0.48172856 -1.47098991 -1.70682412 -1.04859803 -0.58274575
  0.26975477 -2.48643144  0.0868309  -0.60039944  0.        ]",-0.112421478392,[-0.79318625 -0.58708596],-1.80763,[ 0.64446253  0.19100472],[ 0.48276101 -0.37847661]
7,"[[ -1.44690634  -1.74412444  -0.12253419  -0.0671234 ]
 [-12.93015536 -19.07031018   0.           0.        ]]","[-0.50140413  0.04007142 -1.590562   -1.71876005 -1.04859732 -0.5827455
  0.33252443 -2.66598321 -0.40224555  0.02726102  0.        ]",-0.036575179277,[-0.79318625 -0.58708596],-1.33218,[ 0.91594183  0.66169012],[ 1.20007837 -0.15928799]
8,"[[ -1.66326233  -2.12806969  -0.12253419  -0.0671234 ]
 [ -8.71918898 -19.323389     0.           0.        ]]","[-0.83298779 -0.38781884 -1.59611497 -1.33997337 -1.04859662 -0.58274525
  0.45231245 -2.70572527 -0.39494843  0.65933558  0.        ]",-0.042708166039,[-0.79318625 -0.58708596],-1.5024,[ 0.72804642  0.66034257],[ 0.68224249  0.02599664]
9,"[[ -1.80883933  -2.50966525  -0.12253419  -0.0671234 ]
 [ -5.84782272 -18.83778755   0.           0.        ]]","[-1.05331918 -0.72159067 -1.5569377  -0.62306248 -1.04859592 -0.582745
  0.5339932  -2.62944892 -0.06614264  1.04853172  0.        ]",-0.0912936075297,[-0.79318625 -0.58708596],-1.8123,[-0.1637926  -0.32859355],[ 0.28545021 -0.74935333]
