timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[-0.09052064  0.06112908  0.08787293 -0.00196323]
 [ 0.00324074  0.00378705  0.          0.        ]]",[-0.63477874 -2.84855676],-0.122106104797,[-0.61423734 -3.29059657],-2.22884,"[ 0.83853266  1.37964133 -0.0821219   1.21568578  0.76172349 -0.02403264
  0.6749541   0.32552234  0.65052646  0.25255662  0.        ]",[-0.8889305  -0.78440005]
1,"[[ -1.14820426e-01   2.14857018e-02   8.78729289e-02  -1.96322562e-03]
 [ -2.42513780e+00  -3.95493438e+00   0.00000000e+00   0.00000000e+00]]",[ 0.2524538  -1.87850881],-0.122590227629,[ 0.2352748  -2.14743506],-2.19374,"[ 0.83460997  1.38160852 -0.12130957  1.10827877  0.7617232  -0.02403263
  0.60756309 -0.31486261  0.64295056  0.14816738  0.        ]",[-0.8889305  -0.78440005]
2,"[[ -1.53488632e-01  -9.65590421e-02   8.78729289e-02  -1.96322562e-03]
 [ -1.44495803e+00  -7.83660175e+00   0.00000000e+00   0.00000000e+00]]",[ 0.57023442 -0.91720271],-0.124327414529,[ 0.94385919 -0.60025197],-2.14411,"[ 0.82646446  1.37628446 -0.18343336  0.7885752   0.7617229  -0.02403262
  0.6347642  -0.94278264  0.6044053  -0.08205311  0.        ]",[-0.8889305  -0.78440005]
3,"[[ -1.44630476e-01  -2.75595718e-01   8.78729289e-02  -1.96322562e-03]
 [  2.31824201e+00  -1.00596469e+01   0.00000000e+00   0.00000000e+00]]",[ 0.1012252  -0.27133238],-0.125385221416,[ 0.27341915 -0.32815974],-2.19473,"[ 0.828536    1.33651295 -0.16923129  0.3120805   0.76172261 -0.02403262
  0.73919787 -1.30239417  0.5373452  -0.2678006   0.        ]",[-0.8889305  -0.78440005]
4,"[[ -8.78699113e-02  -4.87831296e-01   8.78729289e-02  -1.96322562e-03]
 [  3.35435972e+00  -1.11602358e+01   0.00000000e+00   0.00000000e+00]]",[-0.02476566  0.36681399],-0.12355962066,[ 0.61195464 -0.30372476],-2.17537,"[ 0.83890317  1.24163583 -0.07784128 -0.22103638  0.76172232 -0.02403261
  0.76795126 -1.48043047  0.45376128 -0.37151345  0.        ]",[-0.8889305  -0.78440005]
5,"[[  2.84465402e-03  -7.20893458e-01   8.78729289e-02  -1.96322562e-03]
 [  5.70928477e+00  -1.21426802e+01   0.00000000e+00   0.00000000e+00]]",[-0.48381883  0.48779503],-0.11805103076,[-0.78197335  0.09321923],-2.26541,"[ 0.8449728   1.0827681   0.06904694 -0.7399265   0.76172203 -0.02403261
  0.83330332 -1.6393547   0.35299109 -0.40941956  0.        ]",[-0.8889305  -0.78440005]
6,"[[  8.48531686e-02  -9.57620587e-01   8.78729289e-02  -1.96322562e-03]
 [  2.50216927e+00  -1.15321037e+01   0.00000000e+00   0.00000000e+00]]",[ 0.2873947   0.75474429],-0.110687715708,[ 0.71343998  0.67817992],-2.12933,"[ 0.83931229  0.87146358  0.20183867 -1.16776366  0.76172174 -0.0240326
  0.74430117 -1.5405832   0.21371373 -0.45044621  0.        ]",[-0.8889305  -0.78440005]
7,"[[  1.62712885e-01  -1.15903674e+00   8.78729289e-02  -1.96322562e-03]
 [  5.27468215e+00  -8.61918469e+00   0.00000000e+00   0.00000000e+00]]",[-0.09271455  0.2993868 ],-0.102392353251,[ 0.28501793  0.2407917 ],-2.12225,"[ 0.82417543  0.66076474  0.32707167 -1.43512894  0.76172144 -0.02403259
  0.82124189 -1.06937295  0.08124972 -0.45432749  0.        ]",[-0.8889305  -0.78440005]
8,"[[  2.78473372e-01  -1.32014345e+00   8.78729289e-02  -1.96322562e-03]
 [  6.29799272e+00  -7.49521579e+00   0.00000000e+00   0.00000000e+00]]",[-0.51325119  0.22405031],-0.0914410217211,[-0.20990822  0.51089474],-2.04906,"[ 0.78430445  0.47779012  0.51009892 -1.57704371  0.76172115 -0.02403259
  0.84963982 -0.88755322  0.00573298 -0.3583076   0.        ]",[-0.8889305  -0.78440005]
9,"[[  3.94845485e-01  -1.44825859e+00   8.78729289e-02  -1.96322562e-03]
 [  5.34239781e+00  -5.32354808e+00   0.00000000e+00   0.00000000e+00]]",[-0.6233359   0.02835819],-0.0806601773854,[-0.55919367 -0.14348409],-2.00861,"[ 0.72379359  0.32653338  0.68807608 -1.64145021  0.76172086 -0.02403258
  0.8231204  -0.53625221 -0.04954051 -0.24394949  0.        ]",[-0.8889305  -0.78440005]
