timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
40,"[[-0.62350326 -0.26112658  0.18190658 -0.16174337]
 [ 2.40901463  2.30111864  0.          0.        ]]",[-0.61925381 -0.96218479],-0.0359996478988,[-0.49069142 -1.14739092],-1.73111,"[ 0.55466764  1.40268069 -0.91794709  0.31037842  1.57098101 -1.40660179
  0.76538546  0.69207321 -0.98815747  0.50570416  0.        ]",[-0.80868649 -0.63290769]
41,"[[-0.59526182 -0.25528148  0.18190658 -0.16174337]
 [ 0.42174382 -1.70326638  0.          0.        ]]",[ 0.07101119  0.02738094],-0.0351228776648,[ 0.39481783  0.53879119],-1.67715,"[ 0.57960044  1.40447356 -0.88011596  0.32601942  1.57097934 -1.40660051
  0.70924723  0.06126758 -0.94010812  0.55570211  0.        ]",[-0.80868649 -0.63290769]
42,"[[-0.57124818 -0.2676094   0.18190658 -0.16174337]
 [ 1.97445365  0.46325696  0.          0.        ]]",[-0.55566549 -0.58209544],-0.035456082645,[-0.97469075 -0.26041639],-1.7259,"[ 0.60000017  1.40064183 -0.84737228  0.2930592   1.57097767 -1.40659922
  0.75310897  0.40255717 -0.91566883  0.58576521  0.        ]",[-0.80868649 -0.63290769]
43,"[[-0.57083353 -0.26876714  0.18190658 -0.16174337]
 [-1.92002323 -0.57557389  0.          0.        ]]",[ 0.21411385 -0.18834098],-0.0354684855526,[ 0.24613525  0.20416102],-1.68507,"[ 0.60034564  1.40027177 -0.84680192  0.28996938  1.570976   -1.40659794
  0.64309459  0.23891131 -0.91603518  0.58560543  0.        ]",[-0.80868649 -0.63290769]
44,"[[-0.59908672 -0.27205725  0.18190658 -0.16174337]
 [-0.90866103  0.24383289  0.          0.        ]]",[ 0.08386108 -0.34905958],-0.0355082183724,[ 0.88680565 -0.09773243],-1.67775,"[ 0.57628207  1.399214   -0.88528165  0.2811942   1.57097433 -1.40659666
  0.67166401  0.36799139 -0.96087337  0.53677273  0.        ]",[-0.80868649 -0.63290769]
45,"[[-0.58187979 -0.2711252   0.18190658 -0.16174337]
 [ 2.61761169 -0.14931233  0.          0.        ]]",[-0.52908117 -0.40799287],-0.0353431488592,[-0.87176977 -0.51324347],-1.72901,"[ 0.59105933  1.3995133  -0.86193133  0.28367917  1.57097266 -1.40659537
  0.77127647  0.30605956 -0.93437309  0.56549884  0.        ]",[-0.80868649 -0.63290769]
46,"[[-0.56464083 -0.29445843  0.18190658 -0.16174337]
 [-0.88206904 -2.17725863  0.          0.        ]]",[ 0.24028687  0.26603708],-0.0357256905082,[ 0.74167161  0.15436122],-1.67961,"[ 0.60548148  1.39168551 -0.83827099  0.22166644  1.57097099 -1.40659409
  0.67241452 -0.01340065 -0.92972734  0.57618136  0.        ]",[-0.80868649 -0.63290769]
47,"[[-0.55267177 -0.33144989  0.18190658 -0.16174337]
 [ 2.06915459 -1.5240585   0.          0.        ]]",[-0.33994532  0.12085599],-0.036285929303,[-0.62537355  0.56098231],-1.69091,"[ 0.61526722  1.37799481 -0.82169021  0.12426387  1.57096932 -1.4065928
  0.75578259  0.08949727 -0.94555956  0.56815857  0.        ]",[-0.80868649 -0.63290769]
48,"[[-0.5365298  -0.33933217  0.18190658 -0.16174337]
 [-0.44657907  0.72831952  0.          0.        ]]",[-0.24534269 -0.36691222],-0.0365306939577,[-0.19848333 -0.47008687],-1.69463,"[ 0.62816664  1.37487492 -0.7991347   0.10366371  1.57096765 -1.40659152
  0.68471589  0.44431203 -0.92905861  0.58883544  0.        ]",[-0.80868649 -0.63290769]
49,"[[-0.55324377 -0.34358305  0.18190658 -0.16174337]
 [-1.22223853 -1.14715731  0.          0.        ]]",[ 0.17007892  0.18016863],-0.0365282263818,[ 0.21838672  0.65487686],-1.65963,"[ 0.61480329  1.37316257 -0.82248456  0.0925778   1.57096598 -1.40659024
  0.66280417  0.14886987 -0.95749521  0.55841647  0.        ]",[-0.80868649 -0.63290769]
