timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[-0.0820831   0.03392218  0.01124325  0.19456268]
 [ 0.00479412 -0.00153056  0.          0.        ]]","[ 0.92333282  1.81731032 -0.16806718  0.99893295  0.11396178  1.67123096
  0.73687142  0.3472207   1.32506838 -1.65845793  0.        ]",-0.28741574595,[-0.35282883 -0.30403334],-1.66014,[-0.31910962 -1.35776412],[-0.20705834 -1.35657336]
1,"[[-0.09019098 -0.00583277  0.01124325  0.19456268]
 [-0.81286412 -3.96077052  0.          0.        ]]","[ 0.92231912  1.81801754 -0.18092351  0.88197993  0.11396169  1.67122594
  0.70936311 -0.22085123  1.32109666 -1.71192297  0.        ]",-0.291524823098,[-0.35282883 -0.30403334],-1.66829,[-0.33123016 -1.26700127],[-0.15389161 -1.66384443]
2,"[[-0.11237993 -0.12398694  0.01124325  0.19456268]
 [-1.40407653 -7.84171339  0.          0.        ]]","[ 0.91906164  1.8082236  -0.21605722  0.53526809  0.1139616   1.67122091
  0.68947286 -0.77768869  1.29654101 -1.86572597  0.        ]",-0.302752962844,[-0.35282883 -0.30403334],-1.78037,[-0.42717361 -1.24163604],[ 0.3117483  -0.51083821]
3,"[[-0.12780276 -0.29956291  0.01124325  0.19456268]
 [-0.14242152 -9.70965469  0.          0.        ]]","[ 0.91637868  1.76111868 -0.24042674  0.03086     0.1139615   1.67121588
  0.73191631 -1.04569963  1.23444589 -2.05437323  0.        ]",-0.31515199253,[-0.35282883 -0.30403334],-1.8027,[-0.59868759 -1.29411507],[-0.69977878 -1.59653094]
4,"[[ -1.58386567e-01  -5.31544716e-01   1.12432522e-02   1.94562675e-01]
 [ -2.90686532e+00  -1.34759836e+01   0.00000000e+00   0.00000000e+00]]","[ 0.91004763  1.64171037 -0.28860391 -0.59221049  0.11396141  1.67121086
  0.63891472 -1.58608895  1.09558578 -2.29667575  0.        ]",-0.329085871394,[-0.35282883 -0.30403334],-1.90801,[-0.69922048 -1.28772652],[-0.2371783  -0.43578741]
5,"[[ -2.25363618e-01  -8.15697082e-01   1.12432522e-02   1.94562675e-01]
 [ -3.78801057e+00  -1.49343946e+01   0.00000000e+00   0.00000000e+00]]","[ 0.89151249  1.41595574 -0.39322761 -1.24345224  0.11396132  1.67120583
  0.60927073 -1.79533584  0.82548761 -2.5746612   0.        ]",-0.342563287794,[-0.35282883 -0.30403334],-1.94617,[-0.83079082 -1.32779288],[-0.65455073 -2.18101141]
6,"[[ -3.26359109e-01  -1.15113785e+00   1.12432522e-02   1.94562675e-01]
 [ -6.30346150e+00  -1.85974828e+01   0.00000000e+00   0.00000000e+00]]","[ 0.85160362  1.0608225  -0.54782712 -1.78784521  0.11396123  1.67120081
  0.52464581 -2.32090328  0.40018787 -2.78929195  0.        ]",-0.34896578994,[-0.35282883 -0.30403334],-2.00586,[-0.9570545  -1.37631047],[-0.56619105 -1.82955244]
7,"[[ -4.73675894e-01  -1.55911413e+00   1.12432522e-02   1.94562675e-01]
 [ -8.42152512e+00  -2.21881850e+01   0.00000000e+00   0.00000000e+00]]","[ 0.76841389  0.55508991 -0.76358864 -2.04294491  0.11396114  1.67119578
  0.45338979 -2.83607441 -0.17484052 -2.81138621  0.        ]",-0.33986288002,[-0.35282883 -0.30403334],-1.91717,[-1.14636457 -1.49873483],[-0.7506473  -0.69428529]
8,"[[ -6.70280259e-01  -2.02604509e+00   1.12432522e-02   1.94562675e-01]
 [ -1.12298124e+01  -2.44972314e+01   0.00000000e+00   0.00000000e+00]]","[ 0.61420783 -0.02169239 -1.02627126 -1.74347251  0.11396105  1.67119075
  0.35891342 -3.16734523 -0.713239   -2.50600755  0.        ]",-0.305756447713,[-0.35282883 -0.30403334],-1.71979,[-1.38700426 -1.57832325],[-1.00453527 -1.70131868]
9,"[[ -9.32407748e-01  -2.55084431e+00   1.12432522e-02   1.94562675e-01]
 [ -1.49705391e+01  -2.79711581e+01   0.00000000e+00   0.00000000e+00]]","[ 0.34172378 -0.52112689 -1.31570144 -0.73965417  0.11396095  1.67118573
  0.23306807 -3.66573352 -0.91794518 -1.92287096  0.        ]",-0.244353522166,[-0.35282883 -0.30403334],-1.18419,[-1.64623773 -1.6463474 ],[-2.09559446 -2.0749507 ]
10,"[[ -1.26859878e+00  -3.14443588e+00   1.12432522e-02   1.94562675e-01]
 [ -1.86354754e+01  -2.52785887e+01   0.00000000e+00   0.00000000e+00]]","[-0.09118891 -0.7376867  -1.55702635  0.90751423  0.11396086  1.6711807
  0.10977247 -3.27938368 -0.55200027 -1.45412071  0.        ]",-0.185447018238,[-0.35282883 -0.30403334],-1.00892,[-1.65733278 -1.56502914],[-1.31551686 -2.05313151]
11,"[[ -1.67731417e+00  -3.29246933e+00   1.12432522e-02   1.94562675e-01]
 [ -2.22245178e+01   2.53467061e+00   0.00000000e+00   0.00000000e+00]]","[-0.67743936 -0.72317414 -1.6201243   1.34138622  0.11396077  1.67117567
 -0.01096991  0.71112159 -0.36274163 -1.4811312   0.        ]",-0.188131910814,[-0.35282883 -0.30403334],-1.09202,[-1.21850753 -1.07549739],[-1.80129654 -1.71335362]
12,"[[ -2.15711408e+00  -3.19739603e+00   1.12432522e-02   1.94562675e-01]
 [ -2.57438186e+01   5.28956229e+00   0.00000000e+00   0.00000000e+00]]","[-1.32616214 -0.73570098 -1.36332097  1.06324852  0.11396068  1.67117065
 -0.12936604  1.10637775 -0.43282152 -1.49853037  0.        ]",-0.189955005049,[-0.35282883 -0.30403334],-1.1242,[-1.14574015 -0.94277436],[-2.18840941  0.2698654 ]
13,"[[ -2.70660184e+00  -3.08193644e+00   1.12432522e-02   1.94562675e-01]
 [ -2.91934376e+01   6.25324873e+00   0.00000000e+00   0.00000000e+00]]","[-1.83931837 -0.73541602 -0.708253    0.72372166  0.11396059  1.67116562
 -0.24541793  1.24464013 -0.47410225 -1.45022653  0.        ]",-0.184554776726,[-0.35282883 -0.30403334],-1.04915,[-0.96584463 -0.79424936],[-2.12794909 -0.9975015 ]
