timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[ 0.07203039 -0.04267478 -0.15417572 -0.02135919]
 [ 0.00139274 -0.00420016  0.          0.        ]]",[-2.48211217 -2.74578404],-0.365254608241,[-1.51492258 -3.69278598],-2.13855,"[ 0.93955674  1.90264932  0.06888807  0.7523609  -1.3514821  -0.19214041
  0.72868833  0.35078781  2.80177683  0.44408393  0.        ]",[-0.32267937 -0.2713511 ]
1,"[[ 0.03238286 -0.08247035 -0.15417572 -0.02135919]
 [-3.95298787 -3.96217052  0.          0.        ]]",[-2.31494355 -2.56231189],-0.364485988611,[-2.60190799 -2.73092224],-2.13474,"[ 0.94255347  1.8993939   0.00638457  0.63483432 -1.3514786  -0.19214023
  0.58975018 -0.20983293  2.80276695  0.33331537  0.        ]",[-0.32267937 -0.2713511 ]
2,"[[-0.08556841 -0.20063932 -0.15417572 -0.02135919]
 [-7.82926843 -7.84179675  0.          0.        ]]",[-2.26982546 -2.4042232 ],-0.359798826108,[-1.91978462 -1.91396633],-2.13395,"[ 0.93800898  1.87764135 -0.17965529  0.28884446 -1.35147511 -0.19214004
  0.45355623 -0.75935632  2.76230956  0.00744787  0.        ]",[-0.32267937 -0.2713511 ]
3,"[[ -0.28027945  -0.39562989  -0.15417572  -0.02135919]
 [-11.62929732 -11.64457018   0.           0.        ]]",[-2.23759294 -2.23696184],-0.344383205288,[-1.45008616 -2.64540918],-2.02066,"[ 0.88675472  1.80300412 -0.4814462  -0.26184872 -1.35147162 -0.19213986
  0.32004147 -1.29799211  2.56012089 -0.48904366  0.        ]",[-0.32267937 -0.2713511 ]
4,"[[ -0.55024645  -0.66591905  -0.15417572  -0.02135919]
 [-15.35526062 -15.37187876   0.           0.        ]]",[-2.12980008 -2.1032238 ],-0.308300252057,[-2.45181313 -1.58149364],-1.82694,"[ 0.72938171  1.62498309 -0.87024531 -0.94955025 -1.35146813 -0.19213968
  0.18912905 -1.8259344   2.05153058 -1.00376661  0.        ]",[-0.32267937 -0.2713511 ]
5,"[[ -0.89401277  -1.0100106   -0.15417572  -0.02135919]
 [-19.00965904 -19.02502164   0.           0.        ]]",[-1.853176   -1.87558115],-0.241816017993,[-2.50891624 -2.07535182],-1.49226,"[ 0.40167733  1.29284698 -1.27549444 -1.62737253 -1.35146463 -0.1921395
  0.06073108 -2.34336381  1.20973296 -1.23478335  0.        ]",[-0.32267937 -0.2713511 ]
6,"[[ -1.31017222e+00  -1.42643418e+00  -1.54175721e-01  -2.13591890e-02]
 [ -2.25949388e+01  -2.26053108e+01   0.00000000e+00   0.00000000e+00]]",[-1.76198804 -1.740749  ],-0.142422399426,[-2.1144557  -2.26747485],-0.920678,"[-0.13255408  0.78649781 -1.57014197 -2.04982303 -1.35146114 -0.19213932
 -0.0652384  -2.85046202  0.32274676 -0.86867094  0.        ]",[-0.32267937 -0.2713511 ]
7,"[[ -1.79736030e+00  -1.91374752e+00  -1.54175721e-01  -2.13591890e-02]
 [ -2.61126431e+01  -2.61142906e+01   0.00000000e+00   0.00000000e+00]]",[-1.77410436 -1.66563821],-0.0425225286148,[-1.01836104  0.36022915],-0.426343,"[-0.83158736  0.15990368 -1.58310563 -1.90827115 -1.35145765 -0.19213913
 -0.18883358 -3.34744297 -0.02315029  0.02022827  0.        ]",[-0.32267937 -0.2713511 ]
8,"[[ -2.35422167e+00  -2.41650475e+00  -1.54175721e-01  -2.13591890e-02]
 [ -2.95616425e+01  -2.41680168e+01   0.00000000e+00   0.00000000e+00]]",[-1.86330473 -1.69067562],-0.10836029007,[-1.31305372 -1.36932004],-0.629422,"[-1.52882826 -0.37800435 -1.16324941 -1.08393618 -1.35145416 -0.19213895
 -0.31001478 -3.07174246  0.41992747  0.69318299  0.        ]",[-0.32267937 -0.2713511 ]
9,"[[ -2.97935556e+00  -2.93477126e+00  -1.54175721e-01  -2.13591890e-02]
 [ -3.29399909e+01  -2.76473268e+01   0.00000000e+00   0.00000000e+00]]",[-1.96509349 -1.7490555 ],-0.16433125988,[-1.34217496 -1.74466004],-0.98409,"[-1.93631136 -0.67848909 -0.29972378  0.27094118 -1.35145066 -0.19213877
 -0.42871359 -3.56450522  1.01189293  0.55847853  0.        ]",[-0.32267937 -0.2713511 ]
10,"[[ -3.67133102e+00  -3.19151373e+00  -1.54175721e-01  -2.13591890e-02]
 [ -3.62463898e+01  -1.18263731e+00   0.00000000e+00   0.00000000e+00]]",[-1.76284003 -1.74473917],-0.159481570487,[-1.55672685 -2.08905237],-0.946502,"[-1.75669073 -0.70467488  0.75302789  1.02627942 -1.35144717 -0.19213859
 -0.54488433  0.18389753  1.02107664  0.25803417  0.        ]",[-0.32267937 -0.2713511 ]
11,"[[ -4.42878160e+00  -3.15045691e+00  -1.54175721e-01  -2.13591890e-02]
 [ -3.94879541e+01   3.43405881e+00   0.00000000e+00   0.00000000e+00]]",[-1.61250436 -1.69099593],-0.156132838354,[-0.93355675 -2.32000774],-1.0132,"[-0.91156006 -0.70624848  1.47094438  0.90484309 -1.35144368 -0.1921384
 -0.65877695  0.83779592  0.99131742  0.26615304  0.        ]",[-0.32267937 -0.2713511 ]
