timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[ 0.0174935  -0.05140025  0.18134239  0.10316236]
 [-0.002331   -0.00248659  0.          0.        ]]",[ 2.1696918   0.15618265],-0.108957014022,[ 2.34975085 -0.75947066],-0.8616,"[ 0.88908173  1.66460249  0.0037829   0.80080918  1.5584598   0.89050535
  0.73657038  0.34216691 -0.22187896 -0.76974007  0.        ]",[-0.47708786 -0.34694374]
1,"[[ 0.0571496  -0.08163704  0.18134239  0.10316236]
 [ 3.9547624  -3.01115929  0.          0.        ]]",[ 1.50011981  0.36813098],-0.104111792657,[ 1.75037849  0.59405962],-0.840723,"[ 0.88690282  1.66211245  0.06793329  0.71336124  1.55845671  0.89050442
  0.85936823 -0.10213409 -0.22300008 -0.72304957  0.        ]",[-0.47708786 -0.34694374]
2,"[[ 0.17514128 -0.11767636  0.18134239  0.10316236]
 [ 7.8315026  -0.60079583  0.          0.        ]]",[ 0.36270946  0.00545287],-0.083871135953,[ 0.77353986 -0.13876433],-0.780617,"[ 0.866786    1.65767306  0.25755326  0.60942096  1.55845361  0.8905035
  0.97967229  0.25381263 -0.2374391  -0.52940438  0.        ]",[-0.47708786 -0.34694374]
3,"[[  0.36092159  -0.13509662   0.18134239   0.10316236]
 [ 10.73685582  -1.13942511   0.           0.        ]]",[-1.01862121 -0.05437663],-0.0473842538959,[-1.03173283 -0.96042356],-0.683566,"[ 0.79446433  1.6549529   0.5471575   0.55932946  1.55845052  0.89050257
  1.06983151  0.1742712  -0.30916073 -0.19107621  0.        ]",[-0.47708786 -0.34694374]
4,"[[ 0.53385215 -0.19579761  0.18134239  0.10316236]
 [ 6.57006749 -4.91809256  0.          0.        ]]",[-1.06605315  0.61854231],-0.0179399029658,[-1.4170877   1.18946894],-0.647229,"[ 0.6844761   1.64258322  0.79924713  0.38581016  1.55844742  0.89050165
  0.94052439 -0.38373831 -0.4131332   0.06526448  0.        ]",[-0.47708786 -0.34694374]
5,"[[ 0.62424334 -0.2534387   0.18134239  0.10316236]
 [ 2.48265932 -0.85955472  0.          0.        ]]",[-0.88987005  0.30886126],-0.00537899417289,[ 0.13373747  1.33502894],-0.66675,"[ 0.61168727  1.62669841  0.92168432  0.22295079  1.55844433  0.89050072
  0.81368087  0.21560111 -0.47217439  0.16748066  0.        ]",[-0.47708786 -0.34694374]
6,"[[ 0.67869673 -0.23073297  0.18134239  0.10316236]
 [ 2.96108553  3.11687557  0.          0.        ]]",[-1.44492531 -0.3368797 ],-0.00846470424607,[-1.61250635  0.77094083],-0.729071,"[ 0.56308921  1.63342895  0.99177468  0.28684511  1.55844123  0.8904998
  0.82852685  0.8028151  -0.53582026  0.28065363  0.        ]",[-0.47708786 -0.34694374]
7,"[[ 0.69762815 -0.13837126  0.18134239  0.10316236]
 [-1.05456391  6.10931904  0.          0.        ]]",[-1.33395195 -0.8052721 ],-0.0225698490724,[-1.14919774 -1.25726445],-0.796732,"[ 0.54538983  1.65438661  1.01544622  0.54992558  1.55843814  0.89049887
  0.70391032  1.24471898 -0.60359055  0.39450287  0.        ]",[-0.47708786 -0.34694374]
8,"[[ 0.63707139 -0.05711093  0.18134239  0.10316236]
 [-4.98801369  2.03030506  0.          0.        ]]",[-0.44082969 -0.22510034],-0.0188628394594,[ 0.48139725  0.2969548 ],-0.76529,"[ 0.60055107  1.6641908   0.93845344  0.78427834  1.55843504  0.89049795
  0.58184477  0.64235485 -0.57959296  0.36800647  0.        ]",[-0.47708786 -0.34694374]
9,"[[ 0.55740351 -0.00511853  0.18134239  0.10316236]
 [-2.985442    3.16515387  0.          0.        ]]",[-0.50218695 -0.5159055 ],-0.00796437806016,[-1.08226732 -0.46683354],-0.71047,"[ 0.66648304  1.666188    0.83183259  0.93489325  1.55843195  0.89049702
  0.64398923  0.80994159 -0.52129318  0.28239021  0.        ]",[-0.47708786 -0.34694374]
