timestep,human_obs,obs,original_rewards,actions,rewards,avg_action_dist,logstd_action_dist
0,"[[-0.08909982  0.03087353 -0.03359668 -0.10970799]
 [-0.001444    0.00139013  0.          0.        ]]","[ 0.99800663  2.10011445 -0.17860395  0.88287324 -0.30205754 -0.95022102
  0.71712098  0.35327072  1.66558759  0.89975685  0.        ]",-0.260707827709,[-1.99656533 -3.09916362],-1.53665,[-1.84856331 -2.52422476],[-0.244069   -0.19905898]
1,"[[-0.12880347 -0.00881134 -0.03359668 -0.10970799]
 [-3.95575979 -3.95669141  0.          0.        ]]","[ 0.9918192   2.10069584 -0.23932904  0.76121585 -0.30205708 -0.95021847
  0.55574096 -0.18954139  1.6554554   0.79590342  0.        ]",-0.255187545903,[-0.89971417 -2.79553892],-1.50637,[-1.34655297 -2.2442193 ],[-0.244069   -0.19905898]
2,"[[-0.24282882 -0.12687342 -0.03359668 -0.10970799]
 [-7.43521288 -7.83658613  0.          0.        ]]","[ 0.96165274  2.08976265 -0.41166476  0.4002872  -0.30205661 -0.95021592
  0.41374069 -0.72163039  1.58848263  0.50105355  0.        ]",-0.237709858814,[-1.22398666 -2.60216225],-1.34597,[-0.66650987 -1.85846102],[-0.244069   -0.19905898]
3,"[[ -0.4297357   -0.32176096  -0.03359668  -0.10970799]
 [-11.24289375 -11.63948126   0.           0.        ]]","[ 0.87341987  2.03067342 -0.68275241 -0.18133393 -0.30205614 -0.95021337
  0.25834527 -1.24315706  1.36503464  0.06548107  0.        ]",-0.205002092679,[-0.0151613  -1.58734763],-1.12709,[ 0.03763799 -1.39090431],[-0.244069   -0.19905898]
4,"[[ -0.65295811  -0.59196483  -0.03359668  -0.10970799]
 [-11.08005214 -15.36845615   0.           0.        ]]","[ 0.70897076  1.86846988 -0.97649933 -0.92253787 -0.30205568 -0.95021081
  0.2649906  -1.75454025  0.91865516 -0.330889    0.        ]",-0.158205553934,[ 0.66872521 -0.67014809],-0.921175,[ 0.34705991 -0.98103392],[-0.244069   -0.19905898]
5,"[[ -0.84582373  -0.92291159  -0.03359668  -0.10970799]
 [ -8.21613923 -17.71837149   0.           0.        ]]","[ 0.52104185  1.55953484 -1.19341903 -1.65642203 -0.30205521 -0.95020826
  0.38186926 -2.07679217  0.36723806 -0.47676165  0.        ]",-0.107030775518,[ 2.14088429 -0.72255254],-0.721328,[ 0.53029573 -0.58739424],[-0.244069   -0.19905898]
6,"[[ -0.96883183  -1.30247473  -0.03359668  -0.10970799]
 [ -4.09836866 -20.22954677   0.           0.        ]]","[ 0.38228594  1.09768276 -1.30990431 -2.16797118 -0.30205475 -0.95020571
  0.54991898 -2.42114979 -0.09744679 -0.34367519  0.        ]",-0.0600048095729,[ 0.44744728  0.20426387],-0.578372,[ 0.24956939 -0.47335863],[-0.244069   -0.19905898]
7,"[[ -1.03224468  -1.69493553  -0.03359668  -0.10970799]
 [ -2.24892484 -19.02054313   0.           0.        ]]","[ 0.30582545  0.56684489 -1.36256469 -2.25406548 -0.30205428 -0.95020315
  0.62539565 -2.25532951 -0.37421826 -0.04450556  0.        ]",-0.0258278074978,[ 0.49231609 -0.62138829],-0.50603,[ 0.10041406 -0.40187213],[-0.244069   -0.19905898]
8,"[[ -1.05724217  -2.09625681  -0.03359668  -0.10970799]
 [ -0.25739794 -21.10461452   0.           0.        ]]","[ 0.27485512  0.0512164  -1.38187192 -1.86403577 -0.30205382 -0.9502006
  0.7066707  -2.54110746 -0.464572    0.32012961  0.        ]",-0.0362710945807,[ 1.17812619  0.23373735],-0.505576,[-0.08029959 -0.37113404],[-0.244069   -0.19905898]
9,"[[ -1.02263439  -2.50487248  -0.03359668  -0.10970799]
 [  3.70525738 -19.76137936   0.           0.        ]]","[ 0.31760983 -0.36156761 -1.35490845 -1.03461296 -0.30205335 -0.95019805
  0.86838927 -2.35687892 -0.37735224  0.66424015  0.        ]",-0.0677320109169,[ 0.72803322 -0.37532021],-0.662057,[-0.19360101 -0.37238929],[-0.244069   -0.19905898]
10,"[[ -0.92035046  -2.91108441  -0.03359668  -0.10970799]
 [  6.51388416 -20.85614606   0.           0.        ]]","[ 0.43855683 -0.5929098  -1.26616775  0.08777557 -0.30205289 -0.9501955
  0.98301    -2.50698477 -0.17634878  0.94682438  0.        ]",-0.100563358387,[-1.16536048 -0.94239319],-0.832065,[-0.26444826 -0.39732116],[-0.244069   -0.19905898]
11,"[[-0.83108256 -3.11467008 -0.03359668 -0.10970799]
 [ 2.42645371 -1.63646223  0.          0.        ]]","[ 0.53674346 -0.62851386 -1.1782242   0.70571415 -0.30205242 -0.95019294
  0.81619508  0.12870081 -0.04936738  1.07528376  0.        ]",-0.118512084986,[-0.08042784 -0.45689231],-1.00256,[ 0.15004751 -0.64475191],[-0.244069   -0.19905898]
12,"[[-0.78622814 -3.09674068 -0.03359668 -0.10970799]
 [ 2.06014641  2.06514733  0.          0.        ]]","[ 0.58322238 -0.62763462 -1.13057035  0.65077933 -0.30205196 -0.95019039
  0.80124377  0.63631941 -0.06615464  1.05592961  0.        ]",-0.115767429985,[-0.20496359  0.22000954],-0.996965,[ 0.12594639 -0.78866494],[-0.244069   -0.19905898]
13,"[[-0.75357624 -3.04710783 -0.03359668 -0.10970799]
 [ 1.20788307  2.89537113  0.          0.        ]]","[ 0.61578105 -0.62291824 -1.09449659  0.49899392 -0.30205149 -0.95018784
  0.76646011  0.75017051 -0.09549598  1.01683006  0.        ]",-0.110393891614,[ 0.13028299 -2.42533138],-0.968676,[ 0.19195907 -0.77680314],[-0.244069   -0.19905898]
14,"[[-0.72448417 -3.01445535 -0.03359668 -0.10970799]
 [ 1.6997039   0.79430569  0.          0.        ]]","[ 0.64385265 -0.61798894 -1.06140886  0.3995024  -0.30205103 -0.95018528
  0.78653015  0.46203989 -0.11182903  0.98883598  0.        ]",-0.106686069937,[ 0.54800057  0.37552202],-0.954593,[ 0.20689683 -0.66388071],[-0.244069   -0.19905898]
