timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[-0.06570292 -0.02568857 -0.16108556 -0.06785849]
 [ 0.00352919  0.00314293  0.          0.        ]]",[-2.74820828 -2.91937327],-0.373939922245,[-3.86541003 -3.90296028],-2.73302,"[ 0.91908961  1.80713508 -0.14357182  0.83073295 -1.41082078 -0.60111044
  0.73539182  0.34869971  2.92710294  0.64475959  0.        ]",[-0.35554674 -0.3028267 ]
1,"[[-0.10530812 -0.06533873 -0.16108556 -0.06785849]
 [-3.95089035 -3.9549725   0.          0.        ]]",[-2.52585316 -2.72169614],-0.370955931391,[-2.28950165 -2.5368517 ],-2.77768,"[ 0.9141643   1.80482838 -0.20649323  0.71444238 -1.41081753 -0.60110981
  0.60336438 -0.22058751  2.91377691  0.53201622  0.        ]",[-0.35554674 -0.3028267 ]
2,"[[-0.22321775 -0.18336518 -0.16108556 -0.06785849]
 [-7.82719877 -7.83474208  0.          0.        ]]",[-2.39097929 -2.5485127 ],-0.35964575328,[-2.95655612 -2.23911011],-2.64945,"[ 0.88610789  1.78616199 -0.39187919  0.37077672 -1.41081428 -0.60110918
  0.47394497 -0.77860605  2.82997054  0.20541186  0.        ]",[-0.35554674 -0.3028267 ]
3,"[[ -0.41788752  -0.37821608  -0.16108556  -0.06785849]
 [-11.6272355  -11.63765814   0.           0.        ]]",[-2.29372811 -2.35496616],-0.333403257442,[-2.39045573 -3.19776798],-2.38892,"[ 0.79694493  1.71739588 -0.68603108 -0.17805591 -1.41081103 -0.60110855
  0.34707213 -1.32556921  2.55765463 -0.27448934  0.        ]",[-0.35554674 -0.3028267 ]
4,"[[ -0.68781316  -0.64836843  -0.16108556  -0.06785849]
 [-15.35318188 -15.36510871   0.           0.        ]]",[-2.12104058 -2.17004585],-0.28317023116,[-2.78134671 -1.69134455],-2.00882,"[ 0.59120824  1.54870697 -1.05123421 -0.86694043 -1.41080778 -0.60110792
  0.22267299 -1.86167442  1.9672444  -0.73400546  0.        ]",[-0.35554674 -0.3028267 ]
5,"[[ -1.03153756  -0.99232598  -0.16108556  -0.06785849]
 [-19.00754382 -19.0183908    0.           0.        ]]",[-1.99792147 -1.97207022],-0.201608187405,[-2.12837989 -2.31072192],-1.47904,"[ 0.21393206  1.22942507 -1.40722197 -1.55226861 -1.41080454 -0.60110729
  0.10066387 -2.38710522  1.06920021 -0.86162759  0.        ]",[-0.35554674 -0.3028267 ]
6,"[[ -1.44765433  -1.40861826  -0.16108556  -0.06785849]
 [-22.59279006 -22.59881032   0.           0.        ]]",[-1.78555262 -1.7377255 ],-0.092122774021,[-2.08972874 -1.10547398],-0.792459,"[-0.35484281  0.73802324 -1.62143982 -1.99144136 -1.41080129 -0.60110666
 -0.01903766 -2.90204576  0.19966716 -0.37321475  0.        ]",[-0.35554674 -0.3028267 ]
7,"[[ -1.93479943  -1.89580275  -0.16108556  -0.06785849]
 [-26.11050671 -26.1079014    0.           0.        ]]",[-1.82424915 -1.59998465],-0.0601060668025,[-1.76856539 -1.59654438],-0.581823,"[-1.0519978   0.12480704 -1.52902841 -1.8762529  -1.41079804 -0.60110603
 -0.13648457 -3.40671244 -0.0458687   0.58283275  0.        ]",[-0.35554674 -0.3028267 ]
8,"[[ -2.49162202  -2.45247227  -0.16108556  -0.06785849]
 [-29.56023843 -29.54770853   0.           0.        ]]",[-2.21797538 -1.77513528],-0.156460394688,[-0.69299323 -1.829277  ],-1.28189,"[-1.69271106 -0.45232371 -1.00388366 -0.96079904 -1.41079479 -0.6011054
 -0.25166163 -3.90139457  0.55042305  1.21062762  0.        ]",[-0.35554674 -0.3028267 ]
9,"[[ -3.10453957  -3.07726707  -0.16108556  -0.06785849]
 [-31.72302802 -26.84771582   0.           0.        ]]",[-2.38256431 -1.97583926],-0.186464419225,[-1.00105607 -2.33641548],-1.50657,"[-1.98855967 -0.74073658 -0.09793485  0.71741826 -1.41079155 -0.60110477
 -0.32387114 -3.51303584  1.12597587  0.86012973  0.        ]",[-0.35554674 -0.3028267 ]
