timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[-0.01875738 -0.01808963  0.00927506 -0.07365553]
 [-0.00072499 -0.00366156  0.          0.        ]]","[ 0.85534477  1.52388692 -0.02359361  0.94329649  0.08970064 -0.64067696
  0.72008964  0.33374983  1.42411125  0.93470019  0.        ]",-0.211755770222,[-0.68323636 -0.4856596 ],-2.18077,[-2.46468639 -3.16677499],[-3.27962633 -1.93233439]
1,"[[-0.05844681 -0.05787453  0.00927506 -0.07365553]
 [-3.95505926 -3.96164224  0.          0.        ]]","[ 0.8530398   1.52205843 -0.08859876  0.83071527  0.0897006  -0.6406766
  0.60449584 -0.27267511  1.41576639  0.80903677  0.        ]",-0.207256851487,[-0.68323636 -0.4856596 ],-2.14917,[-1.23001969 -2.28488564],[-1.71297757 -1.39717912]
2,"[[-0.17643895 -0.17603305  0.00927506 -0.07365553]
 [-7.83127982 -7.84128022  0.          0.        ]]","[ 0.83225021  1.50539625 -0.28056474  0.49857369  0.08970057 -0.64067623
  0.49118553 -0.86709644  1.34059485  0.44300451  0.        ]",-0.193264020195,[-0.68323636 -0.4856596 ],-1.89505,[ 0.40148032 -1.16629028],[ 0.5338309  -1.47923945]
3,"[[ -3.10309685e-01  -3.71037128e-01   9.27506493e-03  -7.36555323e-02]
 [ -5.56339484e+00  -1.16464382e+01   0.00000000e+00   0.00000000e+00]]","[ 0.78374928  1.44180529 -0.49337644 -0.03229728  0.08970053 -0.64067587
  0.5574803  -1.45010511  1.12704256  0.00382923  0.        ]",-0.173374119711,[-0.68323636 -0.4856596 ],-1.64589,[ 0.7601462  -0.32873663],[ 0.58257759 -0.83781302]
4,"[[ -3.97343656e-01  -6.34945416e-01   9.27506493e-03  -7.36555323e-02]
 [ -3.14810432e+00  -1.47340902e+01   0.00000000e+00   0.00000000e+00]]","[ 0.73839148  1.2884388  -0.62716039 -0.68521025  0.08970049 -0.64067551
  0.628084   -1.92317847  0.80156774 -0.32644117  0.        ]",-0.151509436681,[-0.68323636 -0.4856596 ],-1.43313,[ 0.81929761  0.43473342],[ 1.53917179  0.53880112]
5,"[[ -4.20001121e-01  -9.05308381e-01   9.27506493e-03  -7.36555323e-02]
 [  8.69115042e-01  -1.23102564e+01   0.00000000e+00   0.00000000e+00]]","[ 0.72484458  1.06154657 -0.66124039 -1.23314339  0.08970046 -0.64067514
  0.74551539 -1.55180718  0.49088343 -0.46871745  0.        ]",-0.131451892764,[-0.68323636 -0.4856596 ],-1.36634,[ 0.06962766  0.23551032],[ 0.14411531  0.82739442]
6,"[[-0.39708417 -1.1161992   0.00927506 -0.07365553]
 [ 1.42081708 -8.79055054  0.          0.        ]]","[ 0.73854161  0.84592108 -0.62676742 -1.54981835  0.08970042 -0.64067478
  0.76164233 -1.01253278  0.29281726 -0.47874129  0.        ]",-0.11648476622,[-0.68323636 -0.4856596 ],-1.31828,[-0.10239531  0.03836533],[-0.51466108  1.03509123]
7,"[[-0.38939482 -1.25053087  0.00927506 -0.07365553]
 [-0.64498364 -4.65640669  0.          0.        ]]","[ 0.74297417  0.69565784 -0.61512495 -1.69343555  0.08970038 -0.64067442
  0.70125415 -0.37911761  0.15441069 -0.47088603  0.        ]",-0.1058484235,[-0.68323636 -0.4856596 ],-1.25911,[ 0.10730616 -0.2806513 ],[-0.65477103 -0.66422902]
8,"[[-0.42815884 -1.3691163   0.00927506 -0.07365553]
 [-3.22291716 -7.19368641  0.          0.        ]]","[ 0.71979282  0.55721787 -0.67342674 -1.78003264  0.08970035 -0.64067405
  0.62589528 -0.76786788 -0.03493195 -0.48090825  0.        ]",-0.0942457598891,[-0.68323636 -0.4856596 ],-1.11112,[ 0.70587921  0.36849716],[ 0.39461259  0.73664249]
9,"[[-0.47631867 -1.48229892  0.00927506 -0.07365553]
 [-1.59840094 -4.1347675   0.          0.        ]]","[ 0.68813244  0.42188438 -0.74442595 -1.8263468   0.08970031 -0.64067369
  0.67338299 -0.29919366 -0.2280187  -0.47071175  0.        ]",-0.0832064474694,[-0.68323636 -0.4856596 ],-1.01269,[ 0.58663654  0.19719127],[ 0.47324978  0.54540433]
10,"[[-0.48918319 -1.54250871  0.00927506 -0.07365553]
 [ 0.30564164 -1.893677    0.          0.        ]]","[ 0.67914705  0.34922264 -0.76310276 -1.836293    0.08970027 -0.64067333
  0.72904181  0.04417646 -0.30847698 -0.44920333  0.        ]",-0.0778956292948,[-0.68323636 -0.4856596 ],-0.966781,[ 0.32500726 -0.04507902],[ 0.69839159  0.12396664]
11,"[[-0.45540057 -1.57508593  0.00927506 -0.07365553]
 [ 3.06344834 -1.36579298  0.          0.        ]]","[ 0.70226843  0.30983959 -0.713791   -1.83739669  0.08970024 -0.64067296
  0.80965791  0.12505654 -0.29165687 -0.41996649  0.        ]",-0.0758614454998,[-0.68323636 -0.4856596 ],-0.992029,[-0.10737137 -0.18667403],[ 0.06797169 -0.1976171 ]
12,"[[-0.3920392  -1.60998132  0.00927506 -0.07365553]
 [ 3.2719955  -2.12122655  0.          0.        ]]","[ 0.74145683  0.26766129 -0.61913067 -1.83524562  0.0897002  -0.6406726
  0.81575365  0.0093122  -0.23647401 -0.37608581  0.        ]",-0.0744231927941,[-0.68323636 -0.4856596 ],-0.985766,[-0.19133987 -0.10202807],[-0.18737691 -0.47294075]
13,"[[-0.33468611 -1.67077172  0.00927506 -0.07365553]
 [ 2.465985   -3.95171871  0.          0.        ]]","[ 0.77212142  0.19435165 -0.53126876 -1.82327537  0.08970017 -0.64067224
  0.7921917  -0.27114808 -0.21924609 -0.32137035  0.        ]",-0.0706149491704,[-0.68323636 -0.4856596 ],-0.905548,[-0.06722461  0.23815659],[ 0.27172869 -0.2767444 ]
14,"[[-0.27506399 -1.76001673  0.00927506 -0.07365553]
 [ 3.49281441 -4.96938209  0.          0.        ]]","[ 0.79904383  0.08761131 -0.43805788 -1.78686642  0.08970013 -0.64067187
  0.8222076  -0.42707008 -0.23089391 -0.25095806  0.        ]",-0.0641218061698,[-0.68323636 -0.4856596 ],-0.787073,[-0.20583262  0.47057572],[ 0.65804184  1.66243121]
15,"[[-0.17977385 -1.81869179  0.00927506 -0.07365553]
 [ 6.02777511 -0.91162438  0.          0.        ]]","[ 0.83135544  0.01836765 -0.28593941 -1.75084062  0.08970009 -0.64067151
  0.89630937  0.19464302 -0.17219658 -0.17616717  0.        ]",-0.0620906905813,[-0.68323636 -0.4856596 ],-0.857412,[-0.79338682 -0.1889029 ],[-0.82739835  0.72003529]
16,"[[-0.09327626 -1.80813269  0.00927506 -0.07365553]
 [ 2.63327793  1.95794995  0.          0.        ]]","[ 0.84906154  0.03076019 -0.14551722 -1.75802161  0.08970006 -0.64067115
  0.7970803   0.63430738 -0.05949815 -0.13038436  0.        ]",-0.0674929569467,[-0.68323636 -0.4856596 ],-0.858323,[-0.56700015 -0.64073348],[-0.3710332  -0.46386103]
