timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[ 0.05426053 -0.03802486 -0.0209838  -0.12560954]
 [ 0.00045896  0.00482425  0.          0.        ]]",[-3.26336408 -2.9407928 ],-0.266307497392,[-2.76200475 -3.07911337],-2.42684,"[ 0.87903151  1.63581686  0.06724645  0.8517618  -0.19516532 -1.09712514
  0.73338344  0.3417921   1.71901953  1.47733473  0.        ]",[-0.50122333 -0.34384185]
1,"[[ 0.01459452 -0.07764174 -0.0209838  -0.12560954]
 [-3.95390211 -3.95332468  0.          0.        ]]",[-2.27854872 -2.26912546],-0.26015816764,[-2.90660352 -1.73838572],-2.39666,"[ 0.88104858  1.63299529  0.00285973  0.7376602  -0.19516521 -1.09712383
  0.61217008 -0.24683947  1.71836531  1.35746563  0.        ]",[-0.50122333 -0.34384185]
2,"[[-0.10337482 -0.19563555 -0.0209838  -0.12560954]
 [-7.83016048 -7.83312625  0.          0.        ]]",[-0.70488501 -1.28299356],-0.240318730313,[-0.54158244 -0.16596166],-2.26672,"[ 0.87331462  1.61322102 -0.18845701  0.40060179 -0.1951651  -1.09712253
  0.49335088 -0.82381938  1.66826397  1.00518409  0.        ]",[-0.50122333 -0.34384185]
3,"[[-0.2799203  -0.357327   -0.0209838  -0.12560954]
 [-9.8178103  -8.33433769  0.          0.        ]]",[ 0.42642325 -0.77709377],-0.208062985345,[ 0.21792644  0.01980844],-1.8864,"[ 0.82367435  1.55895124 -0.46960257 -0.04769268 -0.19516499 -1.09712122
  0.43242319 -0.89835565  1.47435543  0.52896245  0.        ]",[-0.50122333 -0.34384185]
4,"[[-0.46568294 -0.52157365 -0.0209838  -0.12560954]
 [-8.76197876 -8.0911311   0.          0.        ]]",[ 0.86888075 -0.52233624],-0.171302014639,[ 0.56939613  0.12047949],-1.54543,"[ 0.72381218  1.4730373  -0.75020513 -0.47605816 -0.19516488 -1.09711991
  0.46478729 -0.86218662  1.14039161  0.11639404  0.        ]",[-0.50122333 -0.34384185]
5,"[[-0.61658903 -0.6770098  -0.0209838  -0.12560954]
 [-6.33668067 -7.45460404  0.          0.        ]]",[ 0.83313465 -0.35356349],-0.138009958029,[ 1.3811342   0.63705735],-1.28123,"[ 0.60902586  1.36522986 -0.96009943 -0.84598828 -0.19516477 -1.0971186
  0.53912962 -0.76752545  0.7705645  -0.13824766  0.        ]",[-0.50122333 -0.34384185]
6,"[[-0.70238225 -0.79932518 -0.0209838  -0.12560954]
 [-2.25614897 -4.78582686  0.          0.        ]]",[ 0.4254761  -0.56043762],-0.115670926672,[ 0.57859389 -1.45148625],-1.07724,"[ 0.53135268  1.26398062 -1.07019642 -1.10686211 -0.19516466 -1.09711729
  0.66420976 -0.37064054  0.50225844 -0.23957988  0.        ]",[-0.50122333 -0.34384185]
7,"[[-0.72407893 -0.93382625 -0.0209838  -0.12560954]
 [ 0.07868515 -8.65138898  0.          0.        ]]",[ 0.47160172  0.19138767],-0.0998695473934,[ 0.42953792 -0.9705903 ],-1.02468,"[ 0.51037054  1.13790647 -1.09684625 -1.35791158 -0.19516455 -1.09711598
  0.73577891 -0.94550327  0.32273011 -0.25362717  0.        ]",[-0.50122333 -0.34384185]
8,"[[ -0.70546132  -1.14369989  -0.0209838   -0.12560954]
 [  1.7773843  -12.32372124   0.           0.        ]]",[ 0.43089581  0.80269474],-0.0806148806762,[ 0.44700667  1.84152282],-0.957656,"[ 0.52840647  0.91569887 -1.07400641 -1.66451285 -0.19516444 -1.09711467
  0.78784852 -1.49162838  0.13492212 -0.20423072  0.        ]",[-0.50122333 -0.34384185]
9,"[[-0.6525327  -1.34800255 -0.0209838  -0.12560954]
 [ 3.50983123 -8.1205333   0.          0.        ]]",[-0.10855982  0.44547755],-0.0649184594918,[ 0.14873922  0.77166681],-0.890859,"[ 0.57753109  0.67780827 -1.00710978 -1.85236351 -0.19516433 -1.09711336
  0.84095253 -0.86655451  0.0162296  -0.11072804  0.        ]",[-0.50122333 -0.34384185]
