timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[ 0.06449085 -0.04518313  0.0484172  -0.19289818]
 [ 0.00447724 -0.00128511  0.          0.        ]]",[-4.0654335  -2.68290234],-0.258116260348,[-3.56610931 -3.16189309],-2.68141,"[ 0.86775105  1.59162982  0.09269399  0.84945031  0.40605011 -1.68119145
  0.72869718  0.33884211  1.05150538  2.17955129  0.        ]",[-0.55596083 -0.38051671]
1,"[[ 0.0249044  -0.08492097  0.0484172  -0.19289818]
 [-3.94996487 -3.95931323  0.          0.        ]]",[-2.96737051 -1.75402844],-0.248352443654,[-1.8522805  -2.12128296],-2.6625,"[ 0.87038282  1.58847016  0.02823651  0.73584487  0.40604988 -1.68118834
  0.60978165 -0.25656535  1.05149939  2.05733617  0.        ]",[-0.55596083 -0.38051671]
2,"[[-0.09298703 -0.20303337  0.0484172  -0.19289818]
 [-7.8263071  -7.83899593  0.          0.        ]]",[-1.37721479 -0.58967906],-0.217742687172,[-1.71706213 -0.78842709],-2.42057,"[ 0.86441359  1.5677674  -0.16370462  0.40113597  0.40604965 -1.68118523
  0.49321476 -0.84018699  1.0022397   1.69789438  0.        ]",[-0.55596083 -0.38051671]
3,"[[ -0.28764251  -0.38956314   0.0484172   -0.19289818]
 [-11.62668535 -10.8040835    0.           0.        ]]",[ 0.48529619  0.631078  ],-0.163961125384,[ 0.62448452  1.55913469],-1.92744,"[ 0.80969363  1.50129715 -0.47477368 -0.10926306  0.40604942 -1.68118212
  0.37893224 -1.28622479  0.77340243  1.15850202  0.        ]",[-0.55596083 -0.38051671]
4,"[[-0.4931024  -0.56377862  0.0484172  -0.19289818]
 [-8.92821623 -6.63136608  0.          0.        ]]",[ 0.80345893  0.4823795 ],-0.106133671052,[ 0.66966359  0.07992632],-1.19966,"[ 0.69353024  1.40372414 -0.78393427 -0.55220738  0.40604919 -1.68117901
  0.46007848 -0.65852078  0.38357885  0.71640898  0.        ]",[-0.55596083 -0.38051671]
5,"[[-0.64331858 -0.69192174  0.0484172  -0.19289818]
 [-6.10278222 -6.18443835  0.          0.        ]]",[ 0.89048433  0.79170167],-0.0628689150558,[ 1.27834771  0.1021871 ],-0.770142,"[ 0.57333011  1.31178887 -0.99011788 -0.84913042  0.40604896 -1.6811759
  0.54504267 -0.59128886  0.02323086  0.48666904  0.        ]",[-0.55596083 -0.38051671]
6,"[[-0.72447251 -0.81033533  0.0484172  -0.19289818]
 [-2.02613597 -5.65867141  0.          0.        ]]",[ 0.57138562  0.95309675],-0.0347017212372,[ 2.25891827 -0.62280294],-0.562722,"[ 0.49703509  1.21307662 -1.09262229 -1.09696197  0.40604873 -1.68117279
  0.66763238 -0.51219717 -0.2419255   0.39740239  0.        ]",[-0.55596083 -0.38051671]
7,"[[-0.72489087 -0.94713992  0.0484172  -0.19289818]
 [ 1.97101714 -8.01391872  0.          0.        ]]",[ 0.25187528  1.50056112],-0.0230006798904,[ 0.80436974  0.86862468],-0.652647,"[ 0.49662201  1.08444246 -1.09313171 -1.34688429  0.40604851 -1.68116968
  0.78783152 -0.86649757 -0.39110258  0.40184666  0.        ]",[-0.55596083 -0.38051671]
8,"[[-0.65394033 -1.07132663  0.0484172  -0.19289818]
 [ 5.11364893 -4.41671129  0.          0.        ]]",[-0.5402689   0.99725091],-0.0272596243919,[-0.05522802 -0.41962687],-0.76878,"[ 0.56377901  0.95605462 -1.00391191 -1.53623165  0.40604828 -1.68116657
  0.88233392 -0.32536745 -0.40391859  0.46184545  0.        ]",[-0.55596083 -0.38051671]
9,"[[-0.55486974 -1.17545255  0.0484172  -0.19289818]
 [ 4.79446212 -5.99063838  0.          0.        ]]",[-0.66796172  1.29746342],-0.0369374471842,[-0.24270811  0.26041233],-0.853197,"[ 0.64753862  0.84137065 -0.87108848 -1.6652374   0.40604805 -1.68116346
  0.8727348  -0.56213394 -0.35370395  0.54128248  0.        ]",[-0.55596083 -0.38051671]
