timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[ 0.01429801 -0.06254822 -0.13043822 -0.02479716]
 [-0.00311827 -0.00146245  0.          0.        ]]",[-2.16268063 -2.62005353],-0.340942491074,[-2.59637603 -2.83704127],-2.07271,"[ 0.94512314  1.90960955 -0.02280743  0.69055629 -1.14323673 -0.22174418
  0.72789146  0.35128726  2.589771    0.346971    0.        ]",[-0.32235402 -0.27001747]
1,"[[-0.02543888 -0.10228959 -0.13043822 -0.02479716]
 [-3.95741434 -3.95948771  0.          0.        ]]",[-1.99975216 -2.42838097],-0.3396104336,[-1.85649622 -1.35508015],-2.11498,"[ 0.94480087  1.90532328 -0.08548626  0.57328494 -1.14323428 -0.22174397
  0.58840814 -0.20858307  2.5829086   0.23660459  0.        ]",[-0.32235402 -0.27001747]
2,"[[-0.14347794 -0.22040544 -0.13043822 -0.02479716]
 [-7.8336237  -7.83916639  0.          0.        ]]",[-1.93812978 -2.26454473],-0.333442364204,[-2.37849216 -1.49500579],-2.04188,"[ 0.93038386  1.8805166  -0.27091859  0.228276   -1.14323183 -0.22174375
  0.45167938 -0.75737071  2.51961875 -0.08464789  0.        ]",[-0.32235402 -0.27001747]
3,"[[ -0.33827555  -0.41534389  -0.13043822  -0.02479716]
 [-11.63360428 -11.64198881   0.           0.        ]]",[-1.89719903 -2.07639766],-0.316252900431,[-0.85691931 -1.68121091],-1.89719,"[ 0.86317609  1.80096251 -0.56886381 -0.31916911 -1.14322938 -0.22174353
  0.31763957 -1.29528497  2.28368537 -0.56365506  0.        ]",[-0.32235402 -0.27001747]
4,"[[ -0.60264908  -0.68558406  -0.13043822  -0.02479716]
 [-14.79348122 -15.36956369   0.           0.        ]]",[-1.80059969 -1.93477416],-0.279646696407,[-1.92804384 -2.60804475],-1.62092,"[ 0.69008854  1.61667044 -0.93951641 -0.99909643 -1.14322693 -0.22174332
  0.20617863 -1.82255087  1.75075254 -1.03269648  0.        ]",[-0.32235402 -0.27001747]
5,"[[ -0.93529156  -1.02963024  -0.13043822  -0.02479716]
 [-18.45901419 -19.02280529   0.           0.        ]]",[-1.57784438 -1.74462044],-0.215640475718,[-1.9892884  -2.38028143],-1.32785,"[ 0.35655997  1.27809602 -1.31486715 -1.66232737 -1.14322448 -0.2217431
  0.07688132 -2.33929431  0.91932607 -1.2044584   0.        ]",[-0.32235402 -0.27001747]
6,"[[ -1.34054736  -1.44601077  -0.13043822  -0.02479716]
 [-22.05517439 -22.60322882   0.           0.        ]]",[-1.55436909 -1.63401663],-0.121614389486,[-2.17119327 -2.38820111],-0.736666,"[-0.17268026  0.76722613 -1.58119958 -2.06240784 -1.14322203 -0.22174289
 -0.04996895 -2.84572543  0.0748758  -0.80005452  0.        ]",[-0.32235402 -0.27001747]
7,"[[ -1.81704661e+00  -1.93328412e+00  -1.30438220e-01  -2.47971561e-02]
 [ -2.55834750e+01  -2.61123784e+01   0.00000000e+00   0.00000000e+00]]",[-1.66083455 -1.54024124],-0.018344893867,[-1.01092135 -2.60376237],-0.340476,"[-0.85636953  0.14077342 -1.57523745 -1.8930055  -1.14321958 -0.22174267
 -0.17442555 -3.34205776 -0.22241134  0.08392776  0.        ]",[-0.32235402 -0.27001747]
8,"[[ -2.36343109e+00  -2.49004418e+00  -1.30438220e-01  -2.47971561e-02]
 [ -2.90433882e+01  -2.95522911e+01   0.00000000e+00   0.00000000e+00]]",[-1.85385835 -1.58937538],-0.098034253653,[-0.50743859 -1.17614392],-0.64946,"[-1.5349092  -0.4353092  -1.15268928 -0.91999641 -1.14321713 -0.22174245
 -0.29646984 -3.82857402  0.28773299  0.71779461  0.        ]",[-0.32235402 -0.27001747]
9,"[[ -2.95873890e+00  -3.11493176e+00  -1.30438220e-01  -2.47971561e-02]
 [ -3.04812742e+01  -2.66946797e+01   0.00000000e+00   0.00000000e+00]]",[-1.79613543 -1.60684609],-0.142778902962,[-3.02058597 -0.70627868],-0.759886,"[-1.92763114 -0.70272389 -0.33218957  0.79671879 -1.14321468 -0.22174224
 -0.34718935 -3.42433264  0.85119679  0.42161886  0.        ]",[-0.32235402 -0.27001747]
10,"[[ -3.60201693e+00  -3.28085656e+00  -1.30438220e-01  -2.47971561e-02]
 [ -3.38357524e+01   2.01341660e+00   0.00000000e+00   0.00000000e+00]]",[-1.69901526 -1.6578846 ],-0.130985534871,[-2.99227217 -1.47289957],-0.7124,"[-1.80092915 -0.69052745  0.6555693   1.28669102 -1.14321223 -0.22174202
 -0.46551451  0.63630376  0.77449161  0.21687089  0.        ]",[-0.32235402 -0.27001747]
11,"[[ -4.31173540e+00  -3.19268321e+00  -1.30438220e-01  -2.47971561e-02]
 [ -3.71252079e+01   5.07597948e+00   0.00000000e+00   0.00000000e+00]]",[-1.56668246 -1.61781812],-0.129511358087,[-2.12312539 -2.64943938],-0.769818,"[-1.06820076 -0.70148041  1.40719841  1.02686685 -1.14320978 -0.2217418
 -0.58154595  1.06948827  0.75685345  0.28168065  0.        ]",[-0.32235402 -0.27001747]
