timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[ 0.03126023  0.09083286 -0.05615179  0.13046032]
 [ 0.0042773   0.00252439  0.          0.        ]]",[-1.6472652  -2.15339279],-0.288716973026,[-0.78774257 -2.54929421],-1.91137,"[ 0.89273282  1.68092121  0.02251767  1.20605813 -0.50035545  1.12857377
  0.73647475  0.34393521  2.02763231 -0.84987594  0.        ]",[-0.44906911 -0.34076923]
1,"[[  9.44232461e-05   5.11671380e-02  -5.61517881e-02   1.30460322e-01]
 [ -3.11048978e+00  -3.95590789e+00   0.00000000e+00   0.00000000e+00]]",[-1.59679878 -1.96792936],-0.293832151439,[-1.21996566 -1.11258349],-1.95565,"[ 0.89344937  1.68441171 -0.02785394  1.09112638 -0.50035507  1.1285722
  0.6385493  -0.23825793  2.03445792 -0.95070413  0.        ]",[-0.44906911 -0.34076923]
2,"[[-0.10117343 -0.06687787 -0.05615179  0.13046032]
 [-7.00334856 -7.83566519  0.          0.        ]]",[-1.58951187 -1.81924558],-0.308238120145,[-1.97733062 -1.192692  ],-2.01249,"[ 0.88593806  1.68325684 -0.19127557  0.7484169  -0.50035468  1.12857064
  0.5161616  -0.80887947  2.01635183 -1.26735772  0.        ]",[-0.44906911 -0.34076923]
3,"[[ -0.27952783  -0.26174731  -0.05615179   0.13046032]
 [-10.81946649 -11.63859416   0.           0.        ]]",[-1.66465509 -1.7608639 ],-0.326942342299,[-1.40508583 -2.24613263],-2.11215,"[ 0.83644184  1.64372846 -0.47400468  0.19083265 -0.5003543   1.12856907
  0.39618661 -1.36819989  1.85058385 -1.78454449  0.        ]",[-0.44906911 -0.34076923]
4,"[[ -0.53345467  -0.53191882  -0.05615179   0.13046032]
 [-14.56098492 -15.36609738   0.           0.        ]]",[-1.74980068 -1.76151192],-0.339507237672,[-0.50671006 -1.237666  ],-2.17764,"[ 0.68938149  1.51443588 -0.85001957 -0.53082055 -0.50035392  1.12856751
  0.27855698 -1.91642357  1.36842869 -2.36726339  0.        ]",[-0.44906911 -0.34076923]
5,"[[ -0.84190547  -0.87590437  -0.05615179   0.13046032]
 [-16.27873344 -19.02022451   0.           0.        ]]",[-1.83189976 -1.7181648 ],-0.33148838111,[-1.94173876 -1.31993265],-2.00342,"[ 0.40296921  1.23930603 -1.23378207 -1.28883017 -0.50035354  1.12856595
  0.22455258 -2.45384941  0.52866404 -2.70399042  0.        ]",[-0.44906911 -0.34076923]
6,"[[ -1.20397835  -1.29223675  -0.05615179   0.13046032]
 [-19.91702863 -22.60100071   0.           0.        ]]",[-1.88331997 -1.75775182],-0.290004347876,[-2.46110874 -1.05592068],-1.62014,"[-0.0484981   0.78559027 -1.53697155 -1.85044442 -0.50035316  1.12856438
  0.11016817 -2.98047799 -0.43985886 -2.48242016  0.        ]",[-0.44906911 -0.34076923]
7,"[[ -1.63813091  -1.7794689   -0.05615179   0.13046032]
 [-23.48690362 -26.11046576   0.           0.        ]]",[-2.00590086 -1.70403075],-0.208054075519,[-2.07408376  0.30228844],-1.09729,"[ -6.74055451e-01   1.86816600e-01  -1.64084584e+00  -1.89940034e+00
  -5.00352778e-01   1.12856282e+00  -2.06517556e-03  -3.49660570e+00
  -1.01204573e+00  -1.65040163e+00   0.00000000e+00]",[-0.44906911 -0.34076923]
8,"[[ -2.14299741  -2.28445484  -0.05615179   0.13046032]
 [-26.98785885 -24.39389876   0.           0.        ]]",[-1.9806093  -1.60973084],-0.112739307946,[-2.38525404 -1.11364709],-0.550184,"[-1.37050391 -0.36887449 -1.38701461 -1.25352187 -0.5003524   1.12856126
 -0.11213175 -3.24411991 -0.75224096 -0.80375515  0.        ]",[-0.44906911 -0.34076923]
9,"[[ -2.71717231  -2.80719335  -0.05615179   0.13046032]
 [-30.4178528  -27.86858735   0.           0.        ]]",[-2.21226454 -1.6899761 ],-0.105913362981,[-2.21928236 -1.90074014],-0.587912,"[-1.91360892 -0.72903781 -0.69366339 -0.01086086 -0.50035202  1.12855969
 -0.21996737 -3.75512002 -0.05528895 -0.683041    0.        ]",[-0.44906911 -0.34076923]
