timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[-0.08239573  0.05032957 -0.11153475 -0.11902964]
 [-0.00091781  0.00022105  0.          0.        ]]","[ 0.8360017   1.41106629 -0.0881279   1.17238156 -0.95498139 -1.03200765
  0.68725785  0.32698987  2.78166111  1.47212818  0.        ]",-0.338581831276,[-0.85584325 -0.6743505 ],-3.82592,[-3.56877065 -5.51489353],[-3.06747562 -6.13959827]
1,"[[-0.12208897  0.01062153 -0.11153475 -0.11902964]
 [-3.95524404 -3.95783824  0.          0.        ]]","[ 0.82970835  1.41251625 -0.15263616  1.0631899  -0.95498087 -1.03200704
  0.5758204  -0.30353283  2.77050265  1.33711699  0.        ]",-0.333799848905,[-0.85584325 -0.6743505 ],-3.82785,[-2.5543046  -4.76217127],[-2.5579165  -4.57701414]
2,"[[-0.24008442 -0.10746172 -0.11153475 -0.11902964]
 [-7.8314157  -7.83755785  0.          0.        ]]","[ 0.79671545  1.40566374 -0.34215595  0.73887581 -0.95498035 -1.03200643
  0.46658546 -0.92157571  2.68375024  0.94412362  0.        ]",-0.317396968969,[-0.85584325 -0.6743505 ],-3.61832,[-1.4043746  -3.85489821],[-1.40777187 -4.15703201]
3,"[[ -0.43483649  -0.30236852  -0.11153475  -0.11902964]
 [-11.63123372 -11.64043412   0.           0.        ]]","[ 0.69670685  1.35816723 -0.64192316  0.21467752 -0.95497983 -1.03200582
  0.35950227 -1.52737642  2.37621899  0.35907274  0.        ]",-0.283685664111,[-0.85584325 -0.6743505 ],-3.25662,[ 0.22057691 -2.32989383],[ 0.17327898 -2.38765239]
4,"[[ -0.65826874  -0.57259413  -0.11153475  -0.11902964]
 [-10.71518865 -15.36967759   0.           0.        ]]","[ 0.51668505  1.22126654 -0.95314096 -0.4567294  -0.95497931 -1.03200522
  0.38531731 -2.12144526  1.76646457 -0.16180165  0.        ]",-0.231895627208,[-0.85584325 -0.6743505 ],-2.80384,[ 0.77293092 -0.40176344],[ 0.53287454 -0.0304851 ]
5,"[[ -0.84930893  -0.87815105  -0.11153475  -0.11902964]
 [ -8.3965645  -15.18661042   0.           0.        ]]","[ 0.31388391  0.97906951 -1.18036385 -1.08332582 -0.95497879 -1.03200461
  0.45065858 -2.0922793   1.04261629 -0.36300326  0.        ]",-0.172978668558,[-0.85584325 -0.6743505 ],-2.3339,[ 0.86543572  1.00187564],[ 1.36509727  0.66060734]
6,"[[ -0.97589846  -1.15263246  -0.11153475  -0.11902964]
 [ -4.27591046 -12.27123575   0.           0.        ]]","[ 0.15841947  0.70020709 -1.30678974 -1.48027364 -0.95497827 -1.032004
  0.56678304 -1.62785646  0.49005898 -0.28205835  0.        ]",-0.123373419282,[-0.85584325 -0.6743505 ],-2.15715,[ 0.52271718  1.16438198],[-0.72133101  1.47545087]
7,"[[-1.08922583 -1.35588385 -0.11153475 -0.11902964]
 [-7.04755863 -8.06791031  0.          0.        ]]","[ 0.00734419  0.46892762 -1.40165228 -1.65404148 -0.95497775 -1.0320034
  0.48867468 -0.95826368  0.10179734 -0.10111992  0.        ]",-0.0837325739474,[-0.85584325 -0.6743505 ],-1.86816,[ 0.81291258  1.06861973],[ 0.45167045  0.90026748]
8,"[[-1.21085794 -1.47987603 -0.11153475 -0.11902964]
 [-5.1219477  -4.34372579  0.          0.        ]]","[-0.16501701  0.32203477 -1.48276945 -1.70596917 -0.95497723 -1.03200279
  0.54294039 -0.36499873 -0.17655188  0.08745652  0.        ]",-0.0527786899194,[-0.85584325 -0.6743505 ],-1.73243,[ 0.67477608  0.85189462],[ 0.98192468  1.84407606]
9,"[[-1.27330023 -1.52616668 -0.11153475 -0.11902964]
 [-1.13549192 -0.29882914  0.          0.        ]]","[-0.25680832  0.2666438  -1.51569733 -1.71459166 -0.95497671 -1.03200218
  0.655283    0.27935582 -0.2904533   0.18362871  0.        ]",-0.0395852446648,[-0.85584325 -0.6743505 ],-1.68834,[ 0.03283639  0.1639104 ],[-0.17764033  0.060629  ]
