timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[-0.05539271 -0.03983921 -0.0958881   0.19897645]
 [-0.00032838  0.002931    0.          0.        ]]",[-1.9701246  -2.18992496],-0.37333953192,[-1.43078139 -3.04101692],-2.46268,"[ 0.90179233  1.72876309 -0.12186099  0.81222951 -0.84586345  1.72676639
  0.73457434  0.34599726  2.37864509 -1.76947625  0.        ]",[-0.3983371  -0.33183843]
1,"[[-0.09507431 -0.07949357 -0.0958881   0.19897645]
 [-3.95467427 -3.9551805   0.          0.        ]]",[-1.83770883 -2.00791335],-0.37955407621,[-1.6779825  -2.77480265],-2.49913,"[ 0.89742569  1.7257947  -0.18549349  0.69685471 -0.84586247  1.72676177
  0.60715977 -0.23135946  2.36500307 -1.88461635  0.        ]",[-0.3983371  -0.33183843]
2,"[[-0.21305896 -0.19752414 -0.0958881   0.19897645]
 [-7.83091889 -7.83494525  0.          0.        ]]",[-1.7261827  -1.87017298],-0.395512516429,[-1.66492462 -1.35964325],-2.65034,"[ 0.87093724  1.70537566 -0.37288405  0.3563031  -0.8458615   1.72675714
  0.48226183 -0.79728764  2.27899712 -2.21781911  0.        ]",[-0.3983371  -0.33183843]
3,"[[ -0.40780262  -0.39237904  -0.0958881    0.19897645]
 [-11.63090874 -11.63785481   0.           0.        ]]",[-1.73192656 -1.8532548 ],-0.413162312925,[-2.12544794 -2.50601047],-2.7032,"[ 0.78399616  1.63448434 -0.67063619 -0.18628748 -0.84586052  1.72675252
  0.35982097 -1.35200364  1.99935865 -2.70713395  0.        ]",[-0.3983371  -0.33183843]
4,"[[ -0.67780143  -0.66253524  -0.0958881    0.19897645]
 [-15.35682862 -15.36529719   0.           0.        ]]",[-1.76447201 -1.82211924],-0.419000658066,[-1.50790382 -2.50952194],-2.67931,"[ 0.58046928  1.46455465 -1.04131543 -0.86466541 -0.84585954  1.72674789
  0.23976678 -1.89570789  1.3932457  -3.17529563  0.        ]",[-0.3983371  -0.33183843]
5,"[[ -1.02159864  -1.00649647  -0.0958881    0.19897645]
 [-19.01117989 -19.01857115   0.           0.        ]]",[-1.8561455 -1.7600069],-0.395689656988,[-2.19409721 -2.52005784],-2.3822,"[ 0.20434926  1.14666343 -1.40455166 -1.53463333 -0.84585857  1.72674327
  0.12201864 -2.42858709  0.47212289 -3.30501594  0.        ]",[-0.3983371  -0.33183843]
6,"[[ -1.43778803  -1.42279232  -0.0958881    0.19897645]
 [-22.59641313 -22.59898744   0.           0.        ]]",[-2.04170585 -1.81461191],-0.328620515246,[-2.51135819 -2.76255411],-1.79463,"[-0.3656291   0.66112517 -1.62684418 -1.9546723  -0.84585759  1.72673865
  0.00649757 -2.95082907 -0.41812215 -2.80805295  0.        ]",[-0.3983371  -0.33183843]
7,"[[ -1.9250052   -1.90998042  -0.0958881    0.19897645]
 [-26.11408053 -26.10808837   0.           0.        ]]",[-2.16422319 -1.80490279],-0.223691872235,[-2.40423321 -1.76922456],-1.01613,"[-1.06746199  0.05923934 -1.54120825 -1.82046376 -0.84585662  1.72673402
 -0.10684643 -3.46265492 -0.66708451 -1.83788818  0.        ]",[-0.3983371  -0.33183843]
8,"[[ -2.48189817  -2.46665395  -0.0958881    0.19897645]
 [-29.56368636 -29.54792698   0.           0.        ]]",[-2.3674264  -1.84776473],-0.159127337321,[-2.74058369 -2.69313741],-0.64024,"[-1.7163995  -0.50234215 -1.01845775 -0.89302017 -0.84585564  1.7267294
 -0.21799739 -3.96435978 -0.05539525 -1.20583894  0.        ]",[-0.3983371  -0.33183843]
9,"[[ -3.10707818  -3.09145345  -0.0958881    0.19897645]
 [-32.94178261 -26.78881557   0.           0.        ]]",[-2.4649179  -1.85454273],-0.220088005105,[-3.19204553 -1.25108624],-1.25248,"[-2.02265283 -0.77559201 -0.08830768  0.78224243 -0.84585467  1.72672478
 -0.32684419 -3.56187531  0.52799816 -1.56969569  0.        ]",[-0.3983371  -0.33183843]
10,"[[ -3.79907874  -3.26460563  -0.0958881    0.19897645]
 [-36.24760877   1.56155068   0.           0.        ]]",[-1.46363533 -1.18462813],-0.235756678736,[-1.94861299 -1.87193578],-1.56996,"[-1.71836702 -0.76769461  0.95002553  1.28599047 -0.84585369  1.72672015
 -0.43336231  0.57335522  0.42012273 -1.78101272  0.        ]",[-0.3983371  -0.33183843]
