timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[-0.04931332 -0.03341705 -0.13611257 -0.0295549 ]
 [-0.00435033  0.00128901  0.          0.        ]]","[ 0.93028124  1.83407389 -0.11638896  0.79677219 -1.14867288 -0.26670618
  0.73602649  0.34820982  2.61704677  0.31380906  0.        ]",-0.34596377549,[-0.3441906  -0.29160032],-2.36923,[-2.39202666 -2.63867164],[-1.19552663 -3.27332072]
1,"[[-0.08907456 -0.07310392 -0.13611257 -0.0295549 ]
 [-3.95861542 -3.95678987  0.          0.        ]]","[ 0.92629397  1.83135703 -0.17940311  0.67998664 -1.14867071 -0.26670595
  0.60207224 -0.2181479   2.60523745  0.20276481  0.        ]",-0.344285659683,[-0.3441906  -0.29160032],-2.38074,[-2.15779662 -2.44525003],[-1.61079039 -2.33781175]
2,"[[-0.20713721 -0.19116636 -0.13611257 -0.0295549 ]
 [-7.83477713 -7.83652307  0.          0.        ]]","[ 0.90104541  1.81140627 -0.36481067  0.33528636 -1.14866854 -0.26670572
  0.47076393 -0.77329481  2.52691074 -0.11872153  0.        ]",-0.337051869952,[-0.3441906  -0.29160032],-2.35411,[-2.05609989 -2.27575397],[-1.35228795 -1.73563314]
3,"[[ -0.40195717  -0.38605251  -0.13611257  -0.0295549 ]
 [-11.63467888 -11.63940239   0.           0.        ]]","[ 0.81647028  1.74035027 -0.65961565 -0.21442366 -1.14866637 -0.26670549
  0.34203906 -1.31744301  2.26629837 -0.59231784  0.        ]",-0.318011973453,[-0.3441906  -0.29160032],-2.18322,[-1.96973002 -2.08425426],[-2.49905902 -2.03700022]
4,"[[ -0.67203044  -0.65623937  -0.13611257  -0.0295549 ]
 [-15.36050411 -15.36681575   0.           0.        ]]","[ 0.61674855  1.56829012 -1.02717528 -0.90287037 -1.1486642  -0.26670525
  0.21582362 -1.85078878  1.69542502 -1.04882552  0.        ]",-0.278271197678,[-0.3441906  -0.29160032],-1.88804,[-1.8441509  -1.91766274],[-2.38131879 -2.13157942]
5,"[[ -1.01590017  -1.00023069  -0.13611257  -0.0295549 ]
 [-19.01475639 -19.02006102   0.           0.        ]]","[ 0.24597514  1.24475024 -1.38841495 -1.5849681  -1.14866203 -0.26670502
  0.09203279 -2.37351472  0.82180017 -1.18270834  0.        ]",-0.209607361369,[-0.3441906  -0.29160032],-1.48392,[-1.65762973 -1.72787285],[-2.80520859 -1.96615441]
6,"[[ -1.43216012  -1.41655603  -0.13611257  -0.0295549 ]
 [-22.59989436 -22.60044678   0.           0.        ]]","[-0.31758898  0.7489203  -1.61154706 -2.01679651 -1.14865986 -0.26670479
 -0.02941674 -2.88580423 -0.02922353 -0.71272638  0.        ]",-0.110641821971,[-0.3441906  -0.29160032],-0.834934,[-1.57587373 -1.58551669],[-1.80369497 -2.48536557]
7,"[[ -1.9194461   -1.90377297  -0.13611257  -0.0295549 ]
 [-26.11748488 -26.10951187   0.           0.        ]]","[-1.01333388  0.13248391 -1.53120029 -1.88990565 -1.14865768 -0.26670455
 -0.14857804 -3.38787308 -0.27617444  0.22010343  0.        ]",-0.0172324510897,[-0.3441906  -0.29160032],-0.428037,[-1.7066046  -1.46938622],[-1.88455581 -3.0940877 ]
8,"[[ -2.47640667e+00  -2.46047455e+00  -1.36112572e-01  -2.95548989e-02]
 [ -2.95670492e+01  -2.95493059e+01   0.00000000e+00   0.00000000e+00]]","[-1.65883425 -0.44485412 -1.01863036 -0.96038152 -1.14865551 -0.26670432
 -0.26543488 -3.88000959  0.29869374  0.83716893  0.        ]",-0.111114931152,[-0.3441906  -0.29160032],-0.841155,[-2.08776522 -1.62542284],[-1.68210897 -0.68659046]
9,"[[ -3.10165307e+00  -3.07284993e+00  -1.36112572e-01  -2.95548989e-02]
 [ -3.29450932e+01  -2.59305288e+01   0.00000000e+00   0.00000000e+00]]","[-1.96680903 -0.72808707 -0.10149866  0.69281499 -1.14865334 -0.26670409
 -0.37986887 -3.36218452  0.85806026  0.50683859  0.        ]",-0.150295158772,[-0.3441906  -0.29160032],-0.977434,[-2.18477297 -1.78735805],[-2.24498345 -3.09749962]
10,"[[ -3.79372081e+00  -3.24464471e+00  -1.36112572e-01  -2.95548989e-02]
 [ -3.62509616e+01   1.22198589e+00   0.00000000e+00   0.00000000e+00]]","[-1.67041054 -0.72431006  0.92609885  1.19839792 -1.14865117 -0.26670386
 -0.49185778  0.52288965  0.77256599  0.29935085  0.        ]",-0.136527043475,[-0.3441906  -0.29160032],-0.945496,[-1.9277426  -1.77324569],[-2.69539498 -1.46366115]
11,"[[ -4.55126327e+00  -3.17187457e+00  -1.36112572e-01  -2.95548989e-02]
 [ -3.94925551e+01   4.41125570e+00   0.00000000e+00   0.00000000e+00]]","[-0.75057887 -0.73052719  1.53007646  0.98446522 -1.148649   -0.26670362
 -0.60166921  0.97921999  0.7576798   0.3456837   0.        ]",-0.135487260799,[-0.3441906  -0.29160032],-1.069,[-1.61528921 -1.64803731],[-1.88302494 -1.56768123]
12,"[[ -5.37299572e+00  -3.09502630e+00  -1.36112572e-01  -2.95548989e-02]
 [ -4.26700937e+01   3.08274889e+00   0.00000000e+00   0.00000000e+00]]","[ 0.3717606  -0.72972373  1.21641717  0.75805441 -1.14864683 -0.26670339
 -0.70931058  0.78913153  0.75709994  0.34105318  0.        ]",-0.135348551543,[-0.3441906  -0.29160032],-1.17893,[-1.3316009  -1.48728716],[ 0.00963578 -2.15583926]
13,"[[ -6.21753957e+00  -3.04829337e+00  -1.36112572e-01  -2.95548989e-02]
 [ -4.17872292e+01   1.67262451e+00   0.00000000e+00   0.00000000e+00]]","[ 0.92892354 -0.72553375  0.06614925  0.62068014 -1.14864466 -0.26670316
 -0.67940186  0.58736527  0.69754254  0.34157749  0.        ]",-0.128650811243,[-0.3441906  -0.29160032],-1.07567,[-1.28940105 -1.40934277],[-1.9845987  -1.54929697]
14,"[[ -7.08470901e+00  -3.02428820e+00  -1.36112572e-01  -2.95548989e-02]
 [ -4.49192765e+01   8.14177298e-01   0.00000000e+00   0.00000000e+00]]","[ 0.49068339 -0.72229591 -1.17943095  0.55032941 -1.14864249 -0.26670293
 -0.78550208  0.46453507  0.63723061  0.41661192  0.        ]",-0.123465474677,[-0.3441906  -0.29160032],-0.92501,[-1.22203648 -1.32290566],[-1.46859664 -1.07303038]
