timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[-0.01915733  0.00086071 -0.02996992 -0.02572205]
 [ 0.00243716 -0.00305681  0.          0.        ]]",[-1.22074819 -2.30193281],-0.240920932181,[-2.63351154 -2.76097019],-1.84367,"[ 0.89618406  1.70072434 -0.06063213  0.94082605 -0.27364415 -0.22743255
  0.73514736  0.34387465  1.7830183   0.40285905  0.        ]",[-0.43281895 -0.34461576]
1,"[[-0.05878413 -0.03891221 -0.02996992 -0.02572205]
 [-3.95195729 -3.96104952  0.          0.        ]]",[-0.49417907 -1.83147097],-0.239446958378,[-0.58877029 -1.73807135],-1.87203,"[ 0.89391774  1.69977746 -0.12454031  0.82526733 -0.27364397 -0.2274324
  0.60979367 -0.23684408  1.77681647  0.28588092  0.        ]",[-0.43281895 -0.34461576]
2,"[[-0.16039277 -0.15706538 -0.02996992 -0.02572205]
 [-6.20144204 -7.84133472  0.          0.        ]]",[-0.34814447 -1.58086896],-0.234482983596,[ 0.2958979  -1.28218202],-1.79871,"[ 0.8776172   1.68537928 -0.28749119  0.48374107 -0.27364378 -0.22743225
  0.53848518 -0.80616118  1.7197068  -0.0252742   0.        ]",[-0.43281895 -0.34461576]
3,"[[ -0.2714336   -0.35206699  -0.02996992  -0.02572205]
 [ -4.90700248 -11.64614087   0.           0.        ]]",[-0.51676399 -1.42172587],-0.225287544122,[-0.1329557   0.13101021],-1.7278,"[ 0.84272667  1.62428699 -0.4624689  -0.06383274 -0.2736436  -0.2274321
  0.57951809 -1.36440245  1.55465152 -0.40132392  0.        ]",[-0.43281895 -0.34461576]
4,"[[ -0.37388428  -0.57746962  -0.02996992  -0.02572205]
 [ -5.33666436 -10.89661701   0.           0.        ]]",[-0.5365634  -1.40237558],-0.212164875026,[ 0.44031378 -0.28077026],-1.57145,"[ 0.79507794  1.49867049 -0.61923058 -0.64816496 -0.27364341 -0.22743195
  0.56589745 -1.25442983  1.28531662 -0.72487999  0.        ]",[-0.43281895 -0.34461576]
5,"[[ -0.46208353  -0.80439766  -0.02996992  -0.02572205]
 [ -3.48942164 -11.79319204   0.           0.        ]]",[-0.54835665 -1.25330544],-0.196383567298,[-1.00042923 -3.39019637],-1.45233,"[ 0.74256014  1.31887225 -0.74929301 -1.15531015 -0.27364323 -0.2274318
  0.62445406 -1.38597326  0.96155417 -0.94129598  0.        ]",[-0.43281895 -0.34461576]
6,"[[ -0.57087486  -1.0776339   -0.02996992  -0.02572205]
 [ -7.37704555 -15.51802428   0.           0.        ]]",[-0.43123406 -1.01095235],-0.173739830306,[ 0.31342577 -1.24004354],-1.39708,"[ 0.66376653  1.04459264 -0.90191095 -1.62153359 -0.27364304 -0.22743165
  0.50121685 -1.9324766   0.52154331 -1.07216343  0.        ]",[-0.43281895 -0.34461576]
7,"[[ -0.70451931  -1.42464133  -0.02996992  -0.02572205]
 [ -5.99215506 -19.17053718   0.           0.        ]]",[-0.5248757  -0.87392259],-0.140735990208,[-0.08610293 -1.6095516 ],-1.26145,"[ 0.54710252  0.63618819 -1.07509999 -1.9368409  -0.27364286 -0.2274315
  0.54511715 -2.46836302 -0.02012897 -1.02007129  0.        ]",[-0.43281895 -0.34461576]
8,"[[ -0.82661408  -1.8439699   -0.02996992  -0.02572205]
 [ -6.2167701  -22.75039172   0.           0.        ]]",[-0.56060028 -0.61378247],-0.0977605413946,[ 0.07236034  0.7623707 ],-0.956941,"[ 0.42303293  0.11858025 -1.21709657 -1.86005857 -0.27364267 -0.22743135
  0.53799646 -2.99357957 -0.47266791 -0.7008403   0.        ]",[-0.43281895 -0.34461576]
9,"[[ -0.94687304  -2.26417016  -0.02996992  -0.02572205]
 [ -5.81019242 -19.28119846   0.           0.        ]]",[-0.50136364 -0.34090063],-0.0523502290006,[ 0.54700305  0.34225417],-0.660386,"[ 0.28635256 -0.34161689 -1.33968508 -1.29677053 -0.27364249 -0.2274312
  0.55088445 -2.48457179 -0.67009913 -0.23963546  0.        ]",[-0.43281895 -0.34461576]
