timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[ 0.00985894  0.0008325   0.08340302  0.07663791]
 [-0.00040513 -0.0044119   0.          0.        ]]",[ 1.23519599 -0.84545994],-0.146869489474,[ 1.77830988 -1.34084787],-1.54183,"[ 0.84945057  1.4756139   0.03580162  1.01189277  0.71218992  0.66271788
  0.70848427  0.33126045  0.70054989 -0.47681201  0.        ]",[-0.78142542 -0.556081  ]
1,"[[ 0.04955687 -0.03899814  0.08340302  0.07663791]
 [ 3.95701631 -3.9654461   0.          0.        ]]",[ 0.68285453 -0.37721461],-0.144802954751,[-0.10718598 -1.37537767],-1.50826,"[ 0.84765099  1.47469767  0.10069368  0.90058355  0.71218955  0.66271755
  0.82151329 -0.28523374  0.699313   -0.43614147  0.        ]",[-0.78142542 -0.556081  ]
2,"[[ 0.12367279 -0.15724521  0.08340302  0.07663791]
 [ 3.45623489 -7.84632677  0.          0.        ]]",[ 0.56668907  0.21187556],-0.142973241159,[-0.62045115  0.88264008],-1.57158,"[ 0.83786996  1.4607631   0.22142641  0.5718356   0.71218918  0.66271722
  0.80720982 -0.8892526   0.69198944 -0.41007831  0.        ]",[-0.78142542 -0.556081  ]
3,"[[ 0.16747119 -0.27753798  0.08340302  0.07663791]
 [ 0.93201203 -4.19512551  0.          0.        ]]",[ 1.11265063  0.12608558],-0.143873662654,[ 1.25460618  0.80756315],-1.60875,"[ 0.82817626  1.42955595  0.29229428  0.2437001   0.71218881  0.6627169
  0.73511408 -0.32098028  0.67896714 -0.45185639  0.        ]",[-0.78142542 -0.556081  ]
4,"[[ 0.22560529 -0.32853935  0.08340302  0.07663791]
 [ 4.86830622 -0.91592694  0.          0.        ]]",[ 0.30007482 -0.46347627],-0.139813008886,[ 0.23662632 -0.98261707],-1.53993,"[ 0.81085694  1.41123962  0.38552764  0.10764951  0.71218845  0.66271657
  0.84753969  0.18939358  0.66791845 -0.3852092   0.        ]",[-0.78142542 -0.556081  ]
5,"[[ 0.33141219 -0.38571599  0.08340302  0.07663791]
 [ 5.709583   -4.78882479  0.          0.        ]]",[-0.35784495 -0.01378621],-0.130944085033,[ 0.3689951   0.10124179],-1.53105,"[ 0.76649329  1.38718627  0.55182664 -0.04206872  0.71218808  0.66271624
  0.87156722 -0.41338364  0.64178125 -0.22561154  0.        ]",[-0.78142542 -0.556081  ]
6,"[[ 0.45911566 -0.47652345  0.08340302  0.07663791]
 [ 7.05629001 -4.29356087  0.          0.        ]]",[-1.04838312 -0.0956339 ],-0.121163230384,[-1.35505039  0.72016819],-1.52328,"[ 0.69151582  1.34153178  0.7444477  -0.27259277  0.71218771  0.66271592
  0.9100305  -0.33630067  0.59167344 -0.06267388  0.        ]",[-0.78142542 -0.556081  ]
7,"[[ 0.55913833 -0.53291549  0.08340302  0.07663791]
 [ 2.95960454 -1.35545743  0.          0.        ]]",[-0.64694351 -0.35610169],-0.113238686721,[-0.39830946 -0.7535864 ],-1.4546,"[ 0.61715909  1.30871719  0.88722515 -0.41054914  0.71218735  0.66271559
  0.79302292  0.12098565  0.54022946  0.07660501  0.        ]",[-0.78142542 -0.556081  ]
8,"[[ 0.60194364 -0.58968775  0.08340302  0.07663791]
 [ 1.32634959 -4.31192243  0.          0.        ]]",[-0.47491145  0.19834343],-0.110597920979,[-0.64257927  1.52969666],-1.51416,"[ 0.5813389   1.27235273  0.9457577  -0.54487407  0.71218698  0.66271526
  0.74637445 -0.33915853  0.51587598  0.09763824  0.        ]",[-0.78142542 -0.556081  ]
9,"[[ 0.60268677 -0.63533282  0.08340302  0.07663791]
 [-1.24347328 -0.26607328  0.          0.        ]]",[ 0.19363001 -0.26440722],-0.111434528168,[-0.65050966 -0.69839779],-1.47388,"[ 0.58069624  1.24077222  0.94675858 -0.64925917  0.71218661  0.66271494
  0.67297631  0.29053765  0.51490192  0.04741401  0.        ]",[-0.78142542 -0.556081  ]
10,"[[ 0.55225218 -0.6683383   0.08340302  0.07663791]
 [-3.79152372 -3.02527781  0.          0.        ]]",[ 0.94933957  0.24047425],-0.116968698985,[ 1.43474643  0.78201716],-1.48547,"[ 0.62270107  1.21667544  0.87765583 -0.72259835  0.71218624  0.66271461
  0.60020007 -0.13890525  0.53667051 -0.09021976  0.        ]",[-0.78142542 -0.556081  ]
11,"[[ 0.5168574  -0.69718864  0.08340302  0.07663791]
 [ 0.2386506   0.12972941  0.          0.        ]]",[ 0.51741368 -0.44700095],-0.121215697445,[ 0.26513415  0.2037942 ],-1.54083,"[ 0.65021309  1.19476851  0.82784608 -0.78516187  0.71218588  0.66271428
  0.71530726  0.35214051  0.54465932 -0.19357407  0.        ]",[-0.78142542 -0.556081  ]
12,"[[ 0.53210466 -0.68652706  0.08340302  0.07663791]
 [ 1.28259791  0.93375112  0.          0.        ]]",[ 0.24809769 -0.58603919],-0.119405492808,[ 0.53374696 -0.63897056],-1.52218,"[ 0.63856286  1.20295323  0.84943007 -0.76221234  0.71218551  0.66271396
  0.74512351  0.47727843  0.54162336 -0.1510324   0.        ]",[-0.78142542 -0.556081  ]
13,"[[ 0.5786975  -0.69342944  0.08340302  0.07663791]
 [ 3.36973914 -1.6154863   0.          0.        ]]",[-0.4082495  -0.31116182],-0.114905355136,[-0.54230748 -1.30307574],-1.52007,"[ 0.60108018  1.19766476  0.91417133 -0.77709248  0.71218514  0.66271363
  0.80473482  0.0805144   0.52196852 -0.06575542  0.        ]",[-0.78142542 -0.556081  ]
14,"[[ 0.62391015 -0.76513844  0.08340302  0.07663791]
 [ 1.15885624 -5.5423371   0.          0.        ]]",[-0.17435892  0.2893199 ],-0.111857839286,[-0.38292134 -0.35605055],-1.53944,"[ 0.56205647  1.14017128  0.97513991 -0.92652171  0.71218477  0.66271331
  0.74158841 -0.53066169  0.49117715 -0.05709655  0.        ]",[-0.78142542 -0.556081  ]
15,"[[ 0.63166021 -0.88902438  0.08340302  0.07663791]
 [-0.37876587 -6.84193328  0.          0.        ]]",[ 0.28000551  0.4291338 ],-0.113258100951,[ 0.76893794 -0.46393098],-1.59242,"[ 0.55511067  1.03051374  0.98539754 -1.1608199   0.71218441  0.66271298
  0.69767134 -0.73293092  0.45983206 -0.17946819  0.        ]",[-0.78142542 -0.556081  ]
16,"[[ 0.65468858 -1.0429441   0.08340302  0.07663791]
 [ 2.6714749  -8.54434372  0.          0.        ]]",[-0.15122674  0.40434733],-0.113338994627,[-0.12194304  0.08058205],-1.67741,"[ 0.53403782  0.87828439  1.01553349 -1.40521705  0.71218404  0.66271265
  0.78479022 -0.99789405  0.39736253 -0.30097222  0.        ]",[-0.78142542 -0.556081  ]
17,"[[ 0.70274423 -1.20893069  0.08340302  0.07663791]
 [ 2.13586845 -8.05594762  0.          0.        ]]",[ 0.04837438  0.35412845],-0.11049801659,[ 0.30338702 -1.25358154],-1.70531,"[ 0.48800948  0.6981723   1.07670277 -1.60464806  0.71218367  0.66271233
  0.7694921  -0.92187931  0.30673743 -0.38277433  0.        ]",[-0.78142542 -0.556081  ]
18,"[[  0.7570902   -1.40817973   0.08340302   0.07663791]
 [  3.29483024 -11.85627732   0.           0.        ]]",[-0.20351498  0.78899872],-0.107067302836,[ 0.65898208  0.86249467],-1.59554,"[ 0.43272297  0.46696136  1.142931   -1.74879388  0.7121833   0.662712
  0.8025933  -1.51336242  0.17715356 -0.47831738  0.        ]",[-0.78142542 -0.556081  ]
19,"[[ 0.8484902  -1.60868923  0.08340302  0.07663791]
 [ 5.83683451 -8.20679784  0.          0.        ]]",[-0.60310262  0.38622472],-0.0994436624665,[-0.15516303  0.15119892],-1.51706,"[ 0.33244458  0.2265248   1.24673984 -1.78366234  0.71218294  0.66271167
  0.87519614 -0.94535563  0.02631603 -0.50700539  0.        ]",[-0.78142542 -0.556081  ]
20,"[[ 0.95790654 -1.76518572  0.08340302  0.07663791]
 [ 5.10722065 -7.44539959  0.          0.        ]]",[-0.65926343  0.48790607],-0.0896617159972,[-1.02225931  0.29726283],-1.36104,"[ 0.20140245  0.03964428  1.3574703  -1.73302037  0.71218257  0.66271135
  0.85435679 -0.82685088 -0.10233711 -0.47503917  0.        ]",[-0.78142542 -0.556081  ]
21,"[[ 1.01932358 -1.90079964  0.08340302  0.07663791]
 [ 1.04794251 -6.12044731  0.          0.        ]]",[-0.01574503  0.64697182],-0.0857082371681,[-0.28280339  0.06748412],-1.25342,"[ 0.12314083 -0.11786544  1.41269026 -1.63483677  0.7121822   0.66271102
  0.73841744 -0.62063456 -0.22033812 -0.4960531   0.        ]",[-0.78142542 -0.556081  ]
22,"[[ 1.0288416  -2.01931074  0.08340302  0.07663791]
 [-0.09235407 -5.7319631   0.          0.        ]]",[ 0.26992175  0.80521989],-0.0877144514056,[-0.32504786  0.47709271],-1.24578,"[ 0.11073491 -0.24974406  1.42078152 -1.5091919   0.71218183  0.66271069
  0.70584852 -0.56017047 -0.33026977 -0.56411574  0.        ]",[-0.78142542 -0.556081  ]
23,"[[ 1.01410073 -2.11385662  0.08340302  0.07663791]
 [-1.37744574 -3.72930244  0.          0.        ]]",[ 0.68300843  0.74513149],-0.0918207434127,[ 0.81390497  0.56003613],-1.24498,"[ 0.12991756 -0.34979047  1.40819294 -1.38351372  0.71218147  0.66271037
  0.66914406 -0.24847545 -0.42628082 -0.63409735  0.        ]",[-0.78142542 -0.556081  ]
24,"[[ 1.01914948 -2.16545465  0.08340302  0.07663791]
 [ 1.87152759 -1.43812939  0.          0.        ]]",[ 0.21496476  0.37484178],-0.0928203170992,[-0.61112349  0.76517499],-1.25845,"[ 0.12336695 -0.40210239  1.4125367  -1.30582924  0.7121811   0.66271004
  0.76193916  0.10812376 -0.47929466 -0.65419709  0.        ]",[-0.78142542 -0.556081  ]
