timestep,human_obs,obs,original_rewards,actions,rewards,avg_action_dist,logstd_action_dist
0,"[[ 0.0277065  -0.02958298  0.0710264   0.14002183]
 [ 0.00300672  0.00375395  0.          0.        ]]","[ 0.85286922  1.49674045  0.0643993   0.92196385  0.61064212  1.21436063
  0.71590448  0.333377    0.8177336  -1.11399411  0.        ]",-0.195442135679,[ 0.99976844 -0.49414059],-1.60889,[ 1.32468438 -0.2149964 ],[-0.7357139  -0.54022962]
1,"[[ 0.06745499 -0.04915522  0.0710264   0.14002183]
 [ 3.9586695  -1.95444587  0.          0.        ]]","[ 0.84999968  1.49580948  0.12930386  0.86699377  0.61064181  1.21435952
  0.82993899  0.0307371   0.81559812 -1.05133205  0.        ]",-0.190990946671,[ 1.20677445  0.61842316],-1.61839,[ 0.97017378 -0.2070142 ],[-0.7357139  -0.54022962]
2,"[[ 0.18552363 -0.06330234  0.0710264   0.14002183]
 [ 7.83528958  0.53145633  0.          0.        ]]","[ 0.82740747  1.4948487   0.32067385  0.82729215  0.6106415   1.2143584
  0.94169471  0.41493338  0.79199229 -0.817351    0.        ]",-0.17411443518,[ 0.62184607  0.19051175],-1.52521,[ 0.60260069 -0.4742294 ],[-0.7357139  -0.54022962]
3,"[[  0.36535296  -0.04521897   0.0710264    0.14002183]
 [ 10.13996933   1.27440867   0.           0.        ]]","[ 0.75328188  1.49602985  0.60320315  0.87804426  0.61064118  1.21435729
  1.00813396  0.52975653  0.69250606 -0.42752096  0.        ]",-0.14467143175,[ 0.25924787 -0.8741657 ],-1.31102,[-0.4558152  -0.89384145],[-0.7357139  -0.54022962]
4,"[[  0.57644331  -0.05471568   0.0710264    0.14002183]
 [ 10.96631259  -2.21245634   0.           0.        ]]","[ 0.6082076   1.49545592  0.91017094  0.85138408  0.61064087  1.21435618
  1.03195525 -0.00913915  0.50073304 -0.03267215  0.        ]",-0.112449767008,[-1.71173554 -0.08253488],-1.16129,[-1.80894339 -0.73609662],[-0.7357139  -0.54022962]
5,"[[ 0.75390394 -0.10178771  0.0710264   0.14002183]
 [ 6.79364274 -2.49381706  0.          0.        ]]","[ 0.44220035  1.49101608  1.1381398   0.71949212  0.61064056  1.21435506
  0.91166364 -0.0526235   0.30615869  0.22945248  0.        ]",-0.0894312014521,[-2.4571915  -1.74795187],-0.989258,[-1.93377054 -0.60078955],[-0.7357139  -0.54022962]
6,"[[ 0.84875325 -0.19088047  0.0710264   0.14002183]
 [ 2.70488881 -6.40244191  0.          0.        ]]","[ 0.33884377  1.47534998  1.24598414  0.47183106  0.61064025  1.21435395
  0.79379132 -0.65670236  0.23197778  0.30136293  0.        ]",-0.0821362226704,[-0.82688192  0.02959252],-1.16546,[-1.29239833  0.34563535],[-0.7357139  -0.54022962]
7,"[[ 0.86949333 -0.31646908  0.0710264   0.14002183]
 [-0.61982695 -6.15724483  0.          0.        ]]","[ 0.31500807  1.4373562   1.26812707  0.13035201  0.61063994  1.21435284
  0.697945   -0.61880675  0.28343182  0.2190574   0.        ]",-0.0872921669288,[ 0.32265834 -0.13941125],-1.21436,[-0.33970225  0.78415322],[-0.7357139  -0.54022962]
8,"[[ 0.87002761 -0.44393426  0.0710264   0.14002183]
 [ 0.66896611 -6.5878347   0.          0.        ]]","[ 0.31438831  1.38033607  1.26868923 -0.20211368  0.61063963  1.21435172
  0.73509832 -0.6853542   0.35066208  0.09465771  0.        ]",-0.0953573445961,[ 0.34450388  0.96063441],-1.2715,[-0.16120256  1.00927448],[-0.7357139  -0.54022962]
9,"[[ 0.89693366 -0.53622333  0.0710264   0.14002183]
 [ 2.01717773 -2.65417669  0.          0.        ]]","[ 0.28282642  1.32795593  1.29659536 -0.43090292  0.61063932  1.21435061
  0.77396453 -0.0774057   0.35764558  0.04466047  0.        ]",-0.0970754442872,[ 0.00505031  0.69957072],-1.28291,[-0.22965668  0.52578717],[-0.7357139  -0.54022962]
10,"[[ 0.93706732 -0.56098704  0.0710264   0.14002183]
 [ 1.99625999  0.1683985   0.          0.        ]]","[ 0.23448122  1.31237788  1.33649683 -0.49029198  0.61063901  1.2143495
  0.77336105  0.35882447  0.31852828  0.08537041  0.        ]",-0.0924828594179,[ 0.41132576  0.26923175],-1.26124,[-0.36937231  0.10119312],[-0.7357139  -0.54022962]
