timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[ 0.05950679  0.07235845  0.17137177  0.17575911]
 [ 0.00039398 -0.00024394  0.          0.        ]]",[ 2.4646287   0.34978622],-0.159809907966,[ 2.09856403 -0.77798767],-1.0899,"[ 0.88106355  1.64181708  0.07514923  1.16695801  1.46990372  1.52315748
  0.73489874  0.34141749 -0.14610882 -1.24487203  0.        ]",[-0.50789708 -0.35398731]
1,"[[ 0.09921713  0.04143041  0.17137177  0.17575911]
 [ 3.95745925 -3.08228353  0.          0.        ]]",[ 2.1811676   0.51531452],-0.154930811567,[ 1.96449889  0.3991625 ],-1.06159,"[ 0.87641649  1.64398109  0.13938307  1.07770636  1.46990116  1.52315469
  0.8565561  -0.11587985 -0.15039892 -1.19857377  0.        ]",[-0.50789708 -0.35398731]
2,"[[  2.17265030e-01  -3.76028954e-03   1.71371768e-01   1.75759106e-01]
 [  7.83442470e+00  -1.44224714e+00   0.00000000e+00   0.00000000e+00]]",[ 1.44979489  0.32624322],-0.135188224287,[ 1.15344323 -0.74726043],-0.979226,"[ 0.84897609  1.64502658  0.32844501  0.94711434  1.4698986   1.5231519
  0.97575061  0.1274605  -0.18186683 -1.01449382  0.        ]",[-0.50789708 -0.35398731]
3,"[[  0.41210073  -0.06202055   0.17137177   0.17575911]
 [ 11.63648638  -4.37399744   0.           0.        ]]",[ 0.12975825  0.60488236],-0.100779034906,[ 0.03726794 -0.06110211],-0.82215,"[ 0.76011067  1.6426624   0.6286183   0.77882519  1.46989603  1.52314911
  1.09264197 -0.30753803 -0.27998313 -0.70430553  0.        ]",[-0.50789708 -0.35398731]
4,"[[  0.64400129  -0.15105825   0.17137177   0.17575911]
 [ 11.55384935  -4.5292467    0.           0.        ]]",[-0.72291136  0.79809839],-0.0639020095148,[-1.81681187  0.80239336],-0.675971,"[ 0.58804356  1.63099423  0.95295382  0.52300195  1.46989347  1.52314632
  1.09010001 -0.33057296 -0.45400728 -0.38095997  0.        ]",[-0.50789708 -0.35398731]
5,"[[ 0.83308241 -0.20884917  0.17137177  0.17575911]
 [ 7.36819434 -1.26075181  0.          0.        ]]",[-0.90236378  0.59816843],-0.0403033011282,[-1.42117476 -0.07848546],-0.7013,"[ 0.40044944  1.61824498  1.17950512  0.35867529  1.46989091  1.52314353
  0.96141293  0.15439065 -0.64994489 -0.13408383  0.        ]",[-0.50789708 -0.35398731]
6,"[[ 0.93929437 -0.23691568  0.17137177  0.17575911]
 [ 3.26665489 -1.54496491  0.          0.        ]]",[-0.67109478  0.8207193 ],-0.037149707349,[-0.7967283   1.92503557],-0.688113,"[ 0.2790681   1.61059623  1.28844618  0.27955713  1.46988834  1.52314074
  0.83531218  0.11222038 -0.78002223 -0.0070097   0.        ]",[-0.50789708 -0.35398731]
7,"[[ 0.97234094 -0.22776784  0.17137177  0.17575911]
 [ 0.04871998  2.44644148  0.          0.        ]]",[-0.50804532  0.31590068],-0.0388797850505,[-0.92463414  1.29798525],-0.715836,"[ 0.23923138  1.61318894  1.31938252  0.30528856  1.46988578  1.52313795
  0.73637759  0.70444631 -0.83554565  0.04371216  0.        ]",[-0.50789708 -0.35398731]
8,"[[ 0.93659103 -0.13958299  0.17137177  0.17575911]
 [-3.61151555  6.35900249  0.          0.        ]]",[-0.27457237 -0.32352328],-0.0389270602977,[-0.37501137 -0.91738697],-0.791566,"[ 0.28228509  1.63302919  1.28584768  0.5558212   1.46988322  1.52313516
  0.62384478  1.28497238 -0.84614267  0.06322729  0.        ]",[-0.50789708 -0.35398731]
9,"[[ 0.85020768 -0.05010632  0.17137177  0.17575911]
 [-5.02212526  2.60118615  0.          0.        ]]",[ 0.23047534  0.12015715],-0.036028343765,[-0.46423008 -0.22169108],-0.725033,"[ 0.38159997  1.64346549  1.1980127   0.81320825  1.46988065  1.52313237
  0.58047577  0.72740432 -0.78374064  0.01447519  0.        ]",[-0.50789708 -0.35398731]
10,"[[ 0.73233995 -0.00739978  0.17137177  0.17575911]
 [-6.75886645  1.67256005  0.          0.        ]]",[ 0.95760763  0.25105053],-0.0388349880251,[ 2.44756195  0.30333802],-0.77027,"[ 0.50526074  1.64497514  1.06363594  0.93659197  1.46987809  1.52312958
  0.52708002  0.58961859 -0.64815446 -0.11987503  0.        ]",[-0.50789708 -0.35398731]
11,"[[ 0.63818988  0.03775418  0.17137177  0.17575911]
 [-2.66975454  2.83895365  0.          0.        ]]",[ 0.62088466 -0.12130727],-0.0476571842789,[ 0.194447   -0.47136317],-0.717202,"[ 0.59317234  1.6441273   0.94538508  1.06708406  1.46987553  1.52312679
  0.65279758  0.76268214 -0.55736787 -0.22740524  0.        ]",[-0.50789708 -0.35398731]
