timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[ 0.00616164  0.00979617 -0.0123114   0.14508374]
 [-0.00176345 -0.003829    0.          0.        ]]",[-0.70795101 -1.83602571],-0.264162988997,[-0.70641516 -1.1110521 ],-1.40766,"[ 1.01941916  2.13636168 -0.02763977  0.7933859  -0.1146959   1.25768802
  0.71684415  0.35614359  1.50976272 -1.04494784  0.        ]",[-0.22476834 -0.18013555]
1,"[[-0.02189581 -0.02999658 -0.0123114   0.14508374]
 [-2.79468783 -3.96225718  0.          0.        ]]",[-0.58928895 -1.72985053],-0.269716825058,[-0.77792291 -4.02530446],-1.38245,"[ 1.0191006   2.13579135 -0.07054427  0.66981192 -0.11469573  1.25768315
  0.59926275 -0.18562931  1.50852801 -1.12929452  0.        ]",[-0.22476834 -0.18013555]
2,"[[-0.10809623 -0.14817067 -0.0123114   0.14508374]
 [-5.81532071 -7.84222301  0.          0.        ]]",[-0.46981001 -1.5997715 ],-0.285214801447,[-0.69227283 -1.32861874],-1.53761,"[ 1.01109862  2.12132825 -0.20204859  0.30445804 -0.11469556  1.25767828
  0.47209523 -0.71666283  1.47701732 -1.38224799  0.        ]",[-0.22476834 -0.18013555]
3,"[[ -0.25071276  -0.34317467  -0.0123114    0.14508374]
 [ -8.4376849  -11.64549507   0.           0.        ]]",[-0.33764517 -1.4253788 ],-0.306116451711,[-0.09827663  0.45690083],-1.67554,"[ 0.97475633  2.05621306 -0.41646503 -0.28206439 -0.11469538  1.25767341
  0.36169467 -1.23719689  1.33705218 -1.77426321  0.        ]",[-0.22476834 -0.18013555]
4,"[[-0.42170564 -0.55561753 -0.0123114   0.14508374]
 [-8.66087033 -9.60557925  0.          0.        ]]",[-0.32713133 -1.35763192],-0.322630313951,[ 0.79614631 -1.214822  ],-1.75453,"[ 0.89423075  1.92955826 -0.66301736 -0.87523355 -0.11469521  1.25766853
  0.3522981  -0.95799917  1.0593667  -2.15038592  0.        ]",[-0.22476834 -0.18013555]
5,"[[ -5.61596122e-01  -7.85559049e-01  -1.23113959e-02   1.45083739e-01]
 [ -5.33929436e+00  -1.33760002e+01   0.00000000e+00   0.00000000e+00]]",[-0.55159932 -1.3495605 ],-0.328810142589,[ 0.11948478 -1.75664092],-1.7673,"[ 0.7999255   1.73352772 -0.85145334 -1.43349842 -0.11469503  1.25766366
  0.49213388 -1.47403438  0.71530776 -2.38373772  0.        ]",[-0.22476834 -0.18013555]
6,"[[ -6.62579852e-01  -1.09015081e+00  -1.23113959e-02   1.45083739e-01]
 [ -4.76115814e+00  -1.70708557e+01   0.00000000e+00   0.00000000e+00]]",[-0.72067696 -1.30840051],-0.322747037914,[-1.54144173 -1.49973691],-1.66004,"[ 0.71703594  1.39719206 -0.97779164 -1.99089577 -0.11469486  1.25765879
  0.51647217 -1.97971875  0.32106252 -2.45920483  0.        ]",[-0.22476834 -0.18013555]
7,"[[ -7.96573243e-01  -1.46789366e+00  -1.23113959e-02   1.45083739e-01]
 [ -8.62573887e+00  -2.06913771e+01   0.00000000e+00   0.00000000e+00]]",[-0.86407208 -1.30673313],-0.301395797098,[-1.28922858 -1.17735343],-1.51855,"[ 0.58948787  0.9027754  -1.1304272  -2.3263375  -0.11469468  1.25765392
  0.35377428 -2.47521533 -0.14600161 -2.34720759  0.        ]",[-0.22476834 -0.18013555]
8,"[[ -1.00711753e+00  -1.91732846e+00  -1.23113959e-02   1.45083739e-01]
 [ -1.24164944e+01  -2.42402860e+01   0.00000000e+00   0.00000000e+00]]",[-0.99290895 -1.31765914],-0.256719562802,[-1.19194455 -1.71943345],-1.23176,"[ 0.3538764   0.29462632 -1.32973337 -2.15813098 -0.11469451  1.25764905
  0.19418449 -2.96088999 -0.56761732 -1.95393172  0.        ]",[-0.22476834 -0.18013555]
9,"[[ -1.29274572e+00  -2.43703751e+00  -1.23113959e-02   1.45083739e-01]
 [ -1.61340823e+01  -2.77190654e+01   0.00000000e+00   0.00000000e+00]]",[-1.11915982 -1.3307389 ],-0.187495577652,[-0.39476474 -1.56986552],-0.910715,"[-0.01744156 -0.28589266 -1.50757602 -1.24858057 -0.11469434  1.25764418
  0.03767505 -3.43693822 -0.64695394 -1.35306971  0.        ]",[-0.22476834 -0.18013555]
10,"[[ -1.62794197e+00  -3.02563501e+00  -1.23113959e-02   1.45083739e-01]
 [ -1.73805786e+01  -2.55671085e+01   0.00000000e+00   0.00000000e+00]]",[-1.15241992 -1.27220929],-0.135110913666,[ 0.9196649  -1.59619461],-0.757146,"[-0.49134121 -0.60399632 -1.56380731  0.4036522  -0.11469416  1.25763931
 -0.01480214 -3.14236964 -0.23861232 -0.98237705  0.        ]",[-0.22476834 -0.18013555]
11,"[[ -1.93555443e+00  -3.20728641e+00  -1.23113959e-02   1.45083739e-01]
 [ -1.33941872e+01   3.57425725e-01   0.00000000e+00   0.00000000e+00]]",[-0.83199227 -1.01201808],-0.141058757177,[-1.1054432   0.77111902],-0.809071,"[-0.91952492 -0.61026204 -1.46568634  0.96685517 -0.11469399  1.25763444
  0.15302406  0.40562027 -0.05347036 -1.01483784  0.        ]",[-0.22476834 -0.18013555]
12,"[[ -2.24050037e+00  -3.14501148e+00  -1.23113959e-02   1.45083739e-01]
 [ -1.70881436e+01   4.84359905e+00   0.00000000e+00   0.00000000e+00]]",[-0.803743   -0.99770826],-0.138759829607,[-0.59161545 -1.16052611],-0.759817,"[-1.29685954 -0.61321824 -1.23597898  0.77359128 -0.11469381  1.25762957
 -0.00249113  1.01958849 -0.09159274 -1.00183044  0.        ]",[-0.22476834 -0.18013555]
