timestep,human_obs,obs,original_rewards,actions,rewards,avg_action_dist,logstd_action_dist
0,"[[ 0.0997812  -0.09028951  0.1515831  -0.11166559]
 [ 0.00099422  0.00067578  0.          0.        ]]","[ 0.84922276  1.51671865  0.17350658  0.7446357   1.305464   -0.96935881
  0.72043805  0.334609   -0.00892515  1.48989815  0.        ]",-0.135655175134,[-2.52420093 -1.52490899],-1.87129,[-2.86448836 -1.90440869],[-0.6857388  -0.48466375]
1,"[[ 0.06012568 -0.12998855  0.1515831  -0.11166559]
 [-3.95339142 -3.95739329  0.          0.        ]]","[ 0.8540014   1.51143762  0.10887123  0.6331719   1.30546259 -0.96935807
  0.60536547 -0.27286919 -0.00838121  1.36344517  0.        ]",-0.124340440975,[-1.7974993  -0.30319826],-1.79626,[-1.64136875 -0.86666816],[-0.6857388  -0.48466375]
2,"[[-0.05784442 -0.2203805   0.1515831  -0.11166559]
 [-7.83072652 -5.07806564  0.          0.        ]]","[ 0.85420375  1.49238126 -0.08392742  0.38180728  1.30546119 -0.96935732
  0.49253511 -0.4448681  -0.04853658  1.02087636  0.        ]",-0.0929793795344,[ 0.69712689  0.36617305],-1.5122,[-0.23172501 -0.16928223],[-0.6857388  -0.48466375]
3,"[[-0.18524204 -0.30639651  0.1515831  -0.11166559]
 [-4.91871705 -3.52869745  0.          0.        ]]","[ 0.8309096   1.46529304 -0.29057771  0.14726323  1.30545978 -0.96935657
  0.57727405 -0.20707322 -0.15374992  0.67794791  0.        ]",-0.0601222063559,[ 0.09884614  0.42538612],-1.16099,[-0.10147721 -0.16284688],[-0.6857388  -0.48466375]
4,"[[-0.27872403 -0.35937138  0.1515831  -0.11166559]
 [-4.4310965  -1.77463511  0.          0.        ]]","[ 0.79848768  1.44434999 -0.439295    0.00584041  1.30545838 -0.96935582
  0.59146346  0.06213781 -0.26323905  0.45151411  0.        ]",-0.0378185606628,[-0.02346235  0.48734838],-0.901541,[ 0.18636879 -0.22897169],[-0.6857388  -0.48466375]
5,"[[-0.36740539 -0.37514995  0.1515831  -0.11166559]
 [-4.43701125  0.19023052  0.          0.        ]]","[ 0.75601483  1.4374938  -0.57676389 -0.03576136  1.30545698 -0.96935508
  0.59129102  0.36370262 -0.36625972  0.27923465  0.        ]",-0.0228252192519,[ 0.29046783 -0.65825669],-0.773891,[ 0.45911357 -0.41831928],[-0.6857388  -0.48466375]
6,"[[-0.4437262  -0.39753862  0.1515831  -0.11166559]
 [-3.19920123 -2.42039762  0.          0.        ]]","[ 0.71058517  1.42728557 -0.6914153  -0.09434663  1.30545557 -0.96935433
  0.62731088 -0.03697325 -0.47544333  0.13317071  0.        ]",-0.0179239589613,[ 1.06733604 -0.07490281],-0.699175,[ 0.84105396  0.28081721],[-0.6857388  -0.48466375]
7,"[[-0.4673827  -0.44845639  0.1515831  -0.11166559]
 [ 0.82017879 -2.67054049  0.          0.        ]]","[ 0.69487889  1.40199838 -0.72615327 -0.22549801  1.30545417 -0.96935358
  0.74427418 -0.07536484 -0.55027245  0.05970104  0.        ]",-0.0211574118534,[ 0.28135413 -0.1053569 ],-0.73521,[ 0.38283312  0.40994352],[-0.6857388  -0.48466375]
8,"[[-0.43997298 -0.50552633  0.1515831  -0.11166559]
 [ 1.91714379 -3.03523411  0.          0.        ]]","[ 0.71300628  1.37030079 -0.68586641 -0.36870636  1.30545276 -0.96935283
  0.77619532 -0.13133755 -0.56465162  0.06485964  0.        ]",-0.0203790226159,[ 0.12596695  0.03472176],-0.730615,[ 0.16560473  0.55998135],[-0.6857388  -0.48466375]
9,"[[-0.39701124 -0.56425024  0.1515831  -0.11166559]
 [ 2.37749996 -2.83781321  0.          0.        ]]","[ 0.73935048  1.33408783 -0.62168033 -0.5114104   1.30545136 -0.96935208
  0.78959116 -0.10103756 -0.56127242  0.09401839  0.        ]",-0.0175670901145,[ 0.07771559 -0.20359323],-0.741069,[-0.01996189  0.61040324],[-0.6857388  -0.48466375]
