timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[ 0.09907944  0.01991009 -0.05635673  0.04404618]
 [-0.00265884 -0.00021663  0.          0.        ]]","[ 0.84560617  1.51391233  0.17320694  1.0555595  -0.47858054  0.37942014
  0.7172799   0.33367923  2.08869358  0.05736948  0.        ]",-0.265926629856,[-0.68806297 -0.48044947],-2.3405,[-1.46733439 -2.64317679],[-1.36213657 -1.86243566]
1,"[[ 0.05935174 -0.0198066  -0.05635673  0.04404618]
 [-3.95695101 -3.958266    0.          0.        ]]","[ 0.85034693  1.51391286  0.10824607  0.94327543 -0.47858031  0.37941997
  0.6020652  -0.2745661   2.09896679 -0.06891513  0.        ]",-0.268227514125,[-0.68806297 -0.48044947],-2.37582,[-1.15976954 -2.30833769],[-1.30997804 -1.60449645]
2,"[[-0.05867765 -0.13789829 -0.05635673  0.04404618]
 [-7.83310755 -7.83797385  0.          0.        ]]","[ 0.85040633  1.50268308 -0.08525743  0.61062596 -0.47858008  0.3794198
  0.48912716 -0.87077217  2.07824736 -0.4441562   0.        ]",-0.273546809131,[-0.68806297 -0.48044947],-2.40399,[-1.225564   -2.10415149],[-1.87465888 -1.22344697]
3,"[[ -0.25346369  -0.33281326  -0.05635673   0.04404618]
 [-11.6329451  -11.64083481   0.           0.        ]]","[ 0.80481185  1.44787501 -0.40040281  0.07558427 -0.47857985  0.37941963
  0.37841282 -1.45516783  1.88133598 -1.02838327  0.        ]",-0.277161265874,[-0.68806297 -0.48044947],-2.36021,[-1.38977635 -1.92684317],[-1.56448917 -2.41201149]
4,"[[ -0.52350104  -0.60302865  -0.05635673   0.04404618]
 [-15.35863338 -15.3682369    0.           0.        ]]","[ 0.65100485  1.30112976 -0.80912059 -0.60420006 -0.47857962  0.37941946
  0.26985896 -2.02796496  1.3239956  -1.66040912  0.        ]",-0.271256739569,[-0.68806297 -0.48044947],-2.31168,[-1.70953786 -2.05284715],[-1.86915217 -1.49552378]
5,"[[ -0.86733148  -0.94704829  -0.05635673   0.04404618]
 [-19.01269198 -19.02147141   0.           0.        ]]","[ 0.32037579  1.01183241 -1.24003773 -1.29562958 -0.47857939  0.37941929
  0.16339214 -2.58936009  0.34592443 -1.9964874   0.        ]",-0.245946150533,[-0.68806297 -0.48044947],-2.07013,[-1.74886084 -1.97093165],[-1.87035546 -2.87444043]
6,"[[ -1.2835482   -1.36340161  -0.05635673   0.04404618]
 [-22.59764635 -22.60182889   0.           0.        ]]","[-0.22795617  0.55510973 -1.56224678 -1.76743368 -0.47857916  0.37941912
  0.05893879 -3.13954925 -0.74365212 -1.64857083  0.        ]",-0.192552326453,[-0.68806297 -0.48044947],-1.75444,[-1.76094484 -1.91482019],[-1.37597517 -2.06447778]
7,"[[ -1.77078839  -1.85064554  -0.05635673   0.04404618]
 [-26.11518975 -26.11081766   0.           0.        ]]","[-0.95490653 -0.02715672 -1.59676032 -1.71802804 -0.47857893  0.37941895
 -0.04355043 -3.67876155 -1.24391334 -0.6424531   0.        ]",-0.109831267232,[-0.68806297 -0.48044947],-1.249,[-1.73017192 -1.71004319],[-1.31230675 -2.26800185]
8,"[[ -2.32770488  -2.40737182  -0.05635673   0.04404618]
 [-29.56499618 -29.55045511   0.           0.        ]]","[-1.69096517 -0.59012428 -1.18156352 -0.89503637 -0.4785787   0.37941878
 -0.14406603 -4.20730403 -0.72008474  0.20022204  0.        ]",-0.011926522689,[-0.68806297 -0.48044947],-0.711765,[-2.30929661 -1.90978146],[-2.4049893  -1.87559721]
9,"[[ -2.95291656  -3.03221905  -0.05635673   0.04404618]
 [-32.94372128 -27.03751205   0.           0.        ]]","[-2.13676962 -0.89407179 -0.29672393  0.69065902 -0.47857847  0.37941861
 -0.24251055 -3.82111621  0.02677749 -0.03637996  0.        ]",-0.0702468910095,[-0.68806297 -0.48044947],-0.634873,[-3.14562488 -2.287256  ],[-2.70269643 -2.67099172]
