timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[-0.03408539 -0.05058582  0.0806359  -0.10390399]
 [ 0.00334111 -0.00010527  0.          0.        ]]",[-1.44217157 -1.81105685],-0.157906705077,[-1.81467809 -1.67548948],-1.14849,"[ 0.96646416  2.00113319 -0.10015885  0.68890951  0.69458919 -0.91095193
  0.72082024  0.35315641  0.76617391  0.92954301  0.        ]",[-0.29773059 -0.24671932]
1,"[[-0.07369435 -0.09030031  0.0806359  -0.10390399]
 [-3.95107973 -3.95815692  0.          0.        ]]",[-0.72052944 -1.30116057],-0.149874202828,[ 0.21575573 -0.84753889],-1.0798,"[ 0.96338228  1.99739024 -0.16189396  0.5698917   0.69458808 -0.91095013
  0.57415205 -0.19841613  0.7553201   0.8224169   0.        ]",[-0.29773059 -0.24671932]
2,"[[-0.14335597 -0.20235165  0.0806359  -0.10390399]
 [-3.01820461 -7.23605038  0.          0.        ]]",[-0.31988832 -0.83097845],-0.13259901642,[ 0.01285411 -1.034607  ],-0.868768,"[ 0.95248965  1.97557663 -0.26997308  0.23700887  0.69458696 -0.91094832
  0.60875101 -0.65520516  0.70680064  0.59938465  0.        ]",[-0.29773059 -0.24671932]
3,"[[ -0.20259769  -0.38536346   0.0806359   -0.10390399]
 [ -2.90638781 -11.05241046   0.           0.        ]]",[ 0.23886549 -0.18554528],-0.111204095117,[-0.30386981 -0.74789313],-0.58751,"[ 0.93776954  1.9048868  -0.36105504 -0.2885398   0.69458585 -0.91094651
  0.61289733 -1.18703033  0.59795114  0.34807144  0.        ]",[-0.29773059 -0.24671932]
4,"[[ -0.27220427  -0.63392398   0.0806359   -0.10390399]
 [ -4.05056466 -13.79450521   0.           0.        ]]",[ 0.95445502  0.48589426],-0.0840771189218,[ 1.38375125  0.78220604],-0.256766,"[ 0.91413962  1.74338006 -0.4666409  -0.93875054  0.69458473 -0.91094471
  0.57045951 -1.56914847  0.38569584  0.07329056  0.        ]",[-0.29773059 -0.24671932]
5,"[[ -0.31273466  -0.87601194   0.0806359   -0.10390399]
 [ -0.01576663 -10.42549665   0.           0.        ]]",[ 0.76941156  0.46097195],-0.062607736972,[ 1.39700311 -0.46291185],-0.145077,"[ 0.89726871  1.52240846 -0.52721702 -1.46717474  0.69458362 -0.9109429
  0.72010726 -1.09965912  0.15084958 -0.09132753  0.        ]",[-0.29773059 -0.24671932]
6,"[[ -0.27334749  -1.1008532    0.0806359   -0.10390399]
 [  3.94137496 -12.05316367   0.           0.        ]]",[ 0.50468969  0.7338534 ],-0.0483583543509,[ 1.79545812  0.20942523],-0.0948009,"[ 0.91369141  1.27220489 -0.46835809 -1.83792433  0.6945825  -0.9109411
  0.86687437 -1.32647793 -0.0032857  -0.10866554  0.        ]",[-0.29773059 -0.24671932]
7,"[[ -0.1556045   -1.33121099   0.0806359   -0.10390399]
 [  7.82014502 -10.98610499   0.           0.        ]]",[-0.04576255  0.71453768],-0.0346332475797,[-0.57896868 -0.1634942 ],-0.172552,"[ 0.94984702  0.98441445 -0.28887628 -2.0777958   0.69458139 -0.91093929
  1.0107342  -1.17777555 -0.0850804  -0.02566619  0.        ]",[-0.29773059 -0.24671932]
8,"[[ -0.02373973  -1.55523889   0.0806359   -0.10390399]
 [  5.37439305 -11.41529796   0.           0.        ]]",[  4.45574522e-04   8.80029500e-01],-0.0202876407563,[-0.75979101  2.19729467],-0.128146,"[ 0.96688072  0.68833691 -0.08401117 -2.16323665  0.69458027 -0.91093749
  0.92002039 -1.23758206 -0.16006153  0.08262466  0.        ]",[-0.29773059 -0.24671932]
9,"[[ 0.05250351 -1.74154364  0.0806359  -0.10390399]
 [ 2.26028421 -7.22916896  0.          0.        ]]",[ 0.12166962  0.78605992],-0.00624970168645,[ 0.30531192  0.11564395],-0.142566,"[ 0.96529611  0.44068479  0.03496329 -2.11989725  0.69457916 -0.91093568
  0.80451789 -0.65422607 -0.26224719  0.15389459  0.        ]",[-0.29773059 -0.24671932]
