timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[ 0.05577451 -0.08759509  0.01378102  0.17227752]
 [-0.00171374  0.00155202  0.          0.        ]]",[-0.29185998 -1.461097  ],-0.259591976462,[-0.47375255 -2.89786097],-1.05165,"[ 1.08980265  2.05500933  0.11720164  0.41501119  0.12037841  1.5157042
  0.73844364  0.35061669  1.25416728 -1.26591422  0.        ]",[-0.12957633 -0.18330008]
1,"[[ 0.03695244 -0.1272849   0.01378102  0.17227752]
 [-1.87426664 -3.9573413   0.          0.        ]]",[-0.21625493 -1.41587102],-0.264882365196,[-1.86014494 -1.24229148],-1.1301,"[ 1.09101563  2.04925895  0.08883654  0.2978663   0.12037812  1.5156925
  0.63986163 -0.19391284  1.25187338 -1.33258624  0.        ]",[-0.12957633 -0.18330008]
2,"[[-0.0398371  -0.24535821  0.01378102  0.17227752]
 [-5.79168212 -7.83706252  0.          0.        ]]",[-0.08895677 -1.33681846],-0.282278260323,[-0.66393331 -1.38756589],-1.25179,"[ 1.09085536  2.0198265  -0.02698329 -0.04640378  0.12037783  1.5156808
  0.43362915 -0.72755163  1.22187913 -1.56314381  0.        ]",[-0.12957633 -0.18330008]
3,"[[ -0.18086202  -0.44026041   0.01378102   0.17227752]
 [ -8.3025496  -11.6404754    0.           0.        ]]",[ 0.04090367 -1.22682416],-0.308136198194,[ 0.11878677 -0.44725973],-1.45498,"[ 1.06917319  1.93180893 -0.23827106 -0.5905007   0.12037755  1.5156691
  0.30144419 -1.25069016  1.08969863 -1.94129337  0.        ]",[-0.12957633 -0.18330008]
4,"[[ -0.34055217  -0.68852721   0.01378102   0.17227752]
 [ -7.66865132 -13.18106027   0.           0.        ]]",[ 0.0832084  -1.12476385],-0.329817208567,[-1.67327776 -1.61674333],-1.4744,"[ 1.01172914  1.75359641 -0.47079885 -1.21164703  0.12037726  1.5156574
  0.33481486 -1.46258115  0.81377233 -2.30801732  0.        ]",[-0.12957633 -0.18330008]
5,"[[ -5.32101063e-01  -9.89243039e-01   1.37810173e-02   1.72277523e-01]
 [ -1.14738973e+01  -1.68781831e+01   0.00000000e+00   0.00000000e+00]]",[-0.02362893 -1.04083192],-0.341854866556,[-0.81394926 -0.38569781],-1.59994,"[ 0.89881629  1.45377358 -0.73230323 -1.80601553  0.12037698  1.51564571
  0.13448717 -1.9710828   0.3693302  -2.57265296  0.        ]",[-0.12957633 -0.18330008]
6,"[[ -7.91640304e-01  -1.33876280e+00   1.37810173e-02   1.72277523e-01]
 [ -1.44703261e+01  -1.80697907e+01   0.00000000e+00   0.00000000e+00]]",[-0.29808366 -1.01415479],-0.336654773132,[-1.25691649 -0.313676  ],-1.53356,"[ 0.67661507  1.0241295  -1.04030896 -2.21446362  0.12037669  1.51563401
 -0.02326028 -2.13495468 -0.22771571 -2.60291852  0.        ]",[-0.12957633 -0.18330008]
7,"[[ -1.11791752e+00  -1.70901305e+00   1.37810173e-02   1.72277523e-01]
 [ -1.81454197e+01  -1.89522544e+01   0.00000000e+00   0.00000000e+00]]",[-0.54412371 -0.95199704],-0.305496470748,[ 0.4260614  -1.88396902],-1.51371,"[ 0.30625877  0.52941905 -1.32345231 -2.26567952  0.1203764   1.51562231
 -0.21673613 -2.25629997 -0.77218818 -2.27828258  0.        ]",[-0.12957633 -0.18330008]
8,"[[ -1.46034516e+00  -2.12401090e+00   1.37810173e-02   1.72277523e-01]
 [ -1.61041495e+01  -2.25356362e+01   0.00000000e+00   0.00000000e+00]]",[-0.69734824 -0.87088215],-0.246685285956,[-1.1080469  -2.11021613],-1.09887,"[-0.15099401  0.00791936 -1.4663344  -1.85115392  0.12037612  1.51561061
 -0.10927236 -2.74911232 -0.97831263 -1.70226855  0.        ]",[-0.12957633 -0.18330008]
9,"[[ -1.81899282e+00  -2.60996410e+00   1.37810173e-02   1.72277523e-01]
 [ -1.97484772e+01  -2.60480384e+01   0.00000000e+00   0.00000000e+00]]",[-0.73339242 -0.81766367],-0.177601428907,[ 1.16397378 -0.72374404],-0.944628,"[-0.64813334 -0.44484868 -1.42928764 -0.83019817  0.12037583  1.51559891
 -0.30112917 -3.23212299 -0.73090649 -1.21273816  0.        ]",[-0.12957633 -0.18330008]
10,"[[ -2.17033860e+00  -3.08129420e+00   1.37810173e-02   1.72277523e-01]
 [ -1.53994660e+01  -1.12536785e+01   0.00000000e+00   0.00000000e+00]]",[-0.69672012 -0.78310084],-0.157947863437,[ 0.63579392 -1.96979541],-0.804502,"[-1.09320037 -0.62807611 -1.21239255  0.49586139  0.12037555  1.51558722
 -0.0721725  -1.19733863 -0.36887431 -1.1562938   0.        ]",[-0.12957633 -0.18330008]
11,"[[ -2.4500052   -3.14327869   0.01378102   0.17227752]
 [-12.57675369   1.39912231   0.           0.        ]]",[-0.6661545  -0.78692973],-0.166632927132,[-1.13233876 -0.31084624],-0.81404,"[-1.38091569 -0.63051708 -0.9290142   0.67976628  0.12037526  1.51557552
  0.07643118  0.54289106 -0.25501681 -1.23631814  0.        ]",[-0.12957633 -0.18330008]
12,"[[ -2.73876627e+00  -3.09535937e+00   1.37810173e-02   1.72277523e-01]
 [ -1.62870221e+01   2.60468154e+00   0.00000000e+00   0.00000000e+00]]",[-0.66433746 -0.78609067],-0.163990141275,[-2.57050848 -0.4404884 ],-0.702682,"[-1.59005277 -0.6290794  -0.55827625  0.53755351  0.12037497  1.51556382
 -0.11889892  0.70869813 -0.26301046 -1.21475054  0.        ]",[-0.12957633 -0.18330008]
13,"[[ -3.10099684e+00  -3.05144881e+00   1.37810173e-02   1.72277523e-01]
 [ -1.99239150e+01   1.71898614e+00   0.00000000e+00   0.00000000e+00]]",[-0.64539272 -0.77630913],-0.162077620603,[ 0.29635016 -0.74499974],-0.858435,"[-1.70070031 -0.6250527  -0.02808289  0.40750648  0.12037469  1.51555213
 -0.31036604  0.58687984 -0.2481498  -1.19992129  0.        ]",[-0.12957633 -0.18330008]
14,"[[ -3.48374545e+00  -3.02599677e+00   1.37810173e-02   1.72277523e-01]
 [ -1.83561691e+01   8.90741814e-01   0.00000000e+00   0.00000000e+00]]",[-0.62760133 -0.76456451],-0.163427694843,[-0.65744792 -0.89761773],-0.803764,"[-1.62086485 -0.62153465  0.5393212   0.3323463   0.1203744   1.51554043
 -0.22782973  0.47296355 -0.21938126 -1.21127683  0.        ]",[-0.12957633 -0.18330008]
15,"[[ -3.87333998e+00  -3.01352640e+00   1.37810173e-02   1.72277523e-01]
 [ -2.05958192e+01   4.11928423e-01   0.00000000e+00   0.00000000e+00]]",[-0.57416582 -0.75249934],-0.167914445344,[-0.8653684 -0.8590605],-0.802342,"[-1.34423151 -0.61949381  1.04117809  0.2955987   0.12037412  1.51552873
 -0.34573798  0.40710736 -0.19561433 -1.2471921   0.        ]",[-0.12957633 -0.18330008]
