timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[ 0.02970376  0.09672968  0.19401551  0.02469344]
 [ 0.00310196 -0.00039978  0.          0.        ]]",[ 0.11486198 -0.49266052],-0.016986517035,[ 0.03331842 -0.91729288],-0.5586,"[ 0.91691166  1.78195305  0.01136459  1.19552603  1.67342708  0.20855203
  0.73653997  0.34750807 -0.2865495   0.11658278  0.        ]",[-0.3706173  -0.31561595]
1,"[[ 0.03110176  0.06027919  0.19401551  0.02469344]
 [ 0.13625031 -3.63254466  0.          0.        ]]",[ 0.34269154 -0.01346581],-0.0193082718745,[ 0.81558636  1.75398691],-0.423642,"[ 0.91684847  1.78557711  0.01359789  1.08901844  1.67342237  0.20855187
  0.74093268 -0.17660709 -0.2827844   0.08334636  0.        ]",[-0.3706173  -0.31561595]
2,"[[ 0.06615506  0.02806512  0.19401551  0.02469344]
 [ 3.35835569  0.39770988  0.          0.        ]]",[-0.35029638 -0.54331464],-0.0171262963148,[-0.38884781 -0.82354508],-0.552771,"[ 0.91436397  1.78737775  0.06955281  0.99468987  1.67341766  0.2085517
  0.8472532   0.40495515 -0.28458888  0.11761186  0.        ]",[-0.3706173  -0.31561595]
3,"[[ 0.11723488  0.0032289   0.19401551  0.02469344]
 [ 1.75496076 -2.87044154  0.          0.        ]]",[-0.17647417 -0.1114693 ],-0.014502310161,[-0.01317164  0.36537922],-0.533035,"[ 0.90754667  1.78786561  0.15083946  0.92190147  1.67341295  0.20855154
  0.79434412 -0.06663679 -0.29164938  0.1893131   0.        ]",[-0.3706173  -0.31561595]
4,"[[ 0.15145716 -0.03909368  0.19401551  0.02469344]
 [ 1.667561   -1.36682766  0.          0.        ]]",[-0.29327101 -0.23901236],-0.0144067172152,[ 0.3068413   0.30921817],-0.52324,"[ 0.90086508  1.78689649  0.20503977  0.79787714  1.67340824  0.20855138
  0.79145918  0.1503337  -0.29486723  0.21184651  0.        ]",[-0.3706173  -0.31561595]
5,"[[ 0.19665127 -0.05387875  0.19401551  0.02469344]
 [ 2.84792107 -0.11584732  0.          0.        ]]",[-0.65899575 -0.41378009],-0.0166597369908,[-0.85325267 -0.93276364],-0.629449,"[ 0.88945798  1.78601855  0.27617392  0.75458663  1.67340352  0.20855122
  0.83040717  0.33084929 -0.30583403  0.28178149  0.        ]",[-0.3706173  -0.31561595]
6,"[[ 0.21919284 -0.09321598  0.19401551  0.02469344]
 [-0.58234923 -3.80558365  0.          0.        ]]",[-0.09225585  0.14987631],-0.0167354453258,[ 0.43540076 -1.55901914],-0.654352,"[ 0.88267513  1.78234292  0.31142422  0.63960288  1.67339881  0.20855106
  0.71721573 -0.20157809 -0.30782009  0.28521125  0.        ]",[-0.3706173  -0.31561595]
7,"[[ 0.2249577  -0.2083063   0.19401551  0.02469344]
 [ 1.1530463  -7.69049698  0.          0.        ]]",[ 0.03636651  0.73782665],-0.0134611943216,[ 0.18098831  0.86652346],-0.477979,"[ 0.88082339  1.76040097  0.32041141  0.30626928  1.6733941   0.2085509
  0.77447869 -0.76216909 -0.30118889  0.18228784  0.        ]",[-0.3706173  -0.31561595]
8,"[[ 0.25495943 -0.32616613  0.19401551  0.02469344]
 [ 1.84483955 -4.10742561  0.          0.        ]]",[-0.08047293  0.49019653],-0.0144528100735,[ 0.85040516  1.25915793],-0.407174,"[ 0.87043056  1.72089977  0.36698604 -0.0267374   1.67338939  0.20855074
  0.79730525 -0.24513255 -0.3100564   0.12154822  0.        ]",[-0.3706173  -0.31561595]
9,"[[ 0.32522883 -0.36778333  0.19401551  0.02469344]
 [ 5.171037   -0.06774483  0.          0.        ]]",[-0.90383697 -0.05305573],-0.0109500078149,[-1.50298705 -1.82945684],-0.672407,"[ 0.84114057  1.70292618  0.47457973 -0.14144468  1.67338468  0.20855058
  0.90706061  0.33779255 -0.32667143  0.2104683   0.        ]",[-0.3706173  -0.31561595]
