timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[ 0.09438649  0.06699261  0.03919748 -0.1187185 ]
 [ 0.00464196 -0.00215355  0.          0.        ]]",[-3.13424039 -2.74025702],-0.223158182677,[-2.51826429 -3.63921743],-2.34982,"[ 0.8675042   1.60427357  0.13755941  1.16637758  0.32465085 -1.03472579
  0.72934748  0.33947015  1.12575698  1.62660688  0.        ]",[-0.52599514 -0.35606068]
1,"[[ 0.05480332  0.02723755  0.03919748 -0.1187185 ]
 [-3.94979507 -3.9601668   0.          0.        ]]",[-2.1453073  -1.97987962],-0.216199910396,[-2.27146792 -2.3659248 ],-2.31045,"[ 0.8718846   1.6065641   0.07329902  1.05233481  0.32465067 -1.03472471
  0.60950375 -0.25377229  1.13903     1.50589426  0.        ]",[-0.52599514 -0.35606068]
2,"[[-0.06308416 -0.09089183  0.03919748 -0.1187185 ]
 [-7.82606533 -7.83984241  0.          0.        ]]",[-0.54366904 -0.91775072],-0.19440434566,[-0.73011143 -0.29802635],-2.12584,"[ 0.87115929  1.60195916 -0.11851614  0.71343765  0.32465049 -1.03472363
  0.49202901 -0.83527287  1.12942834  1.14509977  0.        ]",[-0.52599514 -0.35606068]
3,"[[ -0.24702836  -0.25796022   0.03919748  -0.1187185 ]
 [-10.55929971  -8.86357395   0.           0.        ]]",[ 1.00161481 -0.20135617],-0.159413992825,[ 0.5548522  -0.33641028],-1.67806,"[ 0.82902545  1.56648184 -0.41397862  0.24144982  0.32465031 -1.03472255
  0.40919521 -0.98871289  0.97975806  0.6230898   0.        ]",[-0.52599514 -0.35606068]
4,"[[ -0.43409518  -0.44684373   0.03919748  -0.1187185 ]
 [ -8.15541232 -10.02091152   0.           0.        ]]",[ 1.43502247  0.33557925],-0.121809306292,[ 2.04136793  0.56332712],-1.1419,"[ 0.736356    1.4867385  -0.70062459 -0.26692737  0.32465013 -1.03472147
  0.48204729 -1.16217793  0.66106603  0.15144436  0.        ]",[-0.52599514 -0.35606068]
5,"[[-0.55590538 -0.6229056   0.03919748 -0.1187185 ]
 [-4.03924278 -7.59336165  0.          0.        ]]",[ 1.07745433  0.24752039],-0.0947514450167,[ 1.28004465  0.02614445],-0.874248,"[ 0.65046596  1.37694515 -0.8750266  -0.70139     0.32464995 -1.03472038
  0.60679185 -0.79832639  0.32996206 -0.1121889   0.        ]",[-0.52599514 -0.35606068]
6,"[[ -5.96197764e-01  -7.72239452e-01   3.91974788e-02  -1.18718504e-01]
 [ -3.38244426e-03  -7.34085341e+00   0.00000000e+00   0.00000000e+00]]",[ 0.62695187  0.37038973],-0.079703396281,[ 1.96339529 -0.53094472],-0.761267,"[ 0.61786931  1.25954751 -0.93003425 -1.02978259  0.32464977 -1.0347193
  0.72910244 -0.76047883  0.11319434 -0.20296138  0.        ]",[-0.52599514 -0.35606068]
7,"[[-0.55656377 -0.93870421  0.03919748 -0.1187185 ]
 [ 3.95364947 -9.29906504  0.          0.        ]]",[ 0.08751731  0.63882113],-0.0695345599924,[-1.01439781  0.87899066],-0.864898,"[  6.49948757e-01   1.10579471e+00  -8.75935255e-01  -1.34297652e+00
   3.24649586e-01  -1.03471822e+00   8.49023900e-01  -1.05398241e+00
  -9.97958502e-04  -1.89625619e-01   0.00000000e+00]",[-0.52599514 -0.35606068]
8,"[[-0.51798537 -1.08790593  0.03919748 -0.1187185 ]
 [-0.08239896 -5.63335568  0.          0.        ]]",[ 0.36430928  0.41729888],-0.0598268278453,[ 0.90792408 -0.1665074 ],-0.765962,"[ 0.67927187  0.95084548 -0.82197907 -1.5694681   0.3246494  -1.03471714
  0.72670644 -0.50455073 -0.10083716 -0.16020834  0.        ]",[-0.52599514 -0.35606068]
9,"[[-0.48357146 -1.2060785   0.03919748 -0.1187185 ]
 [ 3.51187024 -6.18204724  0.          0.        ]]",[-0.11380568  0.50384068],-0.0518279459667,[ 0.79480429  0.10525223],-0.742126,"[ 0.70381024  0.81897174 -0.77283257 -1.70895109  0.32464922 -1.03471606
  0.83563404 -0.58679048 -0.17470959 -0.12453443  0.        ]",[-0.52599514 -0.35606068]
10,"[[-0.38247623 -1.32431657  0.03919748 -0.1187185 ]
 [ 6.58746339 -5.64351699  0.          0.        ]]",[-0.69433141  0.41874698],-0.0474955160703,[-0.34862505  0.82356791],-0.7621,"[ 0.7667896   0.68092592 -0.6234977  -1.81105441  0.32464904 -1.03471498
  0.92884245 -0.506073   -0.15147344 -0.03437764  0.        ]",[-0.52599514 -0.35606068]
11,"[[-0.26588245 -1.40334244  0.03919748 -0.1187185 ]
 [ 5.07693158 -2.27032906  0.          0.        ]]",[-0.84504086 -0.00988568],-0.0494980920312,[-1.52630305  0.70206515],-0.877567,"[  8.21918432e-01   5.86212811e-01  -4.43664545e-01  -1.85767677e+00
   3.24648862e-01  -1.03471390e+00   8.83063304e-01  -4.85392007e-04
  -7.48293530e-02   6.68124815e-02   0.00000000e+00]",[-0.52599514 -0.35606068]
12,"[[-0.20506221 -1.4203975   0.03919748 -0.1187185 ]
 [ 1.01859508  0.55538218  0.          0.        ]]",[-0.51265347 -0.3064959 ],-0.0539338645354,[-1.30418243 -0.78600069],-0.961192,"[ 0.8429896   0.56558424 -0.3473924  -1.86542422  0.32464868 -1.03471282
  0.76007027  0.42304407 -0.01384381  0.1199361   0.        ]",[-0.52599514 -0.35606068]
13,"[[-0.22459143 -1.4406181   0.03919748 -0.1187185 ]
 [-2.95829531 -2.56703605  0.          0.        ]]",[ 0.12431735  0.28082332],-0.0496725512392,[ 0.49468954 -0.31211428],-0.802453,"[ 0.83680553  0.54105827 -0.37845567 -1.87354009  0.3246485  -1.03471174
  0.63954567 -0.04495753 -0.0606481   0.1047758   0.        ]",[-0.52599514 -0.35606068]
14,"[[-0.2635266  -1.50385226  0.03919748 -0.1187185 ]
 [-0.94193168 -3.7524291   0.          0.        ]]",[ 0.02444828  0.52175939],-0.0389574568795,[ 0.65286675  0.15649476],-0.728158,"[ 0.82283173  0.46398756 -0.43996203 -1.89140312  0.32464832 -1.03471066
  0.70065333 -0.22262937 -0.17889338  0.08417011  0.        ]",[-0.52599514 -0.35606068]
15,"[[-0.25625667 -1.57194298  0.03919748 -0.1187185 ]
 [ 1.66028693 -3.05894443  0.          0.        ]]",[-0.31253114  0.46182415],-0.0322689563694,[-1.06108838  0.94017539],-0.784127,"[ 0.82560578  0.38064028 -0.42852336 -1.89782979  0.32464814 -1.03470958
  0.77951591 -0.11868671 -0.24097665  0.10532014  0.        ]",[-0.52599514 -0.35606068]
16,"[[-0.26309501 -1.59515632  0.03919748 -0.1187185 ]
 [-2.33082622  0.724996    0.          0.        ]]",[ 0.1442825   0.10566023],-0.0291260257056,[-0.20371504 -0.41614325],-0.801606,"[ 0.82299717  0.35220764 -0.43928309 -1.8969752   0.32464796 -1.0347085
  0.65856016  0.44846731 -0.27389077  0.10753061  0.        ]",[-0.52599514 -0.35606068]
