timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[-0.06949357  0.08084176 -0.0544182  -0.07539802]
 [ 0.00370632 -0.00448977  0.          0.        ]]",[-1.20199025 -1.78737235],-0.273210722082,[ 0.59636057 -1.15480932],-1.43994,"[ 1.10994196  1.98072655 -0.04697473  0.87464131 -0.48062358 -0.6609562
  0.74497626  0.34108457  1.73754025  0.64882248  0.        ]",[-0.08415905 -0.19978055]
1,"[[-0.04573488  0.04101582 -0.0544182  -0.07539802]
 [ 2.36429737 -3.96490303  0.          0.        ]]",[-1.23377311 -1.77845228],-0.273503331496,[-0.3027504  -1.34198118],-1.42366,"[ 1.11183339  1.98390468 -0.01121982  0.76185471 -0.48062193 -0.66095356
  0.88101449 -0.20483439  1.73857606  0.65362984  0.        ]",[-0.08415905 -0.19978055]
2,"[[-0.01091932 -0.07721765 -0.0544182  -0.07539802]
 [ 1.12138927 -7.8455116   0.          0.        ]]",[-1.18582118 -1.72564685],-0.271781004517,[-1.74199343 -2.94042479],-1.31396,"[ 1.11319471  1.98105034  0.04123939  0.42663277 -0.48062028 -0.66095091
  0.80938101 -0.73975159  1.73613795  0.60841095  0.        ]",[-0.08415905 -0.19978055]
3,"[[ -0.02839059  -0.27228184  -0.0544182   -0.07539802]
 [ -2.85533087 -11.64824315   0.           0.        ]]",[-1.02867067 -1.61506963],-0.26250749307,[-0.6482327 -0.6052915],-1.38289,"[ 1.1127113   1.93626604  0.01490747 -0.1175424  -0.48061864 -0.66094827
  0.58019721 -1.26392857  1.7025173   0.41227027  0.        ]",[-0.08415905 -0.19978055]
4,"[[ -0.11065555  -0.52697017  -0.0544182   -0.07539802]
 [ -5.3629279  -13.81337643   0.           0.        ]]",[-0.87313175 -1.49631011],-0.242196842341,[ 0.06475572 -0.25996115],-1.30265,"[ 1.10477681  1.80561313 -0.1087695  -0.78144728 -0.48061699 -0.66094562
  0.43568062 -1.5623651   1.57486781  0.08501985  0.        ]",[-0.08415905 -0.19978055]
5,"[[ -0.21428541  -0.81082208  -0.0544182   -0.07539802]
 [ -5.00132849 -14.56929063   0.           0.        ]]",[-0.76785725 -1.38630641],-0.212991005877,[-0.99699646 -0.32079258],-1.20407,"[ 1.08152011  1.57370503 -0.26286152 -1.41115409 -0.48061534 -0.66094298
  0.45651844 -1.66654569  1.33089243 -0.22357995  0.        ]",[-0.08415905 -0.19978055]
6,"[[ -0.35290832  -1.11204508  -0.0544182   -0.07539802]
 [ -8.84837877 -15.5497421    0.           0.        ]]",[-0.54426706 -1.19650626],-0.17395424869,[-0.85687337 -1.45413303],-1.0536,"[ 1.02773375  1.24842735 -0.4633227  -1.89845473 -0.48061369 -0.66094033
  0.23480768 -1.80167292  0.96579534 -0.45168724  0.        ]",[-0.08415905 -0.19978055]
7,"[[ -0.56215504  -1.45966698  -0.0544182   -0.07539802]
 [-12.0659685  -19.20026821   0.           0.        ]]",[-0.26955888 -0.94001418],-0.119208062158,[ 1.85931161 -1.80635272],-0.787513,"[ 0.89970239  0.8096707  -0.74579459 -2.1742821  -0.48061204 -0.66093769
  0.04937355 -2.30482932  0.45677908 -0.5182005   0.        ]",[-0.08415905 -0.19978055]
8,"[[ -0.76140146  -1.87958832  -0.0544182   -0.07539802]
 [ -7.87257928 -22.77993229   0.           0.        ]]",[-0.13208298 -0.73278165],-0.0554109378493,[ 0.69712701 -1.28757   ],-0.532091,"[ 0.73007745  0.2613622  -0.98235178 -2.05755291 -0.4806104  -0.66093504
  0.29104396 -2.79818373  0.00703839 -0.27531671  0.        ]",[-0.08415905 -0.19978055]
9,"[[ -0.88963521  -2.37039012  -0.0544182   -0.07539802]
 [ -4.96033861 -26.28854077   0.           0.        ]]",[-0.1166185  -0.62977421],-0.0134627015908,[ 1.52810851  0.36252781],-0.477368,"[ 0.59939597 -0.28477339 -1.11335319 -1.33203724 -0.48060875 -0.6609324
  0.45887963 -3.28169582 -0.15680909  0.17923075  0.        ]",[-0.08415905 -0.19978055]
