timestep,human_obs,avg_action_dist,original_rewards,actions,rewards,obs,logstd_action_dist
0,"[[-0.01446862 -0.07910131  0.08008356 -0.04980435]
 [ 0.00053478 -0.00075488  0.          0.        ]]",[-1.88199079 -2.99906635],-0.134910525589,[-2.04328951 -4.19169309],-2.25476,"[ 0.8440823   1.41535762  0.02201941  0.8167032   0.69000518 -0.43667818
  0.68874477  0.32771954  0.7333857   0.74048021  0.        ]",[-0.85479081 -0.67998153]
1,"[[-0.05413322 -0.11882867  0.08008356 -0.04980435]
 [-3.95383823 -3.95879494  0.          0.        ]]",[-0.58141178 -1.89895129],-0.130635956553,[-0.18656307 -1.52918786],-2.24703,"[ 0.84196721  1.41064058 -0.04256648  0.70819043  0.69000489 -0.43667803
  0.57784659 -0.30208238  0.71929027  0.60510994  0.        ]",[-0.85479081 -0.67998153]
2,"[[-0.13981561 -0.23694337  0.08008356 -0.04980435]
 [-4.61223596 -7.83973927  0.          0.        ]]",[ 0.3424128  -0.67383575],-0.121313451051,[ 0.53992424 -0.24291921],-1.98086,"[ 0.8290729   1.38554217 -0.18147606  0.38926252  0.69000461 -0.43667788
  0.55938202 -0.91961663  0.64417623  0.28238576  0.        ]",[-0.85479081 -0.67998153]
3,"[[-0.20971326 -0.40183983  0.08008356 -0.04980435]
 [-2.38494966 -8.6472114   0.          0.        ]]",[  4.31239665e-01  -1.45196915e-04],-0.11307485179,[ 0.56016832 -0.17598361],-1.7867,"[ 0.81018112  1.32340279 -0.29360728 -0.0400064   0.69000432 -0.43667774
  0.62184468 -1.04810075  0.49795656 -0.03501134  0.        ]",[-0.85479081 -0.67998153]
4,"[[-0.23470467 -0.5800661   0.08008356 -0.04980435]
 [-0.1217173  -9.17365272  0.          0.        ]]",[ 0.38910675  0.6556586 ],-0.106969309734,[-0.35031788  0.08101682],-1.77747,"[ 0.80161804  1.22257567 -0.33332515 -0.47088708  0.69000403 -0.43667759
  0.68531539 -1.13186721  0.33310382 -0.24232485  0.        ]",[-0.85479081 -0.67998153]
5,"[[-0.25102447 -0.75849347  0.08008356 -0.04980435]
 [-1.50567942 -8.67076619  0.          0.        ]]",[ 0.87997174  0.82556653],-0.101589614031,[ 0.86201972  1.63018896],-1.7153,"[ 0.79551604  1.08974447 -0.35913536 -0.85450483  0.69000375 -0.43667744
  0.64650274 -1.05184744  0.14480185 -0.39981178  0.        ]",[-0.85479081 -0.67998153]
6,"[[-0.24663582 -0.89046968  0.08008356 -0.04980435]
 [ 1.93318628 -4.54060264  0.          0.        ]]",[ 0.41332209  0.05117723],-0.0975845054273,[ 0.56894383  0.39920459],-1.69105,"[ 0.797196    0.97340681 -0.35220475 -1.10029144  0.69000346 -0.4366773
  0.74294337 -0.39465695  0.01182471 -0.46712385  0.        ]",[-0.85479081 -0.67998153]
7,"[[-0.1857752  -0.96452674  0.08008356 -0.04980435]
 [ 4.14553337 -2.8706539   0.          0.        ]]",[-0.02723525 -0.3745037 ],-0.09356336901,[-0.51972682 -0.45964574],-1.74266,"[ 0.817491    0.90222778 -0.25536392 -1.22220358  0.69000317 -0.43667715
  0.80498698 -0.12893512  0.01167131 -0.40977113  0.        ]",[-0.85479081 -0.67998153]
8,"[[-0.12431406 -1.03962363  0.08008356 -0.04980435]
 [ 2.00767338 -4.63317628  0.          0.        ]]",[ 0.31411946  0.09497255],-0.0893032516823,[ 0.21173776 -0.13827392],-1.66757,"[ 0.8322442   0.82621884 -0.1564378  -1.33319639  0.69000289 -0.43667701
  0.74503162 -0.40938715  0.00709156 -0.35104073  0.        ]",[-0.85479081 -0.67998153]
9,"[[-0.07615202 -1.13686216  0.08008356 -0.04980435]
 [ 2.80587988 -5.08915106  0.          0.        ]]",[ 0.17013282  0.20141849],-0.0841576011907,[ 0.13360656  0.37049028],-1.63664,"[ 0.83973577  0.72276739 -0.0783654  -1.45701032  0.6900026  -0.43667686
  0.76741651 -0.48194161 -0.04218    -0.32124699  0.        ]",[-0.85479081 -0.67998153]
10,"[[-0.01529089 -1.22291637  0.08008356 -0.04980435]
 [ 3.27867275 -3.52149019  0.          0.        ]]",[ 0.00983757 -0.08123332],-0.0788531351913,[ 0.0192733   0.25522592],-1.60394,"[ 0.84405943  0.62720166  0.02068099 -1.54698819  0.69000231 -0.43667671
  0.78067536 -0.23249558 -0.06753607 -0.26606621  0.        ]",[-0.85479081 -0.67998153]
11,"[[ 0.05039473 -1.28250668  0.08008356 -0.04980435]
 [ 3.28985483 -2.44114088  0.          0.        ]]",[-0.14730318 -0.27809632],-0.0746050570863,[-0.59340861 -0.1061079 ],-1.61288,"[ 0.84226699  0.559205    0.12767146 -1.59813764  0.69000203 -0.43667657
  0.7809886  -0.0605905  -0.06189724 -0.19321262  0.        ]",[-0.85479081 -0.67998153]
12,"[[ 0.09197968 -1.33505418  0.08008356 -0.04980435]
 [ 0.87665838 -2.81238594  0.          0.        ]]",[ 0.1832893  -0.06290863],-0.071086090134,[-0.14075278  0.09143905],-1.55882,"[ 0.83766837  0.49823051  0.19525224 -1.63549515  0.69000174 -0.43667642
  0.71331158 -0.11966296 -0.07749767 -0.15291026  0.        ]",[-0.85479081 -0.67998153]
